before,reverse_color,after,length,swing_to
PPBBBP,BBBBBBBPP,PBBBPP,9,P
BBBPPP,BBBPP,BBPBBB,5,P
BPBPBB,PPPBB,PBBPPB,5,B
BPBBPB,PPPBB,PPPBPB,5,B
PBBBPB,PPPBB,PPPPBB,5,B
BPPPBB,PPPPBB,BBPBPP,6,B
BBBBPB,PPPBB,BPBPPP,5,B
PBBBPB,PPPPBB,PPPBPB,6,B
PBBBPB,PPPBB,BBPPPP,5,B
PPBBBB,PPPPPPBB,BPPBBP,8,B
BPBBBP,BBBBPP,BBBPBP,6,P
BBPPPP,BBBPP,BBBPBP,5,P
PBBBPB,PPPPPBB,BPBBPP,7,B
BBBPBB,PPPPBB,PPPPBP,6,B
PBPBBP,BBBPP,PBPBBP,5,P
PBBPBP,BBBPP,PBBBPB,5,P
BPBPPB,PPPBB,BPBPBP,5,B
BBBBBP,BBBPP,BBBPBB,5,P
PBBBBP,BBBPP,BPBPPP,5,P
BPPPPB,PPPBB,PPPBPB,5,B
BPPPBP,BBBBBBBBPP,PPPBBB,10,P
BBBBPP,PPPBB,BPBBBB,5,B
BPBPPB,PPPBB,BPPPPB,5,B
PPPBBB,PPPPBB,BBPBPB,6,B
PPPPBP,BBBPP,BBPBPP,5,P
PBPBPP,BBBBBPP,PPBBPB,7,P
PBBBPP,PPPPPPBB,PPPBBB,8,B
PPPPBB,PPPBB,BBPBBP,5,B
BPBBBP,BBBBBBBPP,PBPBPP,9,P
PPBBPP,BBBPP,PPPBPP,5,P
PPPBPP,BBBBPP,BBPPPB,6,P
PBBBPP,BBBBBPP,PPPBBB,7,P
BBBBPP,PPPBB,BBBBBB,5,B
PPPPBB,BBBBBBBPP,BPBBPB,9,P
PBBBPB,PPPPPPBB,PPPBBB,8,B
PPPPBB,PPPBB,BBBBPB,5,B
BBBBBP,BBBPP,BBBBBP,5,P
PBBBPP,BBBBBPP,PPPPBP,7,P
BBPPBP,BBBBBPP,BBBBPB,7,P
BBPBBP,BBBBBPP,PPBPBB,7,P
PPBPBP,BBBBPP,PBPBBP,6,P
BBPBPB,PPPBB,PPBPPP,5,B
PBBPPB,PPPPPBB,BPPBPB,7,B
PPPBPP,BBBBPP,BBBBPP,6,P
BBBBPP,BBBBPP,PBPBPB,6,P
BPBBBP,BBBPP,BBBBBB,5,P
PPPBPB,PPPPBB,PPBPPP,6,B
PBBPPB,PPPBB,PBPPBB,5,B
PBPBPB,PPPPBB,PPBPBB,6,B
BPBPBB,PPPPPPPPPBB,BPPBPP,11,B
PBBBPB,PPPBB,PBPBBB,5,B
PBBPBP,BBBBBPP,PBPBBB,7,P
BPPPBP,BBBPP,PBBBPB,5,P
PBPBBP,BBBPP,BPPBBB,5,P
PBBBBP,BBBPP,BPPBPP,5,P
BPBPPB,PPPBB,PBPBPB,5,B
PBPBPB,PPPBB,BBBPPP,5,B
BPPPBB,BBBPP,PBPPPP,5,P
PPPPBP,BBBPP,PBBBBB,5,P
BBBBPB,PPPBB,PBBPPB,5,B
PBBPBP,BBBPP,BBPBPB,5,P
PBPBPP,BBBBPP,BBPBBB,6,P
BPPBBP,BBBBPP,PBPPBB,6,P
BPPBBP,BBBPP,PBPPPP,5,P
BPBBBP,BBBPP,PBPBBP,5,P
PPPPBB,PPPPPPPBB,PBBPBB,9,B
BBPBBP,BBBBBBBPP,BPBPBP,9,P
PBBPBB,PPPBB,PPBBPB,5,B
PPPPPB,PPPBB,PPBPPP,5,B
PBBPPB,PPPBB,BPBBPP,5,B
PPBPBP,BBBBPP,PBPBPP,6,P
PPBPPB,PPPPPBB,BBPPPB,7,B
PPBPBB,PPPBB,BBBBPP,5,B
BPBBBP,BBBBBPP,PBPPBB,7,P
PPPBPP,BBBPP,BBBBPP,5,P
PBBBPP,BBBBPP,PBBPBB,6,P
PPBPBB,PPPPPPPBB,BPPBBB,9,B
PBBBPP,BBBBPP,BPPPBB,6,P
BBBPPB,PPPBB,PBPPPB,5,B
BPPBBP,BBBBBBPP,BBBBBB,8,P
PPPPBB,BBBPP,BPBBPP,5,P
BPBPBB,PPPBB,BPBPPB,5,B
PBPBBP,BBBPP,PBBBBP,5,P
BBBPPP,BBBBPP,BPBPPP,6,P
BPPBPB,PPPBB,BBBBPP,5,B
BPPPBB,BBBBPP,BBBBBP,6,P
BPBPBP,BBBBPP,BBBPBP,6,P
BPBPBB,PPPPPPBB,PBPPPP,8,B
BBBBBP,BBBBBBBBPP,PPPBPP,10,P
PPPPPB,PPPBB,PPBBPB,5,B
PPBPBP,BBBPP,BPPPBP,5,P
PPBBBP,BBBBPP,BBBPPB,6,P
BBBBPP,BBBPP,BPPPBP,5,P
PBPPBP,BBBPP,BPBPBB,5,P
PBBPBB,PPPPPPBB,PPPBBB,8,B
PPPPBB,PPPBB,BBBBBP,5,B
BBBBPB,PPPBB,BPBBPB,5,B
PBBBBP,BBBPP,PPBBBP,5,P
PBBBPB,PPPPBB,BBPBBB,6,B
BBBBPP,BBBPP,BBBPPB,5,P
PBBBPP,BBBPP,BBBPBP,5,P
BBBBPP,BBBPP,BBBBBB,5,P
BBBBBP,BBBBBPP,PPPBPP,7,P
BPPPBP,BBBPP,PPBBPP,5,P
PPBBPP,BBBPP,BBPBPB,5,P
PBPPBB,PPPPPPPPPPPPPBB,PPPPPP,15,B
PPBBPP,BBBBBBBPP,PPPPPP,9,P
PPPPBB,BBBPP,PBBBPP,5,P
BBBPPP,BBBPP,PBBPPB,5,P
PBPBPB,PPPPBB,BPPBBB,6,B
BPBBPP,BBBBPP,PPBPBP,6,P
BBBBBP,BBBBPP,BBBBBP,6,P
PBBPBP,BBBPP,PBBBPP,5,P
BBBPPP,BBBPP,BBBPBB,5,P
PBBBPP,BBBPP,BPBBPP,5,P
PPBPBB,PPPPPPPPBB,PBBBPB,10,B
BPPPBP,BBBPP,BBBPBP,5,P
BPBBPP,BBBBBPP,PPPBPB,7,P
PBPBPP,BBBPP,PPBPBB,5,P
PPBPBB,PPPBB,BBBBBP,5,B
BPPPBB,BBBBBPP,PBBPPP,7,P
PPBPPB,PPPPBB,BPBPBP,6,B
BBBBPB,PPPBB,BBPPBB,5,B
BPBBPB,PPPBB,BBPPBP,5,B
PBPPBB,PPPBB,PPPPPP,5,B
BPBBBP,BBBPP,BBPBBP,5,P
PBBPBB,PPPBB,BBBBPP,5,B
BPPPBB,BBBBPP,BPBPPB,6,P
BBPBPP,BBBPP,PBBPBP,5,P
BBBPPB,PPPPPBB,BBPPBP,7,B
BBPPPB,PPPBB,PPBBPP,5,B
BBPPBB,PPPBB,BPBPBP,5,B
BPBBPB,PPPBB,BPBPBP,5,B
BPBPBB,PPPPBB,PBBPBB,6,B
BPBBBP,BBBPP,PBBBBB,5,P
BBPBBP,BBBBPP,BBBPBP,6,P
BBBPBP,BBBBPP,BPPPPB,6,P
PPBBBP,BBBBBPP,BPPPPP,7,P
BBPPBP,BBBBPP,PBPBBP,6,P
PBBPBB,PPPPBB,BPPPPP,6,B
BBBBBP,BBBPP,BBBPPB,5,P
BBPBPB,PPPPPBB,PPPBPB,7,B
PBPPBP,BBBBBPP,BPPBPP,7,P
PPBPBP,BBBBBPP,BPBBPP,7,P
BPPPBP,BBBBPP,PPPPPB,6,P
BBBBPP,PPPPPBB,PPBPPP,7,B
BPBBPP,BBBBPP,PBBBPP,6,P
BBBPPP,BBBPP,BPPPBP,5,P
BBPPBB,PPPBB,PPBPBB,5,B
PPBPBB,PPPBB,BPPBPB,5,B
PBBBBP,BBBBPP,BPPPBB,6,P
BBBPPB,PPPBB,BBBBBP,5,B
BPPPBB,BBBBBPP,PBPPBB,7,P
PBPPBB,PPPPPPPPBB,BBPPPP,10,B
BPBBBP,BBBPP,BBBBPP,5,P
PBBBPP,BBBBPP,BPPBBB,6,P
BPBBPP,BBBBPP,PBBBPP,6,P
BBBPPP,BBBPP,BPPBPP,5,P
BPPBPP,BBBPP,BBBBBP,5,P
PBBBPP,BBBBBPP,PPPPPP,7,P
BBBBPP,PPPPPPBB,PPPPBB,8,B
PPPPBB,PPPPBB,PBBPPP,6,B
BPBPBB,PPPPBB,PPPPBP,6,B
BPBBBP,BBBPP,BPPPPB,5,P
BBPBPP,BBBBPP,PPPPBB,6,P
BBBBPP,PPPPBB,BBBBPP,6,B
PBPBBP,BBBBPP,BBPPPB,6,P
BBPPBB,PPPBB,PBBBBP,5,B
PPPBBB,PPPPPBB,BPBPBP,7,B
BPPPBP,BBBPP,BBBBBP,5,P
PBBBPP,BBBBBPP,PBBBBB,7,P
PBBBPB,PPPPPBB,PPBPBP,7,B
PBPPBP,BBBPP,PBBBPB,5,P
PPPBPP,BBBBBBBPP,BPBPPP,9,P
BPBBPB,PPPBB,PPPPPB,5,B
PPPPBP,BBBPP,PPPPPB,5,P
BBBPPP,BBBBBPP,BBBBPB,7,P
PPBBPP,BBBPP,PPBPPB,5,P
BBPBPB,PPPBB,BPPBBB,5,B
PBBBPP,BBBBBBPP,PBPBBB,8,P
PBPBBP,BBBBPP,PBPBPB,6,P
BPBPBP,BBBPP,BPPPPB,5,P
BPPPPB,PPPPBB,BBPBPP,6,B
BBBPBB,PPPPBB,PPBBBB,6,B
PBPBPP,BBBPP,PPPPBB,5,P
PBBBPP,PPPPBB,PPPPBB,6,B
PPPPBB,PPPPBB,PBBBBB,6,B
PPPBBP,BBBBBBPP,PBPPBB,8,P
PBPBBP,BBBBPP,BBPBBB,6,P
BPPBBP,BBBBBPP,PBPBPB,7,P
PBBPBB,PPPPBB,PBBPBP,6,B
PBPBBP,BBBPP,PBBPPP,5,P
BPPPBB,PPPBB,BPBBPB,5,B
PPBBPB,PPPBB,BPBPPB,5,B
PBBPBB,PPPBB,PBBBPB,5,B
BBBPBP,BBBPP,PPBPBP,5,P
PPBBPP,BBBPP,PPPBBP,5,P
PBBBPP,PPPBB,PPPPBB,5,B
PPBPBP,BBBBPP,BPPBPB,6,P
PPPBBP,BBBPP,BPBPPP,5,P
BPPBPB,PPPBB,BPBBBP,5,B
BPBBBP,BBBBPP,BBBBBB,6,P
BBBBPB,PPPBB,BBPBBB,5,B
PBBBBP,BBBBBBPP,PBBPBP,8,P
BPBPBB,PPPPBB,PPBPBB,6,B
BBPBBP,BBBPP,BBPBBB,5,P
BPPBBP,BBBBBPP,PPBBBB,7,P
PBBBPP,BBBBBPP,BBPBPB,7,P
PPPPPB,PPPBB,BBBPBP,5,B
PBPPBP,BBBBPP,PBBPBB,6,P
BBPBPB,PPPPPPBB,PPPBPP,8,B
PBBPPB,PPPPPBB,PBBBBB,7,B
PBPPBP,BBBBBBBBBPP,BBPPPP,11,P
PBBPBB,PPPPBB,BBPBPP,6,B
BBBBPB,PPPBB,PPPBBP,5,B
PPBBPP,BBBBBBBPP,PBPPBB,9,P
BPBBPP,BBBPP,PBBBPP,5,P
PPPBPP,BBBPP,PPBBBP,5,P
BPBPPB,PPPPPBB,BPPPBB,7,B
PPPBBB,PPPBB,BBPPPB,5,B
PPBBBB,PPPBB,PPBPBP,5,B
BPPPPB,PPPPPPPBB,PBPBBB,9,B
BPBBBP,BBBBPP,BBPPBB,6,P
BBBPBP,BBBPP,BPBBPP,5,P
BPPPBB,BBBPP,BBBBBP,5,P
BBBBPB,PPPBB,PPPBBP,5,B
BPPPBB,PPPBB,PBPBPB,5,B
BPPBPP,BBBBBBPP,PPPBPB,8,P
BPBBPB,PPPBB,BBPPPP,5,B
PPBBBB,PPPPPBB,PPBBPP,7,B
BBPPBB,PPPPPBB,PPBPPB,7,B
BBBPPB,PPPPBB,PPPPBB,6,B
PPPPBB,PPPPBB,PBBPPB,6,B
BBBPPP,BBBPP,BBBPPB,5,P
PBBBPP,BBBPP,BPBBPB,5,P
BBBBPB,PPPPBB,BPBBBB,6,B
PPPBPP,BBBPP,BPBBPB,5,P
BBPBPP,BBBBPP,PPBBBP,6,P
BBPBPP,BBBPP,PPBPPP,5,P
PBBBBP,BBBBPP,BPBBBP,6,P
BBPPBP,BBBPP,PBPBPB,5,P
PPBPPB,PPPPPBB,PPPPPB,7,B
PPPPBB,PPPPPBB,BPPBBB,7,B
PBBBPP,BBBBPP,BBBPPB,6,P
BBBBPP,BBBPP,BBBBPB,5,P
BPBBPP,BBBPP,PPBBPB,5,P
PPPBPB,PPPBB,PBBPBB,5,B
PBPBPP,BBBPP,BPBBBB,5,P
BBPPBP,BBBBBBPP,BBBPBP,8,P
PPBPPB,PPPPPPPPBB,PPBBPP,10,B
PBBPBB,PPPBB,PPBBBP,5,B
BPBBPP,BBBBBBBPP,BBBPPP,9,P
BBBBPP,BBBPP,PPBBBB,5,P
PBPPBB,PPPPPBB,BPPPBB,7,B
PPPBBB,PPPBB,PBBBPB,5,B
PBBBPB,PPPPPBB,BPPPPP,7,B
PBPBPP,BBBPP,BPBPPP,5,P
BPPBPB,PPPPPBB,PBBBBB,7,B
PBBPPB,PPPBB,PBPPPP,5,B
PBPPBP,BBBPP,BPPPPP,5,P
BPPPPB,PPPBB,PPBPPB,5,B
BPBBPP,BBBBBPP,BPBBBP,7,P
BBPPBP,BBBPP,BBPBBB,5,P
BPPBBP,BBBPP,PBPBPB,5,P
BBPPBP,BBBBBPP,PBBBBP,7,P
BBBPPP,BBBBPP,BPBPBB,6,P
PPBPBP,BBBBBPP,BPPBPB,7,P
PPBPBP,BBBPP,PPPPPP,5,P
PPBPBP,BBBPP,PBBPPB,5,P
BPPBPP,BBBPP,BBBPPP,5,P
BBBPBP,BBBBPP,BBBPPP,6,P
BBBBPP,BBBPP,PPPBBP,5,P
PBBBPP,PPPBB,PBBPPP,5,B
PBBPBB,PPPPBB,BBPBPP,6,B
BPPPBP,BBBPP,PPBBBP,5,P
BBBBPB,PPPPPPPBB,PPBPBB,9,B
PBBBBP,BBBPP,BPPBBP,5,P
PPPPPB,PPPBB,PBPPPP,5,B
BBPBBP,BBBPP,BPPPBB,5,P
BBBPPB,PPPBB,PPPBPB,5,B
PPPBPB,PPPPPBB,BBBPPP,7,B
PPPPBB,BBBPP,PPPBBP,5,P
BBBBPP,PPPBB,PPBPPB,5,B
PBPBPB,PPPPPPPPBB,PPBBBB,10,B
PBPPPB,PPPPBB,PPPBBB,6,B
PPPPBB,PPPBB,BBPPBP,5,B
PPPBPP,BBBPP,PPPPBB,5,P
PBBBPP,PPPPBB,PBBPBP,6,B
PPBBBP,BBBPP,PPPBPB,5,P
PBPPBP,BBBPP,BPBBBB,5,P
BPBPBB,PPPBB,PPBPBP,5,B
PBPBPP,BBBPP,PBBBBB,5,P
BBBPPP,BBBBBBBPP,BBPPPP,9,P
BBBPPP,BBBPP,PPBBPB,5,P
PBPPBB,PPPBB,PBPPPB,5,B
PPBBPB,PPPBB,BBBBBB,5,B
BPPPBB,BBBBBBBBBBBBBPP,PBBPPB,15,P
PBPPBB,PPPPBB,PBBBBP,6,B
BBPPPP,BBBBBBPP,BPBPBP,8,P
PBPBPB,PPPBB,BPBPPB,5,B
BBPBPP,BBBPP,BPBPBP,5,P
PBPBPB,PPPPBB,PBPPBB,6,B
BPBPPB,PPPPPPPPPBB,BBPPPB,11,B
PPBBBB,PPPBB,PBBBPP,5,B
PPPBBP,BBBPP,PBPPBB,5,P
PBBPPB,PPPPPPPPPPPPBB,PPBPPB,14,B
PPBPBP,BBBBPP,PPBBPB,6,P
BBBBBP,BBBPP,PBBBBB,5,P
BBBPPP,BBBBBPP,BPPPPB,7,P
PBPBPP,BBBPP,PPBBBP,5,P
BPBPPB,PPPBB,BBPPPB,5,B
PPBBBB,PPPBB,PPBBBP,5,B
PPBBBP,BBBBBPP,PBBBPP,7,P
BBBPPP,BBBPP,BPBBPB,5,P
PBBPBB,PPPBB,PPBPBB,5,B
PBBBPB,PPPPPPPPBB,BPPBPP,10,B
PBPPBB,PPPBB,BPPPBP,5,B
BBPPPB,PPPPPBB,BBBPPP,7,B
PPPPBB,BBBPP,PPPPPP,5,P
BPBPBP,BBBPP,BPPPBP,5,P
BPBPBP,BBBBPP,PPPPBB,6,P
BBBBPP,PPPPBB,BPBBPP,6,B
PPBBBP,BBBPP,BPBBPB,5,P
BPBBPB,PPPBB,BPBBBB,5,B
PBBBPP,PPPBB,BPBBBB,5,B
PPBBBP,BBBBPP,PBPPPB,6,P
BBPPPB,PPPBB,PPPPBP,5,B
BBBBPB,PPPPPBB,BPBBBB,7,B
PPBPBP,BBBPP,PPBBBP,5,P
BBPPPP,BBBPP,BBBPBB,5,P
PPBBBP,BBBBPP,PPBPBB,6,P
PPPPBP,BBBPP,PBBBBB,5,P
BPBBBP,BBBBBPP,PBPBPB,7,P
PBPBPB,PPPBB,PBPPBP,5,B
BPBBBP,BBBPP,BPBBPP,5,P
PPPBPP,BBBPP,PBBPBB,5,P
PPPBBP,BBBPP,BBPPPP,5,P
PPPPBP,BBBBPP,BPPBPB,6,P
PPPBPB,PPPBB,BBBPPP,5,B
BPPPBB,BBBPP,PBBPBP,5,P
BBPBBP,BBBBBBBPP,PBBPBB,9,P
PBBBPB,PPPPPBB,BPBBBB,7,B
PPBBBP,BBBBBBPP,BBPPBP,8,P
BPPBPP,BBBPP,PPBPBB,5,P
BPBPBB,PPPPBB,BPPBBB,6,B
PBBBPP,BBBPP,PPPPPB,5,P
BBBBPP,BBBPP,PPBPPP,5,P
BPPPPB,PPPPBB,PBBPPP,6,B
PBBPBB,PPPPBB,BBPPPP,6,B
PPBBBB,PPPPBB,PBPPBB,6,B
PPPBPB,PPPBB,PBBBBP,5,B
BBBPBP,BBBBPP,PPBBBB,6,P
BBPPPP,BBBBBPP,PBBBBB,7,P
BBBPPP,BBBBBPP,PBBPPB,7,P
BPBBBP,BBBPP,BPBBBB,5,P
PBPBBP,BBBBBPP,BPBBPP,7,P
PBPPBP,BBBBBPP,PPPBPB,7,P
PPBPBB,PPPPPPPBB,BPPBPP,9,B
PBPPBP,BBBBPP,PBPPPB,6,P
PBBBBP,BBBBBBPP,BPBBBP,8,P
BPPPPB,PPPBB,BBBBBP,5,B
BPPPBB,BBBBBPP,BBPPPB,7,P
BBPPBB,PPPBB,PBBBBP,5,B
PPPBBP,BBBBPP,BBPPPP,6,P
PPBBBP,BBBBBBBPP,BBBPPP,9,P
BBBBPP,BBBPP,PPPPPP,5,P
PBBBPP,PPPPPPBB,PBPPBP,8,B
BBPPBP,BBBBPP,PBPPBP,6,P
BPBPPB,PPPBB,BBBBPP,5,B
BPPPBB,BBBBPP,BPBBPB,6,P
PBPPBP,BBBBPP,BBPBPB,6,P
PPBPBP,BBBPP,BBBPPP,5,P
BBPPBP,BBBPP,BPBBBP,5,P
BBBPPB,PPPPPPPPBB,PBBPBB,10,B
BPPBPP,BBBBBBBBBPP,BPPPPP,11,P
BBPPBP,BBBPP,BBPBPB,5,P
PBPBPB,PPPPPPPBB,PBBPBB,9,B
BBPBBP,BBBBBPP,BBPPPB,7,P
BBPPPB,PPPBB,BPPPPB,5,B
PBPPBP,BBBPP,BBPBBP,5,P
PBBPBB,PPPBB,PPBBPP,5,B
BBPPBB,PPPBB,BPBBPB,5,B
BBBPBB,PPPPPPBB,BPPBBB,8,B
PBBBPP,BBBPP,BBBBPB,5,P
BBBPBB,PPPBB,PBBPBB,5,B
BBPBBP,BBBPP,BBPBBP,5,P
PBPPBP,BBBBPP,BBBBBB,6,P
BBPBPP,BBBBBPP,BPPBBB,7,P
PPPBPB,PPPPPBB,PBPPBP,7,B
BBPPBB,PPPBB,PBPPPP,5,B
PPBBPB,PPPPPPBB,PPPBPB,8,B
BPPBPB,PPPPPPBB,PPPBBP,8,B
PPPPBB,PPPBB,PBBPBP,5,B
PPPPPB,PPPBB,BPPBPB,5,B
PBPPBB,PPPBB,PBBPPB,5,B
PBBBBP,BBBBBBPP,PPPPBP,8,P
PPBBBB,PPPPPPBB,PPBBBP,8,B
PPBBPP,BBBPP,PBPBPP,5,P
PPPBPB,PPPPPBB,PPPPBP,7,B
PBPPPB,PPPBB,PPPPPB,5,B
BBBBPB,PPPPPPBB,BBBBBB,8,B
PPPPBB,BBBBBBPP,BBBBBB,8,P
PBBPPB,PPPBB,PPBBPB,5,B
PBBBPB,PPPPPPPBB,PBPPBB,9,B
PBPPBP,BBBPP,BBPBPB,5,P
PPBBPP,BBBBPP,PBPPBP,6,P
PPPPPB,PPPBB,BPBBBP,5,B
PBPBPP,BBBBBBPP,PPPPPB,8,P
PPPPBP,BBBPP,BBPPBB,5,P
PBPPBB,PPPBB,PBBPPP,5,B
BBBBBP,BBBPP,BBBPPB,5,P
PBBBPP,BBBPP,BBBBPB,5,P
BBBPBP,BBBPP,PBBBPB,5,P
BPPPBP,BBBBBBPP,BBBBPB,8,P
BPPBPP,BBBPP,BPPPBP,5,P
PPPBPP,BBBPP,PPPBBB,5,P
PBBBPP,PPPBB,BPPBBP,5,B
PPPBPP,BBBPP,BPPBPP,5,P
BPBBPB,PPPPPPBB,BPPBBP,8,B
PBPPPB,PPPBB,BBPBPB,5,B
PPBPBB,PPPPBB,BBPBBP,6,B
BBPPBP,BBBBBPP,PPBPBB,7,P
PPPPBP,BBBPP,BBPPPB,5,P
BPBBPP,BBBBPP,PBBPBP,6,P
BPBBPP,BBBBBBBPP,PPBPPP,9,P
PBPPPB,PPPBB,BPPPBP,5,B
PPBPBB,PPPPPBB,PPBPBB,7,B
BPBBBP,BBBPP,PPPBPB,5,P
BBPPBB,PPPPPBB,PPPPPB,7,B
BPPPPB,PPPBB,PPBBPB,5,B
PBBPBP,BBBPP,PPPPBP,5,P
PPBBPP,BBBPP,BBBPBP,5,P
BPBBPP,BBBPP,BPPBBP,5,P
BPBBPP,BBBPP,BBPPBB,5,P
PPBBPP,BBBBPP,BPPBBP,6,P
BPBBPP,BBBBBBPP,PBBPBB,8,P
PPPBBP,BBBBPP,BPBBBB,6,P
BBPPBP,BBBBBPP,PBBBBB,7,P
BPBPBP,BBBBBPP,PPPBBB,7,P
BBBBPP,PPPBB,BBPBBP,5,B
BPPPBP,BBBBPP,PBBBBB,6,P
BBBPPP,BBBBBPP,BBPBBB,7,P
PBPBPB,PPPBB,BPBPPP,5,B
PBBBPB,PPPBB,PPPPPP,5,B
PPPPBP,BBBPP,PBPBPP,5,P
PPBPPB,PPPBB,BPPBBP,5,B
BBBPBP,BBBPP,PBBBPB,5,P
PBPPBP,BBBPP,PPPPPP,5,P
BBBPPB,PPPPPPPPPPPPPPBB,BBBPPB,16,B
PPPPBB,BBBPP,BPBPBP,5,P
PPBPBB,PPPBB,BBBPPB,5,B
BPPPBB,BBBPP,BPPBBB,5,P
BPPPBP,BBBBBBPP,PPPPBB,8,P
BBBBPP,PPPPBB,PBPBPB,6,B
PBBBBP,BBBBBBPP,BBPPPB,8,P
BBPPBP,BBBBBBBBBBPP,BPPPBB,12,P
BBBPPB,PPPBB,BPPPPP,5,B
PBBBPB,PPPBB,BPBBBP,5,B
BBBBPP,BBBPP,BPBBBP,5,P
BPBBBP,BBBPP,BBBBPB,5,P
PBBPBB,PPPPBB,PBBPBB,6,B
PPBBPB,PPPPPBB,BBBBBP,7,B
BBPPBP,BBBPP,PPBBBP,5,P
BBPPPP,BBBPP,PBPPBB,5,P
BPBPBB,PPPPPPBB,PPPPPP,8,B
PPPPBP,BBBPP,BBPPPP,5,P
BBPPBB,PPPPPPBB,BBPPPB,8,B
PPBBBB,PPPBB,BPPBPP,5,B
BBBPPB,PPPBB,PPBBBB,5,B
PPBBPB,PPPPPBB,BBBPBB,7,B
BBBBBP,BBBPP,BPPBPP,5,P
PPBPPB,PPPPPBB,BBPBBP,7,B
PBBPBP,BBBBBBPP,PBBPBP,8,P
PBBPBB,PPPBB,PBPBBB,5,B
BBPPBP,BBBPP,PPPBBP,5,P
PBBBPP,PPPBB,PPPBPB,5,B
BPBBBP,BBBBBBBBBBPP,BPPBBP,12,P
PBPBBP,BBBPP,BBPPBB,5,P
PBBPBB,PPPBB,BPPPBP,5,B
BBBBBP,BBBBBPP,BBPPBB,7,P
PPBBPP,BBBBPP,PBPPPP,6,P
PBPPBB,PPPBB,PBBBPB,5,B
PPBPBP,BBBPP,BBPPBB,5,P
PPBBPP,BBBPP,BPBPBP,5,P
PBPPBP,BBBPP,BBBPPP,5,P
PBBBPP,BBBPP,PPBBBB,5,P
PBPPBP,BBBPP,PPPPBP,5,P
PPBPBP,BBBPP,BBBPBB,5,P
PPBPPB,PPPBB,BBBBBB,5,B
BPPPBB,BBBBBBBPP,PPPBBB,9,P
BBBBPP,PPPBB,BBBPPB,5,B
PPPPBB,BBBPP,BBPBBB,5,P
PBPPPB,PPPPPPBB,BBBBBP,8,B
PPBPBP,BBBBBPP,BBBBPB,7,P
PBPPBB,PPPPBB,PBBBBP,6,B
PPBPPB,PPPPPPPPBB,BPBBBP,10,B
PPBBPB,PPPBB,BBBPBP,5,B
PBBPBP,BBBPP,BPBPBB,5,P
PBPPPB,PPPBB,BBPPPP,5,B
PPPBPB,PPPPBB,PBPPBP,6,B
BPPBPB,PPPBB,PBBBBP,5,B
PBPBPB,PPPPBB,PBBPPB,6,B
BBPPBB,PPPPPPBB,BPBBBB,8,B
BPBBPB,PPPBB,PPPPBB,5,B
BPPPBB,PPPPBB,BBPPPP,6,B
BPPPBP,BBBBBBPP,PPPBBP,8,P
BBBBPP,PPPBB,PBPPBB,5,B
PBBBBP,BBBPP,PPBBBB,5,P
PPPBPB,PPPPPBB,PPPPPP,7,B
PPPPBB,PPPPPPBB,BBPPBB,8,B
PBPPBP,BBBBPP,PBPBBB,6,P
BBBPPB,PPPPBB,BBBBPP,6,B
PPPPBB,BBBBPP,PBPBPB,6,P
BPBPBB,PPPPPBB,BPBBBP,7,B
PPBBBP,BBBPP,PBPPBB,5,P
BPBBPP,BBBPP,PPBBBB,5,P
BPPPBP,BBBPP,BPPBBP,5,P
BPBPBP,BBBBPP,BBBBPP,6,P
BBBBPP,BBBBPP,BBPPBP,6,P
BBPPBP,BBBPP,BPPBBB,5,P
BBBBPP,PPPBB,PPBPPP,5,B
PPPBPB,PPPBB,BPPPPB,5,B
PPPBBB,PPPPBB,PPPBPP,6,B
BBBBPB,PPPPPPPBB,PPBBPB,9,B
PBBPBB,PPPPPBB,PPPPBB,7,B
PPPPBB,PPPPBB,PBPPBB,6,B
BBPBPP,BBBBBPP,BPBPPB,7,P
BPPBPB,PPPBB,BPPBPB,5,B
PBBBPP,BBBPP,PPPPBB,5,P
PBBBPP,PPPPBB,BPBPBP,6,B
BBPBPB,PPPBB,PBBBPP,5,B
PPPBBP,BBBPP,PPBBPB,5,P
PPPPBB,PPPPPPBB,BBPPBB,8,B
BPPPBP,BBBPP,PBPBBP,5,P
PPBPBB,PPPPPBB,BPBBBB,7,B
PPBBBP,BBBBBBBBPP,PPBBPP,10,P
BBPPPP,BBBPP,PPBPPP,5,P
PBPPPB,PPPPPBB,PPPBPB,7,B
PBBBBP,BBBBPP,BPPBPB,6,P
BBBBPB,PPPBB,PPPPPB,5,B
BPPPBB,PPPPPBB,BPBPBB,7,B
BBBPBP,BBBPP,BBPPPB,5,P
BBPPBB,PPPBB,PPPPBP,5,B
BPPPBP,BBBBPP,PPPBBB,6,P
PBPBPP,BBBBPP,BBBPBB,6,P
BPPBPB,PPPBB,PPBPBP,5,B
PPPBPP,BBBPP,BPPPBP,5,P
PPBPBP,BBBBPP,BPBPBB,6,P
BPPPPB,PPPBB,PPBPPP,5,B
PBBPPB,PPPBB,PBPBBP,5,B
BPBBBP,BBBBBPP,BBPBPP,7,P
PPBBPB,PPPPPBB,PPPPPB,7,B
PBPPBB,PPPBB,BBPBBB,5,B
PBBBBP,BBBBPP,BBBPPP,6,P
BBBBPP,BBBPP,PBPBBB,5,P
BPPPBP,BBBPP,PPPBPB,5,P
BBPBBP,BBBPP,PPPPPP,5,P
BPPPBP,BBBBPP,BBPBBB,6,P
