before,four_cut,after,pattern
PPBBPP,PPPPBPPPPB,BBPBPB,4-1-4-1
PPBBPP,PPPPBPPPPB,BBPBPB,4-1-4-1
PPBBPP,PPPPBPPPPB,BBPBPB,4-1-4-1
BPBPBB,PPPPBPPPPB,BPBBBB,4-1-4-1
BBBPBB,BBBBPBBBBP,PBPBBB,4-1-4-1
PPPBPP,BBBBPBBBBP,BPBPBB,4-1-4-1
PPPBPP,BBBBPBBBBP,PBBBBP,4-1-4-1
BPPPBP,BBBBPBBBBP,BPPPPB,4-1-4-1
BPPBPP,BBBBPBBBBP,BBBBPB,4-1-4-1
BPPPBB,BBBBPBBBBP,BPBPBB,4-1-4-1
BPPPBB,BBBBPBBBBP,BPBPBB,4-1-4-1
BPBPPB,BBBBPBBBBP,PBBPBP,4-1-4-1
PPPPPB,BBBBPBBBBP,BBPBBP,4-1-4-1
PPPPPB,BBBBPBBBBP,BBPBBP,4-1-4-1
PPBBBP,PPPPBPPPPB,BPPPBP,4-1-4-1
PBBBPP,PPPPBPPPPB,BPPPBP,4-1-4-1
PPPBPP,BBBBPBBBBP,BBPPBP,4-1-4-1
PPBBPB,PPPPBPPPPB,BBBPBP,4-1-4-1
BBPBBB,BBBBPBBBBP,PBBPPP,4-1-4-1
BPBBPB,BBBBPBBBBP,PBPPPB,4-1-4-1
PBBPBP,BBBBPBBBBP,BPPBPP,4-1-4-1
PBBPBP,BBBBPBBBBP,BPPBPP,4-1-4-1
PBBPBP,BBBBPBBBBP,BPPBPP,4-1-4-1
PPBPPB,BBBBPBBBBP,PBPPBP,4-1-4-1
BPBBPP,BBBBPBBBBP,BPBPPB,4-1-4-1
PBPPBB,PPPPBPPPPB,PPPPPB,4-1-4-1
PBPPBB,PPPPBPPPPB,PPPPPB,4-1-4-1
PBPPBB,PPPPBPPPPB,PPPPPB,4-1-4-1
BBPBBB,BBBBPBBBBP,BBPPPP,4-1-4-1
BBPBBB,BBBBPBBBBP,BBPPPP,4-1-4-1
PPPBBP,BBBBPBBBBP,PBBBPP,4-1-4-1
PBPPBB,PPPPBPPPPB,PPBBPB,4-1-4-1
PPBPPP,BBBBPBBBBP,PPPPPB,4-1-4-1
PBPBBP,PPPPBPPPPB,BBBPPB,4-1-4-1
BBPPPB,BBBBPBBBBP,BPPPBP,4-1-4-1
PBBPBB,BBBBPBBBBP,BBPBBP,4-1-4-1
PBBBPB,PPPPBPPPPB,BBPBBP,4-1-4-1
PBBBPB,PPPPBPPPPB,BBPBBP,4-1-4-1
PPPPPP,BBBBPBBBBP,PPPPPP,4-1-4-1
PBBPBP,PPPPBPPPPB,BBBBBP,4-1-4-1
PPBBBB,BBBBPBBBBP,BBPBPP,4-1-4-1
PPBBPB,PPPPBPPPPB,PBPPPP,4-1-4-1
BPPBPB,BBBBPBBBBP,BBBBBP,4-1-4-1
BPPBPB,BBBBPBBBBP,BBBBBP,4-1-4-1
BPPPBP,PPPPBPPPPB,PPBPBP,4-1-4-1
BBPBBP,BBBBPBBBBP,PPBBPB,4-1-4-1
BPPPBP,BBBBPBBBBP,PPBPBP,4-1-4-1
BPPPBP,PPPPBPPPPB,PBBPBB,4-1-4-1
BPPBBP,PPPPBPPPPB,PBPBPP,4-1-4-1
BPPBBP,PPPPBPPPPB,PBPBPP,4-1-4-1
PPPBBP,BBBBPBBBBP,BBPPPP,4-1-4-1
PPBBPB,BBBBPBBBBP,BBPBPB,4-1-4-1
PPBBPB,BBBBPBBBBP,BBPBPB,4-1-4-1
BBBBPP,BBBBPBBBBP,PPBBBP,4-1-4-1
PBPBBB,PPPPBPPPPB,BPPBBB,4-1-4-1
BBBBPB,PPPPBPPPPB,PPPBBB,4-1-4-1
BBBBPB,PPPPBPPPPB,PPPBBB,4-1-4-1
BBBBPP,BBBBPBBBBP,PPBBPB,4-1-4-1
BBBBPP,BBBBPBBBBP,PPBBPB,4-1-4-1
PBBPBB,BBBBPBBBBP,BBPBBB,4-1-4-1
PBBPBB,BBBBPBBBBP,BBPBBB,4-1-4-1
PBBPPP,BBBBPBBBBP,BBBBPB,4-1-4-1
PBBPPP,BBBBPBBBBP,BBBBPB,4-1-4-1
PPBPPB,BBBBPBBBBP,PBPPPP,4-1-4-1
PPBPPB,BBBBPBBBBP,PBPPPP,4-1-4-1
PBPBBP,PPPPBPPPPB,BPPBPB,4-1-4-1
PPBBPP,PPPPBPPPPB,PBPPPB,4-1-4-1
BBBBPP,PPPPBPPPPB,BPPPPP,4-1-4-1
BBBBPP,PPPPBPPPPB,BPPPPP,4-1-4-1
BPPPBP,PPPPBPPPPB,BBBBBP,4-1-4-1
BPPPBP,PPPPBPPPPB,BBBBBP,4-1-4-1
BPBPPB,BBBBPBBBBP,PPBBPB,4-1-4-1
BPPBBB,PPPPBPPPPB,BBBPPB,4-1-4-1
BPBPBB,PPPPBPPPPB,BPBPPB,4-1-4-1
PPBBPB,PPPPBPPPPB,BBBBPB,4-1-4-1
BBPBPB,BBBBPBBBBP,BBBBBP,4-1-4-1
BBPPPB,PPPPBPPPPB,BBPPBB,4-1-4-1
PBPBBP,BBBBPBBBBP,BPPPPP,4-1-4-1
PPBPPB,PPPPBPPPPB,BPBPBB,4-1-4-1
PPBPPP,PPPPBPPPPB,BBPBPP,4-1-4-1
PBBPBB,BBBBPBBBBP,PBBPPB,4-1-4-1
PBBPBB,BBBBPBBBBP,PBBPPB,4-1-4-1
BPBPPP,BBBBPBBBBP,BPPPBP,4-1-4-1
BBPBPB,BBBBPBBBBP,BPBPPB,4-1-4-1
PBPBPP,BBBBPBBBBP,BPBPPP,4-1-4-1
PPPPBB,PPPPBPPPPB,BPPPPP,4-1-4-1
PPPPBB,PPPPBPPPPB,BPPPPP,4-1-4-1
BPBPPP,BBBBPBBBBP,PBBBBB,4-1-4-1
BBPBBB,BBBBPBBBBP,PBPBBP,4-1-4-1
BBPBBP,PPPPBPPPPB,PPBBPB,4-1-4-1
PBPPPP,BBBBPBBBBP,PPBPBB,4-1-4-1
PPPPBB,BBBBPBBBBP,BBPPPP,4-1-4-1
BPPBPB,BBBBPBBBBP,BBPBPB,4-1-4-1
BPBBPB,PPPPBPPPPB,BBBPPP,4-1-4-1
PPBBPP,PPPPBPPPPB,BBPBPP,4-1-4-1
BBBBPP,BBBBPBBBBP,BBBBPB,4-1-4-1
PBBBBP,BBBBPBBBBP,PPBPBB,4-1-4-1
PBPBBP,PPPPBPPPPB,PBPPBP,4-1-4-1
PBPBBP,PPPPBPPPPB,PBPPBP,4-1-4-1
BBPPBP,PPPPBPPPPB,PBPPBB,4-1-4-1
BBPPBP,PPPPBPPPPB,PBPPBB,4-1-4-1
BPBBPB,PPPPBPPPPB,BPPBPB,4-1-4-1
PPBBBP,PPPPBPPPPB,BPBPPP,4-1-4-1
BBBPPP,BBBBPBBBBP,PBBBBP,4-1-4-1
PBBBBP,PPPPBPPPPB,BBBBPB,4-1-4-1
PBPPBB,BBBBPBBBBP,BBBPBB,4-1-4-1
PBPPBB,PPPPBPPPPB,PBBBBP,4-1-4-1
BBPPPB,PPPPBPPPPB,BBPBBB,4-1-4-1
PPBPBB,BBBBPBBBBP,PBPPPB,4-1-4-1
PBBBPB,BBBBPBBBBP,PBPPBB,4-1-4-1
BPBBPB,BBBBPBBBBP,PPPBPP,4-1-4-1
PPPBPP,BBBBPBBBBP,PBBBBB,4-1-4-1
BPBPBP,BBBBPBBBBP,PPBPPP,4-1-4-1
PPPPBB,BBBBPBBBBP,BPPBPB,4-1-4-1
PPBBBB,PPPPBPPPPB,BBBPPB,4-1-4-1
PPPBPP,PPPPBPPPPB,PPPBBP,4-1-4-1
BBBBPB,BBBBPBBBBP,PPPBBP,4-1-4-1
BBBBPB,BBBBPBBBBP,PPPBBP,4-1-4-1
BBBBPB,BBBBPBBBBP,PPPBBP,4-1-4-1
PPPBPP,BBBBPBBBBP,PBPBBB,4-1-4-1
PPPBPP,BBBBPBBBBP,PBPBBB,4-1-4-1
PBPPPP,BBBBPBBBBP,BPBBBB,4-1-4-1
BPPPBP,PPPPBPPPPB,PPBPBB,4-1-4-1
BBBBPB,PPPPBPPPPB,BPPBPP,4-1-4-1
BBPBPP,BBBBPBBBBP,PBBBPP,4-1-4-1
PBPBPP,PPPPBPPPPB,PPBPBB,4-1-4-1
BBBBPB,BBBBPBBBBP,BBBPPB,4-1-4-1
BBPPPP,PPPPBPPPPB,PBBBPP,4-1-4-1
BBPBBB,BBBBPBBBBP,PPBBBB,4-1-4-1
BBPBBB,BBBBPBBBBP,PPBBBB,4-1-4-1
PBBBBB,BBBBPBBBBP,BPPPBP,4-1-4-1
PBPPPB,PPPPBPPPPB,BPPPBP,4-1-4-1
BBBPPP,BBBBPBBBBP,BBBBBB,4-1-4-1
BBPPBB,PPPPBPPPPB,BBPBPP,4-1-4-1
BPPBPP,BBBBPBBBBP,BBPBBP,4-1-4-1
PBBBBP,PPPPBPPPPB,PPPBPP,4-1-4-1
PBBBBP,PPPPBPPPPB,PPPBPP,4-1-4-1
PPBPBB,BBBBPBBBBP,PBBBPP,4-1-4-1
PBBBPP,BBBBPBBBBP,BBBBPB,4-1-4-1
PBBBPB,PPPPBPPPPB,PBPPBP,4-1-4-1
PPPBPB,PPPPBPPPPB,BBPBPP,4-1-4-1
PPBBBB,PPPPBPPPPB,PPPPBB,4-1-4-1
PBPPPB,PPPPBPPPPB,PBPBPP,4-1-4-1
PBPPPB,PPPPBPPPPB,PPBBPP,4-1-4-1
PBPPPB,PPPPBPPPPB,PPBBPP,4-1-4-1
BPPPBB,BBBBPBBBBP,PBPPPP,4-1-4-1
PPPBBB,PPPPBPPPPB,PBPPPP,4-1-4-1
PBBPBB,BBBBPBBBBP,PPBBPP,4-1-4-1
BBBPBB,PPPPBPPPPB,PPBBPP,4-1-4-1
BPPBBP,BBBBPBBBBP,BPPBPP,4-1-4-1
PBBPPP,BBBBPBBBBP,BPPBBP,4-1-4-1
BBPBPP,PPPPBPPPPB,PBBBPP,4-1-4-1
PBBBBB,PPPPBPPPPB,BBPPBP,4-1-4-1
PBPBPB,PPPPBPPPPB,BPPPPP,4-1-4-1
PPBBBP,BBBBPBBBBP,PBBBBP,4-1-4-1
BPPPBP,PPPPBPPPPB,BBPPPB,4-1-4-1
PBPBBP,PPPPBPPPPB,BBBPPB,4-1-4-1
PBPBBP,PPPPBPPPPB,BBBPPB,4-1-4-1
PBPBBP,PPPPBPPPPB,BBBPPB,4-1-4-1
PBPBBP,PPPPBPPPPB,BBBPPB,4-1-4-1
BPPBPB,BBBBPBBBBP,PPPPPB,4-1-4-1
BPPPBP,PPPPBPPPPB,BPBPPB,4-1-4-1
BPPPBP,PPPPBPPPPB,BPBPPB,4-1-4-1
BPPPBP,PPPPBPPPPB,BPBPPB,4-1-4-1
BPPPBP,PPPPBPPPPB,BPBPPB,4-1-4-1
BPPPBP,PPPPBPPPPB,PPPPPP,4-1-4-1
BPPPBP,PPPPBPPPPB,PPPPPP,4-1-4-1
PPBBPP,BBBBPBBBBP,BBBBPB,4-1-4-1
PPBBPP,BBBBPBBBBP,BBBBPB,4-1-4-1
PPBPPB,BBBBPBBBBP,BPPBBB,4-1-4-1
PPPPBB,PPPPBPPPPB,PBBBPB,4-1-4-1
PBPBBP,BBBBPBBBBP,PPBPBB,4-1-4-1
PBPBBB,BBBBPBBBBP,PBPPPP,4-1-4-1
BPPPPP,BBBBPBBBBP,PPBBPB,4-1-4-1
PPPPBP,PPPPBPPPPB,PBBPBB,4-1-4-1
PPPBBP,PPPPBPPPPB,BPPPPP,4-1-4-1
PBPBPB,BBBBPBBBBP,BBPPBP,4-1-4-1
PBPPBP,PPPPBPPPPB,BBPPBP,4-1-4-1
BPBBBB,BBBBPBBBBP,BBBPBP,4-1-4-1
PPBPBP,PPPPBPPPPB,BBBBPP,4-1-4-1
BBBBBB,PPPPBPPPPB,PPBBPB,4-1-4-1
BBBPBP,PPPPBPPPPB,PPPPPB,4-1-4-1
BBBPPB,BBBBPBBBBP,PPBBBP,4-1-4-1
PBPPPP,BBBBPBBBBP,BPPBBB,4-1-4-1
BPPBBB,BBBBPBBBBP,PBBBBP,4-1-4-1
PPPBBB,BBBBPBBBBP,PPBPBB,4-1-4-1
PPPPPP,BBBBPBBBBP,PBBPBB,4-1-4-1
PPBPBB,PPPPBPPPPB,PBPPBP,4-1-4-1
PBPBPB,PPPPBPPPPB,PBPPPP,4-1-4-1
BPPPPP,BBBBPBBBBP,PPPBPP,4-1-4-1
BPBPPP,BBBBPBBBBP,PBPPPP,4-1-4-1
PBPBBB,BBBBPBBBBP,PBPPPB,4-1-4-1
PBPPBP,BBBBPBBBBP,PBPBBB,4-1-4-1
PBPBPP,PPPPBPPPPB,PBBBBB,4-1-4-1
PBBBPB,BBBBPBBBBP,BPBPPB,4-1-4-1
PBBPBB,PPPPBPPPPB,PBBPBP,4-1-4-1
PBPPPP,PPPPBPPPPB,PBPBBB,4-1-4-1
BBBPBP,BBBBPBBBBP,PBBBPP,4-1-4-1
BPPBBB,PPPPBPPPPB,PPBPBP,4-1-4-1
PBPPPP,BBBBPBBBBP,BBPPPB,4-1-4-1
BPBPBB,BBBBPBBBBP,PPBBPB,4-1-4-1
PBPBBB,BBBBPBBBBP,BPPPPB,4-1-4-1
PBBBBB,PPPPBPPPPB,PPPBBB,4-1-4-1
PBPPBB,PPPPBPPPPB,PBBPBP,4-1-4-1
BBBPPB,PPPPBPPPPB,BPPBPP,4-1-4-1
PBBPBB,PPPPBPPPPB,BPPBPB,4-1-4-1
PPBBPP,BBBBPBBBBP,BBPBPB,4-1-4-1
PBBBBB,PPPPBPPPPB,PBBBBB,4-1-4-1
PPBPPP,PPPPBPPPPB,PPPPPB,4-1-4-1
PBPBPP,PPPPBPPPPB,PPPBPB,4-1-4-1
BPBBPB,PPPPBPPPPB,PPPPPP,4-1-4-1
BBBBBB,BBBBPBBBBP,BBPPBP,4-1-4-1
BPPPPP,PPPPBPPPPB,PBBPBB,4-1-4-1
BBBBPP,BBBBPBBBBP,BBBBBP,4-1-4-1
PBPBBB,BBBBPBBBBP,PPPPPB,4-1-4-1
BBPBPP,PPPPBPPPPB,PPPBPB,4-1-4-1
BBBBBB,PPPPBPPPPB,PBPBPP,4-1-4-1
BBBBPP,BBBBPBBBBP,BBBBBP,4-1-4-1
PPPBPP,PPPPBPPPPB,PPBPBP,4-1-4-1
PPBPPP,BBBBPBBBBP,PBBPPB,4-1-4-1
PBBPBB,BBBBPBBBBP,BBPPBP,4-1-4-1
BBBPPP,BBBBPBBBBP,PBBPPP,4-1-4-1
BBPPBB,PPPPBPPPPB,BPPPPB,4-1-4-1
BPPBBB,BBBBPBBBBP,PBBBBB,4-1-4-1
BBBPPB,BBBBPBBBBP,PBPBBP,4-1-4-1
PBBPBB,BBBBPBBBBP,BBPBPP,4-1-4-1
PBBBBP,PPPPBPPPPB,PBPPPB,4-1-4-1
PBBPBP,PPPPBPPPPB,BBPBBP,4-1-4-1
PBBBPB,BBBBPBBBBP,BPBBPP,4-1-4-1
PPBPPB,BBBBPBBBBP,PBBBPB,4-1-4-1
BBBPBB,BBBBPBBBBP,PPBPPP,4-1-4-1
PBBPBP,PPPPBPPPPB,PPBBBB,4-1-4-1
PPBBPB,BBBBPBBBBP,PBPPPB,4-1-4-1
BPPBBB,BBBBPBBBBP,BBBPPP,4-1-4-1
PPPBPB,PPPPBPPPPB,PBPPBP,4-1-4-1
PBPPPP,BBBBPBBBBP,PBPPBP,4-1-4-1
BBBPBB,PPPPBPPPPB,PBBPBP,4-1-4-1
PPPPBB,BBBBPBBBBP,PPPPBP,4-1-4-1
BBBPPB,PPPPBPPPPB,PBPBBB,4-1-4-1
PBBPPP,BBBBPBBBBP,PPBPBB,4-1-4-1
BBBPPP,BBBBPBBBBP,PPPPBP,4-1-4-1
PBBBBP,PPPPBPPPPB,BPBPPB,4-1-4-1
BPBPBB,BBBBPBBBBP,PBPPPP,4-1-4-1
BPBBBB,PPPPBPPPPB,BPBPPB,4-1-4-1
PBBBPB,BBBBPBBBBP,BBPPBB,4-1-4-1
PBBPBB,BBBBPBBBBP,BBPBPB,4-1-4-1
PBPBBB,BBBBPBBBBP,BBBBBP,4-1-4-1
BBBBPB,PPPPBPPPPB,BPPPBP,4-1-4-1
BBPBPP,PPPPBPPPPB,PBBPBP,4-1-4-1
BBBBBB,BBBBPBBBBP,BBPBBP,4-1-4-1
BBBPBB,PPPPBPPPPB,PPPPBP,4-1-4-1
BBPPBB,PPPPBPPPPB,PBPBPB,4-1-4-1
BBPPBP,BBBBPBBBBP,BBPPPB,4-1-4-1
PPPPBB,BBBBPBBBBP,BPPBBP,4-1-4-1
PPBBPP,BBBBPBBBBP,BBPPBB,4-1-4-1
PBBPBB,PPPPBPPPPB,BBBPPP,4-1-4-1
PPBPPB,BBBBPBBBBP,BBBBBP,4-1-4-1
BBPPBB,PPPPBPPPPB,PPPBBP,4-1-4-1
BBBPBP,BBBBPBBBBP,PPPPPP,4-1-4-1
BBPBBB,PPPPBPPPPB,BBBBPB,4-1-4-1
PPPPBP,PPPPBPPPPB,PPBPPP,4-1-4-1
PBBPBB,BBBBPBBBBP,BPPPBB,4-1-4-1
BPBPPP,BBBBPBBBBP,BPPPPB,4-1-4-1
BPBBPB,PPPPBPPPPB,PPBPBB,4-1-4-1
PBPBPB,BBBBPBBBBP,BBBPPP,4-1-4-1
PBPPPB,BBBBPBBBBP,BPPPBB,4-1-4-1
PPPPBB,BBBBPBBBBP,BBBBPB,4-1-4-1
BPPBBP,PPPPBPPPPB,BPPPBB,4-1-4-1
BPBPBP,PPPPBPPPPB,BBPBPP,4-1-4-1
BPBBBP,PPPPBPPPPB,BBPBBB,4-1-4-1
PPBBPB,PPPPBPPPPB,BPBBBP,4-1-4-1
PPBBBP,BBBBPBBBBP,PPPBPP,4-1-4-1
BBBPPB,BBBBPBBBBP,BBBBPB,4-1-4-1
BBPPBP,PPPPBPPPPB,PPBPPB,4-1-4-1
PBPBPP,BBBBPBBBBP,BBBBPB,4-1-4-1
BPBBPP,BBBBPBBBBP,PPBPBB,4-1-4-1
BPBBPB,BBBBPBBBBP,PBPBPP,4-1-4-1
BBBPPB,BBBBPBBBBP,BBPPBP,4-1-4-1
PPPBBB,PPPPBPPPPB,PPBBPB,4-1-4-1
PPPBPB,BBBBPBBBBP,PBPBPP,4-1-4-1
BPBBBP,BBBBPBBBBP,PBBBPB,4-1-4-1
PBPBBP,BBBBPBBBBP,BPPBBB,4-1-4-1
BBBPPP,PPPPBPPPPB,BBBPBB,4-1-4-1
PBPBBB,BBBBPBBBBP,BBPBPP,4-1-4-1
BBPBBB,BBBBPBBBBP,PPPBBP,4-1-4-1
BBPBBP,PPPPBPPPPB,PBBPPB,4-1-4-1
BPBBPP,BBBBPBBBBP,PBBBBP,4-1-4-1
PBBBPB,PPPPBPPPPB,PBBPBP,4-1-4-1
PPPBBP,BBBBPBBBBP,BBBPPB,4-1-4-1
PBBBBB,BBBBPBBBBP,BBPPBB,4-1-4-1
PBPBBB,BBBBPBBBBP,PPBPPB,4-1-4-1
BPBBPP,PPPPBPPPPB,PBBBPP,4-1-4-1
BBPPPP,BBBBPBBBBP,BPBBBB,4-1-4-1
BBBPBP,BBBBPBBBBP,BBPPBB,4-1-4-1
BBBPBP,BBBBPBBBBP,BBPPBB,4-1-4-1
BBBBBB,PPPPBPPPPB,BPBBPP,4-1-4-1
BBBPBP,PPPPBPPPPB,PPBBBB,4-1-4-1
PBPPBP,BBBBPBBBBP,BPPBPP,4-1-4-1
BPBPBP,PPPPBPPPPB,PBPBBB,4-1-4-1
BPBPBP,BBBBPBBBBP,BBPPBB,4-1-4-1
PPPPPP,BBBBPBBBBP,BPPPPP,4-1-4-1
PBBPBB,PPPPBPPPPB,PBPPPB,4-1-4-1
PBBPPB,PPPPBPPPPB,PBPPBB,4-1-4-1
BPPBPP,BBBBPBBBBP,BPPPBP,4-1-4-1
BPPBPP,BBBBPBBBBP,BPPPBP,4-1-4-1
PPBPBB,PPPPBPPPPB,BBBBBB,4-1-4-1
PBBBBP,PPPPBPPPPB,BBPBPP,4-1-4-1
BPPPPP,PPPPBPPPPB,PBPPBP,4-1-4-1
BPPPPP,PPPPBPPPPB,PBPPBP,4-1-4-1
BPPPPP,PPPPBPPPPB,PBPPBP,4-1-4-1
PPPPBB,PPPPBPPPPB,BPPBBB,4-1-4-1
BBPPBB,PPPPBPPPPB,BPBPPB,4-1-4-1
BBBPPB,PPPPBPPPPB,PBPBPB,4-1-4-1
PPPBPB,BBBBPBBBBP,PBPBPP,4-1-4-1
PPBPPP,BBBBPBBBBP,BPPBPP,4-1-4-1
BPBBBP,PPPPBPPPPB,PBBPPB,4-1-4-1
BBBPBB,BBBBPBBBBP,PBPBPB,4-1-4-1
BBBPBB,PPPPBPPPPB,BBPPPB,4-1-4-1
BPPPPB,BBBBPBBBBP,PPPPPP,4-1-4-1
BBBPPP,PPPPBPPPPB,PBBBPP,4-1-4-1
BPBPBP,BBBBPBBBBP,PPBPBB,4-1-4-1
PPPBBB,BBBBPBBBBP,BBPPPP,4-1-4-1
PPBBBB,BBBBPBBBBP,BPPPPB,4-1-4-1
PPPPPB,BBBBPBBBBP,BPBPPB,4-1-4-1
PBBBPP,PPPPBPPPPB,BPBPPP,4-1-4-1
PBBBBB,BBBBPBBBBP,PPPPBP,4-1-4-1
PBPBBP,PPPPBPPPPB,BBBPBP,4-1-4-1
BBBPPB,BBBBPBBBBP,BPPPBP,4-1-4-1
PPBPBP,BBBBPBBBBP,PBPPPB,4-1-4-1
PBBBPB,BBBBPBBBBP,BPBPPP,4-1-4-1
PPPBPB,BBBBPBBBBP,PBPPPP,4-1-4-1
PBBBPB,PPPPBPPPPB,PPBPPB,4-1-4-1
PBBBPB,BBBBPBBBBP,BBPPPB,4-1-4-1
PPPPBB,BBBBPBBBBP,PBBBPP,4-1-4-1
BPPPPP,BBBBPBBBBP,PPBBPB,4-1-4-1
PBPPPB,PPPPBPPPPB,PPBPBB,4-1-4-1
PBPPPB,PPPPBPPPPB,BPPPBB,4-1-4-1
BBPBBB,BBBBPBBBBP,PPBBBB,4-1-4-1
BPPBBB,BBBBPBBBBP,BBBPBP,4-1-4-1
PBBBPP,BBBBPBBBBP,BPPBBP,4-1-4-1
BBPPPB,BBBBPBBBBP,BBBBPB,4-1-4-1
BPPBPB,PPPPBPPPPB,BPPPPB,4-1-4-1
PPPBBB,PPPPBPPPPB,PBPBBP,4-1-4-1
PPBPPB,BBBBPBBBBP,BPBPBP,4-1-4-1
PPBPPB,BBBBPBBBBP,BPBPBP,4-1-4-1
PBBPPP,PPPPBPPPPB,BBPBBB,4-1-4-1
BPPPBP,PPPPBPPPPB,PBBBPB,4-1-4-1
BPPPBP,PPPPBPPPPB,PBBBPB,4-1-4-1
PBBPBB,PPPPBPPPPB,PPPPPP,4-1-4-1
PBBPPP,BBBBPBBBBP,BBPBBB,4-1-4-1
BPPBBP,BBBBPBBBBP,BPPPPP,4-1-4-1
BPPBBP,BBBBPBBBBP,BPPPPP,4-1-4-1
BPPBBP,BBBBPBBBBP,BPPPPP,4-1-4-1
BBPPPP,BBBBPBBBBP,PBPBPP,4-1-4-1
PBPPBB,BBBBPBBBBP,PBBBPP,4-1-4-1
PBPPBP,BBBBPBBBBP,BBBBBP,4-1-4-1
PBPPBB,PPPPBPPPPB,BBBBPB,4-1-4-1
BPPPBP,BBBBPBBBBP,PPBBPP,4-1-4-1
BPPBPB,BBBBPBBBBP,BBBBPB,4-1-4-1
BBBBBB,PPPPBPPPPB,PPBPBB,4-1-4-1
BPBPPP,PPPPBPPPPB,BBPPPP,4-1-4-1
BBPPPB,PPPPBPPPPB,BPPBBB,4-1-4-1
PBPBPB,BBBBPBBBBP,BPPBBP,4-1-4-1
BPBPBB,BBBBPBBBBP,PPPPPP,4-1-4-1
PPBPPB,PPPPBPPPPB,BBBBPB,4-1-4-1
PPBBPP,BBBBPBBBBP,PBBPPP,4-1-4-1
PPBBPP,BBBBPBBBBP,BBPBBP,4-1-4-1
BBBPPP,PPPPBPPPPB,PPBBBP,4-1-4-1
BBBPPP,PPPPBPPPPB,PPBBBP,4-1-4-1
PBBPBP,PPPPBPPPPB,BBPBPB,4-1-4-1
PBBPBP,PPPPBPPPPB,BBPBPB,4-1-4-1
BBBPPP,BBBBPBBBBP,PBPBBP,4-1-4-1
PPBPPB,PPPPBPPPPB,PBBPBB,4-1-4-1
PPBPPB,PPPPBPPPPB,PBBPBB,4-1-4-1
BPPBPB,PPPPBPPPPB,BBPPPB,4-1-4-1
BBBBBB,BBBBPBBBBP,PBBBBB,4-1-4-1
PBPPBB,BBBBPBBBBP,BBBPBP,4-1-4-1
PBPPBB,BBBBPBBBBP,BBBPBP,4-1-4-1
PBPPPB,BBBBPBBBBP,BPBPBP,4-1-4-1
PBPPBP,BBBBPBBBBP,PBBPPP,4-1-4-1
BBPPBB,PPPPBPPPPB,PBBPBP,4-1-4-1
PPBBBP,PPPPBPPPPB,BPBBBP,4-1-4-1
BPBBBB,PPPPBPPPPB,BBPBPB,4-1-4-1
BPPPBB,BBBBPBBBBP,PPBBPP,4-1-4-1
PBBBBB,BBBBPBBBBP,PBPPBP,4-1-4-1
PPBPPP,PPPPBPPPPB,BBBBPP,4-1-4-1
BPPBPB,BBBBPBBBBP,PBPBBP,4-1-4-1
BBPBBP,BBBBPBBBBP,PBBPPB,4-1-4-1
BBPPBP,PPPPBPPPPB,BBBBBB,4-1-4-1
BBPBBB,PPPPBPPPPB,BPPPPB,4-1-4-1
BPPPPP,PPPPBPPPPB,BPPBBP,4-1-4-1
PBPPPB,PPPPBPPPPB,PBBBPB,4-1-4-1
PBBPPP,PPPPBPPPPB,BBBPPB,4-1-4-1
PBBPPP,PPPPBPPPPB,BBBPPB,4-1-4-1
PPPPBB,BBBBPBBBBP,BBBBBP,4-1-4-1
BPPPBB,PPPPBPPPPB,BBBPPB,4-1-4-1
BPPBBP,BBBBPBBBBP,PPBBPP,4-1-4-1
BBPBBB,BBBBPBBBBP,BPPPBP,4-1-4-1
PBPBPP,PPPPBPPPPB,BPBPBP,4-1-4-1
PBPBPP,PPPPBPPPPB,BPBPBP,4-1-4-1
BBPBPP,BBBBPBBBBP,PBBPBB,4-1-4-1
PPPBPP,BBBBPBBBBP,PPPBPP,4-1-4-1
PPPBPP,BBBBPBBBBP,PPPBPP,4-1-4-1
BPPPPP,BBBBPBBBBP,PPBBBP,4-1-4-1
PBBBPB,BBBBPBBBBP,PBBBPP,4-1-4-1
PBBPPB,BBBBPBBBBP,BBBPPB,4-1-4-1
PPPPBB,PPPPBPPPPB,PBPPBB,4-1-4-1
PPBPPB,BBBBPBBBBP,BBBBPB,4-1-4-1
BBBBBP,PPPPBPPPPB,PPPBBB,4-1-4-1
BBBBBP,PPPPBPPPPB,PPPBBB,4-1-4-1
PBBBBB,PPPPBPPPPB,BPPPBB,4-1-4-1
BBPBBP,PPPPBPPPPB,BPPBBB,4-1-4-1
PBPPBP,BBBBPBBBBP,BPBBBB,4-1-4-1
BPPPBB,BBBBPBBBBP,PBPBBB,4-1-4-1
BBBPPB,BBBBPBBBBP,BPPPPP,4-1-4-1
BBPPPP,PPPPBPPPPB,BPPPPB,4-1-4-1
PBPBBB,BBBBPBBBBP,BPPBBP,4-1-4-1
BPPBPB,PPPPBPPPPB,PBBBPB,4-1-4-1
BPPBBP,BBBBPBBBBP,PBBPPP,4-1-4-1
PPPBBB,BBBBPBBBBP,BBBBPB,4-1-4-1
BBPBBB,PPPPBPPPPB,BBPPPB,4-1-4-1
BPPPBP,PPPPBPPPPB,BPPBBP,4-1-4-1
BBPBBP,PPPPBPPPPB,BPPBPP,4-1-4-1
