before,red_three_cut,after,pattern
BPPPBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BBBPPP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PBPBPP,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BBPPBP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PPBPBP,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PBPBPB,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PBPPPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PPPBPP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PBPBPB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BBPPBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PBPPPB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BPPPBP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PBPBPB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PBBBPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BBBBPP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPBPPB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBPPBP,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PBPPBP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BPPPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBPBPP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BBBPPP,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,PPPPBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PPBPBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BPPPPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BBPPBP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BPPPPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BPBPPB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PBPPBP,PPP-B-PPP-B
