before,red_2cut,after,pattern
BBBBBB,PPBPP,BBBBBP,PP-B-PP
PPBPBB,PPBPP,BPPPPP,PP-B-PP
BBPPBB,PPBPP,BBPPBP,PP-B-PP
BPPBPB,PPBPP,BBBPBP,PP-B-PP
BPBBPB,PPBPP,BPBBBB,PP-B-PP
BBBPBB,PPBPP,BPBPPB,PP-B-PP
BPPBPB,PPBPP,BPBPBB,PP-B-PP
BPBPPP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,BPPBBP,PP-B-PP
PBPBPB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBBPPP,PP-B-PP
BPBBBP,PPBPP,PBBPBB,PP-B-PP
PPBBPP,PPBPP,PPPPBB,PP-B-PP
PBPPPP,PPBPP,BPPPBB,PP-B-PP
BBBPPP,PPBPP,BBPBPP,PP-B-PP
PBBBBB,PPBPP,BBBBBB,PP-B-PP
PBPBBB,PPBPP,PBPPBB,PP-B-PP
PPPPBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PBPBPB,PP-B-PP
PPPPPP,PPBPP,PPBBBB,PP-B-PP
PBPPBB,PPBPP,PBBPPB,PP-B-PP
PPBPBP,PPBPP,PPBBBB,PP-B-PP
PPBBPP,PPBPP,PBPPPP,PP-B-PP
PBPPBB,PPBPP,PBPPBP,PP-B-PP
BBBBPB,PPBPP,PBPBBP,PP-B-PP
PBBBPP,PPBPP,BPPPBB,PP-B-PP
BBPPBB,PPBPP,PPBBPP,PP-B-PP
BBPBPB,PPBPP,BBPPBP,PP-B-PP
BPPBPB,PPBPP,BBBBBB,PP-B-PP
BBBBPB,PPBPP,PBPPPB,PP-B-PP
BBBBBB,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,PBPBBP,PP-B-PP
PBBPBP,PPBPP,BPBBBB,PP-B-PP
BPPBPB,PPBPP,BPPPBP,PP-B-PP
BPBBPB,PPBPP,PBPPPP,PP-B-PP
BPBBPP,PPBPP,PBPBBB,PP-B-PP
BBPPPP,PPBPP,PBPPPB,PP-B-PP
PBBBBP,PPBPP,BBPBPP,PP-B-PP
BPPBBP,PPBPP,PPBBPP,PP-B-PP
PPPBBP,PPBPP,BBPPPP,PP-B-PP
PBPBBP,PPBPP,PPPPBB,PP-B-PP
PPBPBB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPPPPP,PP-B-PP
PPPBBP,PPBPP,PBBPBB,PP-B-PP
BPBBBB,PPBPP,PBBPBB,PP-B-PP
PPPPBB,PPBPP,BPPBBP,PP-B-PP
PPBBPP,PPBPP,BPPPBB,PP-B-PP
BBBBPP,PPBPP,BPBBBP,PP-B-PP
BPBPPP,PPBPP,BPBPPB,PP-B-PP
PBBPBB,PPBPP,PPBPBB,PP-B-PP
PBBPBP,PPBPP,PPPPPB,PP-B-PP
BPBBPB,PPBPP,PPPBBP,PP-B-PP
PPPBBP,PPBPP,BBPBPP,PP-B-PP
PPBBPP,PPBPP,PBBBPB,PP-B-PP
BPBBPP,PPBPP,BBBPPP,PP-B-PP
PBBBPP,PPBPP,BPBPPP,PP-B-PP
BBBBPP,PPBPP,BBBPPB,PP-B-PP
PPPBBP,PPBPP,PPBBPP,PP-B-PP
BBBBPP,PPBPP,PBPPPP,PP-B-PP
BPPPBB,PPBPP,PPBBPP,PP-B-PP
PBPBBB,PPBPP,BPBBPB,PP-B-PP
BBPPBB,PPBPP,PBPPPP,PP-B-PP
BPPBBP,PPBPP,PPBBBP,PP-B-PP
BPPBBP,PPBPP,BPBBBB,PP-B-PP
BBBBPP,PPBPP,PBPBBB,PP-B-PP
BBPBPP,PPBPP,PBBBPP,PP-B-PP
PPPBBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPBBPP,PP-B-PP
PPPBPB,PPBPP,PBBPPB,PP-B-PP
BPPPBB,PPBPP,BPBPBP,PP-B-PP
PPBBBP,PPBPP,BPPPPB,PP-B-PP
BBPBBP,PPBPP,BBBPBP,PP-B-PP
BBPPBB,PPBPP,BBBBPB,PP-B-PP
PPBBBP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PPPPBP,PP-B-PP
BBPBPB,PPBPP,BBPBPB,PP-B-PP
BBPBPB,PPBPP,PBPBBB,PP-B-PP
PBBBPP,PPBPP,BBBPPB,PP-B-PP
BPPBBB,PPBPP,PPBPPP,PP-B-PP
PBPPPP,PPBPP,PBPPPP,PP-B-PP
PPBPPP,PPBPP,PPPPPB,PP-B-PP
BBPBBB,PPBPP,BBBPPB,PP-B-PP
BPBPBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBBBPP,PP-B-PP
BPBPBB,PPBPP,BPPPPP,PP-B-PP
PPBPBP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BPPBPB,PP-B-PP
BPBBBB,PPBPP,BPPPBP,PP-B-PP
PBPBBP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PBBPPP,PP-B-PP
BPBBBB,PPBPP,BBPPBB,PP-B-PP
BPBBBB,PPBPP,BBPPBB,PP-B-PP
BPBPBP,PPBPP,PBPPBP,PP-B-PP
BPBBPP,PPBPP,BBPBPB,PP-B-PP
BBBPPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBBPBP,PP-B-PP
PBBBPB,PPBPP,PBPPPB,PP-B-PP
PPBBPB,PPBPP,BBPPPB,PP-B-PP
PBPBBB,PPBPP,PPPPPB,PP-B-PP
BPPPPP,PPBPP,PPPPPB,PP-B-PP
PPBPBP,PPBPP,BPBPPP,PP-B-PP
BBPBBB,PPBPP,BPPPPP,PP-B-PP
PPPPBB,PPBPP,PPPPBB,PP-B-PP
BPPPBB,PPBPP,PBPPBB,PP-B-PP
PPBBPB,PPBPP,PPPBBP,PP-B-PP
BBPPBB,PPBPP,PPPBBB,PP-B-PP
PBBPBB,PPBPP,BBBPBP,PP-B-PP
BPPPBB,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,PPBPBP,PP-B-PP
BBBPBB,PPBPP,PBBPPP,PP-B-PP
BBBBPB,PPBPP,BBPPBB,PP-B-PP
BBBBBB,PPBPP,PPBBPP,PP-B-PP
PPPBBB,PPBPP,BPBPPP,PP-B-PP
BPBPBB,PPBPP,PBBBPB,PP-B-PP
BPBPBB,PPBPP,PPPBBB,PP-B-PP
PBPBBP,PPBPP,BBPPBB,PP-B-PP
BPPBPB,PPBPP,BBPBBB,PP-B-PP
BPPBPB,PPBPP,BBBBPB,PP-B-PP
PBBBBB,PPBPP,PPPBBP,PP-B-PP
BBPPBB,PPBPP,PBBBPB,PP-B-PP
PPPBBB,PPBPP,PBBBPB,PP-B-PP
PPBBPP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BBBPBP,PP-B-PP
BBPBPB,PPBPP,PBPBPP,PP-B-PP
BBPPBB,PPBPP,BPBBPP,PP-B-PP
PPBPBB,PPBPP,PBBBBB,PP-B-PP
PBBPBB,PPBPP,BPPPBB,PP-B-PP
BBPBPP,PPBPP,BPBBPP,PP-B-PP
BPPPPP,PPBPP,PPPPBB,PP-B-PP
BPBPBB,PPBPP,BBBBPP,PP-B-PP
BBBBBB,PPBPP,PBBPPB,PP-B-PP
BBBPPP,PPBPP,PPBPBB,PP-B-PP
PBPBBP,PPBPP,BBPBBB,PP-B-PP
PBBPBP,PPBPP,BBPBBP,PP-B-PP
PPBBPP,PPBPP,BBBPBB,PP-B-PP
PBBPBP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,PPBBBP,PP-B-PP
BPBPBB,PPBPP,PPPPBB,PP-B-PP
BBBBPB,PPBPP,PBBBPP,PP-B-PP
BBBPBP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPBPBB,PP-B-PP
BPPPBP,PPBPP,PBBBPB,PP-B-PP
PBBBPB,PPBPP,PBBPPB,PP-B-PP
PBBPBB,PPBPP,PPPBPP,PP-B-PP
PBPBBP,PPBPP,PPBBPP,PP-B-PP
BPPBBB,PPBPP,BBPPBB,PP-B-PP
PPBBBP,PPBPP,BPPBPB,PP-B-PP
BPBBPB,PPBPP,PBBPBB,PP-B-PP
PBBPPP,PPBPP,BBBBBP,PP-B-PP
PPPBBP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,BBPPBB,PP-B-PP
BBPPBB,PPBPP,BBPPBP,PP-B-PP
BBBPBB,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,BPPPBB,PP-B-PP
PPPPPP,PPBPP,BPPPPB,PP-B-PP
BBBBPB,PPBPP,BPPPPB,PP-B-PP
PPPBBP,PPBPP,BPBBBP,PP-B-PP
BBPPBB,PPBPP,PPBPBB,PP-B-PP
PBBBPP,PPBPP,PPPPBB,PP-B-PP
BBBBBB,PPBPP,BPBBPP,PP-B-PP
BBPBBP,PPBPP,PBBPBB,PP-B-PP
PPPPBB,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BBPPPB,PP-B-PP
BPBBBP,PPBPP,BBPBPP,PP-B-PP
PBBPPP,PPBPP,PPPPPP,PP-B-PP
BBPBBP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BPBPBP,PP-B-PP
BBPBPB,PPBPP,BPBPBP,PP-B-PP
BBPBPP,PPBPP,BPBBBP,PP-B-PP
PBBBPP,PPBPP,PBPPPP,PP-B-PP
PPBBBP,PPBPP,PBBPBB,PP-B-PP
BPBBBB,PPBPP,BBPBBP,PP-B-PP
PBBBPB,PPBPP,BPPPBB,PP-B-PP
PPPPPP,PPBPP,PBPBBP,PP-B-PP
BBPPBB,PPBPP,BPBBPB,PP-B-PP
PBBPBP,PPBPP,BPBBBP,PP-B-PP
PBPBPP,PPBPP,PPBBPP,PP-B-PP
PPPPBB,PPBPP,BPPPPP,PP-B-PP
PBPPPP,PPBPP,PBBBPB,PP-B-PP
BPBPBB,PPBPP,BBPBBB,PP-B-PP
BPPBBB,PPBPP,BBPBBB,PP-B-PP
PPBBPP,PPBPP,PBBPPP,PP-B-PP
PPPBBP,PPBPP,BPBBPP,PP-B-PP
PPBPBB,PPBPP,BPBBBB,PP-B-PP
BPBPBP,PPBPP,PPBBBB,PP-B-PP
BPPPBB,PPBPP,PBPPPP,PP-B-PP
PBPPPP,PPBPP,BPBPBB,PP-B-PP
BPBPBB,PPBPP,PPBBPP,PP-B-PP
BPBBBP,PPBPP,BBPBPB,PP-B-PP
BBPBPP,PPBPP,BPBBBP,PP-B-PP
PBPBBB,PPBPP,PPBBPP,PP-B-PP
PBBBBB,PPBPP,PPPBPB,PP-B-PP
PPPPBB,PPBPP,BPBBBP,PP-B-PP
PBBBPB,PPBPP,PPPPBB,PP-B-PP
BBBBBP,PPBPP,PBBPBB,PP-B-PP
BBPBPB,PPBPP,BPBBBB,PP-B-PP
BPPBPB,PPBPP,BBPPBP,PP-B-PP
BPPBPB,PPBPP,BBBBPP,PP-B-PP
BBBBPP,PPBPP,BPBBBP,PP-B-PP
BBBBBP,PPBPP,BPPPPP,PP-B-PP
BBPPBB,PPBPP,PPPPPB,PP-B-PP
BBPBPP,PPBPP,BBBPPB,PP-B-PP
BBBBPB,PPBPP,BBBBBB,PP-B-PP
BPPPBB,PPBPP,BBBBPB,PP-B-PP
BBPBBB,PPBPP,PBPBBP,PP-B-PP
BBBBBB,PPBPP,BBBPBB,PP-B-PP
BPBPBB,PPBPP,PPPPBB,PP-B-PP
PPPPBB,PPBPP,PBBBPB,PP-B-PP
PBBPPP,PPBPP,BBPBPP,PP-B-PP
BPPPPP,PPBPP,BBBPPB,PP-B-PP
PPPPBB,PPBPP,BBPBPP,PP-B-PP
PPPPBB,PPBPP,PBBBPB,PP-B-PP
BBBPBP,PPBPP,BPBPBB,PP-B-PP
BBBBPP,PPBPP,BBPBPP,PP-B-PP
PBBBBP,PPBPP,BBBPBP,PP-B-PP
BPPPPP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BBPBBB,PP-B-PP
PBBBBP,PPBPP,BBPPBP,PP-B-PP
PPBPBP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,BBPBBP,PP-B-PP
PBBBBB,PPBPP,BPBBPP,PP-B-PP
BBBPBB,PPBPP,BBBBBP,PP-B-PP
BPPBBP,PPBPP,BBPPBP,PP-B-PP
BBPBPB,PPBPP,BPBPBP,PP-B-PP
PBBPBB,PPBPP,BPBBBP,PP-B-PP
BPPPBB,PPBPP,PBBBBP,PP-B-PP
PPPPPP,PPBPP,PPBBBP,PP-B-PP
BPPPBB,PPBPP,PBPPBP,PP-B-PP
BPBBBP,PPBPP,PPPPBP,PP-B-PP
BPBPBB,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,PBBBPB,PP-B-PP
BPBBPB,PPBPP,PBBBPP,PP-B-PP
BPBBPB,PPBPP,BBPBBP,PP-B-PP
BBPBBP,PPBPP,PBBBPB,PP-B-PP
BBBBPB,PPBPP,PPBPBB,PP-B-PP
PBBPPP,PPBPP,BPBPPB,PP-B-PP
PPBPBP,PPBPP,PPBBBB,PP-B-PP
PBBPBB,PPBPP,BPBBBB,PP-B-PP
PBPBPP,PPBPP,PBPBPP,PP-B-PP
BBPBPP,PPBPP,PBBBBP,PP-B-PP
BBBPPP,PPBPP,PBBBBB,PP-B-PP
BPBBPP,PPBPP,PBBBBB,PP-B-PP
BPBBBP,PPBPP,BBBBBB,PP-B-PP
BBPBBB,PPBPP,PPPBBB,PP-B-PP
PPBBPP,PPBPP,PPPPPP,PP-B-PP
BPPPPP,PPBPP,PPPBBB,PP-B-PP
BPPPPP,PPBPP,PBPPPB,PP-B-PP
BPPPBP,PPBPP,BPPBBP,PP-B-PP
BBPBPP,PPBPP,BPBBBB,PP-B-PP
BBBBBB,PPBPP,PPPBBB,PP-B-PP
PBPBPB,PPBPP,PPBBBP,PP-B-PP
BPPBPB,PPBPP,BBBBPP,PP-B-PP
PBBBBB,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BBBPPP,PP-B-PP
PPBPBB,PPBPP,PBPPBB,PP-B-PP
BBPBPP,PPBPP,PPPPPP,PP-B-PP
BBPBPP,PPBPP,BBBPBP,PP-B-PP
BPPBPB,PPBPP,PPPBBB,PP-B-PP
PPBPBP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBBPBB,PP-B-PP
BPBBPB,PPBPP,PPPPPP,PP-B-PP
PPPPPP,PPBPP,BPPBPP,PP-B-PP
PPBPPP,PPBPP,BBBPBP,PP-B-PP
BBPPBB,PPBPP,BPBPBB,PP-B-PP
BBBBPP,PPBPP,BBPBPB,PP-B-PP
PPBPPB,PPBPP,PPBBPB,PP-B-PP
PBPBBP,PPBPP,BPPPBB,PP-B-PP
PPBPBB,PPBPP,BPBPBB,PP-B-PP
BPBPBB,PPBPP,BBBBBB,PP-B-PP
PPBBBB,PPBPP,BBPBBP,PP-B-PP
BPBPBP,PPBPP,BBPBPB,PP-B-PP
BPBPPP,PPBPP,BPBBPB,PP-B-PP
PPBBPB,PPBPP,PBBBPB,PP-B-PP
PBBBPB,PPBPP,PPBBPB,PP-B-PP
BBPBPP,PPBPP,BPBBPB,PP-B-PP
BBPBPB,PPBPP,PPPBBP,PP-B-PP
BBPPPP,PPBPP,PBPPBP,PP-B-PP
PPBBPB,PPBPP,PBBPBB,PP-B-PP
BBBBBB,PPBPP,PBPBBB,PP-B-PP
PBBPBB,PPBPP,BBBBPP,PP-B-PP
BBPPBB,PPBPP,PBPBBB,PP-B-PP
PBBBPP,PPBPP,BBPBPB,PP-B-PP
PBPPPP,PPBPP,PBPPBB,PP-B-PP
BBBBPB,PPBPP,PBPBPP,PP-B-PP
PPPBBB,PPBPP,PBBPBP,PP-B-PP
PBBBPP,PPBPP,BBPBPP,PP-B-PP
PBBPBP,PPBPP,PBPBBP,PP-B-PP
BBBBBP,PPBPP,BBPBPP,PP-B-PP
PPBPBP,PPBPP,BPBPBP,PP-B-PP
PBPPPP,PPBPP,PPPBPB,PP-B-PP
PBPPBB,PPBPP,PBPPBP,PP-B-PP
BBBBPB,PPBPP,BBBBPP,PP-B-PP
PPPPPP,PPBPP,PPPPBP,PP-B-PP
PPPBBB,PPBPP,PPPPBB,PP-B-PP
BPPBBP,PPBPP,PPPBBP,PP-B-PP
PBBBBB,PPBPP,PBBBPB,PP-B-PP
BBPBBP,PPBPP,PBBPPB,PP-B-PP
BPPBBB,PPBPP,BBPPPB,PP-B-PP
PPBBBP,PPBPP,BPBPPB,PP-B-PP
BPPPBB,PPBPP,BPPPBP,PP-B-PP
BPPPPP,PPBPP,BBBPBP,PP-B-PP
PPPBPB,PPBPP,PBBBPP,PP-B-PP
PPPBBB,PPBPP,BBBPBP,PP-B-PP
PPBPPP,PPBPP,PPBPBP,PP-B-PP
BPBPPP,PPBPP,PBBBBB,PP-B-PP
BBBBPP,PPBPP,BBPBPP,PP-B-PP
BPPBBP,PPBPP,PPBBPB,PP-B-PP
PBBBPB,PPBPP,BBPBPP,PP-B-PP
PBPBPB,PPBPP,BBBBPB,PP-B-PP
PBPBPB,PPBPP,PBBPBB,PP-B-PP
PPPPPP,PPBPP,PPPBPB,PP-B-PP
PBPBPP,PPBPP,PBBPPP,PP-B-PP
PBBBPP,PPBPP,BBPPPB,PP-B-PP
PBBBPP,PPBPP,BBBBBP,PP-B-PP
PPPPBB,PPBPP,BBPBBB,PP-B-PP
PBPBPB,PPBPP,PBPBPP,PP-B-PP
PBBPPP,PPBPP,BPBBPP,PP-B-PP
BPBPBB,PPBPP,BPPBPP,PP-B-PP
PPPPPP,PPBPP,BPPBPB,PP-B-PP
BPBBPB,PPBPP,PBPBBP,PP-B-PP
BPPBBP,PPBPP,PPPPPP,PP-B-PP
BPBPBB,PPBPP,BBBBBB,PP-B-PP
BBBBPB,PPBPP,BBBBPB,PP-B-PP
PPPBBP,PPBPP,PPBBPB,PP-B-PP
BPPBPB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BPPBBB,PP-B-PP
BPPBPB,PPBPP,PBBBBB,PP-B-PP
PBBBBB,PPBPP,BBBBBP,PP-B-PP
BBPBBB,PPBPP,BPPBBB,PP-B-PP
PBPPBB,PPBPP,BPBPBP,PP-B-PP
BBBBBP,PPBPP,PPBPBB,PP-B-PP
BPBBPB,PPBPP,PPBBBB,PP-B-PP
PPBBBP,PPBPP,BBBPBP,PP-B-PP
BPBPBB,PPBPP,PPBBPB,PP-B-PP
PBBPBP,PPBPP,PBBPPB,PP-B-PP
PBBBBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BPPBPB,PP-B-PP
BBBPBB,PPBPP,PPBBBP,PP-B-PP
PBPBBB,PPBPP,BBPPPB,PP-B-PP
PPPBBP,PPBPP,PPPBBB,PP-B-PP
PBPBBP,PPBPP,BBPPBP,PP-B-PP
PBBBBB,PPBPP,PPPBBB,PP-B-PP
BPPBBP,PPBPP,PPPBBB,PP-B-PP
PBBBPP,PPBPP,BPPBPP,PP-B-PP
PPPBBP,PPBPP,BPBPPB,PP-B-PP
BPPBPB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBPPPP,PP-B-PP
BBBBPP,PPBPP,PPPPPP,PP-B-PP
BPPPPP,PPBPP,BPBPBB,PP-B-PP
BBBBPP,PPBPP,PBPBBB,PP-B-PP
BBBBBP,PPBPP,PBPPPP,PP-B-PP
PPBPPP,PPBPP,BPPPBB,PP-B-PP
PPPPBB,PPBPP,PBBPPB,PP-B-PP
BPPPBB,PPBPP,PBPBBB,PP-B-PP
PBBBBP,PPBPP,PPPBBB,PP-B-PP
BBBPBB,PPBPP,PPPPPB,PP-B-PP
BBPPBB,PPBPP,BBPPBB,PP-B-PP
BBBPBB,PPBPP,BBPPBB,PP-B-PP
BBPPBB,PPBPP,PBPBPP,PP-B-PP
PBBPBP,PPBPP,PPPBPB,PP-B-PP
PPBBPB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BPBPPP,PP-B-PP
PPPBBB,PPBPP,BPPPPP,PP-B-PP
PPBPBB,PPBPP,BBPPPP,PP-B-PP
PPBBBB,PPBPP,BPBPBP,PP-B-PP
PPBBBB,PPBPP,BPPPPB,PP-B-PP
BPPBBP,PPBPP,PPPBBB,PP-B-PP
PBBPPP,PPBPP,BPBPPP,PP-B-PP
BPBPPP,PPBPP,BPPPBB,PP-B-PP
PBBBBP,PPBPP,BBBPBP,PP-B-PP
PPBBPB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBBBBB,PP-B-PP
BBBBBP,PPBPP,PPBBPP,PP-B-PP
PBPBPP,PPBPP,PPPBBB,PP-B-PP
BPBBBB,PPBPP,PBBPPB,PP-B-PP
BPPPBB,PPBPP,PBBPBB,PP-B-PP
BBBPPP,PPBPP,BPPPBB,PP-B-PP
PBBBPB,PPBPP,BPBPBB,PP-B-PP
BPBBPB,PPBPP,BPPPBB,PP-B-PP
PPPBBP,PPBPP,BPPBPB,PP-B-PP
BPPBPB,PPBPP,BBBBPP,PP-B-PP
BPPPBB,PPBPP,BBBPPP,PP-B-PP
BBBPPP,PPBPP,PPPPBB,PP-B-PP
BBBBBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BBBPPP,PP-B-PP
PPBPBB,PPBPP,PBBBBB,PP-B-PP
BBBBPB,PPBPP,PPBBBP,PP-B-PP
PPPBBB,PPBPP,BPBBPP,PP-B-PP
BPBPBB,PPBPP,PPPPPP,PP-B-PP
PPBBBB,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BBPBBB,PP-B-PP
PBBBPB,PPBPP,PBPBPB,PP-B-PP
PPBPBP,PPBPP,PPBBBB,PP-B-PP
PPPBBP,PPBPP,PPBBPP,PP-B-PP
BPPBPB,PPBPP,BBPBBB,PP-B-PP
PPPBBB,PPBPP,BBPPPB,PP-B-PP
BPPPPP,PPBPP,PPPBBP,PP-B-PP
PBPBPP,PPBPP,BBBBPB,PP-B-PP
BPBPPP,PPBPP,BPBPPP,PP-B-PP
BBBPPP,PPBPP,BBBPBP,PP-B-PP
PPBBPP,PPBPP,BBBBBB,PP-B-PP
PBBBBP,PPBPP,BBPPPP,PP-B-PP
PPPBBB,PPBPP,PPPBBB,PP-B-PP
PPBBBB,PPBPP,BPPPBP,PP-B-PP
PBBBPB,PPBPP,PPBBPP,PP-B-PP
PPBBBP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PPBPBB,PP-B-PP
BBBBBB,PPBPP,BBPPPP,PP-B-PP
PBBPPP,PPBPP,BBPPBB,PP-B-PP
BPBPBP,PPBPP,BBBPBP,PP-B-PP
BPBPBB,PPBPP,BPBPPP,PP-B-PP
PPPPPP,PPBPP,PPBBBP,PP-B-PP
BPBPBB,PPBPP,PBPBPP,PP-B-PP
PBBPPP,PPBPP,BBBBPP,PP-B-PP
PBBPBB,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PBPPBB,PP-B-PP
BPBBBP,PPBPP,PPBPPP,PP-B-PP
BBPBPB,PPBPP,BBBBPP,PP-B-PP
BPBPBB,PPBPP,PPPPBP,PP-B-PP
PBPPPP,PPBPP,PBBPBP,PP-B-PP
PPBBPP,PPBPP,BBBBPP,PP-B-PP
BPPBBB,PPBPP,PPPBPB,PP-B-PP
BPBBPP,PPBPP,BPBPBB,PP-B-PP
BPBPBB,PPBPP,BBBBBB,PP-B-PP
PPBPBP,PPBPP,BPPPBB,PP-B-PP
BPPBBP,PPBPP,PBBPPB,PP-B-PP
PBBPPP,PPBPP,BPBPPP,PP-B-PP
BPPPBB,PPBPP,PBBBBP,PP-B-PP
BPBBPP,PPBPP,PBPBPB,PP-B-PP
PPBPBP,PPBPP,BPPPBB,PP-B-PP
BPBBBP,PPBPP,PBPPPB,PP-B-PP
PBPPPP,PPBPP,BPPBBB,PP-B-PP
BBPBPP,PPBPP,BBPBBB,PP-B-PP
BBPPPP,PPBPP,PPPBPB,PP-B-PP
PPBBPB,PPBPP,BPBBPB,PP-B-PP
BBBBPP,PPBPP,PBPPPB,PP-B-PP
BPPPBP,PPBPP,PPPBBB,PP-B-PP
BBBBPB,PPBPP,BPPPBB,PP-B-PP
BBPBBB,PPBPP,BBBPPP,PP-B-PP
PBBBPB,PPBPP,PPBPBB,PP-B-PP
BPBBBB,PPBPP,PBBBBB,PP-B-PP
PBPBBP,PPBPP,PPBBBB,PP-B-PP
BPBBBB,PPBPP,PPBPBP,PP-B-PP
PBPBPB,PPBPP,PBPBPP,PP-B-PP
BBBBBP,PPBPP,BBPBPP,PP-B-PP
PBBBPB,PPBPP,PPBBPB,PP-B-PP
BPPBBP,PPBPP,BBPBPP,PP-B-PP
BPBPBB,PPBPP,PBPPBB,PP-B-PP
BPBBBB,PPBPP,PPBPBB,PP-B-PP
BPPBBB,PPBPP,PBPPBB,PP-B-PP
BBBPBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBBPPB,PP-B-PP
BBPBBP,PPBPP,PPPPBB,PP-B-PP
BPPBPB,PPBPP,BBPBBP,PP-B-PP
BPBPPP,PPBPP,BPPPPB,PP-B-PP
BPPBPP,PPBPP,BBPBBB,PP-B-PP
PPBBBP,PPBPP,BBBPPB,PP-B-PP
BPPBBB,PPBPP,PPBBBB,PP-B-PP
PBPBPB,PPBPP,BBPPPP,PP-B-PP
BBBPBB,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BBPPPP,PP-B-PP
PPPBBP,PPBPP,BBPPPP,PP-B-PP
PPBPBP,PPBPP,BPPPPB,PP-B-PP
BBPBBB,PPBPP,PBPBPP,PP-B-PP
PBPPPP,PPBPP,BBBBPP,PP-B-PP
PPBPPP,PPBPP,PBBPPP,PP-B-PP
PPBBPP,PPBPP,PPBPBB,PP-B-PP
PBPBBB,PPBPP,BBBPBB,PP-B-PP
BPPBBP,PPBPP,BPBPBB,PP-B-PP
PBBBPP,PPBPP,PBBBBB,PP-B-PP
BPBPBP,PPBPP,BBPBBP,PP-B-PP
BBPBBB,PPBPP,BBPBBB,PP-B-PP
BPBBBP,PPBPP,BPBPPP,PP-B-PP
PBBBBB,PPBPP,BPBBPB,PP-B-PP
BBPBPB,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,PBBPPP,PP-B-PP
BBBBBB,PPBPP,BPPPBP,PP-B-PP
PBBBPB,PPBPP,BPBPBP,PP-B-PP
BBPBPP,PPBPP,PBBBPB,PP-B-PP
BBPBPB,PPBPP,PPPPPB,PP-B-PP
PBBPBB,PPBPP,PBPPBB,PP-B-PP
PBPBBB,PPBPP,BBPPPP,PP-B-PP
BBBBPB,PPBPP,BBBPBB,PP-B-PP
PBBPBB,PPBPP,PPPBPB,PP-B-PP
PPPBPB,PPBPP,BPPPBB,PP-B-PP
PBPBBB,PPBPP,BBBBPP,PP-B-PP
BBBPBP,PPBPP,BPBPBP,PP-B-PP
BBBBBP,PPBPP,PPBBPB,PP-B-PP
BBBBBB,PPBPP,PBPBBP,PP-B-PP
BPBBPB,PPBPP,PBPPPP,PP-B-PP
BBBBBB,PPBPP,PPPBBB,PP-B-PP
PBPBBB,PPBPP,PBBPBP,PP-B-PP
PBBBBP,PPBPP,BBBPPB,PP-B-PP
BPPBPB,PPBPP,BBPPBB,PP-B-PP
BBBPBB,PPBPP,BPBBPP,PP-B-PP
BPPBBB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PBBBBB,PP-B-PP
