before,no_cut,after,length,structure
BPPPPP,PBPBPB,PPPBBP,6,PBP
BPBPPB,BPBPBP,PBPPBB,6,BPB
BPPBPP,PBPBPB,BBPPPB,6,PBP
BBBPBP,PBPBPB,PPPBPP,6,PBP
BBBPBP,PBPBPB,PPBBPP,6,PBP
PPBPPB,BPBPBP,PBPPPP,6,BPB
PBPBBP,PBPBPB,BBBBPP,6,PBP
BBPPBP,PBPBPB,BBPPBB,6,PBP
BBPBBP,PBPBPB,BPBBBB,6,PBP
BBPPPP,PBPBPB,PPBPBB,6,PBP
BPPBPP,PBPBPBPB,PPBPBP,8,PBP
BPBPBP,PBPBPB,BBBPBB,6,PBP
PPPBPP,PBPBPB,BPBPBB,6,PBP
BPPPBB,BPBPBPBP,BBBPPP,8,BPB
BBBPPB,BPBPBPBPBP,PPBPPB,10,BPB
PBBPPP,PBPBPBPB,PPBBPP,8,PBP
PPPPBP,PBPBPB,BBPBPB,6,PBP
PPPPPB,BPBPBP,PPPPPB,6,BPB
PBBBBP,PBPBPB,BPPBBB,6,PBP
BBPPPB,BPBPBPBPBP,BBBPBP,10,BPB
PPBPBP,PBPBPBPB,BBBBPP,8,PBP
PBPBBB,BPBPBP,PPPPBB,6,BPB
PBBBPB,BPBPBP,BBPBPB,6,BPB
BBBBPP,PBPBPB,BPPPBP,6,PBP
PPBBBB,BPBPBPBP,PPBPPP,8,BPB
PBPPPP,PBPBPB,PPPBBP,6,PBP
BPPBBB,BPBPBPBP,BBBPPP,8,BPB
PBBBPB,BPBPBP,PPBBPB,6,BPB
PPPPPP,PBPBPB,PPBBPP,6,PBP
BBBPPP,PBPBPB,PPPPBB,6,PBP
BBPBBB,BPBPBP,BBPBPP,6,BPB
BPPPPP,PBPBPB,PPBBPP,6,PBP
BPPPPB,BPBPBP,PPBPBP,6,BPB
PPBPPB,BPBPBPBP,PPPPBP,8,BPB
BBPBBB,BPBPBP,PPPBPP,6,BPB
PBBBPP,PBPBPB,PPBPPB,6,PBP
BPBBPB,BPBPBP,PBBPPP,6,BPB
BBBPBP,PBPBPBPB,PPPBBB,8,PBP
PPBPPB,BPBPBP,PBPBPP,6,BPB
BPPBBP,PBPBPB,PPPBPP,6,PBP
BPPBBB,BPBPBP,PBPBBP,6,BPB
PPBBPB,BPBPBP,PPBBBB,6,BPB
PPBBPP,PBPBPB,PPPPBP,6,PBP
PBBBPP,PBPBPB,BBPBPB,6,PBP
BPBPBB,BPBPBPBP,PBPPBP,8,BPB
PPBPBP,PBPBPB,BPBBPP,6,PBP
BBBPPB,BPBPBPBP,PBPPPB,8,BPB
PPBPBB,BPBPBPBP,BBBBBB,8,BPB
BBPPPB,BPBPBP,BBBPBP,6,BPB
PBBPPP,PBPBPB,PPBPBP,6,PBP
BPBPBP,PBPBPB,BBPBBB,6,PBP
PPBBBP,PBPBPBPB,BPPBBB,8,PBP
BBBBBB,BPBPBP,PPBBBB,6,BPB
PPPBPB,BPBPBP,PBBBBB,6,BPB
PPPBPB,BPBPBP,BBPBPP,6,BPB
PBPBPB,BPBPBP,PBBPPB,6,BPB
PPBPBP,PBPBPBPB,BPPBPP,8,PBP
PPBPPP,PBPBPB,BPBBPB,6,PBP
BPPBBB,BPBPBP,PPBPBP,6,BPB
PBPBPP,PBPBPB,BBPPBP,6,PBP
BPBBBP,PBPBPB,PPPPPB,6,PBP
BPPBBB,BPBPBPBP,PBBPBB,8,BPB
BPPPPB,BPBPBP,PPBBBP,6,BPB
PBBBPB,BPBPBPBP,PBBPPP,8,BPB
PBPPBB,BPBPBP,BBPBPP,6,BPB
BBPPBB,BPBPBP,PPPBBB,6,BPB
PPBBPB,BPBPBPBP,PPBBBP,8,BPB
PBPPPP,PBPBPB,BBPBPP,6,PBP
PPPBPB,BPBPBP,BBPPPP,6,BPB
PBBPPP,PBPBPBPB,BBBBBB,8,PBP
PBBBPP,PBPBPB,BPPBBB,6,PBP
BBBBPB,BPBPBP,PBBPBP,6,BPB
PBBPBP,PBPBPB,BPBPPP,6,PBP
PBBBBB,BPBPBP,BBPBBP,6,BPB
BBBBPP,PBPBPB,PPBPBP,6,PBP
BPBPBP,PBPBPBPB,BBBPBB,8,PBP
BPBPBP,PBPBPB,BBBBPB,6,PBP
BBPBBB,BPBPBPBPBP,PBBPPB,10,BPB
PBBPBB,BPBPBP,PPPBBP,6,BPB
PBPPPB,BPBPBPBP,BBBBBB,8,BPB
BPPPPP,PBPBPB,BBPBPP,6,PBP
BPPBPP,PBPBPBPB,BBPPBP,8,PBP
BPPBBP,PBPBPBPB,BPPPBB,8,PBP
PPBPPP,PBPBPB,BPPBPP,6,PBP
PPBPPB,BPBPBP,PPPBPB,6,BPB
PBPPPB,BPBPBPBP,BBPBPP,8,BPB
BBBPPP,PBPBPB,PPPPBB,6,PBP
BPBBPB,BPBPBP,BBPBPP,6,BPB
BBPPPP,PBPBPB,BBPPBP,6,PBP
BBPPBB,BPBPBP,BBBBBB,6,BPB
PPBBBP,PBPBPB,BBPPBP,6,PBP
BPBBBB,BPBPBP,PPBBPB,6,BPB
PPPBPB,BPBPBPBP,BBPBBB,8,BPB
PPBBBB,BPBPBP,PBBBBP,6,BPB
PPPPPB,BPBPBP,PBPPPB,6,BPB
BBPBBP,PBPBPB,PPPBPB,6,PBP
PBPBPP,PBPBPBPB,BPBPBP,8,PBP
PBPBPB,BPBPBP,PPPPBB,6,BPB
PBPPPB,BPBPBP,PBPPBP,6,BPB
BPPPBP,PBPBPBPB,BBBBPB,8,PBP
BBBBBB,BPBPBPBPBP,PPPBPB,10,BPB
BPPBBP,PBPBPB,PPPPPP,6,PBP
BPBBPP,PBPBPB,BBBPPB,6,PBP
PPBBBP,PBPBPB,BBPBPP,6,PBP
PBPPPB,BPBPBP,PPPBBP,6,BPB
BPBBBB,BPBPBP,PBPPBB,6,BPB
PPPBPB,BPBPBP,BBPPPP,6,BPB
PPPPPB,BPBPBP,PPBPPB,6,BPB
BPBPPB,BPBPBP,PBPBPB,6,BPB
BBBBPP,PBPBPB,PPBBPB,6,PBP
PBBPPB,BPBPBPBP,PPPPPB,8,BPB
BBPBPB,BPBPBP,PBBBPP,6,BPB
PPPBBB,BPBPBPBP,BBBPPB,8,BPB
PBBPPB,BPBPBPBP,PPPBBB,8,BPB
BBBBBP,PBPBPBPB,BBBPPB,8,PBP
BBPBPP,PBPBPB,PPPBBB,6,PBP
BBBBPP,PBPBPB,PPBBPB,6,PBP
PBBBBB,BPBPBP,BBPPPP,6,BPB
BPPBBB,BPBPBP,PPPBPB,6,BPB
PBPPBP,PBPBPBPB,BBPBBB,8,PBP
PBBBPP,PBPBPB,BBPBBP,6,PBP
BBPBPB,BPBPBP,BBBPPP,6,BPB
BPBPPB,BPBPBPBP,PPPBPB,8,BPB
PBPPPP,PBPBPB,PPBPPB,6,PBP
PBPPBP,PBPBPBPBPB,BPPBBP,10,PBP
BBPPBP,PBPBPBPB,PPBBBB,8,PBP
BPBBBP,PBPBPB,BPPPPP,6,PBP
PBBPBB,BPBPBP,PBBBPP,6,BPB
PPBPBB,BPBPBP,BBPPBB,6,BPB
PBPPPP,PBPBPB,BBBBPB,6,PBP
PPPPPP,PBPBPB,BBBBBB,6,PBP
BPPBPP,PBPBPB,PPBPPB,6,PBP
PPPPPP,PBPBPBPBPB,PPBPBB,10,PBP
PBBPPB,BPBPBP,PBPPBB,6,BPB
PBBBPP,PBPBPB,PPPPPP,6,PBP
PPPBBB,BPBPBP,PBBBBB,6,BPB
BBBPPB,BPBPBP,BBBBPB,6,BPB
PBPBBB,BPBPBP,PBBBBB,6,BPB
PPBBPB,BPBPBP,PBPBBB,6,BPB
BBBPPP,PBPBPB,PPBPBB,6,PBP
BBBBPB,BPBPBP,BBBPPB,6,BPB
PBBPPP,PBPBPB,BPPBPB,6,PBP
BBPBBB,BPBPBPBP,BBPBBB,8,BPB
BBBBPB,BPBPBP,BBPPPP,6,BPB
BBPBBP,PBPBPB,BBBPBP,6,PBP
BPBBPB,BPBPBPBP,BBBPBP,8,BPB
PPBPBP,PBPBPB,PPPPBB,6,PBP
PPBPPB,BPBPBP,BBPBBB,6,BPB
BBBPPB,BPBPBP,PBBPBP,6,BPB
PPPBPB,BPBPBPBP,PPBBBP,8,BPB
BBBPBB,BPBPBP,BBBPBB,6,BPB
BBBBBB,BPBPBPBPBPBP,BBPBPP,12,BPB
BBPBPP,PBPBPB,BPBPPB,6,PBP
PBBBPP,PBPBPB,BPBPBP,6,PBP
PBPBPB,BPBPBP,PBPPBB,6,BPB
PPBPPB,BPBPBP,PPBBPP,6,BPB
BBPBBP,PBPBPBPB,BBPPBB,8,PBP
PBPPBB,BPBPBP,PPPPBP,6,BPB
PPPPBP,PBPBPBPBPB,BPBPBP,10,PBP
PBPBPB,BPBPBPBPBPBPBP,PPBPBB,14,BPB
BBBBPB,BPBPBP,PPBPBB,6,BPB
PBPPPB,BPBPBP,BBPPBB,6,BPB
PPPBBP,PBPBPB,PPPBPB,6,PBP
PBPBPP,PBPBPBPB,BPBBPB,8,PBP
BPBBBB,BPBPBP,PPBPPP,6,BPB
PBPPPP,PBPBPBPB,BPBPPB,8,PBP
PPPPPB,BPBPBP,BBBPBB,6,BPB
BBBBPP,PBPBPB,PPPPBB,6,PBP
BBBBPB,BPBPBP,BBBPPP,6,BPB
PBPBBB,BPBPBPBPBP,PPPPBB,10,BPB
BPPPPP,PBPBPB,BPBBBB,6,PBP
BBBPPP,PBPBPB,BBBPPP,6,PBP
PBPPBP,PBPBPB,BBPBPB,6,PBP
BPBPBB,BPBPBPBPBP,PBPPPB,10,BPB
PPBBBP,PBPBPB,BPBBPP,6,PBP
PPBPBB,BPBPBP,PPBBPP,6,BPB
BBBPPB,BPBPBP,PBPBBB,6,BPB
PPBBBB,BPBPBP,PPBPPP,6,BPB
BBBBBB,BPBPBPBP,BBPPBP,8,BPB
BPPBBP,PBPBPB,BBBBPP,6,PBP
BBBBPP,PBPBPB,BBPBBB,6,PBP
BPPPBB,BPBPBP,PBBPPB,6,BPB
PPPBPB,BPBPBP,PBPPBB,6,BPB
BBPPBB,BPBPBP,PBPPBB,6,BPB
PPBPPB,BPBPBP,PBPBBB,6,BPB
BBPBPB,BPBPBP,PBPBBP,6,BPB
BPPBPB,BPBPBP,PPBBBB,6,BPB
PBBPBB,BPBPBP,PBPBPB,6,BPB
BPBPBP,PBPBPB,BBPPPP,6,PBP
BBBPPP,PBPBPBPB,BPBBPB,8,PBP
BPBPBB,BPBPBP,BBPPPP,6,BPB
PBBPPP,PBPBPB,BPPPPB,6,PBP
BBPBPP,PBPBPB,BPBBBP,6,PBP
BPBPPP,PBPBPB,BPPBBP,6,PBP
PBPPPB,BPBPBP,PPBBBB,6,BPB
PBBBBB,BPBPBP,PBBBBP,6,BPB
PPBBPB,BPBPBP,PPPBBP,6,BPB
BPPBPB,BPBPBP,PBBBBB,6,BPB
BPPBPB,BPBPBP,PBBPPP,6,BPB
BPBPPP,PBPBPB,BBPPBB,6,PBP
PBPPBP,PBPBPB,BPBPPB,6,PBP
PPBBBB,BPBPBP,PPBPPB,6,BPB
BBPPBP,PBPBPB,BPPPBB,6,PBP
BBPBBP,PBPBPB,BBBPBP,6,PBP
PPBPPP,PBPBPB,PPPPBB,6,PBP
BBBPBP,PBPBPB,BBBBBP,6,PBP
PPBPPB,BPBPBP,PPBPPB,6,BPB
BPBBPP,PBPBPBPB,PPPBBP,8,PBP
PPBBBP,PBPBPB,BPPBPP,6,PBP
BPPBPP,PBPBPB,BBPPPB,6,PBP
PPBPPB,BPBPBP,PPBPBB,6,BPB
PPBPBP,PBPBPB,PPPPPP,6,PBP
BBBBPP,PBPBPB,PPBBBP,6,PBP
BBPBPB,BPBPBP,BBBPPP,6,BPB
BPPPBB,BPBPBP,PPPBBP,6,BPB
BPBBBB,BPBPBPBP,PPPPBB,8,BPB
PPBPPP,PBPBPB,BBPPBB,6,PBP
PBPPPP,PBPBPBPB,BPPBBP,8,PBP
PBPPBP,PBPBPB,BPPBPP,6,PBP
PPBPPB,BPBPBPBPBPBP,PBBBPP,12,BPB
PPPBBB,BPBPBP,PPBPBP,6,BPB
PBBPPB,BPBPBPBP,PPPPBB,8,BPB
BPBBPB,BPBPBP,BBBBBB,6,BPB
PBBPPB,BPBPBPBPBP,BBPBBP,10,BPB
BBPPPP,PBPBPB,BPBBPP,6,PBP
BPBBBB,BPBPBPBP,PPBPBP,8,BPB
PPBPBB,BPBPBP,PPPPPP,6,BPB
BPPBBB,BPBPBP,PPPBBB,6,BPB
PBBPBP,PBPBPB,BPBPBB,6,PBP
PBBPPP,PBPBPB,BPBPBP,6,PBP
PBPBPB,BPBPBP,PBBPPB,6,BPB
BPBBBB,BPBPBPBP,PBPPBP,8,BPB
BPBPPB,BPBPBP,PPBBBB,6,BPB
PBPPBP,PBPBPBPB,BBPPPB,8,PBP
PBPBPB,BPBPBP,BBPPBP,6,BPB
BBBBPB,BPBPBP,BBPBBP,6,BPB
BPBBPB,BPBPBP,PBPBPP,6,BPB
BPBPPP,PBPBPBPB,BBBBBB,8,PBP
BPBPBB,BPBPBPBP,PPBBBB,8,BPB
PPBPPP,PBPBPB,BBPBPP,6,PBP
PPPPPP,PBPBPBPB,BPBPBP,8,PBP
PBPBPB,BPBPBP,BBBPPB,6,BPB
BBBPBP,PBPBPB,BPBBBB,6,PBP
BBBPPP,PBPBPB,BBPBPB,6,PBP
BPBPBB,BPBPBP,PBBPBP,6,BPB
BBPBBP,PBPBPB,PPBPBB,6,PBP
PBPPBB,BPBPBPBP,BBPPBP,8,BPB
BPBPPP,PBPBPB,PPBBPB,6,PBP
BPBPBP,PBPBPBPB,BPBPBB,8,PBP
PPBBPP,PBPBPB,PPBPBB,6,PBP
PPBPBB,BPBPBP,PPPPPB,6,BPB
PBPPBP,PBPBPB,BPPPBB,6,PBP
PPBPBB,BPBPBP,PPPPBB,6,BPB
PBPBBP,PBPBPB,BPBPPB,6,PBP
BPPBBP,PBPBPB,PPPPPB,6,PBP
BBBPBP,PBPBPB,BPBBBP,6,PBP
PBPBBB,BPBPBP,BBPPPB,6,BPB
BBBPBP,PBPBPB,PPBBPP,6,PBP
PPBPPP,PBPBPB,PPPPPP,6,PBP
BPPPPB,BPBPBP,PBPBPP,6,BPB
PBPBBB,BPBPBP,BBBBPP,6,BPB
BPPPPP,PBPBPB,BPPPBP,6,PBP
BPPPPP,PBPBPB,BPPPBP,6,PBP
PBPPPB,BPBPBP,PBPPBB,6,BPB
PBBBBB,BPBPBP,BBBBPB,6,BPB
PPBBBP,PBPBPB,BBPPPB,6,PBP
PBBBPP,PBPBPB,BBPBPB,6,PBP
BBPPBP,PBPBPB,BPBPBP,6,PBP
PBPBPB,BPBPBPBPBPBP,BBBPPB,12,BPB
PPPBPB,BPBPBPBP,PPPBBB,8,BPB
PBBPBB,BPBPBP,PPPBPB,6,BPB
BBPPBB,BPBPBP,PPPBPB,6,BPB
PBPBPB,BPBPBP,BBPPBB,6,BPB
BPPPPP,PBPBPBPB,BBBPPB,8,PBP
BBBPPB,BPBPBPBP,PBBBPB,8,BPB
PBPPBB,BPBPBP,PBBBBP,6,BPB
PBPPPP,PBPBPB,BPBBPB,6,PBP
BPBBPB,BPBPBP,PBBBPP,6,BPB
BBPPPB,BPBPBP,BBPPPP,6,BPB
BPBBBB,BPBPBPBP,BBBPPP,8,BPB
PPPBPB,BPBPBP,BBPBBB,6,BPB
BPBBPP,PBPBPB,PPPPBP,6,PBP
BBPPPP,PBPBPBPBPB,PPPPPP,10,PBP
PPPPPB,BPBPBP,PBPPBB,6,BPB
BBBPBP,PBPBPB,PPPPBB,6,PBP
BBBPBB,BPBPBP,PBPBBP,6,BPB
PBBBBP,PBPBPB,BBPBPP,6,PBP
BPBPPP,PBPBPB,BBPBBB,6,PBP
PBPPPB,BPBPBPBP,BBBBBB,8,BPB
PPBBPP,PBPBPB,BBPBPP,6,PBP
PBPBBP,PBPBPB,BBPBBB,6,PBP
BBPBPB,BPBPBPBP,PPBBPP,8,BPB
BPBPPB,BPBPBP,PPBPBP,6,BPB
PBPBPP,PBPBPB,PPBPBB,6,PBP
BPBPBP,PBPBPBPB,PPBBPP,8,PBP
BPPPPB,BPBPBP,PBPPPP,6,BPB
BPPPPB,BPBPBP,PPPBPP,6,BPB
BBPPPP,PBPBPBPB,PPBPPP,8,PBP
BBPPBB,BPBPBP,PBPPPB,6,BPB
PBBPPP,PBPBPB,PPPPBP,6,PBP
PPBBBB,BPBPBP,PBPPBB,6,BPB
BBPBBP,PBPBPBPB,BBPPPB,8,PBP
PBPPBP,PBPBPBPB,PPBPPB,8,PBP
BBPPPB,BPBPBPBP,PPPBPB,8,BPB
PPPBBP,PBPBPB,BPPBBP,6,PBP
BBBPPP,PBPBPBPB,BBPPPB,8,PBP
BBBPBB,BPBPBP,BBBPBP,6,BPB
BBPPPB,BPBPBP,BBBBBB,6,BPB
BPPPPP,PBPBPB,PPPBBB,6,PBP
BBBPBP,PBPBPB,BPBBPP,6,PBP
BPPBBP,PBPBPB,PPBBBB,6,PBP
PPBPBB,BPBPBP,PBPBBB,6,BPB
BPPBPB,BPBPBPBPBP,PBPPPP,10,BPB
PBBBBB,BPBPBP,BBPPBP,6,BPB
PBPBPP,PBPBPB,BBPBBB,6,PBP
BPPPPB,BPBPBP,PBPBBP,6,BPB
BPBBBB,BPBPBP,PPPBPB,6,BPB
BPPBPB,BPBPBPBPBP,PPBBBP,10,BPB
BPPBPP,PBPBPB,BPPPBP,6,PBP
BBBPBP,PBPBPBPB,BBPBPB,8,PBP
BBBBBP,PBPBPB,PPBBPB,6,PBP
PPBPBP,PBPBPBPB,PPPPPB,8,PBP
BBPBPB,BPBPBPBP,BBBPPB,8,BPB
PPBBPB,BPBPBPBP,PPPPBB,8,BPB
BPPPPB,BPBPBP,PPPPBB,6,BPB
BBPBPP,PBPBPB,PPBPPB,6,PBP
PBPPPB,BPBPBP,BBPBBB,6,BPB
BBBBBB,BPBPBPBP,PPBPBP,8,BPB
BBBBPP,PBPBPB,BPPPPB,6,PBP
PPPBBP,PBPBPBPB,PPBBPP,8,PBP
PPPPBB,BPBPBPBP,PPBPBP,8,BPB
PBPBPP,PBPBPB,BBPBBP,6,PBP
BPPPBB,BPBPBP,PBPBBB,6,BPB
BBBPPB,BPBPBP,PBPPBP,6,BPB
PPPBBB,BPBPBP,PBPBPB,6,BPB
BPBPBP,PBPBPB,BPBBPP,6,PBP
PPBBPP,PBPBPBPB,PPBBPP,8,PBP
BPPPPB,BPBPBP,PBBPBP,6,BPB
BPBBBB,BPBPBP,BBPBPP,6,BPB
PBBBPP,PBPBPB,BBPPPB,6,PBP
PBBBPB,BPBPBP,BBPPPB,6,BPB
PPPPBP,PBPBPBPB,BPBPPB,8,PBP
BPPPPP,PBPBPB,BPBPBB,6,PBP
BPPPBP,PBPBPB,BPPPPB,6,PBP
BBBBPB,BPBPBPBP,BBPBBB,8,BPB
PPBPBP,PBPBPBPBPBPB,PPPPBB,12,PBP
BPPPPB,BPBPBP,PBBPPP,6,BPB
BPPPBP,PBPBPB,BBBBBB,6,PBP
BBBBBB,BPBPBP,BBPPBP,6,BPB
PBPPPB,BPBPBP,PBPPPP,6,BPB
BPPPPB,BPBPBP,PBPBBB,6,BPB
PPPBBP,PBPBPB,BBBBPP,6,PBP
PPPBPB,BPBPBPBP,PPBPBB,8,BPB
PBPPBP,PBPBPB,BBPBBB,6,PBP
BPBPPP,PBPBPBPB,BPPBBP,8,PBP
PBPPBP,PBPBPBPB,BPBPBP,8,PBP
BPPBBB,BPBPBP,PBPBBP,6,BPB
PBBPBB,BPBPBP,PPPPPB,6,BPB
PBPPPB,BPBPBPBP,BBPPPB,8,BPB
PPPBBB,BPBPBP,PPPPBB,6,BPB
BBBBPB,BPBPBP,BBPBPP,6,BPB
PBBPBB,BPBPBP,PBPPPP,6,BPB
BPBBPB,BPBPBP,PPBPBP,6,BPB
BPBPPP,PBPBPB,BPBPBB,6,PBP
BPBPBB,BPBPBP,PPBBBP,6,BPB
PBBPBP,PBPBPB,BBBPBP,6,PBP
PPBPPP,PBPBPBPBPB,BPPBPP,10,PBP
BPBBBB,BPBPBP,BBPPPB,6,BPB
PPPBBP,PBPBPBPBPB,PPPBPB,10,PBP
PBPBPP,PBPBPB,PPPPBP,6,PBP
BBPPPB,BPBPBP,BBBBBB,6,BPB
BPPPBB,BPBPBP,PBPPBP,6,BPB
BPBBPB,BPBPBP,BBPPBB,6,BPB
PBBPBB,BPBPBPBPBP,BBBPBP,10,BPB
PPPBBP,PBPBPB,BPPBPP,6,PBP
PPPPPP,PBPBPB,BBPBPP,6,PBP
PBPPPB,BPBPBP,PPBBPP,6,BPB
PBBBBP,PBPBPB,BPBPPP,6,PBP
PPPPBP,PBPBPB,BBPBBP,6,PBP
PBBBPP,PBPBPBPB,PPBBPB,8,PBP
PPPBPB,BPBPBP,BBBPPP,6,BPB
BBBPPB,BPBPBP,PPPPPB,6,BPB
BBPBPB,BPBPBP,PBBPPB,6,BPB
BPPBBP,PBPBPB,PPBBPP,6,PBP
PPPBPB,BPBPBP,PPPBPB,6,BPB
PPBBPB,BPBPBPBP,PPPBBB,8,BPB
PBPPBB,BPBPBPBPBP,PBBBPB,10,BPB
PPBPBP,PBPBPB,PPPPPB,6,PBP
PPBBBB,BPBPBPBPBP,PPPPPB,10,BPB
PBPPBB,BPBPBPBP,PBPBBP,8,BPB
BBPBBB,BPBPBP,BBBPBP,6,BPB
PPPPBP,PBPBPBPB,BBPPPB,8,PBP
PBBPBP,PBPBPB,BPPPBB,6,PBP
PBBBBP,PBPBPB,BBPBPP,6,PBP
PBPBBB,BPBPBP,PPBBPP,6,BPB
BBPBPP,PBPBPB,BPBBPB,6,PBP
BBPBPB,BPBPBP,PPPPPP,6,BPB
PPPBPB,BPBPBP,BBPBBP,6,BPB
BBPPBB,BPBPBPBP,BBPPBB,8,BPB
PBPBBP,PBPBPBPB,PPPPPP,8,PBP
BBBBPB,BPBPBP,BBBBPB,6,BPB
PBPBBB,BPBPBPBPBPBPBP,PPPPBB,14,BPB
PBPPBP,PBPBPBPB,PPBPBB,8,PBP
BPPPPP,PBPBPBPB,BPPBPB,8,PBP
BBPBBB,BPBPBP,BBBBBP,6,BPB
PBBBPB,BPBPBPBP,BBBBPB,8,BPB
PBBBPB,BPBPBP,BBBPBB,6,BPB
BBBBPB,BPBPBP,BBPPPP,6,BPB
PPBPPP,PBPBPB,BPPBBB,6,PBP
BPPBPP,PBPBPBPBPB,BPPBBP,10,PBP
BBBPPP,PBPBPB,BPPBPB,6,PBP
PPPBPB,BPBPBPBP,PPBBPB,8,BPB
BBPBPP,PBPBPBPBPB,BPBBBP,10,PBP
BPPBBB,BPBPBP,PPBBPP,6,BPB
PBBPPB,BPBPBP,PBPBPB,6,BPB
BPBPBP,PBPBPBPB,BBPPBP,8,PBP
BPPPBB,BPBPBP,PPBBBB,6,BPB
PBPBBB,BPBPBP,PBPPPP,6,BPB
PPBPBP,PBPBPB,BPPBPP,6,PBP
BPPBPP,PBPBPB,BBBBPP,6,PBP
BPPBPB,BPBPBP,PBPBPP,6,BPB
PBPPBB,BPBPBP,PPPPBP,6,BPB
PPBBBB,BPBPBP,PBPBPP,6,BPB
BBPBPB,BPBPBP,BBPBBB,6,BPB
PBPBBP,PBPBPB,PPPBBB,6,PBP
PPBPPB,BPBPBP,BBBPBP,6,BPB
BBBPBB,BPBPBP,BBPPBB,6,BPB
BBBPPP,PBPBPBPBPBPB,BBBBPP,12,PBP
BBPBBP,PBPBPB,BPBPPB,6,PBP
BBPPPP,PBPBPB,PPPPPB,6,PBP
PPBPBB,BPBPBPBP,PBBPBB,8,BPB
PPBBBP,PBPBPB,PPPBBP,6,PBP
BBPBPP,PBPBPBPBPB,BBBBBP,10,PBP
PPPPPP,PBPBPB,BPBPPP,6,PBP
BPBBBP,PBPBPB,BBPBBB,6,PBP
PBPBBP,PBPBPBPB,PPPPBP,8,PBP
BBPBPP,PBPBPB,BPPBPB,6,PBP
PBPPBP,PBPBPB,PPPBPB,6,PBP
PBPBPP,PBPBPB,PPPPPB,6,PBP
PPBPBB,BPBPBPBPBP,BBBBBB,10,BPB
PPPBPB,BPBPBPBPBPBPBPBP,PBPBPP,16,BPB
PPPPPP,PBPBPB,BPPBBB,6,PBP
PBBPBP,PBPBPB,BBPBPP,6,PBP
BPPPPP,PBPBPB,PPPPPB,6,PBP
BBPBPP,PBPBPB,PPBBBP,6,PBP
BBPBPP,PBPBPB,BPBPPB,6,PBP
BBPPPB,BPBPBP,PPPBBP,6,BPB
BBPPPB,BPBPBP,PBPBPP,6,BPB
BPBBBB,BPBPBP,PBPPBP,6,BPB
BPPPBP,PBPBPB,PPBBPB,6,PBP
PPBPBB,BPBPBP,PBBBPB,6,BPB
BPPPPP,PBPBPBPB,BBBBPP,8,PBP
BBBBBP,PBPBPB,PPBBPB,6,PBP
PBBPPB,BPBPBPBP,BBPPPB,8,BPB
BPBBPB,BPBPBPBP,BBBBPB,8,BPB
BBPPPP,PBPBPB,BBBPPB,6,PBP
BBPBBP,PBPBPBPB,BPPBPB,8,PBP
BBBBBB,BPBPBP,BBPPPB,6,BPB
BPPBBB,BPBPBPBP,PBBPBB,8,BPB
PPPPPB,BPBPBP,PPBPPB,6,BPB
BBPPPB,BPBPBPBPBPBP,BBBPPP,12,BPB
PBPBBB,BPBPBPBPBP,BBPBBP,10,BPB
BPBBPB,BPBPBPBP,PBBPPP,8,BPB
PBBPPP,PBPBPB,BPBBBP,6,PBP
BBBBPB,BPBPBP,PPBPPB,6,BPB
PPBPPP,PBPBPB,BBBPBB,6,PBP
PPPBBB,BPBPBP,PBBPBP,6,BPB
BPBPPB,BPBPBP,PBBBBP,6,BPB
BBBBPP,PBPBPB,BPBPBB,6,PBP
BPPPPB,BPBPBP,PPBPBB,6,BPB
BBPPBP,PBPBPB,BBPPPB,6,PBP
PBPBBP,PBPBPB,BPBBBP,6,PBP
PBPBBB,BPBPBP,PBPBPP,6,BPB
BBPPBP,PBPBPB,PPBPPP,6,PBP
BBPPPP,PBPBPB,BPPPPP,6,PBP
PPBBBB,BPBPBP,PBBBPP,6,BPB
PBBBBP,PBPBPBPB,BPBPPP,8,PBP
BPPPBP,PBPBPB,PPPBBP,6,PBP
PPPBBP,PBPBPB,BBBBBB,6,PBP
BPBBBP,PBPBPB,PPBPBB,6,PBP
BPPBPP,PBPBPBPB,PPPBPB,8,PBP
BBPBBB,BPBPBP,PPBPBP,6,BPB
PBPBPP,PBPBPB,BBBPPP,6,PBP
PBBPPB,BPBPBP,PBPBPP,6,BPB
PBPBPB,BPBPBP,PPPPBB,6,BPB
BBPBBB,BPBPBPBPBP,BBBPPB,10,BPB
PBBBPB,BPBPBP,PBBBBP,6,BPB
BBBPBB,BPBPBP,PPPPPP,6,BPB
PBBBBB,BPBPBP,PPPPBP,6,BPB
BBPBBP,PBPBPBPB,BPBBPP,8,PBP
BBBBBP,PBPBPB,PPBBBB,6,PBP
BBBBPB,BPBPBP,BBPBPB,6,BPB
PBPBPB,BPBPBP,PPPPBB,6,BPB
PBPBPP,PBPBPB,BPBPBP,6,PBP
PBPBPB,BPBPBP,PPBBBP,6,BPB
PBPBPB,BPBPBP,BBPBPP,6,BPB
PBPPPB,BPBPBP,PPBPBB,6,BPB
PBBPPP,PBPBPB,BBPBBB,6,PBP
PPPPPB,BPBPBPBP,PPPBBP,8,BPB
BPBPPB,BPBPBP,PBBBBB,6,BPB
PBBPBP,PBPBPB,PPPBBB,6,PBP
PPPPBB,BPBPBPBP,PBPBBP,8,BPB
PBPPPB,BPBPBP,PBBBPB,6,BPB
PBPPBB,BPBPBP,PPBPPB,6,BPB
