before,pp_322_5hit,after,length
PPBPPB,BBPPPBBPPB,BBPBPP,10
PBPBBB,PPBBBPPBBP,PPBBBP,10
PBBPBB,BBPPPBBPPB,BPPBBP,10
PBBPBB,BBPPPBBPPB,BPPBBP,10
PPBPPB,PPBBBPPBBP,PBPBPP,10
PPBPPB,PPBBBPPBBP,PBPBPP,10
PPBBBP,PPBBBPPBBP,PBBPBP,10
PBBBBP,BBPPPBBPPB,PPPBPB,10
BBBBPP,PPBBBPPBBP,PBBBPB,10
PBPPBP,PPBBBPPBBP,BBPBBP,10
PPPPBP,PPBBBPPBBP,BBBPBB,10
PBPBPP,PPBBBPPBBP,BPPBBP,10
PBPBBB,PPBBBPPBBP,PBBPPP,10
BPBPPP,PPBBBPPBBP,BPBBBB,10
BPPBPP,PPBBBPPBBP,BPBBPP,10
PBBBPP,PPBBBPPBBP,PPBPPB,10
BPPBPB,BBPPPBBPPB,PPBPPP,10
BPPPBB,BBPPPBBPPB,PPBPPB,10
BPPBBB,BBPPPBBPPB,PPPPPB,10
BPPBBB,BBPPPBBPPB,PPPPPB,10
PPBPBP,BBPPPBBPPB,BPPBBB,10
PPPPPP,PPBBBPPBBP,PPBPPP,10
PBPPPP,PPBBBPPBBP,BPBBBB,10
PBPPPP,PPBBBPPBBP,BPBBBB,10
PPPBPP,BBPPPBBPPB,PBBPBP,10
PPBBPB,PPBBBPPBBP,BPPBPB,10
BPPPPP,PPBBBPPBBP,BBPPPP,10
PBBBPP,PPBBBPPBBP,PBBPPP,10
PPBPPB,BBPPPBBPPB,BBPPBB,10
PBPPBP,PPBBBPPBBP,PPPBBB,10
PPBPPP,BBPPPBBPPB,BBPPPP,10
BBBBBB,BBPPPBBPPB,BPBPPB,10
PBPPPB,PPBBBPPBBP,BBBPBB,10
BPPPPP,PPBBBPPBBP,PBPBPB,10
PPPBBB,BBPPPBBPPB,BBBPBB,10
BPPBBB,PPBBBPPBBP,BPBBBB,10
BPPBBP,PPBBBPPBBP,BBBPPP,10
PBBPPP,PPBBBPPBBP,BBPPPP,10
PBBPPB,PPBBBPPBBP,BBPBPB,10
PPPPBB,BBPPPBBPPB,PPBPPP,10
PBPPBP,PPBBBPPBBP,BPBBPP,10
BBPPBP,PPBBBPPBBP,PPPBPP,10
PBBPBP,PPBBBPPBBP,PBBPPP,10
BPPBBP,BBPPPBBPPB,PPBBBP,10
PPPBBP,BBPPPBBPPB,PPBPBP,10
BPPBBB,BBPPPBBPPB,PPBPBP,10
BPPBBB,BBPPPBBPPB,PPBPBP,10
BPBPBB,BBPPPBBPPB,PBPPBB,10
BBBBPP,BBPPPBBPPB,BBPBPP,10
BBBPBP,PPBBBPPBBP,BBBPPB,10
BBPBPB,PPBBBPPBBP,BPBPBP,10
PBPPPB,BBPPPBBPPB,PBBPPP,10
BBBPBB,PPBBBPPBBP,PBBBPB,10
BPBPBB,BBPPPBBPPB,BBBBBB,10
PBPPPP,BBPPPBBPPB,PPPPBB,10
BPBPBB,BBPPPBBPPB,PPBBBP,10
BBBPBB,BBPPPBBPPB,PBPBBP,10
BBBBBB,PPBBBPPBBP,BBBPPB,10
BBPBBP,BBPPPBBPPB,BBPBBP,10
BPPBPP,BBPPPBBPPB,BPPBBP,10
PPPPPP,PPBBBPPBBP,BPBBBP,10
BBBBPB,BBPPPBBPPB,PBPBPB,10
PBBPPB,BBPPPBBPPB,PBPBBB,10
BBPBBB,BBPPPBBPPB,PBPBBP,10
PBPPBP,BBPPPBBPPB,PPPPBB,10
PBPBPP,PPBBBPPBBP,BPPBBP,10
PPPPPB,PPBBBPPBBP,BPBBBB,10
PBBPPP,BBPPPBBPPB,PPPPBP,10
BBBBBB,PPBBBPPBBP,PPPBPP,10
PPPPPB,PPBBBPPBBP,PPPPBP,10
BPPPBB,BBPPPBBPPB,PBBBBP,10
BBBPPP,BBPPPBBPPB,BBBBBP,10
PPPPPP,PPBBBPPBBP,BPPPPB,10
PBBBBP,PPBBBPPBBP,PBPBPP,10
BBBPBB,PPBBBPPBBP,PPPBPB,10
PBPBPP,PPBBBPPBBP,BBPPBP,10
PBPBPP,PPBBBPPBBP,BBPPBP,10
PPPPBP,PPBBBPPBBP,PPPBPP,10
BPPBPP,PPBBBPPBBP,BPBPPB,10
PBPPPB,PPBBBPPBBP,BBPBBP,10
PPBBBP,BBPPPBBPPB,BPBBBB,10
PPPBPB,PPBBBPPBBP,PBPBBP,10
BBBPBB,PPBBBPPBBP,BBPBPB,10
BPPBPP,BBPPPBBPPB,BBBPBP,10
PBBPBP,BBPPPBBPPB,PPBPBB,10
PBPPBP,BBPPPBBPPB,PPPBBB,10
BPPPPP,PPBBBPPBBP,BPPBPB,10
BBBBPP,PPBBBPPBBP,BPPPBP,10
BPPPBP,BBPPPBBPPB,PPBBBP,10
BPBPBP,BBPPPBBPPB,BBBPBP,10
PBPBPB,PPBBBPPBBP,BBBPPB,10
PPPPPB,BBPPPBBPPB,BPPPPB,10
BBBPBB,BBPPPBBPPB,BPBPPP,10
BBBPBB,PPBBBPPBBP,PBBBPP,10
BBPPBP,BBPPPBBPPB,BPBPPP,10
PPBPPP,PPBBBPPBBP,BPBBPP,10
PBBBPP,PPBBBPPBBP,BPBPBP,10
PBBPBB,PPBBBPPBBP,BPPPBP,10
PBBBBP,PPBBBPPBBP,PPPBBB,10
BBPBPB,PPBBBPPBBP,PBPBPB,10
BBPBPP,BBPPPBBPPB,PPBPBP,10
BBPPPP,BBPPPBBPPB,BPBBPP,10
PPPBPB,BBPPPBBPPB,BPBPPP,10
PBBPBB,PPBBBPPBBP,BPPBBB,10
PBBPPP,BBPPPBBPPB,BPBPPB,10
PBBPBP,BBPPPBBPPB,BPPBPB,10
PBBPBP,BBPPPBBPPB,BPPBPB,10
BPPPBB,PPBBBPPBBP,BPBBBB,10
PPPBPB,PPBBBPPBBP,PBBBBB,10
BPBPBB,BBPPPBBPPB,PPBPBB,10
PBBBBP,PPBBBPPBBP,PBBBBP,10
BPPPPB,BBPPPBBPPB,BPBBPB,10
PBPPPP,BBPPPBBPPB,PBPPPP,10
PPPBBP,PPBBBPPBBP,PPBPPB,10
BBBPPB,BBPPPBBPPB,BPPBBB,10
PBBBBP,PPBBBPPBBP,BPPPBP,10
BBPPPP,PPBBBPPBBP,PBBPBB,10
BPBBPP,PPBBBPPBBP,PBBBBB,10
PPBPBB,BBPPPBBPPB,BPBBBP,10
PPPBPP,BBPPPBBPPB,PBPPPP,10
PPPBPP,BBPPPBBPPB,PBPPPP,10
PPBBBB,PPBBBPPBBP,BPBPPB,10
BBBPBP,PPBBBPPBBP,PBBBBB,10
PBPBBB,BBPPPBBPPB,BBPPPP,10
PPPBPP,PPBBBPPBBP,PBPBPB,10
BBPPPP,PPBBBPPBBP,PPBPPB,10
PPPBBB,PPBBBPPBBP,BBBBPB,10
BBPPPB,BBPPPBBPPB,PPPPPP,10
BPPBPB,BBPPPBBPPB,BPBPBB,10
BPBBBB,PPBBBPPBBP,PPBPPB,10
BBPBPB,BBPPPBBPPB,BBBPPP,10
PBPBBB,BBPPPBBPPB,PBPPBB,10
BPPPBP,BBPPPBBPPB,BPPPBP,10
BBPBBB,PPBBBPPBBP,BBPPBB,10
PPBBPP,PPBBBPPBBP,BBPPBP,10
BBBBPP,PPBBBPPBBP,PPBPPP,10
PPPBPP,PPBBBPPBBP,PBBPPP,10
PBPPBP,BBPPPBBPPB,PBBBBB,10
PPPBBB,PPBBBPPBBP,BBBPBB,10
PBPBBP,BBPPPBBPPB,BBBBBB,10
BBPPBP,BBPPPBBPPB,PBBPPP,10
BPBPBB,PPBBBPPBBP,PPPBPB,10
PPBBPP,PPBBBPPBBP,PPPPPP,10
PPBPBP,BBPPPBBPPB,BBBPBP,10
PPPBBB,PPBBBPPBBP,BPBPBP,10
PPBBPP,BBPPPBBPPB,BPPBPB,10
PPBBPP,BBPPPBBPPB,BPPBPB,10
PPBBBB,BBPPPBBPPB,BPBBPB,10
PPPPBP,PPBBBPPBBP,PPPPPB,10
BPBPBP,BBPPPBBPPB,PBBPBB,10
BPPPBP,PPBBBPPBBP,BPPBBP,10
PBBPPB,BBPPPBBPPB,PBPPPB,10
PBPBBB,BBPPPBBPPB,PPBPPP,10
PPPBBP,BBPPPBBPPB,PBPPBB,10
PBBBPB,PPBBBPPBBP,BPBBPB,10
PPBPBB,PPBBBPPBBP,BBBBPB,10
BBBPPB,PPBBBPPBBP,PPPBPB,10
PPBBBB,BBPPPBBPPB,BBPPBP,10
PPPBBB,PPBBBPPBBP,BPBPBP,10
BBPBPB,PPBBBPPBBP,BBBPBB,10
BPPBPB,PPBBBPPBBP,PBPBBP,10
BPPBPP,PPBBBPPBBP,BBBBBB,10
BPBBBP,PPBBBPPBBP,PBPPBP,10
BBBBBB,BBPPPBBPPB,BPPPBB,10
BBBPPB,BBPPPBBPPB,BBPBBB,10
PPBPBP,PPBBBPPBBP,PBPPPB,10
PPBPBP,PPBBBPPBBP,PBPPPB,10
BBPPBB,PPBBBPPBBP,PPBPPP,10
PPPBPB,BBPPPBBPPB,PPBBBP,10
PBBPBP,BBPPPBBPPB,PBPPBP,10
PPPPBP,BBPPPBBPPB,PBBPPP,10
BBBPPP,BBPPPBBPPB,PPBBPP,10
BBPBBB,BBPPPBBPPB,BPBBBP,10
BPBBBP,BBPPPBBPPB,BPPPBP,10
BBPPPB,PPBBBPPBBP,PBBPPB,10
PPBBPB,BBPPPBBPPB,PPPPPB,10
PBBBPP,PPBBBPPBBP,BPPPPP,10
PPBBBB,BBPPPBBPPB,PBBPPB,10
BPPPPP,PPBBBPPBBP,PPBPBB,10
BBBBPB,PPBBBPPBBP,BPBPPB,10
PPPPBB,PPBBBPPBBP,PBPPPP,10
BPBBBB,PPBBBPPBBP,BBPPPB,10
BPBBBB,PPBBBPPBBP,BBPPPB,10
BBBBPB,BBPPPBBPPB,BBPBPP,10
BBPBPB,BBPPPBBPPB,BBBPPP,10
PPPPPB,BBPPPBBPPB,BBPBBP,10
BPBPBP,BBPPPBBPPB,PBPPBB,10
PBBPBP,PPBBBPPBBP,BBPBBP,10
BPPPBB,BBPPPBBPPB,PPPBPB,10
BBPBPB,BBPPPBBPPB,PBPPBB,10
BPBBPB,PPBBBPPBBP,BPPPBP,10
PBPPBB,BBPPPBBPPB,PPBPPB,10
BBPBBB,BBPPPBBPPB,PPBPBB,10
PPBPPP,PPBBBPPBBP,BBBBBB,10
BBBBBB,PPBBBPPBBP,PBBBPP,10
BBBPBP,PPBBBPPBBP,PBBPBB,10
PPBBPB,PPBBBPPBBP,BPPPBP,10
PBPBPP,PPBBBPPBBP,PPPPBB,10
BBBPBB,BBPPPBBPPB,BBBPPP,10
BBPBPB,PPBBBPPBBP,BPBBBB,10
BBPBPB,PPBBBPPBBP,BPBBBB,10
BPPPPP,BBPPPBBPPB,PBBBBP,10
BBBBBB,PPBBBPPBBP,BBBPBP,10
BBBBBB,PPBBBPPBBP,BBBPBP,10
PPPPPB,PPBBBPPBBP,BBBPBB,10
PBBPBB,PPBBBPPBBP,PPBPBP,10
PPBPBB,PPBBBPPBBP,BBBBBB,10
PBPBPP,PPBBBPPBBP,PBBBBB,10
PPBBPB,BBPPPBBPPB,PPBBBP,10
PBPBPB,BBPPPBBPPB,PPBPPP,10
PPPPBP,BBPPPBBPPB,PPPBPP,10
PBPPPB,PPBBBPPBBP,BBPPBP,10
PBPBBB,PPBBBPPBBP,PBPPPB,10
PPBPPB,PPBBBPPBBP,BPBPPP,10
BPBBPP,BBPPPBBPPB,BPPBBP,10
BPPBPP,BBPPPBBPPB,BPPBBB,10
BPBPPB,PPBBBPPBBP,BPPBPB,10
BBBPBB,PPBBBPPBBP,BBBBPP,10
BBPPBB,BBPPPBBPPB,BBPBBP,10
PBPPPB,BBPPPBBPPB,BBPBPB,10
PBBPBP,BBPPPBBPPB,BBPBBB,10
BBBPPP,PPBBBPPBBP,PBPPPP,10
PBPPPB,PPBBBPPBBP,BPBBPB,10
PBPBPP,BBPPPBBPPB,PPBPBB,10
BBPPPP,BBPPPBBPPB,PBBPPB,10
PPPPBP,PPBBBPPBBP,PPPBBB,10
BPBBPP,BBPPPBBPPB,BPPBBP,10
BPPPBB,BBPPPBBPPB,BPPPPB,10
BPBBPP,PPBBBPPBBP,PBPPPP,10
BPBPPB,BBPPPBBPPB,PBPBBP,10
PBBPPB,BBPPPBBPPB,BPPBPP,10
BBBPPP,BBPPPBBPPB,BPBPPP,10
BPBBBB,BBPPPBBPPB,BPPPPB,10
PBPBPP,BBPPPBBPPB,BBBPPB,10
BPPPPP,BBPPPBBPPB,BPBBPP,10
PPBPPP,BBPPPBBPPB,PPBPBP,10
PPBBPB,BBPPPBBPPB,BBPPPB,10
PPPPPP,PPBBBPPBBP,PBBPPB,10
PPPBPP,PPBBBPPBBP,BBBPPP,10
PPPBPP,PPBBBPPBBP,BBBPPP,10
PPPBPP,PPBBBPPBBP,BPPBPB,10
PPPBPB,PPBBBPPBBP,PPPBPP,10
BPBPBP,PPBBBPPBBP,PPBBPB,10
PBBBPB,PPBBBPPBBP,PBBPBB,10
PBBBBP,PPBBBPPBBP,BBBPBB,10
BPPPPP,BBPPPBBPPB,BPPPBP,10
PPPPPB,PPBBBPPBBP,BBBBBP,10
PBPPBP,PPBBBPPBBP,BPPBPB,10
BPBBBB,PPBBBPPBBP,BBPPPP,10
PBPPPB,PPBBBPPBBP,BBPPPB,10
PBBBBB,BBPPPBBPPB,BBPBPP,10
BBPBPP,PPBBBPPBBP,BPBBBB,10
BBBPPB,PPBBBPPBBP,BPBPPB,10
BPBBPB,BBPPPBBPPB,BPPPBP,10
BPPBPB,PPBBBPPBBP,BPBPBB,10
BPBPPP,BBPPPBBPPB,PBBPBB,10
PBBPPP,BBPPPBBPPB,BPBBPB,10
PBBPPP,BBPPPBBPPB,BPBBPB,10
PPPBPP,PPBBBPPBBP,BPPPBB,10
PBPBPP,BBPPPBBPPB,BPBPBP,10
BPBPBP,BBPPPBBPPB,BPPPPP,10
BBBBBP,BBPPPBBPPB,PPPPBB,10
PPPBBB,BBPPPBBPPB,PBBBBP,10
PPBBBP,PPBBBPPBBP,PPPPPB,10
PBPPPB,BBPPPBBPPB,PPPBBB,10
BBPPBP,PPBBBPPBBP,BPPBBB,10
PPBBPP,BBPPPBBPPB,PBBBBB,10
PBPBBB,BBPPPBBPPB,PPBPPP,10
BPPPBB,BBPPPBBPPB,PPPPBB,10
PBPPBB,BBPPPBBPPB,BBBPPB,10
PPBPPP,BBPPPBBPPB,PPPBPP,10
PBBBBP,BBPPPBBPPB,PPBBPB,10
BBPPBB,PPBBBPPBBP,BBBBPB,10
PPPPBP,PPBBBPPBBP,BPPBPB,10
PBPPPP,PPBBBPPBBP,PPBBPP,10
BPPBPP,PPBBBPPBBP,BBPPBP,10
BPPBPP,PPBBBPPBBP,BBPPBP,10
BBBPPP,BBPPPBBPPB,PPPPBP,10
PPBBPP,BBPPPBBPPB,BPPBBB,10
BBPPPB,PPBBBPPBBP,BBBBBP,10
BBPPPB,PPBBBPPBBP,BBPPBP,10
PPBPBB,PPBBBPPBBP,PBPPPB,10
PBBPBB,BBPPPBBPPB,BBBBPB,10
BPBPPB,PPBBBPPBBP,PBBPBB,10
PBPBPB,PPBBBPPBBP,PPBBPP,10
PPPBBP,BBPPPBBPPB,PPPBPB,10
BBPBBB,BBPPPBBPPB,PBBBPB,10
BBPBBB,BBPPPBBPPB,PBBBPB,10
BBBBPP,BBPPPBBPPB,BPPBBB,10
BBPBBP,PPBBBPPBBP,BBBBBP,10
BPBPPB,BBPPPBBPPB,BBPBPB,10
PBBBBP,BBPPPBBPPB,PBPBPB,10
BBPPBP,BBPPPBBPPB,PBPBPP,10
BPBBPB,PPBBBPPBBP,PPBPBB,10
PBBPBB,PPBBBPPBBP,BBBPBB,10
BPBBBP,BBPPPBBPPB,BBBPPP,10
BPPBPB,PPBBBPPBBP,PBBPPP,10
PBBPPB,PPBBBPPBBP,BBBPBB,10
BBBBPP,BBPPPBBPPB,PBPBBB,10
PBPBBB,BBPPPBBPPB,PPPBPB,10
BPBBBB,PPBBBPPBBP,PPPPBP,10
BPBBPB,PPBBBPPBBP,BBBBPP,10
BBBBPP,PPBBBPPBBP,PBBBBB,10
PBPBBP,BBPPPBBPPB,PBBPPP,10
PPPPBP,PPBBBPPBBP,BBBPBP,10
PBPBPP,BBPPPBBPPB,BBPBBP,10
PBBPBB,PPBBBPPBBP,BBBPBP,10
PBPPBB,PPBBBPPBBP,BPPPPB,10
PBBPBP,PPBBBPPBBP,BPPBPP,10
BBPPBB,PPBBBPPBBP,BPBBBP,10
PBPPBP,BBPPPBBPPB,PBBPBP,10
PBPBBB,BBPPPBBPPB,BPBPBB,10
PBBPPP,PPBBBPPBBP,PPBBPB,10
BPPBBP,BBPPPBBPPB,PPBBPB,10
PPBBBP,PPBBBPPBBP,PPPBPP,10
PBPPBB,PPBBBPPBBP,BPBBPP,10
BPPPPB,BBPPPBBPPB,BBBPPB,10
PPPBPB,BBPPPBBPPB,PPPPPP,10
PPPPPP,PPBBBPPBBP,PPPPBB,10
BPPPBB,BBPPPBBPPB,PPBPPB,10
PBPPBP,PPBBBPPBBP,PBBPPB,10
BBBPBP,PPBBBPPBBP,BBBBBB,10
BPPBPP,BBPPPBBPPB,PPPPPP,10
BBBBPP,BBPPPBBPPB,PBPPPB,10
PBBPBB,PPBBBPPBBP,BBBBBP,10
BBBPBB,PPBBBPPBBP,BPPPBP,10
PPBPPB,PPBBBPPBBP,PBPPBP,10
PBPBPB,BBPPPBBPPB,BBPPPP,10
BBBPBP,PPBBBPPBBP,BPBPPP,10
PPPPBB,BBPPPBBPPB,BPPPPB,10
PPPPBB,PPBBBPPBBP,BBBBPB,10
BPBBPP,PPBBBPPBBP,BPPBBB,10
PPPBPP,PPBBBPPBBP,PBPPPP,10
BBPBBP,BBPPPBBPPB,BPPPPP,10
BBPBBB,PPBBBPPBBP,PPPPBP,10
PBBPBB,BBPPPBBPPB,PBPPBP,10
PBBBPP,PPBBBPPBBP,PBBPPB,10
BBPBPB,BBPPPBBPPB,BBPPBP,10
BBBBBB,PPBBBPPBBP,BBPPPB,10
PBBPBB,BBPPPBBPPB,PBBPBB,10
PBBPBP,PPBBBPPBBP,BPPBBP,10
BPBBPP,BBPPPBBPPB,PPBBBP,10
BPBBBB,BBPPPBBPPB,BPBPBP,10
PPBPBB,BBPPPBBPPB,BPPBPP,10
BBBPPP,PPBBBPPBBP,BBPBBP,10
PPPBPP,BBPPPBBPPB,PPPBBP,10
BBPBBP,BBPPPBBPPB,PBBPPB,10
BBPBBP,BBPPPBBPPB,PBBPPB,10
BBPPBB,BBPPPBBPPB,PPBBPB,10
BPBBPP,PPBBBPPBBP,BBBPPB,10
BPBBPP,PPBBBPPBBP,BBBPPB,10
PPPBBP,BBPPPBBPPB,BPBBPB,10
BBBPPP,BBPPPBBPPB,BPBBBB,10
BBBBBP,PPBBBPPBBP,PPBPPB,10
BBPPBP,PPBBBPPBBP,BPBBPB,10
PPBBPB,PPBBBPPBBP,BPBBPP,10
PBBPBB,PPBBBPPBBP,BPPBPP,10
PPBBPP,BBPPPBBPPB,BPPBPP,10
BPPBPP,BBPPPBBPPB,PBBBBP,10
BBPBPB,PPBBBPPBBP,PPPPBP,10
BBPBBP,PPBBBPPBBP,PBBPPP,10
PPPPBP,PPBBBPPBBP,PBBBPB,10
PBPBBB,BBPPPBBPPB,BBBPPB,10
PBBBBP,BBPPPBBPPB,BBPPBB,10
BPPPBB,BBPPPBBPPB,BPBBBB,10
PPBBBP,BBPPPBBPPB,PPPPBP,10
PBPBBP,BBPPPBBPPB,PBBBBB,10
BBPPBP,BBPPPBBPPB,PPBBBB,10
BPBBPB,BBPPPBBPPB,PBBBBB,10
BPBPPP,BBPPPBBPPB,PBPBBP,10
BPPBPB,PPBBBPPBBP,PPBPPB,10
BPBBBP,PPBBBPPBBP,BBBBPB,10
BPBBBP,PPBBBPPBBP,BBBBPB,10
BBBBBP,PPBBBPPBBP,BPBPPP,10
BBBBBP,BBPPPBBPPB,BPPBPP,10
BPBPPP,PPBBBPPBBP,PPPBBB,10
BPBPPP,PPBBBPPBBP,PPPBBB,10
BPPPBB,BBPPPBBPPB,PBBPPB,10
BPPPBB,BBPPPBBPPB,PBBPPB,10
PPBPPP,PPBBBPPBBP,BBBBPB,10
PPBBPP,PPBBBPPBBP,PBBBBB,10
BBPBPB,BBPPPBBPPB,PBBPPB,10
PPPBPP,PPBBBPPBBP,PBPPBP,10
PBBPPP,BBPPPBBPPB,BPBPPP,10
BPPPPB,BBPPPBBPPB,PPBBPP,10
PPBPPP,BBPPPBBPPB,BPPBBB,10
BPPBBP,BBPPPBBPPB,PBBBPB,10
PPPBPB,BBPPPBBPPB,BBBBPP,10
PBPBPP,BBPPPBBPPB,BBPPBB,10
PBPPPB,BBPPPBBPPB,PPBBPB,10
PBBBBB,PPBBBPPBBP,BBBBBB,10
BPPBBB,BBPPPBBPPB,PPBPBB,10
BPBBBP,BBPPPBBPPB,BBPPBB,10
PPPPPB,PPBBBPPBBP,BPPPBP,10
BBPBPP,PPBBBPPBBP,PBBPPP,10
PPBBPB,BBPPPBBPPB,BPPBBB,10
BPPBBB,PPBBBPPBBP,BPPBPB,10
PPPBPB,PPBBBPPBBP,BPBBPP,10
BBBPBP,BBPPPBBPPB,BBPBBP,10
PPBBBP,BBPPPBBPPB,PBPBPB,10
BPBPBB,BBPPPBBPPB,BPBBPB,10
PPBBBB,BBPPPBBPPB,BBPPBB,10
BBBPBP,PPBBBPPBBP,BBBBBB,10
BPBBBB,PPBBBPPBBP,PPPBBB,10
PBPPBB,PPBBBPPBBP,PBBBBB,10
BPPBBP,BBPPPBBPPB,BPBPBP,10
BPPBPP,PPBBBPPBBP,PPBBBB,10
BPBPBB,PPBBBPPBBP,BPBPBB,10
PPBPBP,PPBBBPPBBP,PBPPPP,10
BBBBBB,BBPPPBBPPB,BBBBPP,10
PBPBPP,PPBBBPPBBP,PPBPBB,10
PBPBPP,BBPPPBBPPB,PBBPPP,10
PPPPBB,BBPPPBBPPB,PBPBPB,10
BPBBPP,PPBBBPPBBP,PPBPBP,10
PPBPPP,PPBBBPPBBP,PPPPBB,10
BBBPPP,BBPPPBBPPB,BBPBBP,10
BBPBPP,BBPPPBBPPB,BPBBPP,10
PBPPBB,PPBBBPPBBP,BBBBPB,10
PBPPPP,BBPPPBBPPB,BBPBBB,10
PBBPBB,BBPPPBBPPB,PBPBBP,10
PPBBPP,PPBBBPPBBP,PBPPPB,10
BPBPPB,BBPPPBBPPB,BBBPBB,10
PPPBBP,PPBBBPPBBP,BBPBBB,10
PBBBBB,BBPPPBBPPB,BBBBBB,10
PBBBBB,BBPPPBBPPB,BBBBBB,10
BPBBPB,PPBBBPPBBP,PPBPPP,10
PBPBBP,PPBBBPPBBP,PPBBPP,10
BPBPBP,PPBBBPPBBP,PPBPPB,10
PBBBPB,PPBBBPPBBP,BPPPPB,10
PBBPBP,PPBBBPPBBP,PBPPPP,10
PPBBBP,PPBBBPPBBP,BBBPBP,10
BPPPBP,BBPPPBBPPB,PBPPBB,10
BBPPBP,PPBBBPPBBP,BBBPPP,10
BBBBBP,PPBBBPPBBP,PBBPBB,10
BPPPPB,BBPPPBBPPB,BBPPBP,10
PPPPPP,BBPPPBBPPB,BBBPBB,10
BBBBBP,BBPPPBBPPB,BBBPPP,10
BBBBBP,BBPPPBBPPB,BBBPPP,10
BBPPBP,PPBBBPPBBP,BBBPPP,10
BBBBPB,BBPPPBBPPB,BBBBBB,10
PBPPBB,BBPPPBBPPB,PPBPPP,10
PPBBBB,PPBBBPPBBP,BBBBBP,10
BPPBPP,BBPPPBBPPB,BBPPPP,10
PPPBPP,BBPPPBBPPB,BPBBPB,10
BPBBPB,BBPPPBBPPB,PPPPPB,10
BBBPPP,BBPPPBBPPB,BBPPPB,10
PPPPPP,BBPPPBBPPB,BPPPBP,10
BPPBPP,PPBBBPPBBP,PPPPBB,10
PPBPPB,PPBBBPPBBP,BPBPBP,10
PBBPPB,BBPPPBBPPB,BPBBPP,10
BPPBBP,BBPPPBBPPB,BBPBPP,10
PBBPBB,PPBBBPPBBP,PBBBBP,10
BPPPBP,PPBBBPPBBP,PPBBBB,10
PBBPPB,BBPPPBBPPB,PBPPPP,10
PBBBBB,BBPPPBBPPB,PPPPBB,10
PPPPBB,PPBBBPPBBP,PPPBPB,10
PPPPBB,PPBBBPPBBP,PPPBPB,10
BBBPBP,PPBBBPPBBP,BBBPPP,10
BPBBPB,PPBBBPPBBP,PBBBPB,10
BPBBPB,PPBBBPPBBP,PBBBPB,10
BPPPPP,BBPPPBBPPB,BBPBPP,10
BPPPBB,BBPPPBBPPB,BBPBBP,10
PBBBPP,PPBBBPPBBP,BBBPPB,10
PPPPBP,PPBBBPPBBP,BPBBBP,10
BBPPBP,BBPPPBBPPB,PPBBPP,10
PBBBPB,BBPPPBBPPB,PPBBBP,10
PPBBBP,PPBBBPPBBP,PBPBPB,10
PBPPPB,PPBBBPPBBP,BBPPPB,10
BPBPBP,BBPPPBBPPB,BBBBPB,10
PBPPPB,BBPPPBBPPB,BPPBPP,10
BBPBPP,BBPPPBBPPB,PPPBPP,10
BBBPBB,BBPPPBBPPB,BPPBPB,10
PBBPBB,PPBBBPPBBP,PBBBPP,10
BPBPPP,BBPPPBBPPB,PBBPBB,10
BPBPBP,BBPPPBBPPB,PPPBBP,10
BPBBBB,BBPPPBBPPB,PPPPBP,10
BBBBPB,PPBBBPPBBP,BBPPPP,10
PPPBBP,PPBBBPPBBP,PBPBBP,10
PPBBPB,PPBBBPPBBP,PPBBPB,10
PBBPBB,PPBBBPPBBP,PPBPPP,10
PBBBPB,BBPPPBBPPB,BPBPPP,10
BPBBBB,PPBBBPPBBP,PPBPPB,10
BBPBPP,BBPPPBBPPB,PBPPPB,10
BPPBBB,BBPPPBBPPB,PPPBBB,10
BPBBPB,PPBBBPPBBP,BBBPBP,10
BPPPBB,PPBBBPPBBP,BBBPBB,10
PPPBPB,PPBBBPPBBP,BBBPBP,10
BPPBPB,BBPPPBBPPB,BBBPBB,10
BPBPPB,BBPPPBBPPB,PBPPPB,10
BPBPPB,BBPPPBBPPB,PBPPPB,10
BBBBPP,PPBBBPPBBP,PPBBPB,10
BBBPPP,PPBBBPPBBP,PBPBPB,10
PBPPPB,PPBBBPPBBP,PPBBBB,10
PBPPPB,PPBBBPPBBP,PPBBBB,10
BPPBPB,PPBBBPPBBP,BBPBPB,10
BPPBPB,PPBBBPPBBP,BBPBPB,10
BPPBBB,BBPPPBBPPB,PBPPBP,10
PBBBPB,PPBBBPPBBP,PPBBPP,10
PBPBBP,PPBBBPPBBP,PBBBPP,10
PBPPBB,PPBBBPPBBP,PBPPBP,10
PBBPBB,PPBBBPPBBP,BPBBBP,10
BBPPBP,PPBBBPPBBP,PBPBPB,10
BPPPPB,BBPPPBBPPB,BPPPPP,10
PPPBPP,PPBBBPPBBP,PBPBBB,10
PPPBPP,PPBBBPPBBP,PBPBBB,10
BPPBPB,PPBBBPPBBP,BPPPPB,10
BBPPPP,BBPPPBBPPB,BBBPBB,10
BBPPPP,BBPPPBBPPB,BBBPBB,10
BBBPBB,PPBBBPPBBP,BPBBBP,10
PPBPPB,PPBBBPPBBP,PBBBPB,10
PPPBBB,BBPPPBBPPB,BPPPBB,10
BBPBPP,BBPPPBBPPB,BPBBPP,10
BBPPPP,PPBBBPPBBP,PPBBBB,10
PPBPBP,PPBBBPPBBP,PBPBPP,10
BBBBPB,BBPPPBBPPB,BPBPBP,10
PPPPBB,BBPPPBBPPB,PPPPBB,10
PBPPBB,BBPPPBBPPB,BBBPPB,10
