before,dragon,after,length,color
PPBPPP,BBBBB,PBBBPP,5,B
BBBPPP,BBBBBB,PPBPPP,6,B
BPBBBP,BBBBB,PPPPBB,5,B
BBPPPB,PPPPP,BBPBPP,5,P
BPPPBB,PPPPP,BBPBBP,5,P
PBBPBB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBBB,PPPPBB,7,B
BPBPPP,BBBBBBBB,PPPPBB,8,B
PPPBBP,BBBBBBB,PBBPBB,7,B
PBBBPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBBB,PBPPPP,6,B
PPPBBB,PPPPPP,BPBBBB,6,P
PPPPBP,BBBBBBBB,PPPPBP,8,B
PPBPBB,PPPPP,BBBBPP,5,P
BPPBBB,PPPPPP,BPPPPP,6,P
PPPPPB,PPPPPPPPPP,BBBPPP,10,P
BBBPPB,PPPPP,BPBPBB,5,P
PBPBBP,BBBBB,PBPPPB,5,B
BPPPBB,PPPPPP,BBPPBB,6,P
BPBBBP,BBBBB,PPBPPB,5,B
BBBPBP,BBBBBB,PPBPPP,6,B
PBBPPB,PPPPP,BPPPPB,5,P
PPPBBP,BBBBB,PPBBPP,5,B
PBPBPP,BBBBBB,PPPPPB,6,B
BBBBBB,PPPPP,BPBBPB,5,P
PBBPBP,BBBBBB,PBPPPB,6,B
BBPBPB,PPPPPPPPPP,BPPBPB,10,P
PBPBPB,PPPPPP,BPPBPB,6,P
BPPPPB,PPPPP,BBPBPB,5,P
BPPPBB,PPPPPPPP,BPPPBP,8,P
PBPBPP,BBBBB,PBBBBP,5,B
BPBBBB,PPPPPP,BBBPPB,6,P
PPPBBP,BBBBBB,PBBPBB,6,B
PPBPBP,BBBBB,PBPPBP,5,B
PBPBBP,BBBBB,PBBBBP,5,B
BPBBBB,PPPPPP,BBPBPP,6,P
BPPPPB,PPPPPPPP,BPBPPP,8,P
BBPPPB,PPPPPPPPPP,BBBBBP,10,P
BPBPPP,BBBBB,PPBBBP,5,B
BPBBBB,PPPPPP,BBPPBP,6,P
BBBPBB,PPPPPPPPPPPPP,BBBBBB,13,P
PPBBPP,BBBBBBB,PBPPBB,7,B
BPPBBP,BBBBBBBB,PPBPPB,8,B
PPBPPB,PPPPPPPP,BBPPBP,8,P
PBBPBP,BBBBB,PPPBBP,5,B
BPBPBP,BBBBB,PBPPBP,5,B
BPBBBB,PPPPP,BPBBBP,5,P
PBBPBB,PPPPPP,BPPBPP,6,P
PPBBPB,PPPPP,BBBPBP,5,P
BPBPPB,PPPPPPP,BBPBBP,7,P
PBBPPB,PPPPPP,BBBPPB,6,P
BPBBPB,PPPPPPP,BBPPBP,7,P
PPBBBB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBBBB,PBPPPP,8,B
BPPBBP,BBBBB,PBPPBP,5,B
BPBPBP,BBBBB,PPBBBP,5,B
BPBPBB,PPPPPPP,BBBBBB,7,P
PPPPPP,BBBBBB,PPPPPP,6,B
BBBBBB,PPPPPP,BPBBPB,6,P
BBPBPB,PPPPP,BBPPPP,5,P
PBPBPP,BBBBB,PBBPBP,5,B
PBPBBB,PPPPP,BBBPPB,5,P
PBBBPP,BBBBBBB,PBBPBP,7,B
PBPPPP,BBBBB,PBBBPP,5,B
PPPBPP,BBBBBB,PPPBPB,6,B
PPBBPP,BBBBB,PBBBPB,5,B
BPPPPB,PPPPP,BBPBBB,5,P
BPPBBP,BBBBB,PBPPBB,5,B
PPBBPP,BBBBB,PBBPBP,5,B
BPBBBB,PPPPPP,BPPPPB,6,P
BBPBBP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PBPPPP,5,B
BBBBPB,PPPPPP,BPBBBB,6,P
PPPPBP,BBBBBBBBB,PPBPBB,9,B
PBBBPB,PPPPPP,BBBPBP,6,P
BPBBBP,BBBBB,PPBBPB,5,B
PBPBPB,PPPPP,BBBBPP,5,P
PPBBBB,PPPPPPPP,BBBPPP,8,P
PBBPPB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PBBBPP,5,B
PBBBPP,BBBBBBB,PPPPPP,7,B
BBBBBB,PPPPPP,BPPBBB,6,P
PPPPBP,BBBBB,PPPBPP,5,B
BPPPPB,PPPPPP,BPPPPP,6,P
PPPPPB,PPPPP,BPBPBP,5,P
PPPPBB,PPPPPPPP,BPBPPP,8,P
BPPPBB,PPPPP,BBBBPP,5,P
BBBPPB,PPPPPPP,BPPBPP,7,P
BBPBPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBBB,PBBBBB,6,B
PBPBPB,PPPPP,BBPBPB,5,P
BBPPPB,PPPPPPP,BPBBBB,7,P
BPBPBP,BBBBBBB,PPPPPP,7,B
BBBBBB,PPPPPP,BBBBPP,6,P
PBBPBB,PPPPPPPP,BBBPBB,8,P
BBPPPP,BBBBBB,PPPPBP,6,B
PPBBBP,BBBBBBB,PBPBPP,7,B
BPBPPB,PPPPPPP,BPPPPP,7,P
PPPPPB,PPPPPPPPP,BPBPBB,9,P
PPBBBP,BBBBBBBB,PBPPPB,8,B
BPBBPP,BBBBB,PBPPPB,5,B
BBBBPP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BPPBPB,5,P
BPBPPP,BBBBB,PBBBPB,5,B
BBPPBP,BBBBBBB,PPPBBB,7,B
BPPBPP,BBBBBBB,PBPBBB,7,B
BBPPBB,PPPPP,BPPBPB,5,P
PBBBPB,PPPPPPP,BPBPBP,7,P
BPBPPB,PPPPPPP,BBPBPB,7,P
BBBPPB,PPPPPPP,BPBPBB,7,P
BPBPBB,PPPPP,BPPBBP,5,P
BPPBPB,PPPPP,BPPPBB,5,P
PBBBPB,PPPPP,BPBPBB,5,P
PPBPPB,PPPPPPPP,BBBPBP,8,P
BBBBPB,PPPPPPPP,BBPBBP,8,P
PPBBBB,PPPPPP,BPPBPP,6,P
PPBPBB,PPPPP,BPBBBB,5,P
PBBBPB,PPPPPPPPPP,BPBPPB,10,P
BPPBPP,BBBBB,PPPBPP,5,B
PBBBPB,PPPPPP,BBBPBP,6,P
BPBPBP,BBBBBB,PBBBBP,6,B
BBBBPB,PPPPPP,BBBPBB,6,P
PPBBBP,BBBBBB,PPBPPB,6,B
BPPBPP,BBBBB,PBBPBB,5,B
PBPPPB,PPPPPP,BPBBPP,6,P
PPBPPB,PPPPPP,BPBBBP,6,P
BBPBPP,BBBBB,PPBBPP,5,B
BPBBBB,PPPPPP,BPBBPP,6,P
BBPBPB,PPPPP,BPPBBP,5,P
BPPBPB,PPPPP,BBPBPB,5,P
BPBPPP,BBBBBB,PBBPBP,6,B
PBPBBB,PPPPP,BBBBPB,5,P
PPPPPB,PPPPPP,BPPBPP,6,P
BBPBBB,PPPPP,BPPBBP,5,P
BPPBPP,BBBBBBB,PPPBPB,7,B
PBPBPB,PPPPP,BBPBPB,5,P
PPPPBP,BBBBB,PBBBBP,5,B
BPBPBB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PPBPBB,5,B
PPBBBP,BBBBB,PBPPPB,5,B
PPPPBB,PPPPPP,BPBPPP,6,P
BBPBBP,BBBBBB,PBBPBB,6,B
PBBBPB,PPPPPP,BBPBBP,6,P
PBBBBP,BBBBB,PBBPPB,5,B
PBBBPB,PPPPPPPPP,BPPPPB,9,P
PBPPPP,BBBBB,PPBBBP,5,B
BBPBBP,BBBBB,PBPBBP,5,B
PBPBBB,PPPPP,BBPBPP,5,P
BPBPPP,BBBBB,PBPBBP,5,B
PBPPBP,BBBBB,PBPBBP,5,B
BPBBPB,PPPPPP,BBBPBB,6,P
PPPPBB,PPPPP,BBPPBB,5,P
PBBBPP,BBBBB,PPPPBB,5,B
PPBPBP,BBBBBB,PPBBBB,6,B
BBPBBB,PPPPPPPP,BBBPBP,8,P
PBBBBP,BBBBB,PPPPPB,5,B
BPPBPP,BBBBBB,PBPBPP,6,B
BBPPBP,BBBBB,PBBPPB,5,B
BPPBBB,PPPPP,BPBPPP,5,P
PPPBPB,PPPPP,BPBPBB,5,P
PPBPBP,BBBBB,PBPPBP,5,B
PBPBPP,BBBBBBBB,PPBPPB,8,B
PBBBBP,BBBBB,PPBPBP,5,B
BPBBPB,PPPPP,BPBPBP,5,P
BPBPBP,BBBBB,PBPBBB,5,B
PBPPPB,PPPPP,BBBPBB,5,P
PBPBBB,PPPPP,BPPBPP,5,P
BBPBPP,BBBBB,PPBPBB,5,B
BBPPBP,BBBBB,PPBBPB,5,B
PPPBBB,PPPPPP,BPPPBP,6,P
PBPBPB,PPPPP,BBPPPP,5,P
BPBPBP,BBBBB,PBPBPB,5,B
PPPBBP,BBBBBB,PBBBBP,6,B
BPBPPP,BBBBB,PPPBPB,5,B
PBPBPP,BBBBBBBBB,PBBBBP,9,B
BBPPPB,PPPPPP,BBPBBB,6,P
PPPBBP,BBBBB,PBPPPB,5,B
BPBPPP,BBBBB,PPPPBB,5,B
BPPPPB,PPPPPPPP,BBPPPB,8,P
PBPBBB,PPPPP,BBPPBP,5,P
BPPBBB,PPPPP,BPBBBB,5,P
PPPPBP,BBBBBB,PBBBPB,6,B
PBPPBB,PPPPP,BBPBBP,5,P
BPPPBB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBB,PBPBPB,6,B
PPBBPB,PPPPP,BPBPPB,5,P
PBBPPP,BBBBB,PPPPBP,5,B
PBBBPB,PPPPP,BPPBPB,5,P
BPBPPB,PPPPP,BBPPPB,5,P
BPBPPP,BBBBB,PBBBPB,5,B
BBPPBB,PPPPP,BBPBBB,5,P
PPPBBB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PPPPBP,5,B
BBBPBP,BBBBBB,PPPPBB,6,B
BBPPPP,BBBBBBB,PBPBPP,7,B
PPPPBB,PPPPP,BBBPPB,5,P
PBPBBP,BBBBBB,PBPBPP,6,B
BPBPBP,BBBBB,PBPPBB,5,B
BBBBPP,BBBBBBBBB,PPBBPP,9,B
PBPPBP,BBBBB,PPBBBB,5,B
BBPBPP,BBBBBB,PBPBPP,6,B
PBPBBB,PPPPPPPP,BPBBBP,8,P
BBBPBB,PPPPP,BBPBPB,5,P
PBPBBP,BBBBB,PPPBBP,5,B
PBPBPB,PPPPP,BPBPBP,5,P
PBBPBP,BBBBB,PBPPPB,5,B
BPBPPP,BBBBBB,PPBPBP,6,B
PBBPPB,PPPPPP,BPBBBB,6,P
PPPPBP,BBBBB,PPBPBB,5,B
PBPPPP,BBBBBB,PBBBPB,6,B
BBPPPP,BBBBBBB,PPBBPP,7,B
BPBBBP,BBBBBBB,PBBPBP,7,B
BPPPBP,BBBBBB,PBBBPP,6,B
PPPBPB,PPPPPP,BPPPBP,6,P
PBPPPB,PPPPP,BPPPPP,5,P
PPPPPB,PPPPPPP,BBBBPB,7,P
PBBPBP,BBBBBBB,PBBBPP,7,B
PBBBPP,BBBBBB,PBPBBP,6,B
BPBPBB,PPPPP,BPBPPP,5,P
PBBPPB,PPPPPP,BPBBBB,6,P
PBBPPP,BBBBB,PPBPBP,5,B
PBPBPP,BBBBB,PPPPBB,5,B
PPBBBB,PPPPP,BPBPBB,5,P
BPBBPP,BBBBB,PBBBPB,5,B
PPBPPB,PPPPP,BBBPBB,5,P
PBPPBP,BBBBBB,PPBBPB,6,B
BBPBPP,BBBBBB,PBBBPB,6,B
PBBPPP,BBBBBBBBBB,PPBPBB,10,B
PBPPPP,BBBBB,PPBPBB,5,B
BBPBPP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BBPPPB,5,P
BBPPBP,BBBBB,PBPBPP,5,B
BPBPPP,BBBBBB,PPPBBB,6,B
PPBBBB,PPPPP,BPPPPB,5,P
BBBPPB,PPPPPPP,BPPPPP,7,P
PPPBPB,PPPPP,BBPBBB,5,P
PPBPPB,PPPPP,BBPPBP,5,P
PBBPPB,PPPPPP,BBBPBP,6,P
BBPBPB,PPPPP,BPBBPB,5,P
PPPBPP,BBBBB,PBBBPB,5,B
BPBBBP,BBBBBB,PPBBBB,6,B
BPBPPB,PPPPP,BBPBBP,5,P
PBBPPB,PPPPP,BBBBPP,5,P
PBPBPP,BBBBBB,PBBPPB,6,B
PBBPPP,BBBBBBBBB,PPPBBB,9,B
PBBBBP,BBBBBB,PPBBBB,6,B
BBBPPP,BBBBB,PBPPBP,5,B
BBBBPP,BBBBB,PBPBPB,5,B
BPPBPB,PPPPP,BPBPBB,5,P
BBPPBP,BBBBBBBBBBBBB,PBPBPB,13,B
BPPBBP,BBBBBBBBBB,PBPBBP,10,B
PBBPBP,BBBBBB,PPBPBB,6,B
BBBPPP,BBBBB,PPPPBB,5,B
PPBPPB,PPPPPP,BPBPBB,6,P
PPBPBP,BBBBB,PBPBPB,5,B
BPBPBB,PPPPP,BPBPPP,5,P
PBBBPP,BBBBB,PPBPPP,5,B
BBBPPB,PPPPP,BBPBBP,5,P
BPPPPB,PPPPP,BPPBBB,5,P
BBBPBP,BBBBB,PBPPBB,5,B
BBPBPP,BBBBBBBB,PPBBBP,8,B
PBPBBB,PPPPP,BBPPPP,5,P
PBPBPB,PPPPP,BBPPPP,5,P
BPBBBP,BBBBB,PPBBBB,5,B
PPBPBB,PPPPPPP,BPPPPP,7,P
PPPPPB,PPPPPP,BBBPPP,6,P
BPBPBP,BBBBBB,PPBPPP,6,B
BPPBBB,PPPPP,BPPPPB,5,P
BPBBPP,BBBBB,PBPPBB,5,B
PBPPPB,PPPPP,BPPPPB,5,P
BBBBBP,BBBBBB,PBPBBP,6,B
PBBPPB,PPPPPP,BBPBBP,6,P
PPPBBP,BBBBBBB,PBPPBP,7,B
PBBPPB,PPPPP,BPPBBB,5,P
PBBPBP,BBBBBB,PBBPPP,6,B
PBBBBP,BBBBB,PPBBPP,5,B
PBBPBB,PPPPP,BPPBBB,5,P
PPPBPP,BBBBB,PBBBPP,5,B
BPPBBP,BBBBB,PBPPPB,5,B
PBPBBP,BBBBB,PBPBPB,5,B
BBPPBP,BBBBBB,PPBBBP,6,B
BBBBPB,PPPPPPP,BPBPPP,7,P
PPBPBP,BBBBBBB,PBBPPB,7,B
BPPPBP,BBBBBB,PBBPPB,6,B
BBPPBB,PPPPPPPPP,BPPBPP,9,P
BPPBBP,BBBBB,PBPPBP,5,B
PBPBBP,BBBBB,PBBPBP,5,B
PBBBBB,PPPPP,BBPBPB,5,P
PBBPBP,BBBBB,PBBPBB,5,B
BPPPPB,PPPPPP,BBPBPB,6,P
PBBPBB,PPPPP,BBBPBB,5,P
BBPBBP,BBBBBBB,PPPPBB,7,B
PPBBBB,PPPPP,BPBBBP,5,P
PBBBPB,PPPPPP,BPBPPP,6,P
PPBBPB,PPPPP,BPBPBP,5,P
PBPBPB,PPPPPP,BBBPBB,6,P
PPBBBP,BBBBBBB,PPBBBP,7,B
PBBPBB,PPPPP,BPPPPP,5,P
PBPBBB,PPPPPPPPP,BPBPPB,9,P
PBPPPB,PPPPPPP,BPBBBB,7,P
PPPPBP,BBBBBB,PBBBBB,6,B
BBBBBP,BBBBB,PBBPBB,5,B
BBPBBB,PPPPP,BPBBBB,5,P
PPPPBP,BBBBBB,PBPPPB,6,B
PPPBPB,PPPPPP,BPBBPB,6,P
PPBBPB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBB,PBPBPP,6,B
BBPBPB,PPPPP,BBPBBB,5,P
BPBBBB,PPPPP,BBPBPB,5,P
PPBPPP,BBBBB,PPBPBP,5,B
PPBBPB,PPPPPPPPPP,BPPPBP,10,P
BBPBBB,PPPPPPP,BBBPPB,7,P
PPBPPB,PPPPPP,BPPPBB,6,P
BPPBBP,BBBBB,PBBPPB,5,B
PBPPBP,BBBBB,PPBBBB,5,B
PBPPPP,BBBBBB,PPBPBP,6,B
BBPPBB,PPPPPP,BBPBPB,6,P
BPBBBP,BBBBBBB,PPPPPP,7,B
BBBBBB,PPPPPP,BBBPPB,6,P
PBPBBB,PPPPP,BBBBPP,5,P
BPBBBP,BBBBB,PPPBBP,5,B
PPBPPB,PPPPPP,BPPBPB,6,P
BPBPBB,PPPPPPPPPPP,BPBPPP,11,P
BBPPBP,BBBBBB,PBPPBP,6,B
PBBBBP,BBBBB,PBPBPP,5,B
PPPBPB,PPPPP,BBBPBB,5,P
BPBPBP,BBBBB,PPBBPP,5,B
PPBBPP,BBBBB,PPBPPP,5,B
BBBPPB,PPPPP,BPBPBB,5,P
PPBPBP,BBBBB,PBBBPP,5,B
PPBPBB,PPPPPPPP,BBPBBB,8,P
PPBPBP,BBBBB,PBBPPP,5,B
PBBBPP,BBBBBB,PPPPBB,6,B
BPBPPB,PPPPPP,BBBBPP,6,P
BBPBPP,BBBBB,PPPBPP,5,B
PBPPBP,BBBBB,PBBPBP,5,B
BBPPPP,BBBBB,PBPPBB,5,B
PPBBBB,PPPPP,BBBPBB,5,P
PBBBPP,BBBBB,PPBBPB,5,B
BPPBBP,BBBBB,PBPBBB,5,B
BBBPPP,BBBBB,PPPBPP,5,B
PPBPPB,PPPPPP,BBBPBB,6,P
PBBPPB,PPPPPPP,BBBBBB,7,P
PPPPPP,BBBBBB,PPBBBB,6,B
BBBBPP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BBPBPP,5,P
PBPBPP,BBBBBB,PPBPBB,6,B
PBBBBP,BBBBB,PBBBPB,5,B
PPBBPP,BBBBBB,PPBBPB,6,B
PPBPBP,BBBBBBB,PPBPBB,7,B
PPPPPP,BBBBBBB,PPBPPB,7,B
PBBPPB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBBB,PPPBPB,7,B
PPPPBB,PPPPPPP,BPBBPP,7,P
PPBPBB,PPPPP,BPPBBP,5,P
BPBPPP,BBBBBB,PBBBPB,6,B
BPPPBP,BBBBBBB,PBPBBB,7,B
BPBPPP,BBBBB,PBPPBB,5,B
PBPPBB,PPPPPPPPPPPP,BBPPBP,12,P
PPBBPB,PPPPPPP,BBPPPP,7,P
PPBPBP,BBBBBBB,PPPPBP,7,B
PBBPPP,BBBBBB,PBBPPB,6,B
PBBBPB,PPPPPPP,BBBPPB,7,P
BBPBBB,PPPPPPP,BPPBPP,7,P
BBPBBB,PPPPPPPP,BPBPPP,8,P
PBPBBP,BBBBBB,PBPBPP,6,B
BBBPPP,BBBBB,PPBPPB,5,B
BPPBBP,BBBBB,PBBPPB,5,B
BPPBBB,PPPPP,BPBPPP,5,P
BBPBBP,BBBBBBBBBBB,PBBBBP,11,B
BPBPBP,BBBBB,PBBPPP,5,B
BPPPBP,BBBBBB,PPBPBP,6,B
PPBPBP,BBBBB,PBBPPB,5,B
BPBBBB,PPPPP,BBBPBP,5,P
BPPBBB,PPPPP,BBPBPP,5,P
BBPBBP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BBPPPP,5,P
PPPPBB,PPPPPPPP,BPPPPB,8,P
PBPBBP,BBBBB,PBPPBB,5,B
PBPPBB,PPPPPPPP,BBBPPP,8,P
BBPPPB,PPPPPP,BPBPBB,6,P
BBPBBP,BBBBB,PBPPBP,5,B
PPBPBB,PPPPP,BPPBPB,5,P
PBBBBP,BBBBB,PPBPBP,5,B
BBBPBP,BBBBBBBBB,PBPPPP,9,B
BBBBPB,PPPPPPPPPPP,BBPBBB,11,P
BPPBPP,BBBBB,PPBPBP,5,B
BPBPBP,BBBBB,PBBPBP,5,B
PPBBBB,PPPPP,BPPPBB,5,P
PPBPPP,BBBBBBB,PBPPBB,7,B
PPBBBP,BBBBBBB,PPPBBB,7,B
PPPBPP,BBBBBB,PBBPPP,6,B
PBPBBP,BBBBBBB,PBPPBB,7,B
BBBPPB,PPPPP,BBBPPB,5,P
BPPPPB,PPPPPPPPP,BPBBPP,9,P
PPBPBB,PPPPPPP,BPPPPP,7,P
PPPPPB,PPPPP,BBBPBB,5,P
PBPBBB,PPPPPPP,BPPPBP,7,P
PBPPBP,BBBBBBBBB,PBBBBB,9,B
BBBBBP,BBBBBB,PBBPBB,6,B
BBPBBP,BBBBBB,PBBBPP,6,B
PBBPBB,PPPPPP,BBPBBB,6,P
PPPBBP,BBBBBB,PBBBBB,6,B
BBBBBP,BBBBBB,PPBPPP,6,B
BBBPPB,PPPPP,BBBPPP,5,P
BPBPBP,BBBBB,PBPBBB,5,B
BPBBPP,BBBBBB,PBBPBB,6,B
PPBBBP,BBBBBB,PBBBBP,6,B
PPBBBB,PPPPPPP,BBBPPB,7,P
PBBBPP,BBBBB,PPBPPB,5,B
PBPBPB,PPPPP,BPPBPP,5,P
PBBPBP,BBBBBB,PBBBBB,6,B
BPBBPP,BBBBB,PBPPPP,5,B
BPPPPB,PPPPPPPP,BPBPPP,8,P
PBPBPB,PPPPP,BBPBPB,5,P
BBBPPP,BBBBBB,PBPPBB,6,B
BPPBPB,PPPPPP,BBBBPP,6,P
BBBPPP,BBBBB,PPBBPP,5,B
BPBPPB,PPPPPPPPPP,BPPBPP,10,P
BBPPBP,BBBBB,PBBBBP,5,B
BPBBBB,PPPPP,BBPBBB,5,P
PBPPPB,PPPPP,BPPBBB,5,P
PBBBPB,PPPPPP,BBPPBB,6,P
BBPBBP,BBBBB,PBBBBP,5,B
PPPBBB,PPPPPP,BPPBBB,6,P
BPBBPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PBBPBB,5,B
PPBBBB,PPPPP,BPBBPP,5,P
BPPBPP,BBBBBB,PPBPBP,6,B
BPPPPP,BBBBBB,PPPPPB,6,B
BBBBBB,PPPPP,BBBBPP,5,P
BBPBPB,PPPPP,BPPBPB,5,P
BPBBPB,PPPPP,BBPBPP,5,P
BPBPPB,PPPPP,BBPPBB,5,P
BBBPBB,PPPPPP,BPPPBP,6,P
BPBBBP,BBBBBBBBBB,PPBPPP,10,B
PBBPBP,BBBBB,PBPBPP,5,B
BBPBPP,BBBBB,PBBPPP,5,B
BBBPBP,BBBBBB,PPBBPB,6,B
PPBBPB,PPPPP,BBPBBB,5,P
PBBBPB,PPPPPPPPPPPPP,BBPBPP,13,P
BBBPPP,BBBBBB,PBBPBP,6,B
BBBPPP,BBBBB,PBPPBB,5,B
PPBBPB,PPPPPPPPPP,BBBBBB,10,P
PPPPPP,BBBBBB,PBBPPP,6,B
BBPPBP,BBBBB,PPBBBP,5,B
PBBBPP,BBBBBBBBBB,PBBBBP,10,B
PBBBPB,PPPPPP,BPPPBP,6,P
PPPBPP,BBBBBBBB,PBPBBB,8,B
BBPBPP,BBBBBB,PBPPBP,6,B
BBPBPP,BBBBBBB,PBPBPP,7,B
PBPPBP,BBBBB,PBBPBB,5,B
BPPBBP,BBBBBBBB,PBBBPB,8,B
PPBBPP,BBBBB,PPBPBB,5,B
BBPBBP,BBBBB,PPPBBB,5,B
PBBBBP,BBBBB,PBPBBB,5,B
PPPPBP,BBBBBB,PPPBPB,6,B
BBBBPP,BBBBBBB,PPBBBP,7,B
BPPBBP,BBBBBBBB,PPBPPB,8,B
BPPBPB,PPPPPP,BPPPPP,6,P
PPPPPB,PPPPP,BPBPBP,5,P
BPBBBB,PPPPPP,BPPPBP,6,P
PPBPBP,BBBBBB,PBPPPB,6,B
PPBBBP,BBBBB,PBPPBB,5,B
BPBBBP,BBBBB,PPBPBP,5,B
PPBBPB,PPPPPP,BBPPPB,6,P
BBPBPP,BBBBBB,PBBBBB,6,B
BBBBBP,BBBBBB,PBPPBP,6,B
BPBBBB,PPPPPPPP,BPPPPP,8,P
PPPPPB,PPPPPP,BPBPPB,6,P
BBBBBB,PPPPPPPPP,BBBPPB,9,P
BBBPPB,PPPPPP,BBPPBP,6,P
PBBPPP,BBBBB,PPBBBB,5,B
BBPPPB,PPPPP,BBPPBP,5,P
PPBBBP,BBBBB,PBPPPB,5,B
PBBPPP,BBBBB,PPPBBP,5,B
BBBPBB,PPPPP,BBBPPP,5,P
BPBBPP,BBBBBBBBBB,PBPPBB,10,B
BPBPPP,BBBBBBBB,PBBBBB,8,B
BBBBBP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPPP,BPPBBB,7,P
PPBBPB,PPPPPPPP,BBPBBP,8,P
BBPBBP,BBBBBBB,PBPBBB,7,B
PPBBPB,PPPPPPPPP,BBPBBB,9,P
PBPBBP,BBBBB,PBBPPP,5,B
PBBPPP,BBBBB,PPPBBB,5,B
PBPPPB,PPPPP,BPPPPB,5,P
PPPBPB,PPPPP,BPPPBB,5,P
PPBPPP,BBBBBB,PPPPBP,6,B
BPPBPB,PPPPP,BPBBBP,5,P
BBPBPP,BBBBBB,PBBBPP,6,B
BBPBBB,PPPPPP,BPBPPP,6,P
PBBBBP,BBBBBB,PPPBBP,6,B
PPPPPB,PPPPP,BPBBPB,5,P
BPBBPB,PPPPPP,BBPBBP,6,P
BBPBBP,BBBBB,PBBBBP,5,B
PBBBBP,BBBBBBBBBBB,PBBBPP,11,B
BPBBPP,BBBBBB,PPBBPB,6,B
BPBPBP,BBBBBB,PPBPBP,6,B
BBPBPB,PPPPPP,BBBPPB,6,P
BBBPBP,BBBBB,PBPPBB,5,B
PPBBPB,PPPPPP,BBPBBP,6,P
PPPBPB,PPPPPPP,BBPBBP,7,P
PBBPBP,BBBBB,PPPBPP,5,B
BBBPBP,BBBBB,PBBPPB,5,B
BBPPBP,BBBBB,PPPBPB,5,B
BBPBBB,PPPPPP,BBBPBP,6,P
BPBPBB,PPPPP,BPPBPB,5,P
PBBBBP,BBBBBBBB,PPBBBB,8,B
BPPBBP,BBBBBBB,PBPBBP,7,B
BBBPBB,PPPPPPPP,BPPBPP,8,P
PBBPPP,BBBBB,PPBPBB,5,B
BBPPPB,PPPPPPPP,BPBBBB,8,P
BPPBPP,BBBBBB,PPPPPB,6,B
BBBBBB,PPPPP,BBPBPP,5,P
PPPPBP,BBBBBBB,PPPBBP,7,B
PBBPBP,BBBBBBB,PBBPPB,7,B
BPPBBP,BBBBBBB,PBBPPP,7,B
BBBPBB,PPPPPP,BPBPBB,6,P
PPBPPP,BBBBB,PBPBBP,5,B
BPBBPP,BBBBB,PPBPPB,5,B
BPPBPP,BBBBB,PPPBBB,5,B
BBBPPP,BBBBBBBB,PBBBPB,8,B
BBPBBP,BBBBBB,PBBBPP,6,B
PBPPPP,BBBBBBBB,PBPBBP,8,B
PBPPPP,BBBBB,PPBPBP,5,B
BBBBBP,BBBBB,PPBPPP,5,B
PPPPBP,BBBBBB,PBBBPB,6,B
BPBBPB,PPPPPP,BBPPBB,6,P
PPBBPP,BBBBB,PPBBPP,5,B
PPPPBP,BBBBB,PBBPPB,5,B
BBPPPB,PPPPP,BBBPPP,5,P
BBPPPP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BPBBPB,5,P
PBBPBB,PPPPPP,BBPPPP,6,P
BPPPBB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBB,PPBPBB,6,B
BBBPPB,PPPPP,BBBPBB,5,P
PPBBBP,BBBBB,PBBBPP,5,B
PBBPPP,BBBBBB,PBPPBP,6,B
BBPPPB,PPPPP,BBBPPB,5,P
PPPBBP,BBBBB,PBBBBP,5,B
BBBPBB,PPPPP,BPBBBB,5,P
BPPPPB,PPPPPPPPP,BPBBBP,9,P
PBBBPB,PPPPPPP,BPPBPB,7,P
PPBPBP,BBBBBBB,PBBBPP,7,B
BPBBBB,PPPPP,BBPPBP,5,P
PBBPBP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBBB,PPBBPP,6,B
PBBPPP,BBBBB,PPPPBP,5,B
BPPPBP,BBBBBBBB,PPPBPP,8,B
PBPPPB,PPPPP,BPPBPP,5,P
BBBPPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PPBPBP,5,B
PPBBBP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BBBPBB,5,P
PPPPBB,PPPPP,BBPPBP,5,P
BBPPPB,PPPPP,BBBBPP,5,P
