before,pingpong_tikhu,after,repeat,length
BPPPBP,BBPPBBPP,BPBBPB,2,8
PPPPPB,PPBBPPBB,BPBPPP,2,8
BPPPPB,BBPPBBPP,PBBBPP,2,8
PBBPBP,BBPPBBPP,BBBPBB,2,8
PPBPBP,BBPPBBPP,BPPBPP,2,8
PPPPBP,BBPPBBPP,BBPBBP,2,8
BPBBPB,PPBBPPBB,PBPBPB,2,8
BBPPBP,PPBBPPBB,BBPBBP,2,8
PPBPPB,BBPPBBPP,PPPPBP,2,8
PBPPPB,PPBBPPBB,PPPPPB,2,8
BBPBPB,BBPPBBPP,BPBBPB,2,8
PBBPPB,PPBBPPBB,BBBPBB,2,8
PBPPPB,BBPPBBPP,PBPBBP,2,8
PPBBBP,PPBBPPBB,PBPBBP,2,8
BPBBBP,BBPPBBPP,BBBPBB,2,8
PBPPPB,PPBBPPBB,BBBBPP,2,8
PBPPPP,PPBBPPBB,BBPPPB,2,8
PPBPBB,BBPPBBPP,PPPPBP,2,8
PPBPBP,BBPPBBPP,BPBPBP,2,8
PPPPBP,PPBBPPBB,BBPPPP,2,8
PPPBBP,BBPPBBPP,BPPBBP,2,8
BBPPBB,BBPPBBPP,PBBPPB,2,8
PPPBPP,PPBBPPBB,BBBPBB,2,8
BPPPPP,PPBBPPBB,PPPPPP,2,8
PPBPPB,PPBBPPBB,BPBBBB,2,8
PBBBBB,BBPPBBPP,BPPPBP,2,8
PBBPBB,BBPPBBPP,BPPBPP,2,8
PBPPBP,BBPPBBPPBBPPBBPP,BBPBPP,4,16
PBBPPB,PPBBPPBB,BBBBPB,2,8
PPPBPB,BBPPBBPP,BPBBPB,2,8
PBPPBP,BBPPBBPP,BBBBPP,2,8
PPBPBB,BBPPBBPP,BPPBPP,2,8
BPBBPB,PPBBPPBB,BBBBBP,2,8
BBBBPP,PPBBPPBB,PPBPPB,2,8
PBBPPB,PPBBPPBB,BPBPBB,2,8
PBPPBP,PPBBPPBB,BBPPBB,2,8
BBPPBB,BBPPBBPPBBPP,PBBPPB,3,12
PPBBBB,BBPPBBPP,BPBBPP,2,8
BPBPPP,PPBBPPBB,BPBPPP,2,8
PBPBBB,BBPPBBPPBBPP,PPBPBP,3,12
BBBBBP,BBPPBBPP,BPPBBB,2,8
BBBBPB,BBPPBBPP,BBBPPP,2,8
PPPBBP,BBPPBBPP,BPPBPP,2,8
PBPPBB,BBPPBBPPBBPP,PBPPBP,3,12
BPBPBP,BBPPBBPP,PBBPPB,2,8
PBPPPB,PPBBPPBB,PPPPBP,2,8
BPBBPB,PPBBPPBB,BBPPPP,2,8
PBPBBP,PPBBPPBB,PBBBPB,2,8
BPBPBP,BBPPBBPP,BPBPBP,2,8
PBBBBB,BBPPBBPP,PBPPBP,2,8
PBPBPB,BBPPBBPP,BPBBPP,2,8
PPBPPP,PPBBPPBB,PPBPBP,2,8
BPPBBP,PPBBPPBB,BPPBPP,2,8
PPPPPP,PPBBPPBB,PPBPBP,2,8
BBBPPB,PPBBPPBB,PPBPBB,2,8
PPPBBP,BBPPBBPP,BBBBPP,2,8
BBPPBB,BBPPBBPP,PPPBPP,2,8
BPBPPP,PPBBPPBB,BBBPBP,2,8
BBBBBB,BBPPBBPP,PPBPPP,2,8
PPBPPP,PPBBPPBB,BBBPBB,2,8
BBBBBP,PPBBPPBB,PPPPPP,2,8
PPBBPB,BBPPBBPP,BPBBPP,2,8
PBBPBP,BBPPBBPP,BBBBPP,2,8
BBPPPB,PPBBPPBB,BPBBPP,2,8
BBBBBB,BBPPBBPP,PPPPBP,2,8
BBBPBP,BBPPBBPP,PPBBPB,2,8
PPBBPB,PPBBPPBB,PBPBBP,2,8
BPPPBP,BBPPBBPP,PBBPPP,2,8
BPBBPP,PPBBPPBB,PBBPPB,2,8
BPPPBP,BBPPBBPP,PBBBBP,2,8
BBPBBB,BBPPBBPPBBPP,PPPPPP,3,12
PPPPPP,PPBBPPBB,BBPBBP,2,8
PPPBBP,BBPPBBPP,PBPPBP,2,8
PBPBBP,PPBBPPBB,PBBPPP,2,8
PPBPPB,PPBBPPBB,BBPBBB,2,8
BPBPPB,BBPPBBPP,PBPPBP,2,8
PPBBBB,BBPPBBPPBBPP,BPBBBB,3,12
BBBBPB,BBPPBBPP,PPBBPP,2,8
PPPBPB,BBPPBBPP,PBBBBB,2,8
BBBBPB,BBPPBBPP,BPPPPP,2,8
PBBBBB,BBPPBBPP,BPPPBP,2,8
BBPBPB,PPBBPPBB,BBBPBP,2,8
PPBPPP,PPBBPPBB,BBPPPP,2,8
BBPBBP,PPBBPPBBPPBB,PPPPPP,3,12
BBBPPB,BBPPBBPP,PPBBBB,2,8
PBBBPB,PPBBPPBB,BPPPBB,2,8
PPPBPB,BBPPBBPP,BPPPPB,2,8
PPBBBP,PPBBPPBB,BPPPPB,2,8
PBBPBP,BBPPBBPP,BBBPBP,2,8
BPBBPB,BBPPBBPP,BPPBBB,2,8
BPBPPB,PPBBPPBB,BPBPPP,2,8
BPPBPB,PPBBPPBB,BBPBPP,2,8
BPPBPB,PPBBPPBB,BBBPBP,2,8
BBPPBP,PPBBPPBB,BBBBBB,2,8
PPPPPP,PPBBPPBB,PPPBPP,2,8
PBPPPP,PPBBPPBB,PPBPBP,2,8
BBBBPB,PPBBPPBB,PPPBBB,2,8
PBPBBP,BBPPBBPP,PPBBBB,2,8
PPPBBP,PPBBPPBB,BPBBBB,2,8
BPPPPP,PPBBPPBB,BBBPPP,2,8
BBBBPP,PPBBPPBB,PPPPBP,2,8
PBPPBP,BBPPBBPP,PPPPPB,2,8
PBPPPB,BBPPBBPP,BBPBPB,2,8
PPPPBB,BBPPBBPP,PBBPBP,2,8
PPBPBB,BBPPBBPP,BBBBBP,2,8
BBBPPB,PPBBPPBB,PPPBBP,2,8
PBPBBP,PPBBPPBB,BPPBPB,2,8
PPPPPP,PPBBPPBB,PBPBBB,2,8
PPBPBB,BBPPBBPP,BPPPPB,2,8
BPBPBB,BBPPBBPP,BPBPBB,2,8
BPPPPB,BBPPBBPP,PPBPBB,2,8
BBPPBB,BBPPBBPP,BBBPPP,2,8
BPBBPB,BBPPBBPP,BBBPPB,2,8
PBBPPP,PPBBPPBB,PPPBBP,2,8
PPBBBP,PPBBPPBB,PBBPBP,2,8
BBBPPP,PPBBPPBB,BPBPPP,2,8
PBPBBP,BBPPBBPP,PBBPBB,2,8
PBBBPB,PPBBPPBBPPBB,PBBPBP,3,12
PBPPPP,PPBBPPBB,BBBBBB,2,8
BBBPPB,BBPPBBPP,PBBBPP,2,8
BPPBPB,PPBBPPBBPPBB,PBBPBP,3,12
PPBPBP,PPBBPPBB,BPPPPP,2,8
BBBBBB,BBPPBBPP,PBPBBP,2,8
PPPBPB,PPBBPPBB,PPPPPP,2,8
BPBBPP,PPBBPPBB,BPBBPB,2,8
PPBPBP,BBPPBBPP,BBBBPP,2,8
PPPPBP,PPBBPPBB,BPBBPP,2,8
BPPBBB,BBPPBBPP,BPPPPP,2,8
BBBBBP,PPBBPPBB,BBBBBB,2,8
BPPBPB,PPBBPPBB,BPBBBB,2,8
BPBBPB,PPBBPPBB,BPPBBB,2,8
PBBBPP,PPBBPPBB,PPPBPP,2,8
PBBPPP,PPBBPPBB,PPPPPP,2,8
PPBBPP,PPBBPPBBPPBB,PPPBBP,3,12
PBBBBP,PPBBPPBB,BPBBPB,2,8
BBBBBB,BBPPBBPP,BBBPPB,2,8
PBBBBP,PPBBPPBB,BPPBBP,2,8
BPPBBB,PPBBPPBB,BBPBBP,2,8
BPBBBP,BBPPBBPP,BBBBPB,2,8
PBBBBP,BBPPBBPP,PPPBBP,2,8
PPPPPB,PPBBPPBB,PBBPBP,2,8
PBPPBP,PPBBPPBB,PBBBBB,2,8
PPBPPB,BBPPBBPP,PPPBPP,2,8
PPBBPB,PPBBPPBB,PBPPPP,2,8
PBBBBB,BBPPBBPP,BBBPBP,2,8
PPBPPB,PPBBPPBB,PBBBBP,2,8
BBBPPB,BBPPBBPP,BBPBBP,2,8
PBPBPP,PPBBPPBB,BBBPBP,2,8
PPBBBP,PPBBPPBB,BBBBBB,2,8
BPPBPB,BBPPBBPP,BBPBPP,2,8
BBBBBP,BBPPBBPP,BPBPPB,2,8
PBBBPB,BBPPBBPP,PPPBPP,2,8
PBBBPB,BBPPBBPP,PBBBBP,2,8
PPBBBB,BBPPBBPP,BPPBBB,2,8
PPBPPB,BBPPBBPPBBPP,PPBPPP,3,12
PPPPBP,BBPPBBPP,PPPPBP,2,8
PPPPBP,BBPPBBPPBBPP,PBPPPP,3,12
PBPBPP,PPBBPPBB,PBPBBB,2,8
PPBBPB,BBPPBBPP,PPPPBP,2,8
BPBBBB,BBPPBBPP,PPPBBP,2,8
PBBPPP,PPBBPPBB,PPPPPP,2,8
BPPPPP,PPBBPPBB,BBBBBB,2,8
BBPPPB,PPBBPPBB,BBBBBP,2,8
PPPBPP,PPBBPPBB,BBPBPP,2,8
PPBBPP,PPBBPPBB,PBBBPB,2,8
BPPPPP,PPBBPPBB,BBPBPB,2,8
PBBPBB,BBPPBBPP,PBBPBP,2,8
BBPBPB,BBPPBBPP,BPPPBP,2,8
PBPPPB,BBPPBBPP,BBPBPB,2,8
PBBPPB,PPBBPPBBPPBB,BPBPPP,3,12
BBPBPP,PPBBPPBB,PBBPPP,2,8
PBPPBP,PPBBPPBB,PBPPBB,2,8
BPBPPB,PPBBPPBB,PPBPPP,2,8
PBPPBP,BBPPBBPP,PPBBBB,2,8
PPBBBP,BBPPBBPP,BPBBPB,2,8
BPBBBB,BBPPBBPP,BPPPBP,2,8
BBBPBB,BBPPBBPP,BBBBPB,2,8
BBBPBB,BBPPBBPPBBPP,PBPBBP,3,12
PPBPPB,PPBBPPBB,BPPBBB,2,8
BPPBBP,BBPPBBPP,BBBPBB,2,8
BPPBBP,BBPPBBPP,BBBPBP,2,8
BBBBPP,PPBBPPBB,BBBPBP,2,8
BPBPPB,BBPPBBPP,BPBPPP,2,8
BPBPBB,BBPPBBPP,PBBBPP,2,8
BPPBBP,BBPPBBPP,BPBBBB,2,8
BBPBPB,PPBBPPBBPPBB,BPBPPB,3,12
PPPPBP,BBPPBBPPBBPP,PBBBBP,3,12
BPBBBP,BBPPBBPP,PBBBPB,2,8
BBBBPB,BBPPBBPP,BPPBPP,2,8
PPBPBP,PPBBPPBB,PBBPPP,2,8
BPBBPB,BBPPBBPP,BPBBPP,2,8
BBPBBB,BBPPBBPP,PBBBBP,2,8
PBPBBB,BBPPBBPP,PBBBPB,2,8
BBBBBB,BBPPBBPPBBPPBBPP,BPPPPB,4,16
PPPBPB,PPBBPPBB,PBPPBB,2,8
PPPBBB,BBPPBBPP,PBPPBB,2,8
PPPBBP,PPBBPPBB,PBPPBB,2,8
BBBBPB,BBPPBBPP,PBPPBP,2,8
BBPPBP,BBPPBBPP,PBPBPB,2,8
PPPPPB,PPBBPPBB,BPBPBB,2,8
PBBPPP,PPBBPPBB,PBBPBB,2,8
BPPPPB,PPBBPPBBPPBBPPBB,PPBPBP,4,16
PPPPBB,BBPPBBPP,PPPBBP,2,8
PBBBPB,PPBBPPBB,PBPBBP,2,8
PBBBBB,BBPPBBPP,PPBPBB,2,8
BBPBBP,BBPPBBPP,PBBPPP,2,8
BBBPPB,BBPPBBPP,PPBBPP,2,8
PPPPBB,BBPPBBPP,BBBPBP,2,8
BPPBBB,BBPPBBPP,BBBBPB,2,8
BPBPBB,BBPPBBPP,PPBPBB,2,8
BBPBBP,PPBBPPBB,PPPPPB,2,8
BPBPPB,BBPPBBPPBBPP,BPBPPP,3,12
BBPPBP,BBPPBBPP,BPPBBP,2,8
BPPPBP,BBPPBBPP,PBBPBB,2,8
PBBPBP,PPBBPPBB,BBBBBP,2,8
BBBBPP,PPBBPPBB,BBBPBP,2,8
BPBPBB,BBPPBBPP,PPBPBB,2,8
BPBPBP,PPBBPPBB,PBBBPB,2,8
BBPBPB,PPBBPPBB,BPPBBP,2,8
PBBPPB,PPBBPPBB,BBPPBB,2,8
PBBPBP,PPBBPPBB,BPPBBP,2,8
BPPBBP,BBPPBBPP,PBPPPP,2,8
BBPPBP,BBPPBBPP,BPPPBP,2,8
BPPPPB,BBPPBBPP,PPPPBP,2,8
PPPPBP,PPBBPPBB,PBPBBP,2,8
BPBPBP,BBPPBBPP,BPPBPP,2,8
BPBBPB,BBPPBBPP,PPPPBP,2,8
PPPBBB,BBPPBBPP,PPPPBB,2,8
BPPBPP,PPBBPPBB,PBPBPP,2,8
PPBBPB,PPBBPPBB,BPPBBP,2,8
PPBPPP,PPBBPPBB,PPPPBP,2,8
PBPBBP,PPBBPPBB,PBPPPB,2,8
PBPBPP,PPBBPPBB,BBPPPB,2,8
PPBBPP,PPBBPPBB,PBPPBB,2,8
BPPPBP,BBPPBBPP,BPBBPB,2,8
BBBBPP,PPBBPPBB,BBBPPB,2,8
PBPBPB,PPBBPPBB,BBPBPP,2,8
BPBPPB,PPBBPPBB,BBBPPP,2,8
BBPBBP,PPBBPPBB,PPBPBP,2,8
BPBBPB,BBPPBBPP,BBBBBB,2,8
BPBPBP,BBPPBBPPBBPP,BBBBBB,3,12
BBBBBB,BBPPBBPP,PBPBBB,2,8
PBBPPP,PPBBPPBB,PBPBBB,2,8
BBBBPB,PPBBPPBB,BPPBBB,2,8
PBPBBP,BBPPBBPP,BPPBPP,2,8
PPBBPP,PPBBPPBB,PBBBBP,2,8
BPPPBP,PPBBPPBB,BPPBBB,2,8
PBBBBP,BBPPBBPPBBPP,BPBBBP,3,12
PBBBPB,PPBBPPBB,PPPPPP,2,8
BBPPPP,PPBBPPBBPPBB,PBBBPB,3,12
PPPBBB,BBPPBBPP,PBBPPB,2,8
BPPPBB,BBPPBBPP,PBBPPB,2,8
PPPBPB,BBPPBBPP,BBBBBP,2,8
BBBPBB,BBPPBBPP,BBBBBP,2,8
BPPPPB,PPBBPPBB,PPPBBP,2,8
BPBBPB,PPBBPPBB,PBPBBB,2,8
BPPPBB,BBPPBBPPBBPP,PPBPBB,3,12
BBPBPB,BBPPBBPP,PBBBPB,2,8
BBBPBP,BBPPBBPP,PBBPBP,2,8
BPPPBP,PPBBPPBB,PPPPBP,2,8
PPPPBP,BBPPBBPP,BBPBBP,2,8
BBPPBP,PPBBPPBB,BPBPBP,2,8
PBBBBB,BBPPBBPP,PBBPBP,2,8
BBPPBP,PPBBPPBB,PPPPBP,2,8
BBBBPP,PPBBPPBB,PPPPBB,2,8
BBBPBB,BBPPBBPP,PPPPBP,2,8
PPPBPB,PPBBPPBB,BPBBBB,2,8
PPPBBP,PPBBPPBB,BPBBBB,2,8
PBBBBP,PPBBPPBB,PBPBPB,2,8
PPBPPB,BBPPBBPP,PPBPBP,2,8
BBPBBP,BBPPBBPP,BPPPBP,2,8
PPBBPB,BBPPBBPP,PPPBPB,2,8
PPBBPB,BBPPBBPP,PPBBBB,2,8
BPBPPB,BBPPBBPP,BBBPBB,2,8
PBBBPB,BBPPBBPP,PPPBPP,2,8
PPPPBP,PPBBPPBB,PBBPBB,2,8
BBPBPB,PPBBPPBB,BPPBBP,2,8
BPPBPP,PPBBPPBB,PBBBBB,2,8
PBBPBB,BBPPBBPP,PBBPPP,2,8
BBBPBP,BBPPBBPP,PBPPPP,2,8
PBPBBP,PPBBPPBB,PBBBBB,2,8
BPBPBP,PPBBPPBB,BBBPPP,2,8
PBPPPB,PPBBPPBB,PBPPBP,2,8
PBBBBP,PPBBPPBB,BPPBPB,2,8
PBBBBB,BBPPBBPP,PBPPPB,2,8
PBBPBP,BBPPBBPP,BPBBBP,2,8
PBPBBP,BBPPBBPP,BBPBPP,2,8
BBBPBP,BBPPBBPP,PBBBBB,2,8
PBBBPB,PPBBPPBB,BBPPBP,2,8
PBPPPP,PPBBPPBB,BBPPBB,2,8
BPPPBP,PPBBPPBB,PBBBBP,2,8
BPBBBP,PPBBPPBB,PBPBPB,2,8
BPBPPB,PPBBPPBB,PBBBBP,2,8
BPBBBP,BBPPBBPP,BBBPBB,2,8
BBBBPP,PPBBPPBB,BBBPPB,2,8
PPPBBP,PPBBPPBBPPBB,BBBBBP,3,12
BBPBBP,PPBBPPBB,PBPPPP,2,8
PBBPBP,PPBBPPBB,BPPPPB,2,8
BBBPBP,PPBBPPBB,BBPPPB,2,8
PBBPBB,BBPPBBPP,PBBPPP,2,8
PPBBPB,PPBBPPBB,BBBBPP,2,8
BBPBBB,BBPPBBPP,PPPBPB,2,8
BPBBBP,BBPPBBPP,PPPPBB,2,8
BPPBPB,PPBBPPBB,BBPBBP,2,8
BBPPPB,BBPPBBPP,BBPBPP,2,8
BBPPPP,PPBBPPBB,PPPBBP,2,8
BBPBPB,BBPPBBPP,PPPBPB,2,8
PBPBBB,BBPPBBPP,PBBPBB,2,8
BBPPPP,PPBBPPBBPPBB,PBBBPB,3,12
BBBPPB,PPBBPPBB,PPPBBB,2,8
PPPPBB,BBPPBBPP,PBBBPB,2,8
BPBPBP,BBPPBBPP,BPPPPP,2,8
PBPBPB,PPBBPPBB,PBBPPP,2,8
BPBPBP,PPBBPPBB,PBPBPB,2,8
BPPBPB,PPBBPPBB,PBBBPB,2,8
PPPBBB,BBPPBBPP,BPBPBB,2,8
BBPPBB,BBPPBBPP,PPPBBP,2,8
PPBPPB,BBPPBBPP,PBPBBP,2,8
BPPPPB,PPBBPPBBPPBB,BBPPBB,3,12
BBPPBB,BBPPBBPP,BPPBBP,2,8
PBBPBP,BBPPBBPP,BBBBPP,2,8
PPBPPB,PPBBPPBB,BPPPBP,2,8
PBBPPP,PPBBPPBB,BPPPPB,2,8
PPBBBP,PPBBPPBB,PBBPBP,2,8
BPBBBP,PPBBPPBBPPBB,BPPBBB,3,12
BPBBPP,PPBBPPBB,PPBPBP,2,8
PBBBBP,BBPPBBPP,PPPBPB,2,8
PPBPPP,PPBBPPBB,BPPPPP,2,8
PBPBBP,PPBBPPBB,BPPBPB,2,8
BBPPPB,PPBBPPBB,PBBPBP,2,8
PBPBPB,BBPPBBPP,PBPBBB,2,8
PBBPBP,BBPPBBPP,PBPBBP,2,8
BPPPPP,PPBBPPBB,PBBBPP,2,8
PBBBPB,PPBBPPBBPPBB,BPBBBB,3,12
BBBBPB,PPBBPPBB,BBBPPB,2,8
BPPBBB,BBPPBBPP,PBBBBB,2,8
PPPBPP,PPBBPPBB,PBBBPB,2,8
BPBBBP,PPBBPPBB,PPPBBP,2,8
BPBBBP,BBPPBBPP,BPBPBB,2,8
BBBBPB,BBPPBBPP,BPPBPB,2,8
BBPBBP,BBPPBBPP,PPBPBB,2,8
PPPPPB,PPBBPPBBPPBB,PBPBBP,3,12
BBBBPB,BBPPBBPP,BPBBPP,2,8
BPPPPB,BBPPBBPP,BPPBPP,2,8
BPBPBP,PPBBPPBB,PPPPBP,2,8
PPPPPP,PPBBPPBB,PBPPBP,2,8
BBPPBP,BBPPBBPP,PBPPBP,2,8
PBPPBP,PPBBPPBB,PPBPPP,2,8
PPPPPB,BBPPBBPP,PPPPPP,2,8
PPPBBP,BBPPBBPP,BPPBPP,2,8
PBPBBB,BBPPBBPP,PBPBPP,2,8
PBPBBP,BBPPBBPP,PBPBBB,2,8
BBPBBP,BBPPBBPP,BBPBPP,2,8
BBBBBP,BBPPBBPP,BPBPBP,2,8
BPBBBB,BBPPBBPP,BPPPPB,2,8
BBPBPB,BBPPBBPP,BBBPBB,2,8
BPBBBP,BBPPBBPP,BPBBBB,2,8
BPPBPB,PPBBPPBB,BBBPBB,2,8
BBBPPP,PPBBPPBB,BBBBBB,2,8
BBBPBP,PPBBPPBB,PPPPBP,2,8
BPBBPP,PPBBPPBB,PPPBBP,2,8
PPPBPP,PPBBPPBB,PBPBBB,2,8
PBPPPB,BBPPBBPP,PPBBPP,2,8
PPBBPP,PPBBPPBBPPBB,BBBBBB,3,12
PPBBBB,BBPPBBPP,PPPBBP,2,8
PBBBBB,BBPPBBPP,PBBPPP,2,8
BPPPPP,PPBBPPBB,PBPBBB,2,8
PPBBBP,BBPPBBPP,BPBPPB,2,8
PBBBBP,BBPPBBPP,BPBBPP,2,8
BBPBPB,PPBBPPBB,BBPBBB,2,8
PPPBPB,BBPPBBPP,PPBPPB,2,8
PPPBBP,PPBBPPBB,BBBPBP,2,8
PBBPBP,PPBBPPBB,BPBPBP,2,8
BPPPPP,PPBBPPBB,BPPBBP,2,8
BPPBBB,PPBBPPBB,BBBPBB,2,8
BPPPBP,BBPPBBPP,PBBPPB,2,8
PPBBPB,BBPPBBPPBBPP,PBBBPB,3,12
PBBBPB,PPBBPPBB,BBPPPP,2,8
PPBPBP,BBPPBBPP,BPBPPP,2,8
PBPBPP,PPBBPPBB,BPBBPP,2,8
PPBPBB,BBPPBBPP,BPPPPB,2,8
PBBPPB,PPBBPPBB,PBBBPP,2,8
PPPBBP,BBPPBBPP,PPPPPP,2,8
PPPPPP,PPBBPPBB,PBBBPB,2,8
PPPPBB,BBPPBBPP,PBPBBB,2,8
PBPPBB,BBPPBBPP,BPBBBP,2,8
PBBBPB,BBPPBBPP,PPPBBP,2,8
BPBPPB,BBPPBBPP,BPBPBB,2,8
BBBPPB,BBPPBBPP,PBPBBP,2,8
PPBPPB,PPBBPPBB,PPPPPB,2,8
BPPBPP,PPBBPPBB,PBBPPP,2,8
BPPPBP,BBPPBBPP,PPBPPB,2,8
PPPPPB,BBPPBBPP,PPBPBP,2,8
PPPPBB,BBPPBBPP,PPPBPB,2,8
PPPBPP,PPBBPPBB,PBPPBB,2,8
PBBBBP,BBPPBBPPBBPP,BPBPBB,3,12
BBPBPB,BBPPBBPP,BBBBPB,2,8
PPPPBP,BBPPBBPP,BBBPPB,2,8
PBBPPB,PPBBPPBB,PBPBPP,2,8
BPBPBB,BBPPBBPP,PBPPPP,2,8
PPBPPB,BBPPBBPP,BPBBPP,2,8
PBBBPP,PPBBPPBB,BBPPBB,2,8
BBPPBB,BBPPBBPP,BPPPPP,2,8
PPPBPB,BBPPBBPP,PBBPBP,2,8
BPBPPB,PPBBPPBB,PPPPPB,2,8
BPPPBB,BBPPBBPP,BPPPPP,2,8
PBPPPP,PPBBPPBB,PBBBPP,2,8
PPBPBP,BBPPBBPP,BPPBBB,2,8
PPPPPP,PPBBPPBB,BBBBPB,2,8
PPPBBP,PPBBPPBB,BBPPPP,2,8
BBBPPP,PPBBPPBB,BBBBBP,2,8
PPBBPP,PPBBPPBB,BPBBBB,2,8
BBBPPB,PPBBPPBB,BPPBPP,2,8
BBPBBP,BBPPBBPP,PBBBBB,2,8
BBBPPB,BBPPBBPPBBPP,BPBPBB,3,12
PBBBPP,PPBBPPBB,PBPBBB,2,8
BBPBBP,BBPPBBPPBBPP,BBBBBB,3,12
PBPPBB,BBPPBBPP,BPPBBB,2,8
PBBBBP,PPBBPPBB,PBPBPP,2,8
PBBPBP,BBPPBBPP,PPBBPP,2,8
BPPPPP,PPBBPPBB,PPPPBP,2,8
BBPBBB,BBPPBBPP,BPPBPP,2,8
BBBBPB,PPBBPPBB,PPBPBP,2,8
PPPBBP,BBPPBBPP,PBBBBP,2,8
PBPBBP,BBPPBBPP,BBBBPB,2,8
BPBBBP,BBPPBBPP,PPBBBB,2,8
BBBBPB,PPBBPPBB,BPPPBB,2,8
BBBPBP,BBPPBBPP,BBPBPB,2,8
PBPPPB,BBPPBBPP,PPPBPP,2,8
BBBBBP,BBPPBBPP,PPBPBB,2,8
BPPPBB,BBPPBBPP,PPBBBB,2,8
PPBBPP,PPBBPPBB,BBBPBP,2,8
BBBPBP,PPBBPPBB,BPBPPB,2,8
BPBPBP,BBPPBBPP,PBBBPP,2,8
BBPPBP,BBPPBBPP,PBBPBP,2,8
BBBBPB,PPBBPPBB,PPPPPP,2,8
BBBBPP,PPBBPPBB,PPPPBB,2,8
PPPPBP,BBPPBBPP,BBBBPP,2,8
PPPBBB,BBPPBBPP,PPPPBP,2,8
BPPBBB,BBPPBBPP,PBBBPB,2,8
PPPPPP,PPBBPPBB,PBPBBP,2,8
BBBBBB,BBPPBBPP,PPBPBB,2,8
BPBBBB,BBPPBBPP,PBBBBP,2,8
PBPBBP,BBPPBBPP,PPPBBP,2,8
PPBBBP,BBPPBBPP,PBPPPP,2,8
PPPPBP,BBPPBBPP,BPBBBB,2,8
BPPBBB,BBPPBBPP,PBBBPB,2,8
PPPPBP,PPBBPPBB,BPBBPB,2,8
BBPBBP,PPBBPPBB,BPBPPP,2,8
PPBBPB,BBPPBBPP,BBPBBP,2,8
PBPPBP,PPBBPPBB,BPBPPB,2,8
BPBPBP,PPBBPPBB,BPPBBP,2,8
BBBBPB,BBPPBBPP,PBBBPB,2,8
BPPPBP,PPBBPPBB,BPPBPP,2,8
BPBBBB,BBPPBBPP,PBBBPB,2,8
PBBBBP,PPBBPPBB,BBPPPP,2,8
PBBPPP,PPBBPPBB,PPPPBB,2,8
BBPPPP,PPBBPPBB,PPPBBB,2,8
PPBPPB,PPBBPPBB,PBBBBB,2,8
PPBPPP,PPBBPPBB,BBPPPB,2,8
BPBPBP,PPBBPPBB,PPBPBP,2,8
PPPBPB,BBPPBBPP,PBPBPB,2,8
BBBBBP,BBPPBBPP,PPPPBB,2,8
BBPPPB,BBPPBBPP,BPPBBP,2,8
BBPBPB,BBPPBBPP,BBBBBP,2,8
BPPPBP,BBPPBBPP,PPBBPP,2,8
PPPPPB,PPBBPPBB,BPPBBB,2,8
BBBPPB,BBPPBBPP,PPBBPB,2,8
BBBBPB,PPBBPPBB,BBBBPB,2,8
PPBBBP,PPBBPPBB,BPPBBP,2,8
BBBPPB,PPBBPPBB,PPPBPB,2,8
BBPPBP,BBPPBBPP,BPPBPB,2,8
BBPPBB,BBPPBBPP,PPBPPB,2,8
PPPPPB,PPBBPPBB,BBBBPB,2,8
PPBBPB,BBPPBBPP,BBPBBP,2,8
PBPPBP,PPBBPPBB,PPBPBB,2,8
PPPPPB,PPBBPPBB,PPPBPB,2,8
BBPBBP,PPBBPPBB,PBPBPB,2,8
PBPBBP,BBPPBBPP,BBPBBB,2,8
BBBBBB,BBPPBBPP,PBPBPB,2,8
BPBPBP,BBPPBBPP,PPBPPB,2,8
BPPPBP,BBPPBBPP,BPPPPP,2,8
BPPPPB,BBPPBBPP,PBBPBP,2,8
PBPBPB,BBPPBBPP,PBBPPB,2,8
PBBPPP,BBPPBBPP,BBPBPB,2,8
PPPBPB,BBPPBBPP,BPPPBB,2,8
BPPPBB,BBPPBBPP,BPPPBB,2,8
PBPPBB,BBPPBBPP,BPPBPP,2,8
PPPPBP,PPBBPPBB,BBPPBP,2,8
BPPBPP,PPBBPPBB,BPPPBP,2,8
BPBPPP,PPBBPPBB,BPPBPP,2,8
PPPBPP,PPBBPPBB,PBBBBP,2,8
PBPBBP,PPBBPPBB,BBPPBP,2,8
PPPPBP,BBPPBBPP,PPBPPP,2,8
BPBBPP,PPBBPPBB,PBPPBB,2,8
BBPPPB,BBPPBBPP,PPPBBP,2,8
PBBBPB,BBPPBBPP,BBPBPB,2,8
BPBBPP,PPBBPPBB,BBPBBB,2,8
PPBBPB,PPBBPPBB,BBBBBP,2,8
BPPBPP,PPBBPPBB,PBBPBB,2,8
BPBPBB,BBPPBBPP,BPPBPP,2,8
BPPBBP,PPBBPPBB,PPBPBB,2,8
BPBBBP,BBPPBBPP,PBPBPB,2,8
BBBPPB,BBPPBBPP,BPPPBP,2,8
BBBBPP,PPBBPPBBPPBB,PBBPBB,3,12
BPBBPB,PPBBPPBB,PPPBBB,2,8
BPBBPP,PPBBPPBB,BPBPBP,2,8
BBPPPB,PPBBPPBB,PPBPPP,2,8
PBBBPB,PPBBPPBB,BBBBBB,2,8
BBBBPB,BBPPBBPP,BBBBPP,2,8
PPBBPB,BBPPBBPP,PPBBBB,2,8
PBBBBB,BBPPBBPP,PBPPBB,2,8
