before,chainok_13,after,pattern
PBPPBB,PBBBP,BBBPPB,1-3-1
BBPPPB,PBBBP,BBBBBB,1-3-1
BPBBBP,BPPPB,PBBPBP,1-3-1
BPBPBP,BPPPB,PBPPPB,1-3-1
BPBPBB,PPPBPPP,BPBPBB,3-1-3
BBBPBP,BPPPB,PPPPBB,1-3-1
PBPPBB,PBBBP,BPBPPB,1-3-1
PBPPBB,PBBBP,BBPPPP,1-3-1
PPBPPB,PBBBP,BPPBPP,1-3-1
PPBPBP,BPPPB,PPPBBP,1-3-1
PBPBBB,PPPBPPP,BPPBPB,3-1-3
PPPBBB,PPPBPPP,BBBPBP,3-1-3
BBPPBB,PBBBP,BPBPPB,1-3-1
BBPPBB,PBBBP,BPBPPB,1-3-1
BBPBPP,BPPPB,PBBPBB,1-3-1
BBPBPP,BPPPB,PBBPBB,1-3-1
PBPBPB,PBBBP,BPBPPB,1-3-1
BBPPPB,PBBBP,BBPPBP,1-3-1
BPPPBB,PPPBPPP,BPPPBB,3-1-3
BPPPBB,PBBBP,BBPPPP,1-3-1
BBPBPB,PBBBP,BBBBBP,1-3-1
BPPBBP,BPPPB,PBBPPP,1-3-1
PBPBPP,BPPPB,PPBPBB,1-3-1
PPPBBP,BPPPB,PPPPPB,1-3-1
PPBBBP,BPPPB,PPBBBP,1-3-1
PBBPPB,PBBBP,BBBBBP,1-3-1
BBPPBP,BPPPB,PBBPBB,1-3-1
PBPPPP,BPPPB,PBBPBP,1-3-1
BBBBPP,BPPPB,PPBBPP,1-3-1
PPBPBB,PBBBP,BPBPPB,1-3-1
BBBPBB,PPPBPPP,BBBPPP,3-1-3
BBBBBB,PBBBP,BPBPPB,1-3-1
PPBPBP,BPPPB,PPBPPP,1-3-1
BPPBPP,BPPPB,PPBBPB,1-3-1
PBPPBB,PBBBP,BPPPBB,1-3-1
PPBBBB,PBBBP,BBBBPB,1-3-1
BPPBPB,PBBBP,BPPBPB,1-3-1
PBPBBB,PPPBPPP,BBPBPB,3-1-3
PBPPBP,BPPPB,PBBPPP,1-3-1
PPPBPP,BPPPB,PBBBBB,1-3-1
PPBBBB,PBBBP,BBPPBB,1-3-1
BBPPPB,PBBBP,BPBPBP,1-3-1
BPPBPP,BBBPBBB,PBBPBB,3-1-3
BBBPBB,PPPBPPP,BBBPPB,3-1-3
BPBPPP,BBBPBBB,PPPPBP,3-1-3
PPBBBP,BPPPB,PPBPPP,1-3-1
PPPBPP,BPPPB,PBPBBP,1-3-1
BPPPPP,BBBPBBB,PPPBBP,3-1-3
PPBBBP,BPPPB,PPBPBB,1-3-1
PPBBBP,BPPPB,PPBPBB,1-3-1
PPBPPB,PBBBP,BBBBPB,1-3-1
BPBPPB,PBBBP,BBBPPP,1-3-1
BPPPPP,BPPPB,PBPBPB,1-3-1
BBBPBB,PBBBP,BBBPBP,1-3-1
BBBPBP,BPPPB,PBPPPP,1-3-1
BBPPBB,PPPBPPP,BPBPPP,3-1-3
PBPBBB,PPPBPPP,BBPBPP,3-1-3
PPPBPB,PBBBP,BBPBPB,1-3-1
PBBPBP,BPPPB,PPBPPB,1-3-1
PPPBBB,PPPBPPP,BPPPBB,3-1-3
PPPPPP,BPPPB,PBPBBB,1-3-1
PPPBBP,BPPPB,PBBPPP,1-3-1
PBPPBP,BPPPB,PPPPPB,1-3-1
PPPBBB,PPPBPPP,BBPBBB,3-1-3
BPPBBP,BPPPB,PPPBBB,1-3-1
BBBPPB,PBBBP,BBBPBP,1-3-1
BPPBPP,BPPPB,PPBPBP,1-3-1
BBBPPB,PBBBP,BBBPBP,1-3-1
BPPBPP,BPPPB,PPBPBP,1-3-1
BBBPPB,PBBBP,BBBPBP,1-3-1
BPPBPP,BPPPB,PPBPBP,1-3-1
PBBBBB,PBBBP,BPBPPP,1-3-1
PPPBBP,BPPPB,PBBBBP,1-3-1
BBPPBP,BPPPB,PPBBPB,1-3-1
BPPBBP,BPPPB,PPBPPP,1-3-1
BBPPPP,BPPPB,PBBPPB,1-3-1
BBPPPP,BPPPB,PBBPPB,1-3-1
BBPPPB,PBBBP,BPBPPB,1-3-1
PPBPPB,PBBBP,BBBPPB,1-3-1
BBBBBB,PPPBPPP,BBPBPP,3-1-3
BPBPPP,BBBPBBB,PPBBBP,3-1-3
BPBPPP,BBBPBBB,PPBBBP,3-1-3
BBBBPP,BBBPBBB,PPPBPP,3-1-3
BBPPPP,BPPPB,PPPBBP,1-3-1
PPBBBP,BPPPB,PBPBPP,1-3-1
PPBPBP,BPPPB,PBPPBP,1-3-1
BBPPPB,PBBBP,BBBPPB,1-3-1
BBBBBB,PBBBP,BBBBPP,1-3-1
PBBPPB,PBBBP,BPBBPB,1-3-1
PBPBPP,BPPPB,PPPBBP,1-3-1
PPPPPP,BPPPB,PPPBPB,1-3-1
PPBPBP,BPPPB,PPBBPB,1-3-1
PPBPBP,BPPPB,PPBBPB,1-3-1
PPBPBP,BPPPB,PPBBPB,1-3-1
PBBBPP,BPPPB,PPPBPB,1-3-1
BBPBPB,PBBBP,BPPBPP,1-3-1
BBPBPP,BPPPB,PPBPPB,1-3-1
PPBBPP,BPPPB,PBBPBP,1-3-1
BBBPBB,PBBBP,BPBPBP,1-3-1
BBBBBP,BPPPB,PPPBBB,1-3-1
BBBBBP,BPPPB,PPPBBB,1-3-1
PPBPBB,PPPBPPP,BPBPBB,3-1-3
PPBBBB,PBBBP,BPBPBB,1-3-1
BBBBBB,PBBBP,BPBPBP,1-3-1
BBBPPB,PBBBP,BPPBPP,1-3-1
PPPBPB,PBBBP,BPPPBB,1-3-1
PBPBPB,PBBBP,BBBBBB,1-3-1
PBPBPB,PBBBP,BBBBBB,1-3-1
PPPBBP,BPPPB,PPBBPP,1-3-1
BBPPBP,BPPPB,PPBPBB,1-3-1
PPBBBB,PBBBP,BPBBBP,1-3-1
PBBBPB,PBBBP,BBPPPP,1-3-1
BBPPBB,PBBBP,BBBBBP,1-3-1
PPBBPP,BPPPB,PPPPBB,1-3-1
PPPBPP,BPPPB,PPPBBP,1-3-1
BPPPPP,BPPPB,PPPPBB,1-3-1
PBPPPP,BBBPBBB,PBPBPB,3-1-3
BPBPBP,BPPPB,PBBPBB,1-3-1
PBBPPB,PBBBP,BBPPBB,1-3-1
PPPPBB,PPPBPPP,BBBPBP,3-1-3
PPPBPP,BPPPB,PPPBPP,1-3-1
PBPPPP,BBBPBBB,PBPBBB,3-1-3
PBPBPP,BPPPB,PPPPBB,1-3-1
PBPBPP,BPPPB,PPPPBB,1-3-1
PPBBBB,PBBBP,BPBBPB,1-3-1
BBBBPP,BPPPB,PBBPPB,1-3-1
PPPBBP,BPPPB,PPPPBB,1-3-1
PPPBBP,BPPPB,PPPPBB,1-3-1
PPBBPB,PBBBP,BBBPPP,1-3-1
BPBPBP,BPPPB,PBPBBB,1-3-1
BBBBPP,BPPPB,PPPBPP,1-3-1
BBBPBP,BPPPB,PBBBPP,1-3-1
PBBBPB,PBBBP,BBBBBB,1-3-1
BPBBBP,BBBPBBB,PBBPPP,3-1-3
PPBBBB,PBBBP,BBPBBP,1-3-1
BPPPPB,PBBBP,BBPPPB,1-3-1
BBBBPB,PBBBP,BBPPPB,1-3-1
PPBBBB,PBBBP,BBBPBB,1-3-1
PPBPBP,BPPPB,PPPPBP,1-3-1
BBBBBB,PPPBPPP,BBBPPB,3-1-3
BBBBBB,PPPBPPP,BBBPPB,3-1-3
BPPPPP,BPPPB,PPPPBP,1-3-1
PBPPPP,BPPPB,PPBPPP,1-3-1
PBBBPP,BPPPB,PBBBPB,1-3-1
BPPPPB,PBBBP,BBPPBB,1-3-1
BBPPBP,BPPPB,PPBBBB,1-3-1
PPBBBB,PBBBP,BBPPPB,1-3-1
BBPPBP,BPPPB,PPBBBB,1-3-1
PPBBBB,PBBBP,BBPPPB,1-3-1
BPBBPP,BBBPBBB,PPPBBP,3-1-3
BBBBBB,PBBBP,BBBBBB,1-3-1
PBBBPP,BPPPB,PBPBBB,1-3-1
PBBBPP,BPPPB,PBPBBB,1-3-1
PPBPPB,PBBBP,BPBPPP,1-3-1
PBPBBP,BPPPB,PPBBPB,1-3-1
PPBBPB,PBBBP,BBPPBB,1-3-1
BPPBPP,BPPPB,PPBBBP,1-3-1
BPBBPP,BPPPB,PBBPPB,1-3-1
BPPBPP,BPPPB,PBPPPP,1-3-1
PPBBPB,PBBBP,BBBPPP,1-3-1
BBPPPB,PBBBP,BPPBPP,1-3-1
BBPPBP,BPPPB,PBPBPB,1-3-1
PBBBBP,BPPPB,PPBPBB,1-3-1
PPPBPP,BPPPB,PPBBBP,1-3-1
PBBPBB,PBBBP,BBBBPB,1-3-1
PBBPBB,PBBBP,BBBBPB,1-3-1
BBBPPB,PBBBP,BPBPPP,1-3-1
PBPPPP,BPPPB,PBPPPB,1-3-1
BPPPBP,BPPPB,PPPBBP,1-3-1
BPBPPP,BBBPBBB,PBPBBB,3-1-3
PBBBPB,PBBBP,BPBPPB,1-3-1
PPBBBB,PBBBP,BBPBBP,1-3-1
BBBBBB,PBBBP,BPBPPP,1-3-1
BBBPBP,BPPPB,PBBPBB,1-3-1
PBBPBP,BPPPB,PPBBBP,1-3-1
PPPPPB,PBBBP,BPBPBP,1-3-1
BBBPBB,PBBBP,BBPBBP,1-3-1
BBBPBB,PBBBP,BPPPPP,1-3-1
PPBPBB,PBBBP,BBBBBB,1-3-1
BBBBBB,PBBBP,BPBBBB,1-3-1
BBPPPP,BPPPB,PPBBBP,1-3-1
PPBPBP,BPPPB,PBBBBP,1-3-1
BPBPBP,BPPPB,PBPBPB,1-3-1
PBPBPB,PBBBP,BBBBPB,1-3-1
BPBBPB,PBBBP,BBPBPB,1-3-1
PBBPBP,BPPPB,PPBBPB,1-3-1
PBBBBP,BPPPB,PBPPPP,1-3-1
BBPPPP,BPPPB,PPPBPP,1-3-1
PPPPBB,PBBBP,BPPBBP,1-3-1
BPPPBB,PBBBP,BPPPPB,1-3-1
PBBPPB,PBBBP,BPBPBB,1-3-1
PBBBBB,PPPBPPP,BPPPBP,3-1-3
BPBPBB,PBBBP,BBPPPP,1-3-1
BBBPPB,PBBBP,BBBPPB,1-3-1
BPPBPP,BPPPB,PPBPBB,1-3-1
BBBBPP,BPPPB,PPBBBB,1-3-1
BBBPPP,BBBPBBB,PPPPPP,3-1-3
PBBBPB,PBBBP,BBBPPP,1-3-1
PPPBPP,BPPPB,PBBPBP,1-3-1
PPPPPP,BPPPB,PBPPBP,1-3-1
PPPBPB,PBBBP,BBBPBB,1-3-1
BBBBBB,PBBBP,BBBPPB,1-3-1
BBPPPB,PBBBP,BPPBBB,1-3-1
BBBBBB,PBBBP,BBPPBP,1-3-1
PPBPBB,PBBBP,BBBPBP,1-3-1
PBBBPP,BBBPBBB,PBPBPP,3-1-3
BBPPPP,BPPPB,PBBBBB,1-3-1
BPPPPP,BBBPBBB,PPPPBP,3-1-3
BPPPPB,PBBBP,BPBPPB,1-3-1
PPBPPP,BBBPBBB,PPPPBB,3-1-3
PPPPBP,BPPPB,PPBBBB,1-3-1
PBPPBB,PBBBP,BBPBBB,1-3-1
PBPPBB,PBBBP,BPBPPP,1-3-1
BBBPBP,BPPPB,PBPPPB,1-3-1
BBBPBP,BPPPB,PBPBPP,1-3-1
PBPPPP,BBBPBBB,PBBPPB,3-1-3
BBPPBP,BPPPB,PBBPBP,1-3-1
BPBPPB,PBBBP,BBBBBB,1-3-1
BPBBPB,PBBBP,BBPPPP,1-3-1
PBPBBP,BPPPB,PBBBPP,1-3-1
BPPPPP,BPPPB,PBBBBP,1-3-1
PPPPBB,PBBBP,BPPBBP,1-3-1
PPPPPP,BPPPB,PPBBPP,1-3-1
PPBBPP,BBBPBBB,PBPBBB,3-1-3
PBBBPP,BPPPB,PPBPBB,1-3-1
BBPBPP,BPPPB,PPPBPB,1-3-1
PPPBPB,PBBBP,BBBPPP,1-3-1
PBBBPP,BBBPBBB,PBPPBP,3-1-3
BBPBPP,BPPPB,PPBBPP,1-3-1
BBBBBP,BPPPB,PPBPBP,1-3-1
PBBBPB,PBBBP,BBBBBP,1-3-1
PBPBPB,PBBBP,BPPPBB,1-3-1
BBPBBP,BPPPB,PPBBPP,1-3-1
PPPPPP,BPPPB,PPBBBB,1-3-1
PPBBPP,BBBPBBB,PBBPPB,3-1-3
BPBPPB,PBBBP,BBBBBP,1-3-1
BPPPBP,BPPPB,PPPBBB,1-3-1
BBPBBB,PPPBPPP,BPPPPB,3-1-3
BBPPBB,PBBBP,BBPBPB,1-3-1
BBBPPB,PBBBP,BPBPBP,1-3-1
BPBPBP,BPPPB,PBPBBP,1-3-1
PPPBBP,BPPPB,PPBBBP,1-3-1
PBPPPP,BBBPBBB,PPBBBB,3-1-3
PBBBPP,BBBPBBB,PPBBPB,3-1-3
PPBBBB,PBBBP,BBPBPB,1-3-1
BPPPPP,BPPPB,PPPPPB,1-3-1
PBBBBB,PBBBP,BPPPPP,1-3-1
BBPPBB,PBBBP,BBBBBP,1-3-1
PBBPBB,PBBBP,BPPPPB,1-3-1
PBPBBP,BPPPB,PBPBBP,1-3-1
PPPPPB,PBBBP,BBPPBB,1-3-1
PPPPPB,PBBBP,BPPPPP,1-3-1
BPBPPB,PBBBP,BBBBPB,1-3-1
BBPBPB,PBBBP,BBBPBP,1-3-1
PBBPBB,PPPBPPP,BBBPBB,3-1-3
PPPBBP,BPPPB,PBBPPB,1-3-1
BBBPPB,PBBBP,BBBBPB,1-3-1
BPPBBB,PPPBPPP,BPPPPB,3-1-3
BBBPPB,PBBBP,BPPBPP,1-3-1
BPPBPP,BPPPB,PPBBBB,1-3-1
BBPBPB,PBBBP,BBPBBB,1-3-1
BPPPPP,BPPPB,PBPPBB,1-3-1
PBBPBB,PBBBP,BPPPPP,1-3-1
PBBBBB,PBBBP,BPPPBB,1-3-1
BBPPBP,BPPPB,PPBPPB,1-3-1
PBBPPP,BBBPBBB,PPPPPB,3-1-3
PPPPBB,PBBBP,BBPBPB,1-3-1
PBBBBB,PBBBP,BBPPBP,1-3-1
PPBPBP,BPPPB,PBBPBB,1-3-1
PBPBBB,PPPBPPP,BBBBPB,3-1-3
PPBBPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BPBBPP,1-3-1
BBPPPP,BPPPB,PPBBPP,1-3-1
BPBPPB,PBBBP,BBBPPB,1-3-1
BBBBPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPPPP,1-3-1
PBPPBB,PBBBP,BBPBPB,1-3-1
PPPBPB,PBBBP,BBBPBB,1-3-1
PPPPPP,BPPPB,PBBBBB,1-3-1
PPPPPP,BPPPB,PBBBBB,1-3-1
PBPBBP,BPPPB,PPBBBB,1-3-1
PPPPBB,PBBBP,BPPPPB,1-3-1
BPBBBB,PBBBP,BPPPPB,1-3-1
BBPBBP,BPPPB,PPBBBB,1-3-1
BPPPBB,PBBBP,BBPBPB,1-3-1
BBPBPB,PBBBP,BBBBBP,1-3-1
BBBPBP,BPPPB,PPPBPP,1-3-1
BBBBBB,PBBBP,BBBBPP,1-3-1
BPBPBB,PBBBP,BPBBBB,1-3-1
PPBBBB,PBBBP,BBPPBP,1-3-1
BBBBPB,PBBBP,BBBBBB,1-3-1
PBBPPB,PBBBP,BBPBPB,1-3-1
BPPBBP,BPPPB,PPPPPB,1-3-1
PBBPPB,PBBBP,BPPBBB,1-3-1
PBBBBB,PPPBPPP,BBPPBB,3-1-3
PBBBPP,BPPPB,PPBBPB,1-3-1
PPPPBB,PBBBP,BPPBBB,1-3-1
BBBBPP,BBBPBBB,PPBPBP,3-1-3
PPPPBB,PBBBP,BPPBBB,1-3-1
BBBBPP,BBBPBBB,PPBPBP,3-1-3
BPBPBB,PPPBPPP,BPBPBB,3-1-3
PPPBPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPPBB,1-3-1
BPBBPB,PBBBP,BBBPBB,1-3-1
BPBBBP,BBBPBBB,PPPBBP,3-1-3
BBPBPP,BPPPB,PPBPBP,1-3-1
BBBBBP,BPPPB,PBBPPB,1-3-1
PBPPBB,PBBBP,BPPPPB,1-3-1
PPBPBB,PPPBPPP,BBPBPP,3-1-3
PBBBPB,PBBBP,BPPBPP,1-3-1
BPPPPP,BBBPBBB,PPPBBP,3-1-3
BPBPBB,PBBBP,BBBBPP,1-3-1
PPBBBB,PPPBPPP,BPPBPP,3-1-3
PPBBBB,PPPBPPP,BPPBPP,3-1-3
BPPPBP,BPPPB,PBPPPP,1-3-1
PPPPBP,BPPPB,PPBPBB,1-3-1
BBBBBP,BPPPB,PPPPPP,1-3-1
PBPBBP,BPPPB,PPPPPP,1-3-1
PPBBBP,BPPPB,PPPBBB,1-3-1
PPPPBB,PBBBP,BPPPBB,1-3-1
BBPPPP,BPPPB,PPPBBP,1-3-1
PPBBBP,BPPPB,PBBPPP,1-3-1
BBPBPP,BPPPB,PBPBPP,1-3-1
PBBBBP,BPPPB,PBPBBB,1-3-1
BPPPBB,PBBBP,BPBPPB,1-3-1
PPPBBP,BPPPB,PPPPPP,1-3-1
BBPBPP,BPPPB,PPBPBB,1-3-1
BBPPBP,BPPPB,PBPPBP,1-3-1
PBBBPP,BBBPBBB,PPPPPB,3-1-3
BBBPBB,PBBBP,BPBPPB,1-3-1
BPBPPB,PBBBP,BBBPPB,1-3-1
BPBBPB,PBBBP,BPPPPB,1-3-1
PPPBPP,BPPPB,PPBBBB,1-3-1
BPPBPB,PBBBP,BBBPPB,1-3-1
PBBBBP,BPPPB,PPBPPP,1-3-1
PPPBPP,BPPPB,PPPBBB,1-3-1
PPBBBB,PBBBP,BBBBPB,1-3-1
PPBBBB,PBBBP,BBBBPB,1-3-1
BBPPBB,PBBBP,BBBPBP,1-3-1
PBPPBB,PBBBP,BBBPPB,1-3-1
BBPPBB,PBBBP,BBBPBP,1-3-1
PBPPBB,PBBBP,BBBPPB,1-3-1
PPBPPB,PBBBP,BBPBBB,1-3-1
BPPPPP,BPPPB,PPBBPB,1-3-1
BPBBPP,BPPPB,PBBPBB,1-3-1
BPPPPB,PBBBP,BBPPPB,1-3-1
BBBBBP,BPPPB,PBPPPP,1-3-1
BBBPBP,BPPPB,PPBBBP,1-3-1
BBBPBP,BPPPB,PPBBBP,1-3-1
PBBBPP,BPPPB,PPBPBB,1-3-1
PBPPBB,PBBBP,BPBPBP,1-3-1
PBBPBP,BPPPB,PPBBPP,1-3-1
PPBBBP,BPPPB,PBPPBB,1-3-1
BPBPBB,PBBBP,BBBBPP,1-3-1
PBPBBP,BPPPB,PPPBPB,1-3-1
BBPBBP,BPPPB,PBPPBB,1-3-1
BBPPPB,PBBBP,BBBBBB,1-3-1
PBBBBP,BPPPB,PBBPBB,1-3-1
BBPPPP,BBBPBBB,PBPBBP,3-1-3
BPBPBB,PBBBP,BPBPBP,1-3-1
BPPBPB,PBBBP,BPBBPP,1-3-1
BPPBPB,PBBBP,BBPPPP,1-3-1
PBBBPP,BPPPB,PBBBBB,1-3-1
BBPBBP,BPPPB,PPPBBP,1-3-1
PPBBPB,PBBBP,BBBBPP,1-3-1
PPBBBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBBPPP,1-3-1
BPBPBB,PBBBP,BBBBBB,1-3-1
BPBBPP,BPPPB,PPBPBP,1-3-1
BPBBPP,BBBPBBB,PPBPBP,3-1-3
BBPPPP,BPPPB,PPBBPP,1-3-1
BPPPPP,BPPPB,PPPPBP,1-3-1
PPPPPB,PBBBP,BPPPPP,1-3-1
PBBPPB,PBBBP,BBPPBB,1-3-1
PBBPPB,PBBBP,BBPPBB,1-3-1
BPBBPP,BBBPBBB,PPBBPB,3-1-3
BPBBPB,PBBBP,BBPPBB,1-3-1
PPPPPP,BBBPBBB,PPBPBB,3-1-3
PPPPPP,BBBPBBB,PPBPBB,3-1-3
BBPBBP,BPPPB,PPPPBP,1-3-1
PBPBBP,BPPPB,PPBPBP,1-3-1
BPPBPB,PBBBP,BPPPPB,1-3-1
PBBBBP,BPPPB,PBPBBB,1-3-1
PPPBPB,PBBBP,BBBPBB,1-3-1
BPBBBP,BBBPBBB,PPPPBB,3-1-3
BPPBPB,PBBBP,BPBPBB,1-3-1
PPPPBB,PPPBPPP,BPPPBB,3-1-3
PBBBBB,PBBBP,BBPBBB,1-3-1
BBBBPB,PBBBP,BPBPBP,1-3-1
BPPPBB,PBBBP,BPPBPB,1-3-1
BPBPBP,BPPPB,PPPPPP,1-3-1
BBBPBB,PBBBP,BBBPBB,1-3-1
PBPBPP,BBBPBBB,PPPPBP,3-1-3
PPPPBB,PBBBP,BPPPPB,1-3-1
PPBPBB,PBBBP,BBPBPP,1-3-1
BBPBBP,BPPPB,PPBPPP,1-3-1
PPBPBB,PBBBP,BBPBPP,1-3-1
BBPBBP,BPPPB,PPBPPP,1-3-1
BPBPBP,BPPPB,PPPPBP,1-3-1
BPBPBP,BPPPB,PPPPBP,1-3-1
PPPPPP,BPPPB,PBBBPB,1-3-1
PBPPPB,PBBBP,BBPBPP,1-3-1
BBPBBP,BPPPB,PPBBBP,1-3-1
BBBPBP,BPPPB,PBBPBP,1-3-1
BPBBPB,PBBBP,BBPPBB,1-3-1
BBBPBP,BPPPB,PBBPBP,1-3-1
BPBBPB,PBBBP,BBPPBB,1-3-1
BPPPBB,PBBBP,BBBBPP,1-3-1
PPPBBP,BPPPB,PBBBBB,1-3-1
BBPPPB,PBBBP,BBBBBP,1-3-1
PBBBBB,PPPBPPP,BBBPBP,3-1-3
BBPPPP,BPPPB,PPBBPP,1-3-1
PPBPPP,BBBPBBB,PPPPBP,3-1-3
PPPBPP,BPPPB,PPBPPB,1-3-1
PPBPPB,PBBBP,BBPBBB,1-3-1
PPPPPB,PBBBP,BPPPPB,1-3-1
BBPPPP,BBBPBBB,PPPPBB,3-1-3
BBPPPP,BBBPBBB,PPPPBB,3-1-3
BPPBPP,BBBPBBB,PBPPPB,3-1-3
BBBPPB,PBBBP,BBBBPP,1-3-1
BBBPPB,PBBBP,BBBBPP,1-3-1
BBBPPB,PBBBP,BBBBPP,1-3-1
PBBBBB,PBBBP,BBBBBB,1-3-1
BBPPBB,PBBBP,BPPBBP,1-3-1
BBBPBB,PBBBP,BBPPBP,1-3-1
BPPPPB,PBBBP,BBPBPP,1-3-1
PPBBPP,BPPPB,PPPPBP,1-3-1
BBPPPP,BPPPB,PPBBPB,1-3-1
BPPBPP,BBBPBBB,PBPPBB,3-1-3
BBBPPB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PPPBBP,1-3-1
PBPBBP,BPPPB,PPPPBB,1-3-1
PBBPPB,PBBBP,BPBPPB,1-3-1
PPPBPB,PBBBP,BBBPBP,1-3-1
PBBPPB,PBBBP,BBPPPP,1-3-1
PBBBPP,BPPPB,PPBPBB,1-3-1
PBBPBB,PBBBP,BPPBBP,1-3-1
BBBPBB,PPPBPPP,BBBBBB,3-1-3
BBBBBB,PBBBP,BBPPBB,1-3-1
BPPBPB,PBBBP,BBBBBB,1-3-1
BPPBPB,PBBBP,BBBBBB,1-3-1
BBPBBP,BPPPB,PPPBPP,1-3-1
BBPPBP,BPPPB,PPPBBP,1-3-1
PPBBBB,PPPBPPP,BPPPPP,3-1-3
PPPPPP,BPPPB,PPPPPP,1-3-1
BPBPBP,BPPPB,PBBBBB,1-3-1
PBPPBP,BPPPB,PPPBPP,1-3-1
BBBBBB,PBBBP,BPBBPP,1-3-1
BBPPBP,BPPPB,PPPPPP,1-3-1
BBBBPP,BBBPBBB,PBPPBP,3-1-3
PBBBPP,BPPPB,PBBPBP,1-3-1
PBBBPP,BPPPB,PPBPBB,1-3-1
BBBBBP,BPPPB,PPBBBP,1-3-1
PBBBPP,BPPPB,PBBBPB,1-3-1
PBBBPP,BPPPB,PPBBPP,1-3-1
PBBPBB,PPPBPPP,BBPBPP,3-1-3
BBBPBB,PBBBP,BBBPBP,1-3-1
PBBPBP,BPPPB,PPBPBB,1-3-1
PPBBBB,PBBBP,BBPPPB,1-3-1
BBBBPB,PBBBP,BBPPBP,1-3-1
BBPPPP,BPPPB,PPPBPB,1-3-1
PBBBPP,BPPPB,PPPPBB,1-3-1
PPPPBP,BPPPB,PBPBPP,1-3-1
PPPPBP,BPPPB,PBPBPP,1-3-1
PPPPBP,BPPPB,PBPBPP,1-3-1
BPBBPP,BPPPB,PPBPPP,1-3-1
PBBPPB,PBBBP,BPBBPP,1-3-1
BBPPPB,PBBBP,BPPBPP,1-3-1
PBPPBB,PBBBP,BBPPPP,1-3-1
BPPPPP,BPPPB,PBBPBP,1-3-1
BPPPPP,BPPPB,PBBPBP,1-3-1
BPPPBB,PBBBP,BBBBBP,1-3-1
PBPPBB,PBBBP,BBBBBB,1-3-1
PBPBPB,PBBBP,BPPPPB,1-3-1
PPBBBB,PBBBP,BPPBBB,1-3-1
PPBPBB,PBBBP,BPBPPP,1-3-1
PBPPPP,BPPPB,PPBBPB,1-3-1
BBBPPB,PBBBP,BPPBPP,1-3-1
BPPBBP,BPPPB,PBBBBP,1-3-1
PBBBBB,PBBBP,BBBPPB,1-3-1
PPPPPB,PBBBP,BPBBPP,1-3-1
PPBPBB,PBBBP,BPPBPP,1-3-1
BBPBPP,BPPPB,PPBPBB,1-3-1
PPBPBB,PBBBP,BPPBPP,1-3-1
BBPBPP,BPPPB,PPBPBB,1-3-1
PBPPPP,BPPPB,PPPBPP,1-3-1
PBBBPP,BPPPB,PPPBPB,1-3-1
PBBBPP,BPPPB,PPPBPB,1-3-1
PBPBPB,PBBBP,BPPBBP,1-3-1
BPPPBP,BPPPB,PPBPPB,1-3-1
PPBBBB,PBBBP,BPBBBB,1-3-1
PPPBPP,BBBPBBB,PPPPPP,3-1-3
PBBBPP,BPPPB,PBBBBB,1-3-1
BPBPBP,BPPPB,PPBBBP,1-3-1
BPBPPB,PBBBP,BPBBPP,1-3-1
BBPPBP,BPPPB,PBBPBP,1-3-1
PBPBBP,BPPPB,PBBBPP,1-3-1
BBPPPP,BPPPB,PBPBPB,1-3-1
BPPBPP,BPPPB,PPPBBB,1-3-1
BPPPBB,PBBBP,BPPBBP,1-3-1
PPBBBP,BPPPB,PBPPBP,1-3-1
BPPBBP,BPPPB,PBBBPP,1-3-1
BBPPPB,PBBBP,BBBBPB,1-3-1
BPPBPP,BPPPB,PPPPPP,1-3-1
BBBBBB,PBBBP,BBBPPP,1-3-1
PBBBBB,PBBBP,BBPPPP,1-3-1
BBPPBB,PPPBPPP,BBPPPP,3-1-3
BBPBPP,BPPPB,PPBBPB,1-3-1
BBPPBB,PBBBP,BPPPBP,1-3-1
BPBBBP,BPPPB,PBBPBB,1-3-1
PBBPPB,PBBBP,BPBPPP,1-3-1
BBPPBB,PPPBPPP,BPBPBB,3-1-3
PPPBPP,BPPPB,PPPBBB,1-3-1
BBBPBB,PPPBPPP,BBBPBP,3-1-3
PBPPBP,BPPPB,PBPBBB,1-3-1
BBPBBB,PPPBPPP,BPBBBP,3-1-3
PBPPPB,PBBBP,BBPBBB,1-3-1
PBBPBB,PBBBP,BBBPPP,1-3-1
PBPBPP,BPPPB,PPPBPB,1-3-1
PPPBPP,BPPPB,PBBPBP,1-3-1
BPBBPB,PBBBP,BPBPBP,1-3-1
BPBBPP,BPPPB,PBBPBB,1-3-1
BPPPBB,PBBBP,BPBPBB,1-3-1
BBBBPB,PBBBP,BPBPPB,1-3-1
PPBBPP,BBBPBBB,PBBPBB,3-1-3
BBPPPB,PBBBP,BPBBBB,1-3-1
PBPPBP,BPPPB,PBPBPP,1-3-1
PPBPBP,BPPPB,PBPPPP,1-3-1
BBPPPP,BBBPBBB,PPPBBB,3-1-3
BBPPPP,BPPPB,PBBBPP,1-3-1
PPBBBB,PBBBP,BPPBPB,1-3-1
