before,three_cut,after,pattern
PPBBPB,PPPBBBBB,BPPBBB,3-1-3-1
BBBBPP,BBBPBBBP,BPPBBB,3-1-3-1
BPBBBB,BBBPPPPP,BPPBPP,3-1-3-1
BBBBBB,BBBPBBBP,BPPBPP,3-1-3-1
BBPBPB,BBBPPPPP,BPPPPP,3-1-3-1
BPPBPP,BBBPPPPP,BBPPPB,3-1-3-1
BPPBBP,BBBPBBBP,PBBBPP,3-1-3-1
PBBBPP,BBBPPPPP,PPBBPP,3-1-3-1
PPPPBB,PPPBBBBB,BPPBPB,3-1-3-1
PBBPPB,PPPBBBBB,PBPPBP,3-1-3-1
PPBBPB,BBBPBBBP,PPPPPB,3-1-3-1
PPPBBP,BBBPBBBP,BBPPBB,3-1-3-1
PPPPPP,BBBPBBBP,PBBPPP,3-1-3-1
BBPPBB,BBBPPPPP,BPBPBB,3-1-3-1
PPBPPB,BBBPBBBP,BBPBPP,3-1-3-1
PBPBBB,BBBPPPPP,BPPBBB,3-1-3-1
PPBBPP,PPPBBBBB,BPPPPP,3-1-3-1
PBPBBP,PPPBBBBB,PBBPBB,3-1-3-1
PBPPBB,BBBPPPPP,BBBBPB,3-1-3-1
BBPPBP,BBBPPPPP,PPPPBB,3-1-3-1
PPBBBB,BBBPBBBP,PPPPPB,3-1-3-1
BBBPBB,PPPBBBBB,PBPBPP,3-1-3-1
PBBPPP,PPPBBBBB,PBBPPB,3-1-3-1
BBBPBP,PPPBBBBB,BBBPPB,3-1-3-1
PBBBPP,BBBPBBBP,BPPPBB,3-1-3-1
BPBPBB,BBBPBBBP,PPBBPP,3-1-3-1
BBPBPB,BBBPPPPP,BPBBPP,3-1-3-1
BPPPPP,BBBPBBBP,PPBBPB,3-1-3-1
BPPBPP,PPPBBBBB,PBBBPB,3-1-3-1
PPPBPP,BBBPPPPP,BBPPBB,3-1-3-1
BPBPBP,PPPBBBBB,BBBBBB,3-1-3-1
BBBBBB,BBBPBBBP,PPPPPB,3-1-3-1
BBPBPB,BBBPBBBP,PPBPBP,3-1-3-1
PPBPPP,PPPBPPPB,BPBPBP,3-1-3-1
BBPPPP,BBBPPPPP,PPBBPB,3-1-3-1
PBPPBB,PPPBPPPB,BPPBPB,3-1-3-1
BBPBBP,PPPBPPPB,PBPBBP,3-1-3-1
PPPBBP,BBBPBBBP,PPBPPP,3-1-3-1
BBPPPB,PPPBPPPB,BPPPPB,3-1-3-1
BPBPPP,BBBPBBBP,BBPPBP,3-1-3-1
PPBBPB,BBBPPPPP,PBPPPP,3-1-3-1
BBBBBP,PPPBPPPB,PPPBPP,3-1-3-1
PPBBBB,BBBPPPPP,PPPPPB,3-1-3-1
BPBBPP,BBBPBBBP,PBPPBB,3-1-3-1
BPPBBB,PPPBBBBB,BPBPPP,3-1-3-1
PPBBPB,BBBPPPPP,BBBBPP,3-1-3-1
BBBPPB,PPPBBBBB,PPBBPP,3-1-3-1
PBBBPB,PPPBBBBB,BBBBBP,3-1-3-1
BBBBBB,BBBPPPPP,BPPBPB,3-1-3-1
PBPBPB,BBBPPPPP,BPPBBB,3-1-3-1
BPPPBB,PPPBBBBB,PBPBPP,3-1-3-1
PBPBBP,BBBPBBBP,BPPPPP,3-1-3-1
BBPPPB,BBBPPPPP,PPPPPB,3-1-3-1
PBPPBP,PPPBBBBB,PPPPPB,3-1-3-1
BBBBPP,PPPBBBBB,BBBPBP,3-1-3-1
PBPBPP,PPPBBBBB,BBPBBP,3-1-3-1
PPPBPP,PPPBPPPB,BPPPPB,3-1-3-1
BPPBPP,BBBPBBBP,BBBBPP,3-1-3-1
BPBBBP,PPPBPPPB,BBBBPB,3-1-3-1
PPBPPB,PPPBPPPB,BPPPPP,3-1-3-1
BBBBPB,BBBPPPPP,PBPBPB,3-1-3-1
BBBPBP,PPPBPPPB,BBPBPB,3-1-3-1
PPPBBP,BBBPPPPP,BBBBBB,3-1-3-1
PPBPBB,PPPBBBBB,BPPPBP,3-1-3-1
BBPPPP,BBBPBBBP,BBPBBP,3-1-3-1
PPPBPB,BBBPPPPP,PPBBBB,3-1-3-1
BPPPPP,PPPBBBBB,PPPBPB,3-1-3-1
PPBPBP,PPPBBBBB,PBBPPP,3-1-3-1
BBPPBP,PPPBPPPB,BBBBBP,3-1-3-1
BBBBBB,PPPBBBBB,PBPBPP,3-1-3-1
PBPBBP,PPPBBBBB,BPBBPP,3-1-3-1
PBPPPB,BBBPBBBP,BBPBBB,3-1-3-1
BBPBBB,PPPBBBBB,PBBPBP,3-1-3-1
BPPBBB,BBBPPPPP,BPPBBB,3-1-3-1
PPBBBP,PPPBBBBB,PBPPPP,3-1-3-1
PBBPBB,PPPBPPPB,BBBBPB,3-1-3-1
BPBBBP,PPPBBBBB,PBBPBP,3-1-3-1
PBBPPP,BBBPBBBP,PPPBBP,3-1-3-1
PBBBPB,BBBPPPPP,PBBPBB,3-1-3-1
BPBPPP,BBBPPPPP,PBBPBB,3-1-3-1
BPBBPP,BBBPPPPP,PPPPPP,3-1-3-1
PBBBBB,PPPBPPPB,PBBBPB,3-1-3-1
PPPBBB,PPPBPPPB,PPPBBB,3-1-3-1
PBPPPB,PPPBBBBB,PPBPPP,3-1-3-1
PPPBBP,BBBPPPPP,PBBPBB,3-1-3-1
BBBBBP,PPPBBBBB,PBBPPB,3-1-3-1
BBPBPB,BBBPBBBP,BBBBBB,3-1-3-1
BBBBPB,BBBPPPPP,BBPPBP,3-1-3-1
BPBPBB,BBBPBBBP,PPPPPB,3-1-3-1
PBBPBB,BBBPPPPP,BBBPPP,3-1-3-1
PPPBBB,PPPBPPPB,BBBBPP,3-1-3-1
BBPBPP,PPPBPPPB,BPBBPB,3-1-3-1
BBPBBP,BBBPPPPP,PBPBPB,3-1-3-1
BPPBPB,BBBPPPPP,BBBPPP,3-1-3-1
BPPPBP,PPPBPPPB,BPBPPP,3-1-3-1
BPBPPB,PPPBPPPB,PBBBPP,3-1-3-1
PPPPBP,BBBPPPPP,BPBPBP,3-1-3-1
BBBBPB,PPPBPPPB,BBPPPP,3-1-3-1
PPPPBB,PPPBBBBB,PBPBBB,3-1-3-1
PPBPPP,PPPBBBBB,PBPPBP,3-1-3-1
BBBPBB,PPPBBBBB,PBBBBP,3-1-3-1
BBPBBP,PPPBPPPB,PPPPBB,3-1-3-1
BPBBBB,BBBPPPPP,PBBBPB,3-1-3-1
PBPPBP,PPPBBBBB,PPBBBP,3-1-3-1
BBPBBP,BBBPPPPP,BPPBPP,3-1-3-1
PPPBPP,BBBPBBBP,PBPPBP,3-1-3-1
PPBPBP,PPPBBBBB,BPBPBB,3-1-3-1
BPBBBB,BBBPBBBP,PPPPBB,3-1-3-1
BPPBBP,PPPBBBBB,BPPBPP,3-1-3-1
BPPBBP,PPPBBBBB,BPPBPP,3-1-3-1
BBBPPB,BBBPBBBP,BPBBBP,3-1-3-1
PPPBPP,BBBPBBBP,BPBPPB,3-1-3-1
PBPBBP,BBBPBBBP,PBBBBB,3-1-3-1
PBPPBB,PPPBPPPB,PPBBPB,3-1-3-1
PBBPBP,PPPBBBBB,PBBPPP,3-1-3-1
BBPBBP,PPPBPPPB,BBBPPP,3-1-3-1
BPBBPB,PPPBBBBB,BPBBBP,3-1-3-1
PPPBPB,BBBPPPPP,PBBBBP,3-1-3-1
PBBPBP,PPPBBBBB,PBBPPP,3-1-3-1
PBPPPP,BBBPPPPP,BPPBPB,3-1-3-1
BBBPPB,PPPBBBBB,BBBPPP,3-1-3-1
PBBBBB,BBBPPPPP,PBBPPB,3-1-3-1
BBPPBP,PPPBPPPB,PPBBBP,3-1-3-1
BBPPBP,BBBPBBBP,PPBPBP,3-1-3-1
BBBBBB,PPPBPPPB,BPBBBB,3-1-3-1
BBPPBP,BBBPBBBP,BPBBBB,3-1-3-1
BPBPPB,PPPBPPPB,PPPBPP,3-1-3-1
PBPBPB,BBBPBBBP,PPPPPB,3-1-3-1
BPBBPB,BBBPBBBP,PBBPBP,3-1-3-1
BBBPBP,PPPBBBBB,PPBBBB,3-1-3-1
BPBBBP,PPPBPPPB,PBBBPP,3-1-3-1
BPPPBP,BBBPPPPP,PPBBBP,3-1-3-1
PBBPPB,BBBPPPPP,BPBBPP,3-1-3-1
PBPBPB,BBBPBBBP,PPBBPB,3-1-3-1
PBPBBB,PPPBBBBB,PBBBPP,3-1-3-1
BBPBPB,PPPBPPPB,BBPBPB,3-1-3-1
PBPBPB,PPPBPPPB,BBPBBP,3-1-3-1
BBBPBP,BBBPPPPP,PPPBBP,3-1-3-1
BBBPBP,PPPBBBBB,PPBPBB,3-1-3-1
BBPPBP,BBBPBBBP,PBPBBP,3-1-3-1
BPBPPB,PPPBPPPB,PBBBPB,3-1-3-1
PBBBPB,PPPBBBBB,PBPBPB,3-1-3-1
BPPBBB,PPPBBBBB,BBPBBP,3-1-3-1
BBPBBP,BBBPPPPP,PBBBPP,3-1-3-1
BPBBPB,PPPBPPPB,PPPPPB,3-1-3-1
PPPBPB,BBBPBBBP,PBPPBP,3-1-3-1
BPBBBP,PPPBBBBB,PBBBPP,3-1-3-1
BBPBBB,PPPBPPPB,PPBBPB,3-1-3-1
BBPBPP,PPPBPPPB,BBBBBP,3-1-3-1
BBBBBP,PPPBBBBB,BBBBPB,3-1-3-1
PBPBPP,PPPBBBBB,PBBPBP,3-1-3-1
BPBPPP,BBBPBBBP,PPBBPP,3-1-3-1
PBBPBB,BBBPBBBP,PPBBBP,3-1-3-1
PPBPBB,BBBPPPPP,BPBPPP,3-1-3-1
BPBPPB,BBBPBBBP,PPPBPB,3-1-3-1
PPPPBP,BBBPBBBP,BBBBBP,3-1-3-1
PBBBPP,BBBPBBBP,PBPPPP,3-1-3-1
PPBPPP,PPPBPPPB,PPPBBP,3-1-3-1
PPPBBB,PPPBBBBB,PBPBPB,3-1-3-1
BPPBPP,BBBPBBBP,PPPPBP,3-1-3-1
BPBPBB,PPPBPPPB,PPPPBB,3-1-3-1
PBPPPP,BBBPBBBP,BBBPPP,3-1-3-1
BPBBBP,BBBPPPPP,BPBBBB,3-1-3-1
BBBBPB,PPPBBBBB,PBBBBP,3-1-3-1
BPPPBP,PPPBPPPB,BPPPBB,3-1-3-1
BPPBBB,BBBPBBBP,BPPBPB,3-1-3-1
BBPBBP,BBBPPPPP,PPBBBB,3-1-3-1
BBPBPB,BBBPPPPP,BBPBBP,3-1-3-1
PBBPPB,BBBPPPPP,BBPBPP,3-1-3-1
BPPPPP,PPPBBBBB,PBBBBP,3-1-3-1
PBPBBP,PPPBPPPB,PPPBBB,3-1-3-1
BPPBBP,PPPBPPPB,BPPPBP,3-1-3-1
PBPPBB,PPPBPPPB,PBPBPP,3-1-3-1
PBPBPB,PPPBPPPB,BBBPBP,3-1-3-1
BBPBBB,BBBPPPPP,PPPPPP,3-1-3-1
BPBPPP,PPPBPPPB,BPBBBP,3-1-3-1
PPBPPP,PPPBPPPB,PBPBBP,3-1-3-1
BPBPPB,BBBPPPPP,BPBPBP,3-1-3-1
PPPPPP,PPPBBBBB,BBBPPB,3-1-3-1
BPPBPB,BBBPPPPP,BBBPPB,3-1-3-1
BPBBBB,PPPBBBBB,PBBBPP,3-1-3-1
PBPBPB,PPPBPPPB,BBBPPB,3-1-3-1
PBBPBP,PPPBBBBB,BPPPBP,3-1-3-1
PBPBBB,PPPBBBBB,BPBBPP,3-1-3-1
BBBPPP,BBBPBBBP,BBPBPP,3-1-3-1
BBBBBB,PPPBBBBB,BBPPPP,3-1-3-1
BBBPPP,BBBPBBBP,BPBBPB,3-1-3-1
PBPPBP,BBBPPPPP,PPBPBB,3-1-3-1
PBBPPP,BBBPBBBP,BPPBBB,3-1-3-1
PBBPBB,PPPBPPPB,PPBBPB,3-1-3-1
PBPPBB,PPPBPPPB,BPBBBB,3-1-3-1
PBBBPB,BBBPPPPP,PPPBPB,3-1-3-1
BPBPPB,BBBPPPPP,BBPBPB,3-1-3-1
BBBPBP,PPPBBBBB,BBPPBP,3-1-3-1
PPBPPB,BBBPPPPP,BBBBBP,3-1-3-1
BPPPPB,BBBPPPPP,BBBBPP,3-1-3-1
PBPBBB,PPPBPPPB,PPPBBP,3-1-3-1
PBBPPB,PPPBBBBB,PPBPBB,3-1-3-1
BBBPPB,BBBPBBBP,PPPPBP,3-1-3-1
PBBBPP,PPPBPPPB,BPPPPB,3-1-3-1
PPBBPP,BBBPPPPP,PPPBPP,3-1-3-1
BPBPPP,BBBPPPPP,PBPBBB,3-1-3-1
PBBBPB,PPPBPPPB,BBBPBP,3-1-3-1
BBBPBP,PPPBBBBB,BBPBPP,3-1-3-1
BPBBBB,PPPBBBBB,PPBBBP,3-1-3-1
PBPPPP,PPPBPPPB,PBBPPP,3-1-3-1
BBBPPB,PPPBBBBB,BBBPBP,3-1-3-1
PBPBBP,BBBPPPPP,PPBBPB,3-1-3-1
BPPBBB,BBBPPPPP,BBPBBB,3-1-3-1
BBPBPB,BBBPPPPP,BBPPBB,3-1-3-1
PBBPBP,BBBPBBBP,PBBBPB,3-1-3-1
BPPBBP,BBBPPPPP,BPBPBB,3-1-3-1
BPPBBP,BBBPPPPP,BPBPPP,3-1-3-1
PBPPPP,BBBPBBBP,BBBBPP,3-1-3-1
PBBPPB,BBBPPPPP,BPBBBP,3-1-3-1
PBBBBP,PPPBBBBB,PBPBPP,3-1-3-1
PPPBPB,BBBPBBBP,BPPBBB,3-1-3-1
BPBPPB,BBBPBBBP,BPBBPB,3-1-3-1
PBBBBB,BBBPPPPP,PPBBBP,3-1-3-1
BBBPBP,PPPBBBBB,BBPPPB,3-1-3-1
PBBBBB,PPPBPPPB,PBBPBP,3-1-3-1
PPPBPB,BBBPBBBP,BBBPBB,3-1-3-1
BBPBPP,PPPBBBBB,PPPBBB,3-1-3-1
BBPPPB,BBBPPPPP,PBPPBB,3-1-3-1
PBPBBP,PPPBBBBB,PPBPBB,3-1-3-1
BPBBBB,PPPBPPPB,BPBBPP,3-1-3-1
PPBPPP,PPPBBBBB,PBBPPP,3-1-3-1
PBPBBB,BBBPPPPP,BPPPPP,3-1-3-1
BBBPPB,BBBPBBBP,PPBPPB,3-1-3-1
BPBBBB,BBBPBBBP,PPBPPP,3-1-3-1
PPBBPP,BBBPPPPP,PBPBBB,3-1-3-1
PPBBBP,PPPBPPPB,BBPBPB,3-1-3-1
PBBBBB,BBBPPPPP,PPBBPP,3-1-3-1
BPBBPB,BBBPPPPP,BPBBPP,3-1-3-1
BBPBBP,PPPBPPPB,BBPBBP,3-1-3-1
PPBBPB,BBBPPPPP,BPBPBP,3-1-3-1
BPPBPB,PPPBPPPB,BPPBBB,3-1-3-1
PBBBPB,BBBPPPPP,BBBBPP,3-1-3-1
BPPPBB,PPPBPPPB,BPPPBP,3-1-3-1
PPPBBP,PPPBPPPB,PPBPPB,3-1-3-1
BBPPPP,PPPBBBBB,PBBPPP,3-1-3-1
BBPBPP,BBBPBBBP,PPBBBP,3-1-3-1
BBPPBB,BBBPBBBP,PBBBBB,3-1-3-1
PPBBBB,BBBPPPPP,PBBPBP,3-1-3-1
BBPPBP,PPPBBBBB,PPPBPB,3-1-3-1
BBBBBB,BBBPPPPP,BBBPBP,3-1-3-1
PPBPPP,PPPBBBBB,BPBPPB,3-1-3-1
BPPBBP,PPPBBBBB,BPBPPP,3-1-3-1
PPPBBB,PPPBPPPB,PBPPBB,3-1-3-1
PPPPBP,PPPBPPPB,BPBBPP,3-1-3-1
BBPPBB,BBBPBBBP,BPPBBP,3-1-3-1
PPPPBB,PPPBPPPB,PPBBPB,3-1-3-1
PBBPBP,BBBPPPPP,PBPBBB,3-1-3-1
PBPBBB,BBBPBBBP,BPBPPB,3-1-3-1
PPBPBB,PPPBBBBB,BBBPPP,3-1-3-1
BPBBPB,BBBPBBBP,PPBPBP,3-1-3-1
PPPBPP,BBBPBBBP,BPPBBP,3-1-3-1
PPPPBB,PPPBBBBB,PPPPBP,3-1-3-1
BBPBBB,BBBPBBBP,PBPPPB,3-1-3-1
BBPPPP,BBBPPPPP,BBBPBB,3-1-3-1
BPPBBP,BBBPBBBP,BBBPBP,3-1-3-1
BPBPBP,PPPBBBBB,PBPPPP,3-1-3-1
PBBBBB,BBBPBBBP,BBPPPP,3-1-3-1
PPBPBB,BBBPPPPP,PPBBPB,3-1-3-1
BPPBBP,BBBPPPPP,BPBBBB,3-1-3-1
BBPBPB,PPPBPPPB,PBBPBP,3-1-3-1
BPBBPP,PPPBBBBB,BPBPPB,3-1-3-1
PBBPBB,PPPBPPPB,PPPBBB,3-1-3-1
PPPBBB,PPPBBBBB,PPBPPB,3-1-3-1
BBPBPB,PPPBPPPB,PBPBBP,3-1-3-1
BPPPPP,PPPBPPPB,BPPBPP,3-1-3-1
PBBBBP,PPPBPPPB,BBBPBP,3-1-3-1
PPBBBB,PPPBPPPB,BBPPPB,3-1-3-1
BPPBPB,BBBPPPPP,BPPBBB,3-1-3-1
PBBBBB,PPPBBBBB,BPBPBB,3-1-3-1
PPPBPB,PPPBBBBB,PBBPPB,3-1-3-1
PBPPBP,BBBPBBBP,BBBPBB,3-1-3-1
PBPBPP,BBBPPPPP,BPPBPP,3-1-3-1
BBPPPP,BBBPPPPP,BPPBBP,3-1-3-1
PBBPPB,BBBPBBBP,BPPPPB,3-1-3-1
BBPBPB,BBBPBBBP,PPPPPP,3-1-3-1
BBBPBB,PPPBBBBB,PBBBPB,3-1-3-1
PPBBPP,PPPBPPPB,BBPPPB,3-1-3-1
BBPBPB,BBBPPPPP,BPPBBB,3-1-3-1
PBPPBB,PPPBBBBB,BBPBPP,3-1-3-1
BBBBPB,PPPBPPPB,BBBBPP,3-1-3-1
BPPPBB,BBBPPPPP,PPPBBB,3-1-3-1
BBPPBB,PPPBPPPB,BBPPBB,3-1-3-1
PBPBBP,PPPBBBBB,PBPBBB,3-1-3-1
BPPBPP,PPPBBBBB,BBPPPP,3-1-3-1
BBPBPB,PPPBBBBB,PPPBPP,3-1-3-1
BBBBPP,BBBPPPPP,BBBBBP,3-1-3-1
PBPPBP,PPPBBBBB,BBPPBP,3-1-3-1
BBPBPB,BBBPBBBP,PBBBPP,3-1-3-1
PBBBBB,PPPBPPPB,PPBPPP,3-1-3-1
BBPPPB,BBBPBBBP,BBBPPB,3-1-3-1
BBBPBB,BBBPPPPP,PBBBPB,3-1-3-1
BBBBBB,PPPBPPPB,PBBBPP,3-1-3-1
PBBBBB,BBBPPPPP,PBBBBB,3-1-3-1
BBPBBP,PPPBPPPB,BPBPPB,3-1-3-1
BBPPBP,PPPBBBBB,PBPBBB,3-1-3-1
BPBPPP,BBBPBBBP,BBBBPB,3-1-3-1
PPBBPB,PPPBPPPB,BBBPBB,3-1-3-1
BBBBPP,BBBPPPPP,PBBPPP,3-1-3-1
PPPBBP,PPPBBBBB,BPBPPP,3-1-3-1
PBPPBB,PPPBPPPB,PPPPBB,3-1-3-1
PPBBBP,PPPBBBBB,PPPPBB,3-1-3-1
PPBBPB,BBBPPPPP,BPBBPP,3-1-3-1
PBPBBP,PPPBPPPB,PPPPPP,3-1-3-1
BPPPBB,PPPBPPPB,PBPBPP,3-1-3-1
BBBPBB,BBBPBBBP,PPBPBB,3-1-3-1
PPBBPP,PPPBBBBB,BPBBPP,3-1-3-1
PPPPBP,BBBPPPPP,PBPPBB,3-1-3-1
BPPBPP,PPPBPPPB,BPPPBB,3-1-3-1
PPBBBP,PPPBBBBB,BPBBBP,3-1-3-1
PBPPBB,PPPBBBBB,PBBPPB,3-1-3-1
PBPPBB,BBBPPPPP,BPBPPB,3-1-3-1
PBPBPB,BBBPBBBP,BBBBPP,3-1-3-1
PPBPPB,PPPBPPPB,BPPBPB,3-1-3-1
BBPBBB,PPPBBBBB,BBPBPP,3-1-3-1
BPBPPP,PPPBPPPB,PBPPPB,3-1-3-1
BPPPBP,PPPBBBBB,BBPBPB,3-1-3-1
BPBBBP,PPPBBBBB,BPPBPP,3-1-3-1
BPPBBB,PPPBBBBB,BPBPBP,3-1-3-1
BPBPPP,PPPBBBBB,BBPBPB,3-1-3-1
BBBBPB,BBBPPPPP,PBPPBB,3-1-3-1
BPPPPP,PPPBBBBB,PPBBPB,3-1-3-1
PPBPPB,PPPBPPPB,PBPPPB,3-1-3-1
BBBPBP,BBBPPPPP,BBBBBB,3-1-3-1
BBPBBP,PPPBPPPB,PBPPPP,3-1-3-1
BPPBPB,BBBPBBBP,BPBBPB,3-1-3-1
PPPBBB,PPPBBBBB,PBBBPP,3-1-3-1
BBBBPB,BBBPPPPP,PPPBPB,3-1-3-1
BPPBBP,PPPBBBBB,PBBPBP,3-1-3-1
BPBPBP,PPPBBBBB,PPBBPP,3-1-3-1
BBPBPP,BBBPBBBP,PBPBPP,3-1-3-1
BPPBBB,PPPBPPPB,PBBPPB,3-1-3-1
BPBPBB,PPPBBBBB,BPBPBP,3-1-3-1
BBBPPP,BBBPBBBP,BPBBPB,3-1-3-1
BPBPPB,BBBPPPPP,BPPPPP,3-1-3-1
PPBBBB,PPPBBBBB,BPBBPP,3-1-3-1
PBPPBP,PPPBPPPB,BPPBPB,3-1-3-1
BBPPBP,BBBPPPPP,PPPBPP,3-1-3-1
BPPBBP,BBBPPPPP,PBPPBB,3-1-3-1
BBBPBP,PPPBBBBB,PBBBPP,3-1-3-1
BPBPPP,PPPBBBBB,BPPPPB,3-1-3-1
BBBPBB,BBBPPPPP,BBBBBB,3-1-3-1
PBBPBP,BBBPPPPP,PPPBBP,3-1-3-1
PBPPBB,PPPBPPPB,PBBPPP,3-1-3-1
PBBBBB,BBBPBBBP,BPPPBP,3-1-3-1
PBBBPB,PPPBPPPB,BPPBBB,3-1-3-1
PBBBPP,BBBPBBBP,PBPBBB,3-1-3-1
PBPBBB,BBBPBBBP,BBPPPP,3-1-3-1
BBPBBP,PPPBBBBB,PBPPBB,3-1-3-1
BPBPPP,PPPBPPPB,PBPBBP,3-1-3-1
PBPPPP,PPPBBBBB,PBBBBP,3-1-3-1
PBBPBP,BBBPPPPP,BPBBPP,3-1-3-1
BBBPPB,BBBPPPPP,PBBBBB,3-1-3-1
PBBPPP,PPPBPPPB,BBPPBP,3-1-3-1
PPBPBB,BBBPPPPP,PPPBPB,3-1-3-1
BPPBBP,BBBPBBBP,PPPBPP,3-1-3-1
PPBPBB,BBBPBBBP,PPPPPP,3-1-3-1
BBPPPP,PPPBBBBB,BBBBBB,3-1-3-1
BBPBBP,PPPBPPPB,PBPBBP,3-1-3-1
PBBPPB,BBBPPPPP,PPPBBP,3-1-3-1
PPPPPB,BBBPPPPP,BPBBPP,3-1-3-1
BPBPPB,PPPBPPPB,BPPPPB,3-1-3-1
PPPPBB,PPPBPPPB,BPPBPP,3-1-3-1
PBPBBP,PPPBBBBB,PBBBPB,3-1-3-1
PBPPBP,BBBPPPPP,BBBBPB,3-1-3-1
BBBPPB,PPPBBBBB,BBBBBB,3-1-3-1
BPPBBP,BBBPPPPP,BPPBBP,3-1-3-1
PBPPBB,PPPBPPPB,BBPPPP,3-1-3-1
BBPPPB,BBBPBBBP,PPBBPP,3-1-3-1
BPPPBP,PPPBPPPB,BBBBPP,3-1-3-1
BBBBPB,PPPBBBBB,BBPBBB,3-1-3-1
PPPPBP,PPPBBBBB,BPBBPB,3-1-3-1
BPBBPP,BBBPBBBP,PBBBBB,3-1-3-1
BPPBBB,BBBPPPPP,BPBPPP,3-1-3-1
BPBBBB,PPPBBBBB,PPPBBB,3-1-3-1
BPBBPP,BBBPBBBP,BPPPPB,3-1-3-1
BBBPBP,PPPBPPPB,BBPBBB,3-1-3-1
BPBBBB,PPPBPPPB,BBBBPB,3-1-3-1
PPBPBP,BBBPPPPP,PPBBPB,3-1-3-1
PBBBBP,PPPBPPPB,BBBBBB,3-1-3-1
PPBPPP,BBBPBBBP,BBPPPP,3-1-3-1
BBPBBP,BBBPPPPP,PPBBPB,3-1-3-1
PBPPPB,BBBPBBBP,BBBPPB,3-1-3-1
BPBBPP,BBBPBBBP,PPBBPP,3-1-3-1
PBBPPB,BBBPPPPP,PPBPBP,3-1-3-1
PBPBPB,PPPBBBBB,BBBBPB,3-1-3-1
PPPPBB,PPPBBBBB,PPPBBP,3-1-3-1
BBBPPB,PPPBPPPB,BBBPBP,3-1-3-1
PPBPPP,BBBPPPPP,BPPPPB,3-1-3-1
PBPBBP,BBBPBBBP,BPBBPB,3-1-3-1
BBBPBP,PPPBBBBB,BPBBPP,3-1-3-1
PPPPPB,BBBPPPPP,PBBPPB,3-1-3-1
PBPBPP,PPPBPPPB,PBBPPB,3-1-3-1
PPPBBP,BBBPPPPP,PPPBPB,3-1-3-1
PPBBPB,BBBPBBBP,PBPBBB,3-1-3-1
BBPBPP,PPPBPPPB,PBPBPB,3-1-3-1
PPBPPB,PPPBBBBB,BPBBBP,3-1-3-1
PBBBPB,PPPBBBBB,BPBBBB,3-1-3-1
BBBBPP,BBBPBBBP,BBBPPP,3-1-3-1
BPBBBP,BBBPPPPP,BBBPPB,3-1-3-1
PPBBPP,PPPBBBBB,PBPBPP,3-1-3-1
PPBBPP,BBBPBBBP,PBBBBB,3-1-3-1
BBBPPB,BBBPBBBP,BBPPBB,3-1-3-1
BPPBBB,PPPBPPPB,BBPBBP,3-1-3-1
PBBBBB,BBBPBBBP,BBBPPP,3-1-3-1
BBBPPB,BBBPPPPP,BPBBPB,3-1-3-1
BPBBPP,BBBPBBBP,BBPPPB,3-1-3-1
BPBBPB,PPPBBBBB,PPBBBB,3-1-3-1
PPPBBP,BBBPPPPP,PBBBPB,3-1-3-1
PBPBPB,BBBPBBBP,PBBBPP,3-1-3-1
PBBBPP,BBBPPPPP,BBPPBB,3-1-3-1
PPPBPP,PPPBBBBB,PBPBBP,3-1-3-1
PBBPBB,PPPBPPPB,BPPBBB,3-1-3-1
PBPPPP,PPPBPPPB,PBBBPP,3-1-3-1
PBBBPP,BBBPPPPP,BBBPBB,3-1-3-1
PBBPBP,BBBPPPPP,PBPPBP,3-1-3-1
PPPPBP,PPPBBBBB,BPBBPP,3-1-3-1
BBBPBB,PPPBPPPB,PBBBBP,3-1-3-1
PPBPBP,BBBPBBBP,PPBPBP,3-1-3-1
BPPPBB,PPPBBBBB,BPPPPP,3-1-3-1
PPBBPP,PPPBPPPB,PPBBBP,3-1-3-1
BBPPPB,BBBPPPPP,BPPPPB,3-1-3-1
PPPPBP,PPPBPPPB,BBPBPB,3-1-3-1
BPPBPP,PPPBPPPB,BBBPPP,3-1-3-1
PBBPPP,PPPBPPPB,BBBPPB,3-1-3-1
PBPBBP,PPPBBBBB,PBPPBP,3-1-3-1
BPPPPB,BBBPBBBP,BBPPBP,3-1-3-1
BBPPBP,PPPBBBBB,PPPBPP,3-1-3-1
PBBBBB,PPPBPPPB,BPBPBB,3-1-3-1
BBPBBP,BBBPBBBP,BBPBBP,3-1-3-1
BPBPPP,BBBPPPPP,BPPPPP,3-1-3-1
PPBBBP,PPPBBBBB,PPPBPB,3-1-3-1
PPBPBB,PPPBPPPB,BBBBBP,3-1-3-1
PPPPPB,BBBPBBBP,BBBBBP,3-1-3-1
BPBPBP,BBBPBBBP,PPBBPB,3-1-3-1
BBPBBP,BBBPPPPP,BBBPPP,3-1-3-1
BBBPBB,PPPBBBBB,BBBPBP,3-1-3-1
BPBPBP,BBBPBBBP,PPBPPP,3-1-3-1
PBPBBP,BBBPPPPP,BBBBPP,3-1-3-1
BPBPPB,BBBPPPPP,PPPBPB,3-1-3-1
BPBBBB,BBBPBBBP,PBPPBP,3-1-3-1
BPPPPB,BBBPBBBP,BPBBPB,3-1-3-1
PBPPBP,BBBPBBBP,PBBPBP,3-1-3-1
PPPPPP,PPPBBBBB,PBBBPB,3-1-3-1
PPPBPP,PPPBBBBB,BBPBPB,3-1-3-1
PPBPBB,BBBPPPPP,PPBPBP,3-1-3-1
