before,wait_double,after,length,double_color
BBBBPB,BPBPBB,BPBPPB,6,B
PBPBBB,PBPBPP,BPPPPB,6,P
BPPBBB,PBPBPP,PBPPPB,6,P
PBPPPP,BPBPBB,PPPBBP,6,B
BBBBPB,BPBPBB,BBPPPP,6,B
PPPPPB,PBPBPP,BBPPBP,6,P
BBPPBP,PBPBPP,PBBBBB,6,P
PPBPBB,BPBPBB,BBPBPB,6,B
PBPBBB,BPBPBB,PPPPBB,6,B
PBPBPP,BPBPBB,PBBPBB,6,B
PBBBBB,BPBPBB,BPPBPP,6,B
BPPPPP,BPBPBB,PBBBBB,6,B
PBPPBP,PBPBPP,PBBPPP,6,P
BBPBPP,PBPBPP,PBBPBP,6,P
PBPPBP,BPBPBB,BPPPPP,6,B
BBBBPP,PBPBPP,BBBBBB,6,P
PPBPPB,BPBPBB,BBBBPB,6,B
PBPBBP,BPBPBB,PBBPBB,6,B
PPBBPP,PBPBPP,BBBPBB,6,P
PPBPPP,BPBPBB,BPPBPP,6,B
PBBPPP,BPBPBB,BPBBPP,6,B
BPBBPP,BPBPBB,PPBPBP,6,B
PBPPBB,PBPBPP,PPPPPP,6,P
PBPPBP,BPBPBB,PBBBBP,6,B
BBBPBP,PBPBPP,BBBBPB,6,P
PPPBBP,PBPBPP,PPBPPP,6,P
PPPPPB,BPBPBB,PPPBBP,6,B
PBPBPP,PBPBPP,PPBPBP,6,P
BPPPPB,PBPBPP,BBBBBP,6,P
BBPBBB,BPBPBB,BBPBBB,6,B
PPBBBP,PBPBPP,PBBBPB,6,P
BPPPPB,PBPBPP,PPBPPB,6,P
PPBPBP,BPBPBB,BPBPPP,6,B
PPPBPP,PBPBPP,PBBPBP,6,P
BBPPPP,BPBPBB,BBBPBP,6,B
BBBPBP,PBPBPP,BBBPBB,6,P
PPPPPB,BPBPBB,PBBBBB,6,B
PPBPPB,PBPBPP,PBPPPP,6,P
PPPPPP,PBPBPP,PPBPBB,6,P
PBPPBB,PBPBPP,PBBBBB,6,P
PPPBPB,BPBPBB,PPBPPB,6,B
PBBPPB,PBPBPP,PPBBPP,6,P
PBBBPB,BPBPBB,BPBBBP,6,B
PPPBBB,PBPBPP,BBPPBP,6,P
PPPBBP,PBPBPP,PBPPBP,6,P
BBPPBB,BPBPBB,PPBBPB,6,B
BBPPBB,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,PPPPBB,6,B
PPBPPB,BPBPBB,BBBPPP,6,B
BPPPBP,BPBPBB,BBBPBP,6,B
PBBBBP,PBPBPP,BBPBPP,6,P
PPPPBB,BPBPBB,BPBPPB,6,B
PPBPBB,BPBPBB,PPBPBP,6,B
BPBBPP,BPBPBB,PPBBBP,6,B
BBPPPB,PBPBPP,PPBBBB,6,P
BPBBBP,PBPBPP,PPBPBP,6,P
PPPPBP,BPBPBB,PBPPPB,6,B
PBBPBP,BPBPBB,BBBPPB,6,B
PPBPPP,PBPBPP,PBBBBB,6,P
PBPPBB,BPBPBB,PPPPPP,6,B
PPBBPP,BPBPBB,PBPBBB,6,B
PBPPBB,PBPBPP,PPPBBP,6,P
BBBBPB,BPBPBB,BBPBBB,6,B
BBPBBP,PBPBPP,BBPBPB,6,P
PPPBBP,PBPBPP,PBPPPB,6,P
BPPPBB,BPBPBB,PPPBPB,6,B
BPBBPP,PBPBPP,PPPPPB,6,P
PPBPBB,PBPBPP,BBBBBP,6,P
BBBBPB,BPBPBB,BPPPPP,6,B
BBBPBP,BPBPBB,PBPPBP,6,B
PBPPBP,BPBPBB,BBPPBB,6,B
BBBBPP,PBPBPP,BPBPPB,6,P
PPBBPB,PBPBPP,PBPPPB,6,P
BPPBPB,PBPBPP,BPPBBP,6,P
BPPPBP,PBPBPP,BBBBPB,6,P
PPBPPP,PBPBPP,BBBBPP,6,P
PBBBPB,BPBPBB,BBPBPP,6,B
PPPPBB,BPBPBB,PBBBPB,6,B
PPBBPB,PBPBPP,PPPBBB,6,P
BPPBPP,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,BPPPBB,6,P
PPBBBP,BPBPBB,BPPPPP,6,B
PPPPBP,BPBPBB,BPBBPP,6,B
BBPPPP,BPBPBB,PBBBPP,6,B
PBPPBP,BPBPBB,BPPPPB,6,B
PPPPPB,PBPBPP,PPBBBB,6,P
PPPPPP,PBPBPP,PBBPPP,6,P
PBPPPB,PBPBPP,PPPBBP,6,P
PBBPBP,BPBPBB,BPBBPB,6,B
BBPPBB,PBPBPP,PBPPPB,6,P
BPPPPB,PBPBPP,BPBPPB,6,P
PPBPBB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,BBBBBP,6,B
PPPBPB,BPBPBB,PBBBBP,6,B
BPBBPB,PBPBPP,PBPBPB,6,P
PBPPPB,PBPBPP,BBPPBP,6,P
BPPPBP,BPBPBB,PPBBBB,6,B
BBBPPB,PBPBPP,BPPBBB,6,P
PBBBPB,PBPBPP,BPPBBP,6,P
PBBBBP,PBPBPP,BPPBBP,6,P
BBBBBB,PBPBPP,PBPPBP,6,P
BPPBPB,PBPBPP,BPPBBP,6,P
PPPPPP,BPBPBB,BBPBPB,6,B
BBBBBB,BPBPBB,BBPPPB,6,B
BBPBBB,PBPBPP,BBPBBP,6,P
BBPBPP,PBPBPP,PBPBPB,6,P
BPBPPP,BPBPBB,PPBBBB,6,B
BPBPPP,BPBPBB,PBBBPB,6,B
PPPPBP,PBPBPP,PBBBBB,6,P
BBBBBB,BPBPBB,BPPBBB,6,B
PPPBBP,PBPBPP,BBBPBP,6,P
PPPPPB,PBPBPP,PBPBBB,6,P
PPPPPB,BPBPBB,BPBBPB,6,B
BBBPBB,PBPBPP,BBPPPP,6,P
PPPBBP,BPBPBB,BPPPBP,6,B
PBPPBB,BPBPBB,PPBBPP,6,B
PPPPPP,BPBPBB,PPPPPB,6,B
PBPPBP,PBPBPP,PPPBPP,6,P
PPPBBB,PBPBPP,PBBPPP,6,P
PBBPPP,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,PBBPPP,6,B
PPBPPB,PBPBPP,PBPBPB,6,P
BPBPPP,BPBPBB,PPBPPP,6,B
BPBPPB,PBPBPP,BPPBBB,6,P
PPPPPP,PBPBPP,BPPPPB,6,P
PPBPPP,PBPBPP,BPBPBB,6,P
PBPPBP,BPBPBB,PPPPBB,6,B
BPPBPP,BPBPBB,PBBPPB,6,B
PPPPPP,BPBPBB,BPBBPB,6,B
PPPBPP,BPBPBB,BPPBBB,6,B
PPPPBP,PBPBPP,PPBBBP,6,P
PPPPBB,BPBPBB,BPBPPP,6,B
PBBBBP,BPBPBB,BBBBPB,6,B
PBBBPB,PBPBPP,BPBBPB,6,P
BPPBPB,BPBPBB,PBPPPB,6,B
BPPBBP,PBPBPP,BPPBBB,6,P
PBPBBB,BPBPBB,BBPPPP,6,B
BBPPBP,PBPBPP,BPPBPB,6,P
BPPBPP,BPBPBB,BBPBBB,6,B
PBPPBB,PBPBPP,PPPBPP,6,P
BPPBBP,PBPBPP,PBPBBP,6,P
PPBBBP,PBPBPP,PPPBBP,6,P
PPBBPB,PBPBPP,BPPPPB,6,P
PBPBPB,PBPBPP,PBBBBB,6,P
BBBBPB,BPBPBB,BPPPBP,6,B
BPPPBP,BPBPBB,BPPPPP,6,B
BBBPBP,BPBPBB,PPBBPP,6,B
PPBBPP,BPBPBB,BPBBBP,6,B
BPBPPP,PBPBPP,BBBBPP,6,P
PPBPPP,BPBPBB,BPPPPB,6,B
BBBBPB,PBPBPP,PPPBBP,6,P
PPPBBP,BPBPBB,PPPPBP,6,B
BBPPBB,BPBPBB,BPPBPP,6,B
PBBPPB,PBPBPP,PPBBPP,6,P
PBBPPB,BPBPBB,PPPPPB,6,B
BBPBPB,PBPBPP,PBBPPP,6,P
BPPPPP,PBPBPP,PPBBBB,6,P
PPPBBB,BPBPBB,BBPPBB,6,B
BPBBBB,BPBPBB,PBPPBB,6,B
PPPBBP,PBPBPP,BBPBBP,6,P
BPPBPB,PBPBPP,PBBBBB,6,P
PPBBBB,BPBPBB,PPBPBP,6,B
PBPBBP,PBPBPP,PBBPPB,6,P
BBBBBP,PBPBPP,BPBPPP,6,P
BBBBPB,PBPBPP,BBPBPB,6,P
BPBPPB,BPBPBB,PBBPBP,6,B
BPBBBB,BPBPBB,PPPBBB,6,B
BBBPPP,BPBPBB,PBPPPP,6,B
BBPBPB,PBPBPP,PPBPBB,6,P
BBBPPP,BPBPBB,BBBBPP,6,B
PPPBBB,PBPBPP,PPBBBP,6,P
PBBPPB,PBPBPP,BBBPBB,6,P
BPPBPB,BPBPBB,BPBBPB,6,B
BPBBBB,PBPBPP,BPPBBP,6,P
BPPBPB,BPBPBB,BBPPBB,6,B
BPPBPB,BPBPBB,PPPBBP,6,B
BBPBBP,PBPBPP,BPPBBB,6,P
BBBBBB,PBPBPP,BBBBPB,6,P
BPBBBB,PBPBPP,BBBPBB,6,P
BBPPPP,PBPBPP,PPPBPB,6,P
BPPPPP,BPBPBB,BBBPBP,6,B
BBBBBP,PBPBPP,BPPBPP,6,P
BBPBBP,BPBPBB,BBBPBP,6,B
BPBBBB,BPBPBB,BBPBBP,6,B
BBBPBP,BPBPBB,PBPPBP,6,B
BBPBPB,PBPBPP,BPBBBP,6,P
BBBPPB,PBPBPP,PPPBBP,6,P
BPPPPB,BPBPBB,PPPPPB,6,B
PPBPBP,BPBPBB,BBBPBP,6,B
BBBBPB,PBPBPP,BPBPPB,6,P
PPPPBB,BPBPBB,PPPPBB,6,B
BPBPPB,PBPBPP,BBBBBB,6,P
BPPPBP,PBPBPP,BBPPPB,6,P
PPBPPB,BPBPBB,PPPBPP,6,B
PPBBPP,PBPBPP,BBPPPP,6,P
BPPBBB,PBPBPP,BBBPPP,6,P
PPBBPP,BPBPBB,BBPPBP,6,B
PBBBBP,PBPBPP,BBPPPP,6,P
BBBPBP,BPBPBB,BBPPBP,6,B
PBPPPP,PBPBPP,BBPBPB,6,P
BPBPPB,BPBPBB,PPPBBB,6,B
PPPPBP,PBPBPP,BBBPBB,6,P
BBBPBB,BPBPBB,PBBPPB,6,B
BPBBBP,BPBPBB,BBPPBB,6,B
PPPPBP,PBPBPP,PBBPBP,6,P
BBBPBB,BPBPBB,BBBBPP,6,B
BBBBBB,PBPBPP,PBBPPP,6,P
BBPBPP,PBPBPP,PBBPPB,6,P
PBBPPP,PBPBPP,PBBPPB,6,P
PPPBBP,PBPBPP,BBPBBP,6,P
PPPPBB,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,BBBPBP,6,B
BPBBPP,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,BBPBBP,6,B
BBBBBB,PBPBPP,BBBBPP,6,P
BBBPPB,BPBPBB,PPBPBP,6,B
PBPBBP,PBPBPP,BBPPBB,6,P
PPBPBP,BPBPBB,BPPPPP,6,B
PPPPPB,BPBPBB,PBBBBB,6,B
BBBBPP,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,PPBPBP,6,P
BPBPPP,PBPBPP,BPPPBB,6,P
PPBPPB,PBPBPP,BPBPBB,6,P
BBPBPB,PBPBPP,PPPBPB,6,P
BPPPPB,BPBPBB,BBBPBP,6,B
BPPBBB,PBPBPP,BBPPBP,6,P
BPPBBP,PBPBPP,BBPBBB,6,P
BBPBBB,PBPBPP,BPPBBP,6,P
PPBPPB,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,BPPPBP,6,P
PPBBPP,PBPBPP,PPBPBB,6,P
BBPPBB,BPBPBB,PPPBPB,6,B
BBPPPP,PBPBPP,PPPPBP,6,P
PPPBBB,BPBPBB,BPBBPB,6,B
BPPPPB,BPBPBB,BBBBBP,6,B
PBBBBB,BPBPBB,PPPPPB,6,B
BBBBPP,BPBPBB,PPBPPP,6,B
BBBBPB,PBPBPP,BBBBBP,6,P
BPPPPP,BPBPBB,PPBBBB,6,B
BBPBBP,PBPBPP,BPBPBP,6,P
BPBPPB,PBPBPP,PBBBPB,6,P
BBPPPP,BPBPBB,PBPBPB,6,B
PBPBBP,BPBPBB,PPBPPB,6,B
BPPPPP,PBPBPP,PBPPBP,6,P
PBBPBP,BPBPBB,BBBPPB,6,B
PPBBBP,BPBPBB,PBBBBP,6,B
BPPBPP,PBPBPP,PBBBPP,6,P
BBBPBB,BPBPBB,PPPBPP,6,B
PPPBBP,BPBPBB,PPPPPB,6,B
BBBPPB,PBPBPP,PPBBBB,6,P
PBBBBB,PBPBPP,PBPPPB,6,P
BPPPBP,PBPBPP,BPBBPP,6,P
PBBPBB,PBPBPP,BPBBBB,6,P
PBBBBP,BPBPBB,PBBPPB,6,B
PPBBPP,PBPBPP,PPBPBB,6,P
BPPBPP,PBPBPP,PPPBBP,6,P
BPBBPP,PBPBPP,PBPPBP,6,P
BPPPBP,PBPBPP,PBBPPB,6,P
BPBPPP,BPBPBB,PPBBPB,6,B
PPPBBB,PBPBPP,PPPBPB,6,P
BBPPBP,PBPBPP,PBBPPB,6,P
BBBPBB,BPBPBB,PBBPPB,6,B
PPBPPP,PBPBPP,BBBBBB,6,P
BPBPBP,BPBPBB,PBBBBP,6,B
BBBBBP,BPBPBB,PPPBBB,6,B
BPBBBB,PBPBPP,PBBPBP,6,P
PBBPBP,PBPBPP,BBPPPP,6,P
BBPPBP,PBPBPP,PPPBPB,6,P
BPPPPP,BPBPBB,PBBBBP,6,B
BBPPPB,BPBPBB,PPBPPP,6,B
BBBBPB,PBPBPP,PPBBBP,6,P
BBBBBB,BPBPBB,BPPPBB,6,B
BBBBBB,BPBPBB,PPBPPP,6,B
BBPPPB,BPBPBB,BBBBPP,6,B
BPBPBP,BPBPBB,PBPPBP,6,B
BPPBBP,PBPBPP,BPPBBP,6,P
PBBBPB,BPBPBB,PPPPBB,6,B
PPPPPP,BPBPBB,BBBPBP,6,B
BBBBPB,PBPBPP,BBPPBP,6,P
BPPBBP,PBPBPP,BPPBBB,6,P
PPPPPB,BPBPBB,PPPPPB,6,B
BBPPPP,PBPBPP,PBBBPB,6,P
BBBPBB,BPBPBB,PBBPPB,6,B
BBBPPB,BPBPBB,PPBPBP,6,B
PBPBBP,PBPBPP,BPBPPB,6,P
BBPBBB,BPBPBB,BBBPBP,6,B
PPPBBB,BPBPBB,BPPPPP,6,B
BBPBBB,BPBPBB,BPBPPB,6,B
BBPPBB,PBPBPP,BPPPBP,6,P
BPPBPP,PBPBPP,PBBBPP,6,P
BBBPPP,BPBPBB,BPBBPB,6,B
BPBBPB,PBPBPP,PPPBBP,6,P
BBPBPP,BPBPBB,PBBPPP,6,B
PPPBBB,BPBPBB,PPBPPB,6,B
PBBPPB,BPBPBB,PPPBBB,6,B
PBBPBP,BPBPBB,BBBBPP,6,B
BPPPBB,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,BPBBBP,6,B
BPPBPB,BPBPBB,PPPBPB,6,B
PBBBBB,BPBPBB,PPBPPP,6,B
PPBBPB,BPBPBB,PBPBBP,6,B
BPBPPB,BPBPBB,BBBBPB,6,B
PBPPBP,PBPBPP,PBBPPB,6,P
BBPBPB,PBPBPP,PBBPPP,6,P
PBBBPB,BPBPBB,BBPPPB,6,B
BPPBBB,PBPBPP,PBBPPP,6,P
PPPPPP,PBPBPP,PPBPBB,6,P
BPPBBP,PBPBPP,PBBBPB,6,P
PPPBBB,PBPBPP,BBPPBP,6,P
PPBBPP,BPBPBB,BBBBBP,6,B
PPPBPB,PBPBPP,PBPBBB,6,P
PPPPPB,BPBPBB,BBBPBB,6,B
PBBPBP,PBPBPP,PBBBPB,6,P
PPPPPB,BPBPBB,PPBBBP,6,B
BPBBPB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,PBPPBB,6,B
BBBPPP,BPBPBB,PBBBBB,6,B
BPPPPP,PBPBPP,PPBBPP,6,P
PPPPPB,PBPBPP,PPPPBB,6,P
BBBBPP,BPBPBB,BPPBPB,6,B
BPBBBP,PBPBPP,PPBBBP,6,P
PPPPPP,PBPBPP,BBPBPB,6,P
PBPPBB,PBPBPP,PPBBBB,6,P
PBPPBP,BPBPBB,BPBBPB,6,B
BBBPBB,PBPBPP,BPPBPB,6,P
BPPBPB,PBPBPP,PPBBBB,6,P
BPBBPP,PBPBPP,PBBBBP,6,P
BBBBBB,PBPBPP,PPPBBP,6,P
PPPPPB,BPBPBB,PBPBBP,6,B
BBBBBP,PBPBPP,BBPBPP,6,P
PPBBPB,PBPBPP,PPBPPP,6,P
BPBBPP,BPBPBB,PPBBBP,6,B
PPBBPB,PBPBPP,PBPPPP,6,P
BBPPBP,BPBPBB,BBPBBB,6,B
PPPPPB,BPBPBB,BPBBPB,6,B
BBBPBB,PBPBPP,PBPBBB,6,P
PBPBBP,BPBPBB,BPBBBB,6,B
BBPPPP,BPBPBB,BPPPPP,6,B
PPBBPB,PBPBPP,BBPPPB,6,P
PPBPBB,BPBPBB,PBBPBB,6,B
PBBBPB,PBPBPP,BPBPPP,6,P
PBPPPB,PBPBPP,BPBBPB,6,P
PPPBPP,BPBPBB,PPBPPP,6,B
BBPPPB,BPBPBB,BBPBBP,6,B
PBPPBP,BPBPBB,PPPPPP,6,B
PPPPPP,PBPBPP,PPBBPP,6,P
BBBBBP,PBPBPP,BPBBBP,6,P
PPBPPB,BPBPBB,BPBPPP,6,B
PBBBBB,PBPBPP,PBPBBP,6,P
PPPBBB,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,PPPBBB,6,P
PPBPBP,BPBPBB,PPPPPB,6,B
PPBBBP,BPBPBB,BBBPPB,6,B
BPPPPP,BPBPBB,BBBPBB,6,B
BBPBBB,BPBPBB,BBPPBB,6,B
BBPBPP,BPBPBB,BBBPBB,6,B
BBPBBB,BPBPBB,PPPPBB,6,B
BBBBBP,PBPBPP,BPPBBP,6,P
PPBBPP,BPBPBB,PBBBPB,6,B
BBBBBB,PBPBPP,BBBBPP,6,P
BPBPPB,PBPBPP,PPBPBP,6,P
BPBBBB,BPBPBB,BPBPPP,6,B
PBPPPB,BPBPBB,PPBBPB,6,B
PPBBBP,PBPBPP,BPPBBB,6,P
BBPPPB,PBPBPP,BBBPPP,6,P
PPPBPB,BPBPBB,PPBPBP,6,B
BPBBPP,BPBPBB,BBBBBP,6,B
BBPBBB,BPBPBB,BBPBPB,6,B
PPBPBB,PBPBPP,PBBPPB,6,P
BBPBBB,BPBPBB,PPBPPP,6,B
BPPPBB,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,PPBPBP,6,P
PBPPPP,BPBPBB,PBBBPB,6,B
BBBBBB,BPBPBB,BPBBBP,6,B
BPBBPP,PBPBPP,PBBBBB,6,P
BPPPBB,BPBPBB,PPBBPP,6,B
PPPBPP,BPBPBB,PBBBPB,6,B
PBBBBP,PBPBPP,PPBBBP,6,P
BBBPPP,BPBPBB,BBBBBP,6,B
PPPPBB,BPBPBB,PPPBBB,6,B
BPBBPP,BPBPBB,PPBBBB,6,B
PPPPPP,PBPBPP,PPBBPB,6,P
BBBBBB,PBPBPP,BPBPPP,6,P
PPPBBB,BPBPBB,BBPBBB,6,B
PBBPBP,BPBPBB,PBBBBP,6,B
BBPPPP,BPBPBB,PPBBPB,6,B
BBPPPP,PBPBPP,PBBPPB,6,P
PPBPBB,PBPBPP,BPBBPP,6,P
PBBPBB,PBPBPP,BPPBPB,6,P
PPBPPB,PBPBPP,BPBBBB,6,P
PBBBBP,BPBPBB,BBBPBB,6,B
PBBBPB,PBPBPP,PBBBBP,6,P
PPBBBP,PBPBPP,BBPBPB,6,P
BPBPPB,BPBPBB,BPPBPP,6,B
PPBBBB,PBPBPP,BPBPPP,6,P
BBBBPP,BPBPBB,BBBPBB,6,B
BPBBPP,BPBPBB,BPBBBP,6,B
PPPBBB,PBPBPP,BPBPPB,6,P
PBPBPP,BPBPBB,PPBBBP,6,B
BPBBPB,BPBPBB,PBBBBB,6,B
PPPBPP,BPBPBB,BPPPBP,6,B
PPPPPP,BPBPBB,PPBPPP,6,B
BBPBPP,PBPBPP,PBPBBB,6,P
BPBBBP,BPBPBB,PBPPBP,6,B
PBPBBP,BPBPBB,PBPPPP,6,B
BPPPPB,BPBPBB,PBPPBP,6,B
PPPBBB,PBPBPP,PBBPBB,6,P
BBBBBP,PBPBPP,PBPPPP,6,P
PBPBBB,BPBPBB,BBBBBB,6,B
PBBBBP,PBPBPP,PPBPPP,6,P
BBBBBP,PBPBPP,PBBBPB,6,P
PPPPBP,BPBPBB,BBBPBB,6,B
BBPPBP,BPBPBB,PBBPPP,6,B
BBPBPP,BPBPBB,BPPPBP,6,B
PPBBPP,BPBPBB,BPBPPP,6,B
PPPBBB,BPBPBB,BPPPPP,6,B
BPPPPP,PBPBPP,PBBPBB,6,P
PBBPBP,BPBPBB,BBBPBP,6,B
BPBBBB,BPBPBB,BBPBPB,6,B
PBPBBB,BPBPBB,PPBBBB,6,B
BPPPBP,BPBPBB,PPBPBB,6,B
BPBPPB,PBPBPP,BPPPPB,6,P
BPPPPB,PBPBPP,PPPBPP,6,P
PBBBPB,BPBPBB,BBBBPB,6,B
PPPPPP,PBPBPP,PPBPBP,6,P
PBPPPP,BPBPBB,BPPBBB,6,B
PBBBPB,PBPBPP,PPPBBP,6,P
PPPPPB,BPBPBB,PPBPPP,6,B
BPPBPB,BPBPBB,BPBBBP,6,B
PPBBPB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,PPBPBP,6,B
PBPBBP,PBPBPP,BPPPPP,6,P
BBPPBP,BPBPBB,PBBPBB,6,B
BBPBBP,PBPBPP,PPPPBB,6,P
PBBPPP,PBPBPP,PBPPPP,6,P
PPPBPB,PBPBPP,BBBPBB,6,P
BBPBBB,BPBPBB,PBPPBP,6,B
BPBBBP,BPBPBB,PPPPBB,6,B
PBBPBP,PBPBPP,PPPPPB,6,P
BPPBPP,BPBPBB,PPBPBB,6,B
PPBPPB,BPBPBB,PBBPBB,6,B
BPPBPP,BPBPBB,BBPBPB,6,B
BPBBBB,PBPBPP,BBBBBB,6,P
BPPPPB,PBPBPP,PBBPBP,6,P
PBPPPB,BPBPBB,PPBPPB,6,B
BPPBPB,PBPBPP,BPPBPB,6,P
PBBPBB,PBPBPP,PBPPBB,6,P
PBPPBB,PBPBPP,PPPBPP,6,P
BBBPBP,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,PBBPBB,6,B
PPBPBB,PBPBPP,BPPPPP,6,P
BBBBPB,BPBPBB,BBBPBP,6,B
PBBBBB,PBPBPP,PBBBBP,6,P
PPPBBB,BPBPBB,BPBBPB,6,B
PPBBBP,PBPBPP,BPBBPB,6,P
PBPPPP,PBPBPP,PBBPPB,6,P
BPBBBP,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,BPPPPB,6,B
PBBPBP,PBPBPP,BBBBPP,6,P
BBPBBP,PBPBPP,PBPBPB,6,P
BPBPPP,BPBPBB,BPPBPB,6,B
PBBBPB,PBPBPP,BBBBPB,6,P
PBBBPB,PBPBPP,BBPBBB,6,P
BBBBBB,BPBPBB,BPBBBP,6,B
BPPBPP,PBPBPP,PBPBBB,6,P
PBBBBP,BPBPBB,PBBPBP,6,B
BBBBBB,PBPBPP,PBPBBP,6,P
PBPPPB,BPBPBB,BPBBBP,6,B
BPBPPB,BPBPBB,BBPPBB,6,B
PBBPBP,BPBPBB,BPBPBB,6,B
BBPBBP,PBPBPP,PBPPBP,6,P
PPBPPB,PBPBPP,BBPBBB,6,P
BBPPPP,BPBPBB,BPBBBB,6,B
BPBBBB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,PPBBBP,6,B
BPPBBP,PBPBPP,BPBPPP,6,P
PPPPBP,BPBPBB,BBPPPP,6,B
BBBBPP,BPBPBB,PBPBBP,6,B
BPPBPP,BPBPBB,BBPPPP,6,B
BPPPPP,PBPBPP,BBBPPP,6,P
PPBBPB,PBPBPP,BBPPPB,6,P
PPPBBP,PBPBPP,BBBPBB,6,P
BBBPPB,PBPBPP,PBBPPB,6,P
BBPBPP,BPBPBB,PBBPPP,6,B
PPPBBP,PBPBPP,BBBPPB,6,P
BPPPBP,PBPBPP,BBPPBP,6,P
BBPBPP,BPBPBB,PBPBBP,6,B
BPBBPB,PBPBPP,PBBPPB,6,P
PBPPBB,BPBPBB,PBPPPP,6,B
BBBPPB,PBPBPP,PBPBBB,6,P
BBBPPP,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,BBPBPP,6,P
PBBPBB,BPBPBB,PBBPBB,6,B
PPPBPP,PBPBPP,BPPPBB,6,P
PBBPPB,BPBPBB,PBBBBB,6,B
BBBPBP,PBPBPP,BBPBBP,6,P
PPBPPP,PBPBPP,PPPBPP,6,P
PPBBBP,PBPBPP,PPPBPB,6,P
BPPPPP,PBPBPP,PPBPBP,6,P
BBPPPB,BPBPBB,PPPBPB,6,B
BPBBBP,BPBPBB,PPPBPB,6,B
PBBPPP,BPBPBB,PBBPPP,6,B
BBPPPB,PBPBPP,BPPPBB,6,P
PPPBPB,BPBPBB,PBPPBP,6,B
PBBBPB,PBPBPP,PPBPPP,6,P
PPBBPP,PBPBPP,BBPPBP,6,P
BBPPPP,PBPBPP,BBBPBB,6,P
BBBBBP,PBPBPP,BBBBPB,6,P
PPBBBB,PBPBPP,PPPPBB,6,P
PBPPBP,PBPBPP,PBBBPP,6,P
PPPPBB,BPBPBB,BBBPBP,6,B
PBPBPB,PBPBPP,BPBPBP,6,P
BPPBPB,PBPBPP,BPPPBP,6,P
BPPBPP,PBPBPP,PPPPPB,6,P
BPBPPB,BPBPBB,BBBPPP,6,B
PPPBBB,BPBPBB,BBBPBB,6,B
PPPPBB,BPBPBB,PPPPPB,6,B
BPPBBB,BPBPBB,PBBBPB,6,B
BBBBBB,BPBPBB,PPBPPB,6,B
BPPBBP,BPBPBB,BPBBPP,6,B
PBPPBP,PBPBPP,BPBPPP,6,P
BBBPPB,BPBPBB,BBPPBP,6,B
BPBBBP,BPBPBB,PPBPPB,6,B
BBPPPB,BPBPBB,BBBBBP,6,B
PPPPPP,BPBPBB,BPPBPB,6,B
BPPPPB,BPBPBB,PPPBPB,6,B
BPPPBP,BPBPBB,PBBPBB,6,B
PPBBBP,PBPBPP,BPPPPB,6,P
BPBBBP,PBPBPP,BPPPBB,6,P
PPBBBB,BPBPBB,PPBBBB,6,B
BPBBPB,BPBPBB,BBPBPB,6,B
BBBBBB,BPBPBB,PPBPBB,6,B
BPPBPB,BPBPBB,PBPPBP,6,B
PPBBBP,BPBPBB,BBPBPB,6,B
PBPBBB,BPBPBB,PPBPPP,6,B
PBPPBP,PBPBPP,BBBPBB,6,P
BBPPBP,BPBPBB,PPPBPP,6,B
PBBBPP,PBPBPP,PBBPPP,6,P
PPBBBB,PBPBPP,BBPPPP,6,P
BBPBPP,BPBPBB,PPPBBB,6,B
BBPBBP,PBPBPP,BBPBPP,6,P
BBBPPB,BPBPBB,BPPPPB,6,B
BPPPBP,PBPBPP,BPPPPB,6,P
PPBBPB,PBPBPP,BBBPBP,6,P
PPPBPP,BPBPBB,BBBBBP,6,B
BPPBPB,BPBPBB,BBBPBB,6,B
BBBBPP,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,BBBPBP,6,P
BPBPPP,BPBPBB,PBBBPB,6,B
PBBPBB,BPBPBB,BBPBPP,6,B
BPBBBP,BPBPBB,BPPPBB,6,B
BBBBPB,PBPBPP,PBPBBB,6,P
BBPBBP,BPBPBB,BPBBPP,6,B
BBPPBB,BPBPBB,PBBPBB,6,B
BPBBPB,BPBPBB,PPPBBP,6,B
BBBBBB,PBPBPP,BBPPPP,6,P
PPPPPP,BPBPBB,PPBBPP,6,B
BBPPPP,PBPBPP,BBPBPP,6,P
