before,pingpong_L,after,length
PBBBPB,BPBPP,PPBBBP,5
BBBPPB,PBPBB,BBBBBP,5
BBPPPP,BPBPP,BPBPPP,5
PBPBPP,BPBPP,PPPBBP,5
PPBBPP,BPBPP,BPBBBB,5
PBBPPB,BPBPP,PPPPBB,5
PPBPPP,BPBPP,PPPBBB,5
PPBBBB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BBPBBB,5
BBPPPP,PBPBB,PPPPPP,5
PPPPPP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PBBPBB,5
BBBBPP,BPBPP,BBBBPB,5
BPPBBB,BPBPP,PPBPPB,5
PPPBPP,BPBPP,BBBPBP,5
PPBPPP,PBPBB,BBPBBP,5
BPPPBP,PBPBB,PPBPPP,5
BPPPPB,BPBPP,PPPPPB,5
PPBPBP,BPBPP,BBPPBP,5
PPPPBP,BPBPP,PPBPPP,5
PBPBPP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,PPBBPP,5
BBPPBB,PBPBB,PPBPPP,5
BBBPPP,PBPBB,PBPBPP,5
PBPBBP,BPBPP,PPPBPB,5
BPPPPP,BPBPP,PPPPBP,5
BPPPPP,PBPBB,BBBPBB,5
BBBBPB,BPBPP,PBBPPB,5
PPBBPP,BPBPP,BPBBBP,5
PPBBPP,BPBPP,PPBBBP,5
PPBBBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BBBBPB,5
PPBBPP,BPBPP,PPBBBP,5
PPBBBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BBBBPB,5
PBPPBB,PBPBB,BBBBPP,5
BBBPBB,BPBPP,PBBBBB,5
BBBBPB,PBPBB,PPBBBB,5
PBPPBB,BPBPP,BPBPPB,5
BBPBPP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BPBPBP,5
PBPPBP,BPBPP,BBBBPB,5
PPPPPP,BPBPP,BBPPBP,5
BPPBBP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BPBPBP,5
PBBBPB,PBPBB,PPBBBP,5
BBPPPB,BPBPP,BPPPPB,5
PPBPPP,PBPBB,BBBPBP,5
BPBBBB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BBPPBB,5
BPBBBB,BPBPP,BPPBBB,5
PPBPBP,BPBPP,PPBBBB,5
PBPBPP,PBPBB,PBPPBB,5
PPBBBP,PBPBB,BBPBBB,5
BBPBBB,PBPBB,PBPBPP,5
PBPBBP,BPBPP,PBBBPP,5
BPPBBP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BPPBPB,5
BPPBPP,BPBPP,BBPBPB,5
PBPPBB,PBPBB,PBBBPB,5
BPBBPB,BPBPP,PBPBPB,5
BPPPBP,BPBPP,BBBPPB,5
PPBBBP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,PBBPBP,5
PBBPBB,PBPBB,BPBBBB,5
PPPPPP,BPBPP,BPBBPB,5
PBPBBP,BPBPP,BBBPBB,5
BBBPPP,BPBPP,BBPPPP,5
PBBBPB,BPBPP,BPBBPP,5
PPBBPB,BPBPP,BPBBPB,5
PBBPBP,BPBPP,PBBPBP,5
PBPPPB,BPBPP,PPPPPP,5
PPBBBP,BPBPP,PPBBPB,5
BPPPBB,PBPBB,BBPBBB,5
BBBPPB,PBPBB,BPPBPP,5
PPBBPB,PBPBB,PPPPPP,5
PBBPPP,BPBPP,BBPBBB,5
BBBBPP,BPBPP,BPBBPB,5
BPPPPB,PBPBB,PBBPPB,5
PBBPPB,BPBPP,BPBBPB,5
PPPBBP,PBPBB,PPPBBB,5
BPBBBB,PBPBB,BBPBBB,5
PPBPPP,BPBPP,BBPBBB,5
BPPPPP,PBPBB,BPBPPB,5
PPBPBB,BPBPP,BPBBPP,5
PPPPBB,PBPBB,BBPBBP,5
BPPPPP,PBPBB,BPBBPB,5
PPPBBB,BPBPP,BPPPBP,5
PPBPPP,BPBPP,PPBPPB,5
PPBBPB,PBPBB,BBBPPP,5
PPBBPB,BPBPP,BPBBBB,5
PBPBBB,BPBPP,BPBBBB,5
PPPPBB,PBPBB,BPBPPP,5
BPBPBB,BPBPP,PPPBBP,5
PBBBBP,PBPBB,PPPPBP,5
PBBBPP,PBPBB,BBPBBP,5
PBBPBB,BPBPP,BPPPPB,5
BBBPPP,PBPBB,BPBBBB,5
PPBBBB,PBPBB,PBBPPB,5
BPPBBB,PBPBB,PPPPPB,5
BPBBBB,PBPBB,BBPPBP,5
BBBBBB,BPBPP,BPPBPP,5
BBBPPB,PBPBB,BPBBPP,5
PPBPBP,BPBPP,BPPBBB,5
BBBPPP,BPBPP,PPPPPP,5
PPPPPB,BPBPP,PBPPBP,5
PBPPBP,PBPBB,PPPBPP,5
BBBPPP,BPBPP,PBPPPB,5
BBPPPP,BPBPP,PPPBBB,5
PPPBBB,BPBPP,BPPPPP,5
BPBBPP,BPBPP,PPPBPP,5
PBBBPP,PBPBB,BBPBPP,5
PBPBBB,BPBPP,BPBPPP,5
BBPBPP,BPBPP,PBPBPB,5
BPPPBP,BPBPP,PBBBPB,5
PPBBBP,PBPBB,BBBBBP,5
BBBPPP,BPBPP,BPPBBP,5
PPBBPP,BPBPP,PPPPPP,5
PBPBBB,PBPBB,PBPPPB,5
BPPBPP,BPBPP,PBBBBP,5
BBBBPB,PBPBB,PBBBPB,5
PBBBPB,PBPBB,PPBBPB,5
BBBPBB,BPBPP,PPBBPB,5
BPPPPB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,BBPPPP,5
PBPBBB,PBPBB,PPBPBP,5
BPPBPB,PBPBB,PBBPPP,5
BPPPPP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PBPPBP,5
PBBPPB,BPBPP,BBBPBB,5
BBPPPP,BPBPP,BBPPBB,5
BPPBBP,BPBPP,PBBBPP,5
BBPPBB,PBPBB,PPBBPP,5
BBPPPP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BBPPPP,5
PPPPPP,PBPBB,PBBBPB,5
BPBBBP,BPBPP,PPPPPP,5
BBBBBP,BPBPP,BBPPBB,5
BBPBBP,PBPBB,BPPBPP,5
PBPPPP,PBPBB,BBPBBB,5
PPPBPB,PBPBB,PPBBPP,5
BBBBBB,PBPBB,BPPBBP,5
BBPPBB,PBPBB,PPPPPB,5
PPBPBP,BPBPP,BBPBBP,5
PPPPBP,PBPBB,BPBPBP,5
BBPPBP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BBBPPP,5
BBBBPP,PBPBB,BPPPPP,5
BPPBBP,PBPBB,BPBPBP,5
BBBPBP,BPBPP,BPBPBP,5
PPBPBP,BPBPP,BBPPPP,5
BPPBBP,PBPBB,PPBBBP,5
BBPPBB,BPBPP,PBBBBP,5
PPBBBB,PBPBB,PBBPPB,5
BBBPBB,PBPBB,BPPPBB,5
PPPPPB,PBPBB,PBBBBB,5
PPPPBP,PBPBB,PBBBBP,5
BBBBPB,BPBPP,BBBPBB,5
BBBPBB,BPBPP,BPBBBB,5
BPBBBB,BPBPP,BPBPBP,5
BPBPBP,BPBPP,BBBBBP,5
PBPPBP,PBPBB,PPPPPB,5
BBBBPB,BPBPP,BBPBBB,5
PPBBPB,BPBPP,PBPPPB,5
PPPBBB,PBPBB,PPBPPP,5
BBBPPB,PBPBB,PBBBPP,5
BPPBBB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,BPPBBB,5
PBBBPB,BPBPP,PBBBBP,5
PBBPBP,BPBPP,BBBBPP,5
PBBBPP,BPBPP,PBPBPP,5
BPBBBB,BPBPP,PBBBPP,5
PBBPPB,BPBPP,PPPPPB,5
PBPPPP,BPBPP,PBPPPP,5
BPBBPB,BPBPP,PPPPBP,5
BPPPPP,PBPBB,BPBBPB,5
BBBPBB,PBPBB,BBPBBB,5
PPPPBB,BPBPP,PPBBPB,5
BPPPBP,BPBPP,BPBBPB,5
PBPPBP,BPBPP,PBPPPB,5
PBPBPB,PBPBB,PPPPPP,5
PBBPPB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PBBBPP,5
PPBPPB,BPBPP,BPBPPB,5
BBPBPP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PPPBBP,5
PBBBBP,PBPBB,BPBPBP,5
BPBBBP,BPBPP,PPBPBP,5
BPPPPB,PBPBB,PPBBPB,5
PBBPPB,BPBPP,BPBPPB,5
BPPBBP,PBPBB,PBBBBB,5
BBBBBB,BPBPP,BBPPBP,5
BPPBBB,PBPBB,BPPPPP,5
BBPPPB,PBPBB,BBBPBP,5
BPBBBB,BPBPP,PBPPBB,5
PBPBPB,PBPBB,BBPPPB,5
BBBBPP,PBPBB,BBPBPB,5
BPBBBB,PBPBB,PPPPBB,5
PPBBBB,BPBPP,PPBBBB,5
BPBPBB,BPBPP,PPPBPB,5
BPPPPP,BPBPP,BBBPPB,5
BBBPPB,BPBPP,PBPBBB,5
BBPBPP,PBPBB,BBBBBP,5
BBBBBB,BPBPP,PBPBPB,5
PBPPPB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BPPBPP,5
PPPPBP,PBPBB,BPBBBP,5
BBBPPB,PBPBB,BPBBPB,5
BPPBBB,BPBPP,PPPPPP,5
PBPPBP,BPBPP,PBPBBB,5
PBPBPP,PBPBB,BPPPBP,5
PPPBPP,PBPBB,BPPBBB,5
PPPBPB,PBPBB,PPPBPB,5
BPBBPP,PBPBB,PBPPBB,5
PPPBPB,PBPBB,PPPPPP,5
PPPBBB,PBPBB,BPPBPP,5
BPPBPP,BPBPP,PPPBPP,5
BBBPBB,BPBPP,PPPPPB,5
PPPPPP,PBPBB,BPBBPP,5
PPBPPP,BPBPP,BBBPPB,5
PBBBPP,BPBPP,BBBBBB,5
PBBBBB,PBPBB,PBPBBP,5
BPBPBB,PBPBB,PBPPPP,5
PPPBBB,BPBPP,BBPBBB,5
BBBPPP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BBPBBB,5
BPPBPP,BPBPP,PPPBBB,5
PPPPBB,BPBPP,BPPPBB,5
PPPPPB,PBPBB,BPPBPB,5
PBBBPP,BPBPP,PBPPBB,5
PBPPBB,BPBPP,PPPBPB,5
PBPPPP,PBPBB,BBPBBB,5
BBPPPP,BPBPP,PPBBBB,5
BPBPBP,BPBPP,PPPPPP,5
PPPPPP,BPBPP,BBPBBB,5
BPPBBB,PBPBB,BPPBBB,5
BBBPBP,BPBPP,PPPPBP,5
PPPPPB,PBPBB,PPPPPB,5
BPPPPB,PBPBB,PBPPPB,5
BBBPPB,BPBPP,BBPBBP,5
BBPPBP,PBPBB,PBBPPP,5
BPPPBB,PBPBB,BPBBPB,5
PBBBPB,BPBPP,PBPBBB,5
BBPBPP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PPPPBB,5
PPPPBP,BPBPP,BPBBBP,5
PPBPBB,BPBPP,BPPBBB,5
PBBPPB,PBPBB,PPPPPP,5
PPPPPP,BPBPP,PPPPPP,5
PPBBBP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BBPBBB,5
BBPPBP,BPBPP,BPPPBB,5
PPBPPB,BPBPP,BBPBPB,5
PPBBPB,PBPBB,BBBPBB,5
BPBBBP,BPBPP,BPPBPP,5
BBPPPP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PBPPPP,5
PPPPPP,PBPBB,BBPBPP,5
PBPBBB,BPBPP,BBPPPP,5
BBPPPP,BPBPP,BPPPBP,5
PBBBPP,PBPBB,PBPPBB,5
BBPPPP,PBPBB,BPPBBP,5
PPBBPP,BPBPP,BBBPBP,5
PBPPBB,BPBPP,BBBBBP,5
BPBPBB,PBPBB,BBPBBP,5
BBBBPP,PBPBB,PBPBBB,5
PBBPPB,PBPBB,BBPBPB,5
BPBBBB,PBPBB,PBBPPP,5
BBPPBP,BPBPP,BBBPPP,5
BBPPPP,PBPBB,BBBBPB,5
BBBBBB,PBPBB,PPBPBP,5
BPBBPP,BPBPP,BBPBBP,5
PPBBPB,BPBPP,BPBBPB,5
PBPBBP,BPBPP,PBBBBP,5
PPBBPP,PBPBB,BBBPPB,5
BBBBBP,PBPBB,PBBPPP,5
PPBBPB,PBPBB,PPPPBP,5
PPPPBP,PBPBB,BPPBBP,5
BPPBPP,BPBPP,BBBPBP,5
PBBPPB,PBPBB,BPBPBP,5
BPBBBP,BPBPP,PPPBBB,5
BBPPBB,PBPBB,PPBBBP,5
PPPBPP,BPBPP,BBBBPP,5
PBPPPP,PBPBB,BBPBBB,5
BBBBBP,PBPBB,BBBBPP,5
BPPPBP,PBPBB,BPPPPP,5
PBPPPP,BPBPP,BPPBBB,5
BBPBBP,PBPBB,PBBBBB,5
BPPBBP,PBPBB,BPPPBB,5
PBBPBB,PBPBB,BPPPPP,5
PPPPBP,PBPBB,PPBPPP,5
BPPBBP,BPBPP,PPPBBP,5
PPPPPB,BPBPP,PBBBBB,5
BBBBPP,PBPBB,PPBBBP,5
BPPPBB,PBPBB,BPPBPP,5
PBPPPB,PBPBB,PPPPPP,5
BPPBBB,BPBPP,BBBPPP,5
BPPPPP,BPBPP,BPPPPB,5
BPBPBP,BPBPP,PPBPBP,5
BPPPPB,PBPBB,PPBPBP,5
PBBPPB,PBPBB,PPPBBB,5
PPPPPP,BPBPP,PBPPBP,5
PBPPBP,BPBPP,BBBPBB,5
BPPPBB,PBPBB,BBPBBB,5
BBBPPP,PBPBB,BBBBPB,5
PBBBBB,BPBPP,BPPBBB,5
PPBPBB,PBPBB,PPBPBP,5
BPBBPP,BPBPP,BBBBPB,5
BPPBBB,BPBPP,BPBBBB,5
BBPBPP,PBPBB,BPPPPB,5
BBBBBB,BPBPP,PPPBBB,5
PPPBPB,PBPBB,BPBBBB,5
BBBBPP,PBPBB,PBBBPP,5
PBBBPP,BPBPP,BBBPBP,5
PPBBPP,BPBPP,PBPPPB,5
PPPPBB,BPBPP,BBPPBP,5
PPBBPP,BPBPP,PPBBBB,5
PBBBBP,BPBPP,PBBPPB,5
BPPBPP,BPBPP,PBPPPB,5
PPPBBB,PBPBB,BPPBPB,5
BPBBBP,PBPBB,BBPPBP,5
BBBBBB,PBPBB,PBBPPB,5
PBPBBB,BPBPP,PPPBPP,5
PPBBBP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PBPBBP,5
BBPBPP,PBPBB,PPPBPP,5
BPPBBP,PBPBB,PPBPBP,5
BPBBPP,BPBPP,BPBBBP,5
PBBBPB,BPBPP,BPPBBB,5
BPBPBB,PBPBB,BPBPPB,5
BPBPBB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PPPPBP,5
PPPPBP,PBPBB,PPBPBP,5
PBBPPB,PBPBB,BBBBPB,5
PBBBBB,BPBPP,PBPPPP,5
PPPPPB,BPBPP,PPPPPP,5
PPPPPP,PBPBB,BPBBPB,5
BBPPBB,BPBPP,BBBBPP,5
PPPBPP,PBPBB,PPPBPP,5
BPPPBP,PBPBB,BBPBBB,5
PPBPPB,BPBPP,BBPBPB,5
PBPPBB,PBPBB,BBBPPB,5
PBBPPP,BPBPP,PBBBBB,5
PPPBBB,PBPBB,BPPBPB,5
BBBPPB,PBPBB,BBBBBP,5
PPBPBP,BPBPP,BPBBBB,5
PBBPBB,BPBPP,BBPBBP,5
PPBBPP,BPBPP,BPBBBP,5
BPPBPP,BPBPP,BBPPPP,5
PPBBPB,PBPBB,BPBBPP,5
BBPBBP,PBPBB,BPBPBP,5
BPBBBP,BPBPP,PPPPPB,5
BPPPPP,BPBPP,BPPBBP,5
BPPPPP,PBPBB,PBPBPB,5
BPBBBB,BPBPP,BBBPBP,5
PPBBBP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PBBBPP,5
BPPPPP,BPBPP,BPBBPP,5
BBBPBB,BPBPP,PBPBBB,5
BBPBPP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,PBPPBB,5
BBBBBP,BPBPP,BPBPBP,5
PBPBPB,PBPBB,PBBPBP,5
BPBBPB,BPBPP,PPBBPP,5
PBBPPB,PBPBB,BBBPPP,5
BPPPPP,PBPBB,PPBBBP,5
PPPPBB,BPBPP,PBBPPB,5
BPPPPP,BPBPP,PPPBBP,5
PPPPBB,BPBPP,BBPBPB,5
PBPPBB,PBPBB,PBBBBP,5
PBBPPB,PBPBB,BBBPPB,5
PBBPPB,BPBPP,PBPPBP,5
BPPBPP,BPBPP,PBPPBB,5
BBBPBB,PBPBB,PBBBBB,5
PBBBBB,BPBPP,BBBPPB,5
BPPBBP,BPBPP,BPPBPB,5
BBPBPB,PBPBB,BPPBPB,5
BPBBBP,PBPBB,BBPPBP,5
PPBBBP,PBPBB,BBPBPB,5
PBBBBP,BPBPP,PPPPBP,5
BPPBBB,PBPBB,PBPBPB,5
PBPBPB,PBPBB,PBBBBP,5
PPPPPP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BPBBBB,5
BBBBPP,BPBPP,PBBBBP,5
BBBPBB,BPBPP,PPBPPB,5
PBPBPB,PBPBB,BPPPBP,5
PPBPPB,BPBPP,PBBPPB,5
PBPBPB,PBPBB,BPPPBP,5
PPBPPB,BPBPP,PBBPPB,5
PBPPBP,PBPBB,BPPPPB,5
BBBPPP,PBPBB,BPPPPP,5
BPPPPP,BPBPP,PPPBBB,5
PBPBBP,BPBPP,BPPPBB,5
BBPBBB,PBPBB,BBBBPP,5
BBBBPP,PBPBB,BBBBBP,5
BBBBBB,BPBPP,BPPPPB,5
BPPBBB,PBPBB,PPBBBP,5
PPBBPB,PBPBB,BPBPPP,5
BPBPBB,BPBPP,PPBBBP,5
BBPPPP,BPBPP,BPBBBP,5
PPBPBB,BPBPP,BBBBPP,5
BBPBBB,BPBPP,BBPBBP,5
BPPBBB,BPBPP,PBBPBB,5
BPPBPP,PBPBB,PBPPBP,5
BBBPBB,BPBPP,BPBBBB,5
PBBBBP,BPBPP,BBBBPB,5
BPPBBB,BPBPP,PBPBPB,5
BPBBBP,PBPBB,BBPBPB,5
PBBBBP,BPBPP,BPBBBB,5
BBBBPB,PBPBB,BPBBPP,5
BPPPPB,BPBPP,BPPBBP,5
PPBPPB,BPBPP,BPBPBP,5
BPBBBB,PBPBB,BBPBPP,5
PBPBBB,BPBPP,BPBBBB,5
BPPPBP,BPBPP,BPBBBB,5
BPPPBB,BPBPP,PBPBPB,5
PPPBPB,PBPBB,PBPPPP,5
BBBBBP,PBPBB,PBPPPB,5
BPPBBB,PBPBB,BBPBBB,5
PBBBBB,BPBPP,PPPBPP,5
BBPPBP,PBPBB,PPBPBP,5
BPBBPP,BPBPP,BBPPBP,5
PPPPPB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BPPBBP,5
PPBBPP,PBPBB,BPPBBB,5
PPPBBB,BPBPP,PPPBPB,5
BPPPPP,BPBPP,PBBPBP,5
PBBPBP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,BPBPBB,5
PBPBBB,PBPBB,PPPBPP,5
BBPBBB,PBPBB,PPPBPB,5
BPBBPP,PBPBB,BBBBPB,5
PBBBBB,BPBPP,BBBBBP,5
BBBBPP,PBPBB,BPPBPP,5
BBPPBP,PBPBB,BBBPBP,5
BBBPPB,BPBPP,BBBPPP,5
BPPPBB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PPPPBP,5
PBBPPP,BPBPP,BPBBBP,5
PPBPBB,BPBPP,PBBPPP,5
BBPPPB,PBPBB,PBBPPB,5
PPBPPB,BPBPP,BBBBPB,5
BBBPBB,PBPBB,BPBPPB,5
BPBPBB,BPBPP,BPBBBP,5
BPBBBP,BPBPP,BPPPPB,5
PPBBBP,BPBPP,PBPPPB,5
PPPPPB,BPBPP,PPBPPP,5
BPPPPB,PBPBB,PPPBBP,5
BBBPBB,PBPBB,BBPPPP,5
PPPPBB,BPBPP,BBPBBB,5
PPPPBP,BPBPP,BBPPBP,5
BPPBPP,BPBPP,PBBBBB,5
PBPBBB,PBPBB,BBPBPB,5
BPBBBB,PBPBB,PPPPBB,5
BPBBBP,PBPBB,BPPBBB,5
BPBPPB,PBPBB,PBBPBB,5
BBPBBB,BPBPP,BPPPBB,5
BPPPPP,PBPBB,BBBBBB,5
BBBBBB,PBPBB,BPPBPP,5
PPPPPB,PBPBB,PBBBBB,5
BPBBBB,BPBPP,PBPPPB,5
BPPBPP,BPBPP,PBBPPP,5
BBBPPB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PBBPBP,5
PBPPPB,BPBPP,BBPPPP,5
BPPBPB,PBPBB,BPPPPP,5
BBPBBB,PBPBB,BBBBPP,5
BBPPPB,BPBPP,PPBBPB,5
BPBPBB,PBPBB,PBBPBB,5
BBBPPP,BPBPP,BBBBBB,5
BBPPPP,PBPBB,PBBBPP,5
BBPPPB,BPBPP,BPBBPP,5
PBPPBB,PBPBB,BBBBPB,5
PBBBBB,BPBPP,PBBPBB,5
PBBBPB,BPBPP,PPBPPP,5
BPBBPB,PBPBB,PBBPBB,5
PBBPPP,BPBPP,BBBPBB,5
PBPBPP,PBPBB,PPBPPP,5
PBPPPB,PBPBB,BPPBPP,5
BBPPPB,PBPBB,BPBBPP,5
PBBPPB,PBPBB,PPBPBP,5
BBBPPB,BPBPP,BBPBPB,5
BPPBBP,BPBPP,PPPPPP,5
PBBPBP,BPBPP,PPPPBP,5
BPPBPB,PBPBB,PBBBBP,5
BBBPBB,BPBPP,BPBPPB,5
BBPBPP,BPBPP,BBBBPB,5
PPBBPP,BPBPP,PPBPPP,5
PPPPBB,PBPBB,PPPBBP,5
BPBPPP,BPBPP,PPBPBP,5
PPPPBP,BPBPP,BBBBBP,5
BPBBBB,PBPBB,BBPBBB,5
PBBBPP,BPBPP,PBBBPB,5
BPPPBB,BPBPP,PPBPBP,5
PPPPBP,BPBPP,PPBPPB,5
PBBPBB,BPBPP,PBPBBP,5
BBPBPP,PBPBB,PPBPBP,5
PBPBPB,PBPBB,BPBPPP,5
BPBPBB,BPBPP,PPBBPP,5
PPBPPP,BPBPP,PBBPBP,5
PBPPPB,BPBPP,BBPBBP,5
BPPPPB,PBPBB,BBBPBP,5
BPBBBB,BPBPP,BPBPPB,5
BBPBPP,BPBPP,BBBPBB,5
PBBBBP,PBPBB,PBPPPP,5
PPPPBB,PBPBB,PBBBBB,5
BBPBBB,BPBPP,BPBBPB,5
PPPPPB,BPBPP,PBPPBP,5
PBPPBP,BPBPP,PBPPPP,5
PPPPPP,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PPPBPP,5
BBBBPB,BPBPP,BBPBPB,5
BPPBBP,BPBPP,PBBBBB,5
BBBPPP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PPBPPB,5
BBPPBP,BPBPP,PPBBPP,5
BBBPBB,PBPBB,BPBBBP,5
BBBBBB,BPBPP,BBPBBB,5
PPBBBP,BPBPP,BBPPBP,5
PPBBPP,BPBPP,PBPPBP,5
BPPPBP,PBPBB,BBPPPB,5
BBPPPB,BPBPP,BBPBPB,5
BPPBBB,PBPBB,PPBBPB,5
BPPBBP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PPPPBB,5
PBPPBB,PBPBB,BBBPPP,5
BBPPPB,BPBPP,PBPBPB,5
PPPBPB,PBPBB,BBBPBP,5
BPBBBB,BPBPP,BPPBBB,5
BBPPPP,PBPBB,BPPBBP,5
BBBBPP,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PPPBBB,5
PPPBBB,PBPBB,BPBPPB,5
BPBPBB,BPBPP,BPPBPB,5
PBPPBP,PBPBB,BBBPPB,5
PPBBPB,BPBPP,PPBBPB,5
PBBBPB,BPBPP,PPPPPB,5
PPPBBP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,PPBPBP,5
PBBPPB,PBPBB,PPBBBP,5
BPPPBP,BPBPP,PPBBBB,5
BBBBBB,BPBPP,PPPPPP,5
BPPPBB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BPPPPB,5
BPBBBB,BPBPP,BPPPBP,5
BBPPBP,PBPBB,BPPBPB,5
PBBBPP,BPBPP,PPBPBP,5
PPPBPB,PBPBB,PBPPPB,5
BBPBPB,PBPBB,BBBPPB,5
BBPBBP,PBPBB,PPBPPB,5
PBPPPP,BPBPP,PBBBBB,5
PBPBBB,BPBPP,BPPBPP,5
BPPBBB,PBPBB,PPPPPP,5
BPPPPP,PBPBB,PBBBBP,5
PBBPPB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BPPPBB,5
BPPBBP,BPBPP,PPPBBP,5
BBBPBB,PBPBB,BBPBBB,5
BPBBPP,BPBPP,BBPBPB,5
PPBBPP,BPBPP,PBPPPB,5
PPPBBB,PBPBB,PPPBPB,5
PBBPPP,BPBPP,PPPPPB,5
BBBBBP,PBPBB,PBPBPP,5
PBPBBP,BPBPP,BBBBBP,5
BBBPBB,PBPBB,BPPPPP,5
BBPBPB,PBPBB,PBPPBP,5
BPPBPB,PBPBB,BBPPBB,5
BBBPPP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BBPPBB,5
PBBPBP,BPBPP,PBPPPB,5
PPBPBP,BPBPP,BPPBBP,5
BBPBBB,BPBPP,PBPPBP,5
PPPBPP,BPBPP,BBBBPB,5
PBBBPB,BPBPP,PBPPBP,5
BPBBBB,BPBPP,BBPPBB,5
BBBBPB,BPBPP,PBPBBB,5
PBPPPP,BPBPP,BBBBPP,5
PPBBPB,BPBPP,BBBBPB,5
BPBBBB,BPBPP,PPPPBP,5
BPPPPP,PBPBB,BBBBBB,5
BBBBBP,PBPBB,PPPBBB,5
BBBPBB,PBPBB,BBPBPP,5
PBPBBB,BPBPP,BBPPBB,5
PPPBBB,PBPBB,PBBBPB,5
PBBPBP,BPBPP,PPPBBB,5
PPPPBB,PBPBB,PBPPBB,5
BBBBPP,PBPBB,BPBBPP,5
BPBBBP,PBPBB,BPPBBB,5
PPBPPB,PBPBB,PBPBPP,5
PBPBBP,BPBPP,BPPPBB,5
PBBBPB,PBPBB,BPPPPP,5
PPPBPB,PBPBB,BPBBPP,5
BBPBBP,PBPBB,BBPPPB,5
BPPPBB,BPBPP,BBPPBB,5
BPPPPB,PBPBB,PBBBPP,5
BBBBPB,BPBPP,BPBPBP,5
BPPBPB,PBPBB,BPPPPB,5
PPPPBP,BPBPP,PPBBBB,5
PPPPPP,BPBPP,PBBPPP,5
BPPPBB,BPBPP,BBBBBP,5
BPPPBP,BPBPP,PPPBBP,5
BBPBPB,PBPBB,BPBBPB,5
BPPBBP,BPBPP,PBPPPB,5
PPPPPP,PBPBB,BBPBBP,5
PPPPBP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BPPBPP,5
PPBBBP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,BPBPBB,5
PBPBBB,PBPBB,PBPBPB,5
BPBBPB,PBPBB,BBBBBP,5
PPBPBB,PBPBB,PBBBBP,5
BBPPBP,PBPBB,PBPBPB,5
PBBPBP,BPBPP,PBPBPB,5
BPPPBP,BPBPP,BBPPBP,5
PPPBPB,PBPBB,PPBBBB,5
BPPBBB,BPBPP,BBBPPB,5
BBPPBP,BPBPP,BPPBBB,5
BBBPBP,BPBPP,BPPBBP,5
PPBPPB,BPBPP,BBPPPP,5
BBBPPP,PBPBB,PBBBBP,5
BBBBPP,BPBPP,BPPBBP,5
BBBBBP,BPBPP,PBPPBP,5
PPBPBP,BPBPP,BPPBBP,5
PPBPPB,BPBPP,BPPPPP,5
PPPPPB,PBPBB,BBPBPB,5
BBBBBB,PBPBB,BBPPPB,5
BBBBBB,BPBPP,PBBPBB,5
BPBBBP,BPBPP,BBPBBP,5
BBPPBB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PBPBPB,5
PBPPPB,PBPBB,PPBBBB,5
PPBBBB,BPBPP,PBPBPB,5
PBPPPB,PBPBB,PBBBPB,5
