before,flip_trigger,after,length,flip_to
PPBPBP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BBPPPB,6,P
BBBPBB,PBPBBB,PBPPBP,6,B
BBBPBP,PBPBBB,PBPBPP,6,B
PPBBBP,BPBPPP,BPPPBB,6,P
PPPPPB,BPBPPP,PBPPPP,6,P
BBBPBB,PBPBBB,BPPPPB,6,B
BPPBPP,BPBPPP,BBBBBB,6,P
PBPBBB,PBPBBB,BPBPBB,6,B
BPBBBP,PBPBBB,PPBBBB,6,B
BPPPPP,PBPBBB,BBBBBP,6,B
BBBBBB,PBPBBB,PPBPPP,6,B
BPBBBB,BPBPPP,BPPPBB,6,P
BPPBPP,BPBPPP,BBPPPP,6,P
BBBPPB,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,BBPBPP,6,P
BPPBPB,PBPBBB,PPPPPB,6,B
BBPBBB,PBPBBB,BBBPPB,6,B
BBPPPB,BPBPPP,PBBPBB,6,P
PBPPBB,PBPBBB,BBBPBP,6,B
PBBBBB,BPBPPP,BBPBBB,6,P
PBBBPB,BPBPPP,PBPPPB,6,P
PBPPPB,PBPBBB,PPBPPP,6,B
BBPPPB,PBPBBB,PBBPPB,6,B
BPPBBP,BPBPPP,PPPPPP,6,P
PBBPBP,BPBPPP,PPPBPP,6,P
PPBBPP,BPBPPP,PBPPPP,6,P
BPBPPP,BPBPPP,PBPBPB,6,P
BPBBBB,PBPBBB,BPBBBP,6,B
PBBBPP,BPBPPP,BBBPBP,6,P
BPPPBB,BPBPPP,PBPBPB,6,P
PPPPBP,BPBPPP,PBPPBB,6,P
PBBPBB,BPBPPP,BPBBPP,6,P
PBPBPB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PBBPPP,6,P
PPBPPP,BPBPPP,BBPBPP,6,P
BPPPPB,PBPBBB,BBPBPP,6,B
PBPPBP,BPBPPP,BPPPPB,6,P
PPPPPP,BPBPPP,PBPBBP,6,P
BPPBBP,BPBPPP,BBBBBP,6,P
BBPPBP,BPBPPP,PBBPPB,6,P
BBBPBB,PBPBBB,PBBBPB,6,B
PPBBPP,BPBPPP,BPPBPB,6,P
BPPPBP,PBPBBB,BPPPBB,6,B
PBPPBB,PBPBBB,BBPPPB,6,B
BBPPPB,BPBPPP,BPBPBP,6,P
PPPBPB,PBPBBB,BBPBPP,6,B
BBPPPP,PBPBBB,PPBBPB,6,B
BPBPPB,BPBPPP,PPBBBP,6,P
PPPBBB,PBPBBB,PBPPBP,6,B
PBPPBP,PBPBBB,BBPPBP,6,B
PPBBPB,BPBPPP,PBBPBB,6,P
PBBBPB,BPBPPP,PPPPBB,6,P
PPPBBP,PBPBBB,PBPBBP,6,B
BPPPBP,BPBPPP,PBBBBP,6,P
BBBBBB,BPBPPP,PPPPPB,6,P
BBPPBP,PBPBBB,PPBPBP,6,B
PBBBPP,BPBPPP,PBPBPB,6,P
PBPBPB,BPBPPP,BBPBPB,6,P
BBPBPB,PBPBBB,BBPPBB,6,B
PBPPPP,BPBPPP,BBBBBB,6,P
BPBPBB,PBPBBB,PPPBBP,6,B
BPPBBP,BPBPPP,PPBBPP,6,P
BBBPBB,PBPBBB,BPBBBP,6,B
PPBBPP,BPBPPP,BPPPBB,6,P
PBBPPP,BPBPPP,PPPPBP,6,P
BBBPBB,PBPBBB,PPPPPB,6,B
BPPBPB,PBPBBB,BPPBBB,6,B
PBBPBP,BPBPPP,BPPPBP,6,P
BBPBBB,BPBPPP,BPPBPB,6,P
PBBBPB,BPBPPP,BPPBPP,6,P
BBBBPB,BPBPPP,BPBBBP,6,P
BBBPBP,PBPBBB,BPPPPP,6,B
BPBBBB,BPBPPP,PPPBPB,6,P
BPPPPP,PBPBBB,BBBBBB,6,B
BBBPBB,PBPBBB,BPBPPB,6,B
PBBPBP,BPBPPP,PPBBBB,6,P
BBBBPP,PBPBBB,PBBPPP,6,B
BPBBBP,PBPBBB,PPBBBB,6,B
PBBBPB,PBPBBB,PPPPPB,6,B
PPPBPB,PBPBBB,PBBPPB,6,B
BBPBBP,PBPBBB,BPPPBP,6,B
BPPBPB,PBPBBB,PPPPBP,6,B
PPPPBP,BPBPPP,PBBBBP,6,P
PPPPPP,BPBPPP,BBPPPP,6,P
BPPPBP,BPBPPP,PPBBPB,6,P
BBPBPB,PBPBBB,PBBPBB,6,B
BPPBBP,BPBPPP,BPPPBB,6,P
PPPPPP,PBPBBB,BPBBPP,6,B
PPBBBP,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PBPBBP,6,B
BPBBPB,PBPBBB,BBBBPP,6,B
PBBPBP,BPBPPP,BPBPBP,6,P
BBBBBP,BPBPPP,BPPBPP,6,P
PPPPPB,PBPBBB,BPBPBB,6,B
BBBBBB,PBPBBB,BPPPBB,6,B
BBBBBB,BPBPPP,BBPBBB,6,P
BBPPBB,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,BPBPBB,6,P
PPBBBB,BPBPPP,BPBPBB,6,P
PPPBPP,BPBPPP,BBBBBP,6,P
BBPBBP,PBPBBB,BBBBPP,6,B
BBBBBB,PBPBBB,PPBBBP,6,B
PPPPBP,PBPBBB,BPPBBP,6,B
PBPPBB,BPBPPP,BBPBBP,6,P
BPPPBB,BPBPPP,PPPPBP,6,P
PPPPBP,BPBPPP,BPBBBP,6,P
PBPBPP,PBPBBB,PBPBBB,6,B
PPPPBB,PBPBBB,PBBPBP,6,B
PPBBPB,PBPBBB,PPPBPB,6,B
BPPBBP,PBPBBB,PPBPPP,6,B
BPPBPP,BPBPPP,PPBPPP,6,P
BBPPBB,BPBPPP,PPBPBP,6,P
PPBBBP,BPBPPP,BBPPPP,6,P
PPPPBB,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,PPPPPB,6,P
PBPPBP,BPBPPP,BPBPBB,6,P
BBPPPP,PBPBBB,BPBPPB,6,B
BBPPBB,BPBPPP,PPPPPP,6,P
BBPBBP,PBPBBB,PBPPBP,6,B
PPPPPB,PBPBBB,PBBPBP,6,B
PBBPBB,BPBPPP,BPPBPB,6,P
PPBPPB,PBPBBB,PPBBBB,6,B
PPPBPP,BPBPPP,PBBBPB,6,P
PPPBBB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PPPBBB,6,P
BBBBPB,PBPBBB,BBBPBB,6,B
BBPBBB,BPBPPP,PPPBBB,6,P
BPPPPP,PBPBBB,PBPBPB,6,B
PBPPBB,BPBPPP,BBPBBB,6,P
PBPPBP,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,BPPPPP,6,B
PPBPPB,PBPBBB,BPBBBB,6,B
BPPBBP,BPBPPP,PPBPPB,6,P
PPBBPP,BPBPPP,BPBBPP,6,P
PBPBBP,PBPBBB,PPBPBB,6,B
PBBBPP,BPBPPP,PPBBPB,6,P
BPBPBP,BPBPPP,BBBBBB,6,P
BBBPBB,PBPBBB,PPPBPP,6,B
PPPBPB,PBPBBB,PPPPPB,6,B
PBBPPB,PBPBBB,PBBBPP,6,B
BBBBPP,PBPBBB,PPBPPP,6,B
BBPBBB,BPBPPP,PBPBPP,6,P
PBPPPB,PBPBBB,PPPPBB,6,B
BBBPBP,BPBPPP,PPBBPB,6,P
PBBPPP,PBPBBB,BBPBBB,6,B
BPPBBB,PBPBBB,PPBPPB,6,B
BBPPBP,BPBPPP,PBBPPB,6,P
PBPBPB,BPBPPP,BBBPPP,6,P
BPBBBB,BPBPPP,BBPBPB,6,P
BPBPBP,BPBPPP,BBPPPB,6,P
PPPPPP,BPBPPP,PBBBBP,6,P
PPBBBB,PBPBBB,BPPBBB,6,B
BBPPBB,BPBPPP,PPPBBP,6,P
PPBBPB,BPBPPP,BBBBPB,6,P
PPPPPB,BPBPPP,BBBPPB,6,P
PPBPBP,BPBPPP,BBBBBP,6,P
BPBBPP,BPBPPP,BBPPBB,6,P
PBPBPP,BPBPPP,BPPPPB,6,P
BPPPBP,PBPBBB,BBPBPB,6,B
PPPPPP,PBPBBB,PPPBPB,6,B
PBPBPB,BPBPPP,PPPBBB,6,P
BPBPBP,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,PPPBBP,6,B
PBBBPP,PBPBBB,PBPPBB,6,B
BBPPPB,PBPBBB,BBBPPB,6,B
PPBBBP,BPBPPP,PBBBPB,6,P
BBPBBP,PBPBBB,PPBPBB,6,B
PPBPBB,PBPBBB,PBBPBP,6,B
PBBBPB,BPBPPP,BBPPPB,6,P
PPBPBB,PBPBBB,BPPBBP,6,B
PPPBBP,PBPBBB,BBPBBP,6,B
BPPPPP,BPBPPP,PPBPBP,6,P
PPPPPB,PBPBBB,BBPBPP,6,B
PPBBPB,BPBPPP,BPPBPB,6,P
BPPPBP,PBPBBB,BPBBBB,6,B
PPPBPB,BPBPPP,PPBPBP,6,P
BPBBPB,PBPBBB,BBPBPB,6,B
PBBBBB,PBPBBB,BPBBPP,6,B
PPPBPP,PBPBBB,PPPPPB,6,B
BPBPBP,PBPBBB,PBPPBB,6,B
BBBBBP,PBPBBB,BBPPBB,6,B
BBBPPB,BPBPPP,PBPBBP,6,P
BBPPBP,BPBPPP,PPBBPP,6,P
PBPBPB,PBPBBB,BBPBPB,6,B
PPBPBP,PBPBBB,BPPPBP,6,B
PPBPPB,BPBPPP,PPPPBP,6,P
BBPPBB,BPBPPP,BBBBBP,6,P
BBBBPB,BPBPPP,BBPPBP,6,P
PBBPPP,PBPBBB,PBBPBB,6,B
BPBBBB,BPBPPP,BBBBBP,6,P
PPBPBP,PBPBBB,PPPPPB,6,B
BBPPPP,PBPBBB,BBBPBB,6,B
PBBPPB,PBPBBB,BPPBPB,6,B
BBPBPB,PBPBBB,BPPBPB,6,B
PBBBBP,PBPBBB,PBPBPB,6,B
BBBPPB,BPBPPP,PPBPBP,6,P
PPPPBP,PBPBBB,PBBBPB,6,B
BPBPBB,BPBPPP,PPBPPB,6,P
PPPBPB,BPBPPP,BPPPPP,6,P
PPBPPB,BPBPPP,BBBBBP,6,P
PBBBPB,PBPBBB,BPPBBB,6,B
PBBBPP,PBPBBB,PPPPBP,6,B
PPPBPP,BPBPPP,BBPBPP,6,P
PBPPPB,BPBPPP,BBBBPB,6,P
BBPBBB,PBPBBB,BBBPPP,6,B
BBBBBP,BPBPPP,BBPPPB,6,P
BPPBPB,BPBPPP,BBPPPB,6,P
BBBPBB,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,BBPPBP,6,P
PPPBBP,PBPBBB,PPBPPB,6,B
BBPPPP,BPBPPP,BBPPBP,6,P
BPBBPB,PBPBBB,BBPBPP,6,B
BPPPBP,PBPBBB,BBPPBB,6,B
PPPBPP,PBPBBB,PBBPPP,6,B
BPBPPB,PBPBBB,BPBBPB,6,B
BPPPBB,BPBPPP,PBPPPB,6,P
PBPBPB,PBPBBB,PPPPPP,6,B
PPPPPP,PBPBBB,PBBPPP,6,B
BBBPPB,PBPBBB,PBPBPP,6,B
BPBBBP,BPBPPP,PBPBPP,6,P
BPBPBP,BPBPPP,PPBPBP,6,P
PPPPBB,PBPBBB,BBPBPP,6,B
BPBBBB,BPBPPP,BBBBBB,6,P
BPBBPP,PBPBBB,BPBBPP,6,B
BPPPPP,PBPBBB,BBPPBP,6,B
PBBBBB,BPBPPP,PBBBBB,6,P
PBPPBB,PBPBBB,PBPBPP,6,B
PBBPPP,PBPBBB,PPPPBP,6,B
PBBPPP,PBPBBB,PBBBBB,6,B
PBBPPP,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,PPBBBP,6,B
BPBBPP,PBPBBB,BBBPBB,6,B
BBBPPP,PBPBBB,BPPPBB,6,B
BPPPPP,BPBPPP,PPPBPP,6,P
PPBBBB,PBPBBB,PBBPBB,6,B
PPPPBB,PBPBBB,BBBBPB,6,B
BPPPPP,PBPBBB,BPPBBP,6,B
PBPPBP,BPBPPP,BBBPBB,6,P
PPPPPP,BPBPPP,BPPBPP,6,P
PBPPBP,PBPBBB,BBBPPB,6,B
BBPBPB,PBPBBB,BBPPBP,6,B
PPBPPP,BPBPPP,BBBPPB,6,P
BBPBPP,PBPBBB,BPPBPB,6,B
PBBBBP,PBPBBB,PPBPBP,6,B
BBPPBP,BPBPPP,PBBBBB,6,P
BBBBBP,PBPBBB,PPBPBB,6,B
BPPBBP,PBPBBB,BBPBPB,6,B
BBBBBP,BPBPPP,BPPPBP,6,P
BPPPBP,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,BBBBBB,6,P
BPBPBP,PBPBBB,BPBPBP,6,B
PBBPPP,BPBPPP,PBPBBP,6,P
BBBBPP,PBPBBB,PPBPPP,6,B
PPBPPP,BPBPPP,PPBBPB,6,P
PBBPPP,BPBPPP,BPPBPB,6,P
PPPBPP,BPBPPP,BBPPBB,6,P
PPBBPB,BPBPPP,BPBPBB,6,P
PPBBBP,BPBPPP,PPBPBB,6,P
BPPBPP,BPBPPP,BBPPBP,6,P
PPPBPB,BPBPPP,BBPPBP,6,P
PBBBBP,BPBPPP,BBPBPP,6,P
BPPBPP,BPBPPP,PPBPBP,6,P
BPPBBP,PBPBBB,BBBBBB,6,B
BBBBBB,PBPBBB,PPPBBB,6,B
BPPPBB,PBPBBB,BBBPPB,6,B
PPPPPB,PBPBBB,BBPBPB,6,B
BPPPPP,BPBPPP,BBBPBB,6,P
PBBPPB,BPBPPP,BBPPPP,6,P
BPBBBB,PBPBBB,BBPBPP,6,B
PPBBBB,PBPBBB,PPPPPB,6,B
BPBBBB,PBPBBB,PBPPBP,6,B
BBBPBP,PBPBBB,BPPBBP,6,B
PPBPPP,BPBPPP,BBBPPP,6,P
BBPPPB,PBPBBB,PBBPBP,6,B
PBBPBP,BPBPPP,PPBBPP,6,P
PBBPPP,PBPBBB,PBBBBB,6,B
PBBPPB,BPBPPP,PBPPBP,6,P
BBPBPB,PBPBBB,BBBPPB,6,B
PPBBPB,PBPBBB,PPPPBB,6,B
BPBPPB,PBPBBB,PBBBPP,6,B
PPPBPB,BPBPPP,BBPBPP,6,P
PBPPPB,BPBPPP,BPPPPP,6,P
BBBPBB,BPBPPP,BPPBPP,6,P
PBPPBB,PBPBBB,BBBPBB,6,B
BPPBPP,BPBPPP,BBPPBP,6,P
BPBPBP,BPBPPP,BBPPPP,6,P
PPBBBP,PBPBBB,PBBPBP,6,B
BBBPBB,PBPBBB,BPPPBP,6,B
BPBBBP,PBPBBB,BBBPPB,6,B
PPBBBP,BPBPPP,BBPPPB,6,P
PPBBBB,BPBPPP,PPPPBP,6,P
PPPPPP,BPBPPP,PBPBBP,6,P
PPBBPP,BPBPPP,BBBPBB,6,P
PBBPPB,PBPBBB,BBBBPB,6,B
PPBPBP,BPBPPP,BPBBBB,6,P
PBPBPP,PBPBBB,BBBPBB,6,B
BPPPBP,PBPBBB,PBBPBP,6,B
PPPPBB,PBPBBB,BBPBBP,6,B
BBPBPP,BPBPPP,BBBPBP,6,P
PPBPPP,PBPBBB,PPPPBP,6,B
PBBPBB,PBPBBB,PBPBBP,6,B
BBPPPP,PBPBBB,PBPPPP,6,B
PPBPBB,BPBPPP,PPPBPB,6,P
PPPPPP,BPBPPP,PBBPPB,6,P
PPPPBP,PBPBBB,PPPBPP,6,B
PPBPPB,BPBPPP,PPBPBP,6,P
PPPPBP,BPBPPP,PPPBBB,6,P
BBBPPB,PBPBBB,PPBPBP,6,B
PBBBPP,BPBPPP,PBBBPB,6,P
PBBPBP,PBPBBB,PPPPPP,6,B
BPPBBP,BPBPPP,PBBBBP,6,P
BPPBPB,PBPBBB,PBBPBP,6,B
BPPBPB,BPBPPP,PBPPBP,6,P
PPPPBP,PBPBBB,PPPPBP,6,B
PPPPPP,PBPBBB,BBBPBB,6,B
BBPPPP,PBPBBB,BBBPBP,6,B
PBBBBB,BPBPPP,BBPBBP,6,P
PBBPPP,BPBPPP,BBBBPP,6,P
BBBBPP,PBPBBB,BBPBPP,6,B
PPPPPB,BPBPPP,PPBBBB,6,P
BBBBBP,BPBPPP,PPBBPB,6,P
BPBPPB,BPBPPP,PPPPPP,6,P
BPPBPB,BPBPPP,BPPBPB,6,P
BPPPBP,PBPBBB,PPPPBB,6,B
PBBPBP,BPBPPP,PBPPPP,6,P
BBPPBP,PBPBBB,BBPPBB,6,B
PBBPBP,BPBPPP,BPPPPB,6,P
BPPBPB,PBPBBB,BPBBBP,6,B
BBBPBB,BPBPPP,BPPBBP,6,P
PPPPBB,PBPBBB,PBBPBP,6,B
BBPBBP,BPBPPP,BPBBBP,6,P
PBPBPP,PBPBBB,PBPPBB,6,B
BPBBPB,PBPBBB,PBBBBB,6,B
BPPPPB,PBPBBB,PPPPPB,6,B
BBBBPP,PBPBBB,PPPBPB,6,B
PBBBPP,PBPBBB,PPBPBP,6,B
PPBBPP,PBPBBB,PBPBBP,6,B
PBBPPB,BPBPPP,PPBPBP,6,P
PBPBPP,BPBPPP,BPBPBP,6,P
BPPPBB,PBPBBB,BPBBPB,6,B
PPPPPP,BPBPPP,PBBPPB,6,P
PPBPBP,PBPBBB,PPPBPP,6,B
PBPPBB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PBPPBP,6,P
PPPPBP,PBPBBB,PPBPPP,6,B
BBPBBP,PBPBBB,BBBPBP,6,B
BBBBBP,BPBPPP,BPBBPB,6,P
PPBBBP,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,PPBBBP,6,P
PBBBPB,PBPBBB,BBPPBB,6,B
PPPPPB,PBPBBB,BBPBBB,6,B
BPBBBB,PBPBBB,BPPBBB,6,B
BPBPPB,PBPBBB,BBPBBP,6,B
BBPPBP,PBPBBB,PPBBPB,6,B
PBPPBP,PBPBBB,BBPBBP,6,B
BBBBPB,BPBPPP,BPBBPB,6,P
BBPBBB,BPBPPP,BBBBPB,6,P
BPBBPP,PBPBBB,PBBPBP,6,B
PBPPBP,BPBPPP,PBPBPB,6,P
PBBBBB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BBPBPB,6,P
PBBPPB,BPBPPP,BBBPPB,6,P
PPPPBP,PBPBBB,PBBPBB,6,B
PPPPPB,BPBPPP,PBPPBB,6,P
BBBBBP,PBPBBB,BPBBBB,6,B
BPBPPB,BPBPPP,BPBBBP,6,P
BBPBPP,PBPBBB,PPBBBB,6,B
PBBPPB,PBPBBB,BBBBPP,6,B
BPBBBB,PBPBBB,BPBPBB,6,B
PBPBBP,BPBPPP,BBPPBB,6,P
BBPPBB,BPBPPP,BBPBBP,6,P
BBBBPP,PBPBBB,PPPBBB,6,B
PBPBBP,BPBPPP,PBPBPB,6,P
PPBPPB,BPBPPP,BBBBBB,6,P
PPBBBP,PBPBBB,BPPPBP,6,B
BBBBPP,PBPBBB,BBBBPB,6,B
BBBBBB,PBPBBB,PBBBPP,6,B
PBBPPP,BPBPPP,BBBBBP,6,P
PPBPPB,BPBPPP,PPPPBB,6,P
BBPPBB,BPBPPP,BPPBPB,6,P
BBBBPP,BPBPPP,PBBBPP,6,P
BBPPPB,PBPBBB,BBBBPP,6,B
PPBPPB,BPBPPP,PBPPPP,6,P
PBPPBB,BPBPPP,PPPPBB,6,P
BBPPBB,BPBPPP,BBPBBB,6,P
PPPPPP,BPBPPP,PBBPBP,6,P
PBPBPP,BPBPPP,BPPPBP,6,P
PPBBBB,PBPBBB,BPBBBB,6,B
BPPPPP,BPBPPP,BBPPBB,6,P
BPBPBP,PBPBBB,BPBBPB,6,B
BBBBPB,PBPBBB,BBPBBP,6,B
BBBPBP,BPBPPP,BBBBPP,6,P
PBPPBB,PBPBBB,PPBPPB,6,B
BBPPBP,PBPBBB,PPPBBP,6,B
BBBBPP,PBPBBB,PBPBBP,6,B
PBPBPP,BPBPPP,BPBBBB,6,P
PBPBPP,PBPBBB,BBBPPB,6,B
BBBPPB,PBPBBB,BBPBBP,6,B
BPPBPP,PBPBBB,BPPPPP,6,B
PPBPPB,PBPBBB,PPPBPP,6,B
BPBPPP,BPBPPP,BPBBBP,6,P
PBPBPP,PBPBBB,PPBPBB,6,B
BPBBBP,PBPBBB,PBPBPB,6,B
PBPBPB,BPBPPP,PBBPBP,6,P
PPBBBP,BPBPPP,BBPBBP,6,P
BBBBPP,BPBPPP,BPPPPB,6,P
BBPPBP,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,BBBBBB,6,B
BBBBBB,BPBPPP,PPPPPP,6,P
BBBBPP,BPBPPP,PBPPPB,6,P
BBBBPP,BPBPPP,BBBPBB,6,P
PPPBPB,PBPBBB,BBPBBP,6,B
BBPPPB,BPBPPP,PBPBBP,6,P
BPBPPB,PBPBBB,PPPBPP,6,B
PBBPPB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BBBBPB,6,P
PPBBBB,PBPBBB,PPPPPP,6,B
PPPPPB,BPBPPP,PBPPBP,6,P
PPPPBP,PBPBBB,BBBBBB,6,B
PPPPPP,BPBPPP,BBPBBP,6,P
BBPBPB,PBPBBB,BBPBPB,6,B
PBBBBB,PBPBBB,BPBPBB,6,B
PBPBBP,PBPBBB,BPPBBP,6,B
BPPPBB,BPBPPP,PBPBPB,6,P
PPPPBP,BPBPPP,PPBPPB,6,P
BBBPBB,PBPBBB,BBBPBB,6,B
PPBBBB,BPBPPP,PBPPPP,6,P
PPPPPP,BPBPPP,PBPBPB,6,P
BPPPPB,PBPBBB,PPBBBB,6,B
PPBBPB,BPBPPP,PBPPBB,6,P
BBBPBP,BPBPPP,PPBBPB,6,P
PPBPBB,PBPBBB,PBBBPB,6,B
PBBPBB,PBPBBB,PBPBBP,6,B
BPBBPP,BPBPPP,PPPBBB,6,P
BBPPPP,BPBPPP,BPPPPB,6,P
BBPBBP,PBPBBB,BBPBBB,6,B
PBPPBB,PBPBBB,PBPBPB,6,B
PPPPBB,BPBPPP,PBBPBB,6,P
BBPBPP,BPBPPP,PPPPBB,6,P
PBPPBB,BPBPPP,PPPBBP,6,P
PBPBBB,BPBPPP,BBBBPP,6,P
BBPPPB,BPBPPP,BBBPPP,6,P
PBPPPB,BPBPPP,BBPPPP,6,P
PPBPPB,PBPBBB,BPBPBP,6,B
PPPPBP,BPBPPP,BBPBPB,6,P
BBPBBP,BPBPPP,BPPBBP,6,P
BPPBBP,BPBPPP,PPBPPB,6,P
BBPBPB,PBPBBB,PBPBBP,6,B
PBBBPB,BPBPPP,PPBBPB,6,P
BBPBBB,BPBPPP,PBBPBB,6,P
BBBPBB,PBPBBB,BBPBPB,6,B
BBBBBP,BPBPPP,BBBBPB,6,P
PPBBBB,PBPBBB,PBBPBP,6,B
BBPBPB,BPBPPP,BBBPPB,6,P
BBBPPB,BPBPPP,PPBBPB,6,P
BPPPPP,BPBPPP,BBPPBB,6,P
BPPBPP,PBPBBB,PBPBPB,6,B
PBBBPB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PPPPBB,6,B
BPPPBB,BPBPPP,PPPPPP,6,P
PPPPPB,BPBPPP,PBPPPP,6,P
BPBPPP,BPBPPP,BBPBPP,6,P
PBPPPB,BPBPPP,PPPPPP,6,P
BPBBPP,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,PPBPBB,6,B
BPBBBP,PBPBBB,BBPPBB,6,B
PBPPBB,BPBPPP,PPPBPP,6,P
BBBBBB,PBPBBB,PBBBPB,6,B
PBBPPP,PBPBBB,PPBBBB,6,B
PPBPPP,BPBPPP,BPBBBB,6,P
PBPBPP,PBPBBB,BPBPBP,6,B
BBBPBB,BPBPPP,BBPBPP,6,P
BBBBBP,BPBPPP,BPBBPB,6,P
PBBPBP,PBPBBB,BBPBBP,6,B
BPPPBB,PBPBBB,PBBBPP,6,B
PPBPPB,BPBPPP,BPPPBP,6,P
PBPPBB,PBPBBB,BPPBBB,6,B
BBPBPB,PBPBBB,PBPBBB,6,B
BPBBPP,BPBPPP,BPPBPB,6,P
BPPPPB,PBPBBB,PBBBBP,6,B
PBBBBB,PBPBBB,PBPBBP,6,B
BBPPBB,BPBPPP,BPBBPP,6,P
PBPPPP,PBPBBB,BBBPPP,6,B
BBBBPP,PBPBBB,BPPBBB,6,B
PBPBPP,BPBPPP,PPPBPP,6,P
PPPBPB,PBPBBB,BPPPPP,6,B
BBBPPB,PBPBBB,BBBPBP,6,B
PBBBBB,BPBPPP,BBPPPB,6,P
BPPPBP,PBPBBB,PPBPPB,6,B
BBBPPB,BPBPPP,PPPBBP,6,P
BPPBPB,BPBPPP,PBBPPB,6,P
PPBPPB,PBPBBB,BPPPPP,6,B
BBBPPP,PBPBBB,PBPPBB,6,B
BPBBBB,BPBPPP,BPBBBP,6,P
BBPBPP,PBPBBB,PPBPBP,6,B
BBPPBP,BPBPPP,BBPPBP,6,P
BBPBBP,PBPBBB,BPBBPP,6,B
PBBPBP,BPBPPP,BBPPBP,6,P
BBPPPB,BPBPPP,BBBBBB,6,P
BBPPBP,BPBPPP,BPBBBB,6,P
PBPBPP,PBPBBB,BPPBBB,6,B
BBPPPP,BPBPPP,BPBPPB,6,P
BPBPPB,BPBPPP,BBBPPP,6,P
BBBPPP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BBPPBB,6,P
PBBPPB,BPBPPP,PPPPPP,6,P
BPBBPB,BPBPPP,PBBBPP,6,P
PBPPPP,BPBPPP,PPBPPP,6,P
PBBBPP,BPBPPP,PPBPBB,6,P
PBPPPP,PBPBBB,PBPPBP,6,B
PPPPPP,BPBPPP,PBPBPB,6,P
BPBBPP,PBPBBB,BPPPPB,6,B
BBBPBP,BPBPPP,PBPPPB,6,P
BBBBPB,BPBPPP,PPPBBP,6,P
BBBPPB,BPBPPP,PBBPPP,6,P
PBBBBP,BPBPPP,PPPBBB,6,P
BPPBPB,BPBPPP,BPBBPB,6,P
BPPBPP,BPBPPP,BBBPPP,6,P
PPPBBB,PBPBBB,BBPBPP,6,B
BPBPPB,BPBPPP,PPPBBP,6,P
PPPPPP,PBPBBB,PBBPBB,6,B
PPBPPP,BPBPPP,PPPPBB,6,P
PBPPBB,PBPBBB,BBPPPB,6,B
PPBBBB,PBPBBB,BBPBBP,6,B
BBPBBP,PBPBBB,BBPPPB,6,B
PPBBPB,PBPBBB,PBBPPP,6,B
PBPBPP,BPBPPP,BBPBPB,6,P
BBPPBB,PBPBBB,BPPBPB,6,B
BPBBPB,BPBPPP,BBBPPP,6,P
BBPPPB,BPBPPP,BBBBPB,6,P
PPPPPB,BPBPPP,PBBBBP,6,P
PBBPPP,PBPBBB,BBBBPP,6,B
BPPPBB,PBPBBB,BBBBPB,6,B
BPPBBP,PBPBBB,PPPPBB,6,B
PPBBBP,PBPBBB,PPBBPB,6,B
PBBPBB,BPBPPP,BPBPPP,6,P
PBBPBB,PBPBBB,BPBPBB,6,B
PBBBPB,PBPBBB,BPBPBB,6,B
BPPPPB,BPBPPP,BPPPBB,6,P
BBPBBB,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,BBBPBB,6,B
PPBBPB,BPBPPP,PPPBBP,6,P
PBBBPP,PBPBBB,PPBPPB,6,B
PPBBPP,PBPBBB,BPBPBP,6,B
BBPBBB,BPBPPP,PBBPBB,6,P
PPBBPB,PBPBBB,PBBPBB,6,B
BBBPPP,BPBPPP,BBPPPP,6,P
BBBBBP,PBPBBB,PPBBBB,6,B
BBPPBB,PBPBBB,PPPPBP,6,B
BPBBBP,PBPBBB,BBPPPB,6,B
BBPPPP,PBPBBB,BPPPPB,6,B
PPPPPP,PBPBBB,PPBPPP,6,B
PBPPBB,BPBPPP,PPPPBP,6,P
PPBPPB,PBPBBB,BBBBPB,6,B
PPBPBB,PBPBBB,BBPBBB,6,B
BBPBBP,PBPBBB,PPPBPB,6,B
PPPBPP,PBPBBB,BBBBBP,6,B
PBPPBB,BPBPPP,BPBPBB,6,P
