before,clash_cut,after,pattern
PPPBPP,BBPPBB,PPPPPB,2-2-2(t-cut)
PBPPBB,PPBBPP,PPPBPP,2-2-2(t-cut)
PPPBPB,BBPPBB,BBPPBP,2-2-2(t-cut)
BPBBPB,PPBBPP,BBPPBB,2-2-2(t-cut)
BBPBPP,BBPPBB,PPBBBB,2-2-2(t-cut)
PBPPBB,PPBBPP,BBBBBB,2-2-2(t-cut)
PPBBPP,BBPPBB,BBBBBP,2-2-2(t-cut)
BPBPPB,BBPPBB,PBBBBB,2-2-2(t-cut)
PBBBBP,PPBBPP,BPPBBB,2-2-2(t-cut)
PBBBBP,PPBBPP,PPBBPB,2-2-2(t-cut)
PBBBBP,PPBBPP,BBPPBB,2-2-2(t-cut)
BBBPPP,BBPPBB,PPBBPB,2-2-2(t-cut)
BPPPBB,PPBBPP,BBPBPB,2-2-2(t-cut)
BPBPPB,BBPPBB,BPBPBB,2-2-2(t-cut)
BBPBPB,BBPPBB,BBPBPB,2-2-2(t-cut)
BPPPPP,PPBBPP,BBPPPP,2-2-2(t-cut)
PPPPPP,BBPPBB,PPPPBP,2-2-2(t-cut)
PPPPBB,PPBBPP,PPBPBP,2-2-2(t-cut)
BPPPBB,BBPPBB,PBPPBB,2-2-2(t-cut)
BPPBBB,BBPPBB,PPBPPP,2-2-2(t-cut)
PBBBBB,PPBBPP,BPPPBP,2-2-2(t-cut)
BPPPBP,PPBBPP,BPBPBB,2-2-2(t-cut)
BBPBBB,BBPPBB,BBBBPP,2-2-2(t-cut)
PPBBBB,BBPPBB,PPPPPP,2-2-2(t-cut)
BBBBBB,PPBBPP,PPPPBP,2-2-2(t-cut)
BBPBPP,PPBBPP,PPBBBB,2-2-2(t-cut)
BBBBPB,PPBBPP,PPBPBP,2-2-2(t-cut)
PPPPBB,BBPPBB,BPPPBP,2-2-2(t-cut)
PPPBPB,BBPPBB,PPBPBP,2-2-2(t-cut)
PBPBBB,PPBBPP,BPBPPB,2-2-2(t-cut)
BBPBBP,BBPPBB,BBPPPP,2-2-2(t-cut)
BPPPPP,PPBBPP,PBBBBP,2-2-2(t-cut)
PPPBBP,BBPPBB,PPBPBP,2-2-2(t-cut)
PBBPBB,PPBBPP,BPBPBP,2-2-2(t-cut)
BBBBPP,PPBBPP,PBPBBB,2-2-2(t-cut)
BPPBPB,BBPPBB,PPBPPB,2-2-2(t-cut)
PBPBBB,PPBBPP,BPPBPB,2-2-2(t-cut)
PPPPPB,BBPPBB,PBPBBP,2-2-2(t-cut)
PBBPBP,BBPPBB,BPBPPB,2-2-2(t-cut)
PBBBBP,PPBBPP,BBBBPP,2-2-2(t-cut)
BBBPPP,BBPPBB,BBPPPB,2-2-2(t-cut)
BBBPPP,PPBBPP,PBBBPP,2-2-2(t-cut)
BPBBBB,BBPPBB,BPPBBP,2-2-2(t-cut)
BBBPPB,BBPPBB,PPBPBB,2-2-2(t-cut)
BPPBBB,PPBBPP,BPBBBP,2-2-2(t-cut)
PPPPPB,BBPPBB,BPPPPB,2-2-2(t-cut)
BPPPBP,BBPPBB,BPPPBB,2-2-2(t-cut)
PPBPPB,BBPPBB,PPBBBB,2-2-2(t-cut)
BPPBBB,PPBBPP,BBBBBP,2-2-2(t-cut)
PBBBPP,BBPPBB,BBBPPB,2-2-2(t-cut)
PBPBBB,BBPPBB,PPBBPP,2-2-2(t-cut)
PBBBBB,PPBBPP,BBPPPP,2-2-2(t-cut)
BBBBPP,BBPPBB,PPPPBB,2-2-2(t-cut)
BBPPBB,PPBBPP,PPBBBP,2-2-2(t-cut)
PBBBPB,PPBBPP,BPBPPP,2-2-2(t-cut)
PPBPPP,PPBBPP,PPPBPP,2-2-2(t-cut)
PPBPPB,PPBBPP,BPBBPP,2-2-2(t-cut)
PPPPPP,BBPPBB,BPBPPB,2-2-2(t-cut)
PBPPBB,BBPPBB,BPPPBP,2-2-2(t-cut)
PBPBBB,BBPPBB,BPPPPB,2-2-2(t-cut)
BPPPPB,PPBBPP,PBPBPP,2-2-2(t-cut)
PPBBBB,BBPPBB,PBPPPP,2-2-2(t-cut)
PPBBBP,PPBBPP,BPPPPP,2-2-2(t-cut)
PPBPBB,BBPPBB,PPPBBP,2-2-2(t-cut)
BPBBBB,PPBBPP,PBBPBB,2-2-2(t-cut)
BPPPBP,PPBBPP,PBBPPP,2-2-2(t-cut)
PPPBBP,PPBBPP,PBPPBP,2-2-2(t-cut)
PPBPPB,PPBBPP,BPBPPB,2-2-2(t-cut)
BBPBBP,BBPPBB,BBBBPP,2-2-2(t-cut)
BPPBPB,PPBBPP,PPPPBP,2-2-2(t-cut)
BPBPPB,PPBBPP,BPPPBB,2-2-2(t-cut)
BPBBPB,PPBBPP,PBBBPP,2-2-2(t-cut)
BBPBPP,PPBBPP,PBBBBP,2-2-2(t-cut)
PPPPBP,BBPPBB,BPBBPP,2-2-2(t-cut)
BBBPBP,PPBBPP,BBPPPP,2-2-2(t-cut)
BPBPPP,BBPPBB,PPPPPB,2-2-2(t-cut)
BPPPBB,PPBBPP,PPPBPB,2-2-2(t-cut)
BPBPPP,PPBBPP,BBPBPB,2-2-2(t-cut)
BPPPPP,BBPPBB,PBPBBB,2-2-2(t-cut)
PBBPPP,PPBBPP,BPBPBB,2-2-2(t-cut)
BBPPBP,PPBBPP,BBPBPP,2-2-2(t-cut)
PPBPPP,BBPPBB,PBPPPB,2-2-2(t-cut)
PBBBBB,BBPPBB,BBBBPB,2-2-2(t-cut)
BPBPPB,BBPPBB,PBPBPP,2-2-2(t-cut)
BBPPBP,PPBBPP,PBPPBP,2-2-2(t-cut)
PBPPBB,BBPPBB,BPPBPB,2-2-2(t-cut)
PBBPBP,PPBBPP,BBBPPB,2-2-2(t-cut)
BPBPPP,BBPPBB,BPPBBP,2-2-2(t-cut)
PBBPPB,BBPPBB,PPBPPB,2-2-2(t-cut)
PBBPBP,PPBBPP,BBBPPB,2-2-2(t-cut)
BPBPPP,BBPPBB,BPPBBP,2-2-2(t-cut)
PBBPPB,BBPPBB,PPBPPB,2-2-2(t-cut)
BPPBBB,PPBBPP,PPBPPB,2-2-2(t-cut)
BBPBBP,PPBBPP,PPBBPB,2-2-2(t-cut)
PPBBPB,BBPPBB,PPPBBB,2-2-2(t-cut)
BBPBBB,PPBBPP,PBBBBP,2-2-2(t-cut)
BPPPBB,BBPPBB,BBBBPB,2-2-2(t-cut)
BBBBBP,BBPPBB,BBPPBB,2-2-2(t-cut)
PBPPPB,BBPPBB,PBBBPB,2-2-2(t-cut)
BBBPBP,BBPPBB,BPPBBB,2-2-2(t-cut)
PBBBPB,PPBBPP,BBPBPB,2-2-2(t-cut)
BBPBPP,BBPPBB,PBPBPB,2-2-2(t-cut)
PPBBBP,BBPPBB,PBBPBB,2-2-2(t-cut)
BPPBBP,BBPPBB,BPBBPB,2-2-2(t-cut)
BBBPBB,BBPPBB,PPBBPP,2-2-2(t-cut)
BPBBBB,PPBBPP,BBPPPB,2-2-2(t-cut)
BBBBPP,BBPPBB,PPPBPB,2-2-2(t-cut)
BBPPBB,PPBBPP,PBPBPP,2-2-2(t-cut)
BPBBBP,BBPPBB,BBPPPP,2-2-2(t-cut)
BBPPPP,PPBBPP,PPBBPB,2-2-2(t-cut)
BPPPBB,BBPPBB,PPPBBB,2-2-2(t-cut)
PPBBBB,PPBBPP,PBBBPB,2-2-2(t-cut)
BBBBPP,PPBBPP,BBBPBP,2-2-2(t-cut)
BBPPPP,BBPPBB,BPBPBB,2-2-2(t-cut)
PBPPPB,BBPPBB,BPBBPP,2-2-2(t-cut)
PPBBBP,BBPPBB,BBPPBP,2-2-2(t-cut)
BPPBPB,PPBBPP,BPPPBB,2-2-2(t-cut)
BBPBPB,BBPPBB,PPPBBP,2-2-2(t-cut)
PBPBBB,PPBBPP,PBBPPP,2-2-2(t-cut)
BPPBBP,PPBBPP,PBPBBB,2-2-2(t-cut)
BBBPBB,BBPPBB,PBPPBB,2-2-2(t-cut)
BBBPBP,PPBBPP,PBPBPB,2-2-2(t-cut)
PBPPBB,BBPPBB,BPBBBB,2-2-2(t-cut)
BPPBPB,BBPPBB,PBBPBB,2-2-2(t-cut)
BBPPPB,PPBBPP,BPPPPB,2-2-2(t-cut)
PBPPBP,PPBBPP,PPPBBP,2-2-2(t-cut)
PBPBPB,PPBBPP,BPPBPB,2-2-2(t-cut)
BPPBPB,BBPPBB,BBBPBB,2-2-2(t-cut)
PPPPBB,BBPPBB,PPBPPB,2-2-2(t-cut)
PPBBBB,PPBBPP,BPPBBB,2-2-2(t-cut)
PPBPBP,PPBBPP,PPPPBB,2-2-2(t-cut)
BBPPPP,PPBBPP,BBPPBB,2-2-2(t-cut)
PPPPPP,BBPPBB,PPBBPB,2-2-2(t-cut)
PPPPBB,PPBBPP,BBPBBB,2-2-2(t-cut)
PPBBPP,BBPPBB,PBBBPB,2-2-2(t-cut)
PBPBBB,BBPPBB,PBPPPB,2-2-2(t-cut)
PPBBPB,PPBBPP,PPBPPB,2-2-2(t-cut)
PBBBPP,PPBBPP,BPPPPP,2-2-2(t-cut)
BPBPPB,BBPPBB,BBPPPP,2-2-2(t-cut)
BBBBPP,PPBBPP,PBBPBP,2-2-2(t-cut)
BBPBBB,BBPPBB,PPPBBP,2-2-2(t-cut)
BPBBBP,PPBBPP,PBPBPP,2-2-2(t-cut)
PBBBPB,BBPPBB,BBPPBP,2-2-2(t-cut)
BBPPBP,PPBBPP,BBBBPB,2-2-2(t-cut)
PPBPPP,BBPPBB,BBPBBP,2-2-2(t-cut)
BBPPPB,PPBBPP,PBPBPB,2-2-2(t-cut)
PPBPPB,PPBBPP,BBBPPB,2-2-2(t-cut)
BPPBPP,BBPPBB,BPPBBP,2-2-2(t-cut)
PBBPPB,BBPPBB,PBPPBB,2-2-2(t-cut)
BPPBPP,PPBBPP,BPBPPP,2-2-2(t-cut)
PBPBBP,PPBBPP,PPPPPP,2-2-2(t-cut)
BBPBPP,PPBBPP,PBBBBB,2-2-2(t-cut)
BPPBBP,BBPPBB,PPPBPP,2-2-2(t-cut)
PBBPBB,PPBBPP,PBPPBB,2-2-2(t-cut)
PPPBBB,BBPPBB,BPPPPB,2-2-2(t-cut)
BBPPPP,PPBBPP,BPBPBP,2-2-2(t-cut)
PBPBPP,PPBBPP,BPPPBB,2-2-2(t-cut)
BBBBBP,PPBBPP,BBPPBB,2-2-2(t-cut)
BBBPPP,BBPPBB,PPBBBB,2-2-2(t-cut)
BPPPBB,PPBBPP,BBBBBB,2-2-2(t-cut)
PPBBPP,BBPPBB,BBBBBP,2-2-2(t-cut)
BBBPPB,PPBBPP,BBBBPB,2-2-2(t-cut)
BPPBPP,BBPPBB,BBPBBB,2-2-2(t-cut)
BBPBPB,PPBBPP,BPPBPP,2-2-2(t-cut)
PPPPPP,PPBBPP,BPBPPP,2-2-2(t-cut)
BBBPBP,BBPPBB,PBPBPP,2-2-2(t-cut)
BPBBPP,PPBBPP,BBBBPB,2-2-2(t-cut)
BBPPPP,BBPPBB,BBPBBP,2-2-2(t-cut)
PPPBPB,BBPPBB,PBBPPP,2-2-2(t-cut)
BPPPPP,PPBBPP,BPBBBP,2-2-2(t-cut)
PPBPBP,BBPPBB,BPBPBP,2-2-2(t-cut)
PBPPBP,PPBBPP,PBPBPB,2-2-2(t-cut)
PPBPPB,PPBBPP,BPPPBB,2-2-2(t-cut)
PPBBBP,PPBBPP,PPBPPP,2-2-2(t-cut)
BBBPPB,PPBBPP,BBBPPB,2-2-2(t-cut)
BPPBPP,BBPPBB,BPPBPP,2-2-2(t-cut)
BBBPPB,PPBBPP,BPBPBB,2-2-2(t-cut)
BPBBBP,PPBBPP,BPBPBB,2-2-2(t-cut)
BPBPPP,PPBBPP,PPBBBB,2-2-2(t-cut)
BBBPPB,PPBBPP,PBBPPB,2-2-2(t-cut)
BPPBBP,PPBBPP,BPBPPP,2-2-2(t-cut)
PPPPPB,BBPPBB,BBBBBP,2-2-2(t-cut)
BPBPBB,BBPPBB,BBPBBB,2-2-2(t-cut)
BPPBPB,PPBBPP,BBBBPP,2-2-2(t-cut)
PBPBPP,BBPPBB,BBPPPB,2-2-2(t-cut)
BPBPPB,PPBBPP,PBBPPB,2-2-2(t-cut)
BPPBBP,PPBBPP,BBBBBP,2-2-2(t-cut)
PBBPPP,BBPPBB,BBBPBB,2-2-2(t-cut)
BPBBBP,PPBBPP,BBBPPP,2-2-2(t-cut)
BBBPPP,BBPPBB,BPPPPB,2-2-2(t-cut)
BBBBPB,PPBBPP,BBBBBP,2-2-2(t-cut)
BBPBPP,BBPPBB,BBBPBB,2-2-2(t-cut)
BBBBPB,PPBBPP,BBBPBB,2-2-2(t-cut)
BBPBPP,BBPPBB,BPBBBB,2-2-2(t-cut)
BBPBBB,BBPPBB,PBPBPB,2-2-2(t-cut)
BBPBBP,PPBBPP,BBBPBB,2-2-2(t-cut)
PBBPPP,BBPPBB,BPBBPB,2-2-2(t-cut)
BPPBPB,BBPPBB,BBPPPB,2-2-2(t-cut)
BBPBBP,BBPPBB,PPBPPP,2-2-2(t-cut)
PBBPBB,PPBBPP,BPPPPB,2-2-2(t-cut)
PBBBBP,PPBBPP,PPBPPP,2-2-2(t-cut)
BBBBPB,BBPPBB,BBBBBP,2-2-2(t-cut)
PBBBPB,PPBBPP,BBPPBB,2-2-2(t-cut)
BBPBPP,BBPPBB,PPBBPP,2-2-2(t-cut)
PBPPBB,PPBBPP,BBPPPP,2-2-2(t-cut)
PPBBPP,BBPPBB,PPPPBP,2-2-2(t-cut)
BBPPBB,PPBBPP,PPBPBP,2-2-2(t-cut)
BPPBPP,PPBBPP,PPPPPP,2-2-2(t-cut)
PPBPBP,PPBBPP,PPPBBB,2-2-2(t-cut)
BBPBBP,BBPPBB,PBPBPP,2-2-2(t-cut)
BBPPBP,PPBBPP,PBPPPP,2-2-2(t-cut)
PBPBPB,PPBBPP,BPPPPB,2-2-2(t-cut)
BPBPBP,BBPPBB,BBPBPP,2-2-2(t-cut)
BPBPPB,BBPPBB,BBPBBP,2-2-2(t-cut)
PPBBPB,PPBBPP,PPBBBB,2-2-2(t-cut)
PPPPPP,BBPPBB,BBPPBP,2-2-2(t-cut)
BPBPPB,PPBBPP,BBBPBB,2-2-2(t-cut)
BPPBPP,BBPPBB,BPBBBB,2-2-2(t-cut)
BPPBBP,BBPPBB,PBPPPB,2-2-2(t-cut)
PBBBPB,BBPPBB,BPBPPP,2-2-2(t-cut)
PPBPBP,BBPPBB,BBBPBP,2-2-2(t-cut)
BBPBPB,PPBBPP,BPBBPB,2-2-2(t-cut)
PBBPBB,BBPPBB,BBBPPP,2-2-2(t-cut)
PBBBBP,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,BBPBBP,2-2-2(t-cut)
BPBBPB,PPBBPP,PBPBBP,2-2-2(t-cut)
BPBBPP,BBPPBB,PPBPPB,2-2-2(t-cut)
BBPPBB,PPBBPP,BPPBBB,2-2-2(t-cut)
BBPBPB,BBPPBB,BPPBBP,2-2-2(t-cut)
BBBPPB,BBPPBB,PPPPPB,2-2-2(t-cut)
BPPBBB,PPBBPP,PPPBPP,2-2-2(t-cut)
PPBPPB,BBPPBB,PPPBPP,2-2-2(t-cut)
BPPBBB,PPBBPP,PBPPPB,2-2-2(t-cut)
BPPPBP,PPBBPP,BPBPPB,2-2-2(t-cut)
BBPBPB,PPBBPP,PPBBPB,2-2-2(t-cut)
BBBPBP,BBPPBB,PPBPBB,2-2-2(t-cut)
BPBPBB,PPBBPP,BPBBBP,2-2-2(t-cut)
PPBBBP,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,BPBPPP,2-2-2(t-cut)
BPBPBP,PPBBPP,PPBPBB,2-2-2(t-cut)
BBBBPP,PPBBPP,PBBBBP,2-2-2(t-cut)
BPBBPB,BBPPBB,BPBBBB,2-2-2(t-cut)
BPBBBP,BBPPBB,BPBPPP,2-2-2(t-cut)
PBPBPB,BBPPBB,BBPPBP,2-2-2(t-cut)
BBPPBP,PPBBPP,PPBPPB,2-2-2(t-cut)
BPPBBB,BBPPBB,PPBPPB,2-2-2(t-cut)
PBBBBB,PPBBPP,BPPBBP,2-2-2(t-cut)
PBBPPB,PPBBPP,BPBPPB,2-2-2(t-cut)
PPPPBP,BBPPBB,PPBPBP,2-2-2(t-cut)
PPBPBB,PPBBPP,BPBPPB,2-2-2(t-cut)
PPPPPB,PPBBPP,BPPBPP,2-2-2(t-cut)
PPBPPB,PPBBPP,BPBPPP,2-2-2(t-cut)
BPBPBP,BBPPBB,PPBBPP,2-2-2(t-cut)
BPBPBB,PPBBPP,BBPPPP,2-2-2(t-cut)
BPBBPP,BBPPBB,PPPPBP,2-2-2(t-cut)
BBPPBB,PPBBPP,PPBPPP,2-2-2(t-cut)
PBPPBP,PPBBPP,BPBPBB,2-2-2(t-cut)
PPBBPB,PPBBPP,BBBBPP,2-2-2(t-cut)
BPBBPP,PPBBPP,BPPBPP,2-2-2(t-cut)
PBBBPP,PPBBPP,BPBPPB,2-2-2(t-cut)
BBBPBB,BBPPBB,BPBPBB,2-2-2(t-cut)
PBPBPP,PPBBPP,BBPBPB,2-2-2(t-cut)
PBPPPP,BBPPBB,PBPBBP,2-2-2(t-cut)
BPBPBB,BBPPBB,BPBBPB,2-2-2(t-cut)
BBBBBP,BBPPBB,BBPBBB,2-2-2(t-cut)
PPPBBB,BBPPBB,BPBBBP,2-2-2(t-cut)
PBBBPB,BBPPBB,PBPBPP,2-2-2(t-cut)
PPBPBB,BBPPBB,BPBBPB,2-2-2(t-cut)
BPBBPB,PPBBPP,BPPPBB,2-2-2(t-cut)
BBPPBP,PPBBPP,BPBPPB,2-2-2(t-cut)
PPPPBB,BBPPBB,PPPPBP,2-2-2(t-cut)
PPBBBB,PPBBPP,PPBPPP,2-2-2(t-cut)
BPBBPB,PPBBPP,BPPPBP,2-2-2(t-cut)
PPBBBP,BBPPBB,PBPBPB,2-2-2(t-cut)
BBBBPP,PPBBPP,PPPBBP,2-2-2(t-cut)
BPBBBB,BBPPBB,BBPBPP,2-2-2(t-cut)
PPBBBP,BBPPBB,PPBPPP,2-2-2(t-cut)
BBBPBB,PPBBPP,BPPPPB,2-2-2(t-cut)
BPPBPP,PPBBPP,PBBBBP,2-2-2(t-cut)
BPBPPB,PPBBPP,BPBBPB,2-2-2(t-cut)
BPBPBB,BBPPBB,PBBBBP,2-2-2(t-cut)
BBBBPP,PPBBPP,BPBBBB,2-2-2(t-cut)
BBBBBP,BBPPBB,BPPPPP,2-2-2(t-cut)
PBPBBP,BBPPBB,PPPBBP,2-2-2(t-cut)
PBBPBB,PPBBPP,PBBPBB,2-2-2(t-cut)
BBPBBP,PPBBPP,BBPPPP,2-2-2(t-cut)
PBBPPP,BBPPBB,PPPPBB,2-2-2(t-cut)
BPPPBB,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,PBBBBP,2-2-2(t-cut)
PBPBBB,BBPPBB,PBPPPP,2-2-2(t-cut)
BPBPPP,PPBBPP,PPBBPB,2-2-2(t-cut)
BBBPBB,BBPPBB,PPBBBP,2-2-2(t-cut)
BPBBBB,PPBBPP,BBBPBP,2-2-2(t-cut)
BBBBPP,BBPPBB,BPBPPP,2-2-2(t-cut)
BPPPBP,PPBBPP,PPBBPB,2-2-2(t-cut)
BPPBPB,PPBBPP,PBPPPP,2-2-2(t-cut)
PPPBPP,PPBBPP,PBPPBB,2-2-2(t-cut)
BBPPPB,PPBBPP,PPBPBB,2-2-2(t-cut)
PPBBBP,PPBBPP,BPBBPP,2-2-2(t-cut)
PPPPPP,PPBBPP,PBPPPB,2-2-2(t-cut)
BBBPPP,PPBBPP,BPPBPP,2-2-2(t-cut)
PPBPPB,PPBBPP,PBPBPP,2-2-2(t-cut)
PPPBPB,PPBBPP,PPBPPB,2-2-2(t-cut)
BPBBBP,BBPPBB,PPBPBP,2-2-2(t-cut)
BBBPBB,PPBBPP,BPBPBB,2-2-2(t-cut)
BPPBPB,PPBBPP,PPPBBP,2-2-2(t-cut)
PPBBBP,PPBBPP,PPPPBB,2-2-2(t-cut)
PBPPPB,BBPPBB,PBPPPP,2-2-2(t-cut)
PPBBBP,BBPPBB,PBBPPB,2-2-2(t-cut)
PPBPPP,PPBBPP,PBPPBB,2-2-2(t-cut)
PBPBBP,BBPPBB,PBPBPP,2-2-2(t-cut)
BPPBPB,PPBBPP,PPBPPP,2-2-2(t-cut)
BPBBPB,BBPPBB,PPPPPB,2-2-2(t-cut)
BBPBBB,PPBBPP,PPPBBP,2-2-2(t-cut)
BPBPBB,BBPPBB,BBPPPP,2-2-2(t-cut)
PPBPPB,BBPPBB,PPPBBB,2-2-2(t-cut)
BPPBBB,PPBBPP,PBBBPB,2-2-2(t-cut)
BPBPBP,PPBBPP,PBBPPP,2-2-2(t-cut)
PBBPBP,PPBBPP,PBPPPP,2-2-2(t-cut)
PPPBPP,PPBBPP,PPPBBB,2-2-2(t-cut)
PPPPPB,BBPPBB,BBPPPP,2-2-2(t-cut)
BBBPPB,BBPPBB,BPPPPB,2-2-2(t-cut)
BBBBPB,BBPPBB,PPPPBB,2-2-2(t-cut)
BBPBBB,PPBBPP,PPBBBB,2-2-2(t-cut)
PPPPBB,BBPPBB,PBBPPB,2-2-2(t-cut)
BPPBBP,BBPPBB,BPBPBP,2-2-2(t-cut)
PPBPBP,PPBBPP,BPPPPB,2-2-2(t-cut)
BPPBPP,PPBBPP,BPBBBP,2-2-2(t-cut)
BBPBBB,PPBBPP,BPPPBP,2-2-2(t-cut)
PPPBPP,PPBBPP,PPBPBP,2-2-2(t-cut)
PPBPBP,PPBBPP,BPBPPB,2-2-2(t-cut)
BBPPPB,PPBBPP,PBPPPP,2-2-2(t-cut)
PPBPBB,BBPPBB,BBBBBB,2-2-2(t-cut)
BBBBBB,BBPPBB,PPPBPP,2-2-2(t-cut)
BBBBBB,PPBBPP,PBPPBP,2-2-2(t-cut)
PBPBBB,BBPPBB,BBPPPP,2-2-2(t-cut)
BPPBPP,PPBBPP,BPBPBP,2-2-2(t-cut)
PPPPBB,BBPPBB,PBPPBB,2-2-2(t-cut)
PBPPBB,BBPPBB,PBPBBP,2-2-2(t-cut)
BPPBPB,PPBBPP,BBBBBB,2-2-2(t-cut)
PBPPBP,PPBBPP,BPPBPB,2-2-2(t-cut)
BBPPPB,PPBBPP,BBPBPP,2-2-2(t-cut)
PPPBPP,BBPPBB,PBPPBP,2-2-2(t-cut)
BBPBPB,PPBBPP,BPBPPB,2-2-2(t-cut)
PPBBPB,BBPPBB,PPBPPB,2-2-2(t-cut)
BBPBBB,PPBBPP,BPPBBB,2-2-2(t-cut)
BBPPPB,PPBBPP,BPPPPP,2-2-2(t-cut)
PBBBBP,PPBBPP,BPBBPP,2-2-2(t-cut)
BBPPBP,BBPPBB,PPPPBP,2-2-2(t-cut)
PPBPBB,PPBBPP,PPBPBB,2-2-2(t-cut)
PBBBBB,BBPPBB,PPPPBP,2-2-2(t-cut)
BBBBBB,PPBBPP,PPBPBB,2-2-2(t-cut)
PPPBPB,BBPPBB,BPBPBB,2-2-2(t-cut)
PPBPPB,BBPPBB,BBBBPB,2-2-2(t-cut)
PPBPBB,BBPPBB,PPPBBB,2-2-2(t-cut)
BPBBBB,PPBBPP,PBBBBB,2-2-2(t-cut)
PPBPBP,BBPPBB,BBBPBB,2-2-2(t-cut)
BPBBBB,BBPPBB,PBPBPB,2-2-2(t-cut)
PBPPPB,BBPPBB,PBBBBP,2-2-2(t-cut)
PPPPBP,PPBBPP,PBBPBP,2-2-2(t-cut)
BBBPPB,PPBBPP,BBPBBB,2-2-2(t-cut)
BPPBPP,BBPPBB,PBBBBP,2-2-2(t-cut)
BBBPPB,PPBBPP,BBPPPB,2-2-2(t-cut)
BPPBPP,BBPPBB,PPPBBB,2-2-2(t-cut)
PBPPBB,PPBBPP,PBBBBB,2-2-2(t-cut)
PBPPBB,BBPPBB,PBBBPB,2-2-2(t-cut)
BBBPPP,PPBBPP,PBBBBP,2-2-2(t-cut)
PPBBPB,PPBBPP,BPBBBB,2-2-2(t-cut)
PBPBBP,BBPPBB,PPBBPP,2-2-2(t-cut)
PBBPBB,PPBBPP,BBPPBP,2-2-2(t-cut)
BPBBPP,BBPPBB,PPBPBP,2-2-2(t-cut)
BBPPBB,PPBBPP,BPBPBP,2-2-2(t-cut)
PBBPPB,BBPPBB,BPBPPB,2-2-2(t-cut)
BPBPPB,PPBBPP,PBBPPB,2-2-2(t-cut)
BPPBBP,PPBBPP,BBPPPP,2-2-2(t-cut)
PBBPPP,BBPPBB,PPPPBB,2-2-2(t-cut)
BPPPBB,PPBBPP,PPBBPB,2-2-2(t-cut)
PPPBBP,PPBBPP,PBPBPP,2-2-2(t-cut)
PBBBPP,PPBBPP,BBPBBP,2-2-2(t-cut)
BBPPPP,BBPPBB,PBBPBP,2-2-2(t-cut)
PPBPBP,BBPPBB,PBBBPB,2-2-2(t-cut)
PPBPPP,PPBBPP,BPPPPP,2-2-2(t-cut)
PPBPBP,PPBBPP,BPPPBP,2-2-2(t-cut)
BPBBBB,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,PPPPPP,2-2-2(t-cut)
PPBBBB,PPBBPP,PPPPBP,2-2-2(t-cut)
BPPPBB,BBPPBB,PPBPPP,2-2-2(t-cut)
PPBBBB,PPBBPP,BPPPPP,2-2-2(t-cut)
PBBPBP,PPBBPP,BPPPBP,2-2-2(t-cut)
BBPPBP,PPBBPP,PBBBBB,2-2-2(t-cut)
BPBBBB,BBPPBB,BBPPPB,2-2-2(t-cut)
BPPPBB,BBPPBB,BBBPBP,2-2-2(t-cut)
BPPBPP,PPBBPP,BPBBPP,2-2-2(t-cut)
PBBBPB,PPBBPP,BPBBBB,2-2-2(t-cut)
BBPPPB,BBPPBB,PBBBBB,2-2-2(t-cut)
BBPPPB,PPBBPP,BBPBBB,2-2-2(t-cut)
PPPBPP,BBPPBB,PBBBBP,2-2-2(t-cut)
PBPBPB,PPBBPP,BPBPPB,2-2-2(t-cut)
PBPBBP,BBPPBB,PBPBPB,2-2-2(t-cut)
PBBBPB,BBPPBB,BBBPPB,2-2-2(t-cut)
PPPBBP,BBPPBB,PPBPPP,2-2-2(t-cut)
PBBPBB,PPBBPP,BPPPBB,2-2-2(t-cut)
BPBBPB,BBPPBB,PBPBBP,2-2-2(t-cut)
BPPBPB,PPBBPP,BBPBBB,2-2-2(t-cut)
PBPBPP,BBPPBB,PBBBBP,2-2-2(t-cut)
PPBBBP,BBPPBB,PPBBPB,2-2-2(t-cut)
BBBPBB,PPBBPP,BBPBPP,2-2-2(t-cut)
BPBBPP,BBPPBB,PBPPPB,2-2-2(t-cut)
PBBPBP,PPBBPP,PPBPPP,2-2-2(t-cut)
BBBBBB,BBPPBB,BPPPBP,2-2-2(t-cut)
BBBPPP,PPBBPP,PPBBBB,2-2-2(t-cut)
PPBPBB,BBPPBB,PBPBPP,2-2-2(t-cut)
BPBPPP,PPBBPP,PPBPBB,2-2-2(t-cut)
PBBBPB,BBPPBB,PPBPPB,2-2-2(t-cut)
BBPBBB,PPBBPP,BPPBPB,2-2-2(t-cut)
PBPPBP,PPBBPP,BBPBPP,2-2-2(t-cut)
PPBPPP,BBPPBB,PBPPPP,2-2-2(t-cut)
PBBPPP,PPBBPP,PBPBBP,2-2-2(t-cut)
BBBBPP,PPBBPP,BBPBPB,2-2-2(t-cut)
BBPPPP,BBPPBB,PBPBBP,2-2-2(t-cut)
BBPPBP,PPBBPP,BBBPPP,2-2-2(t-cut)
PPBPPP,BBPPBB,BPPPPP,2-2-2(t-cut)
BPPBBP,BBPPBB,BBBPBP,2-2-2(t-cut)
