before,red_not_tidt,after,length
BPBBPP,BBPBBBBBPBB,PPBPPB,11
BBBBPP,BPBPBBBBBPBB,PPBPBP,12
BBPPPP,BPBBPBBPBPBBPBBBBBPB,PPBBPP,20
PBBBPP,BPBBBPBPBPBBPB,PPBPPP,14
BPBPPP,BBPBBPBBBBBPB,PPBPPP,13
BBPBPP,BBPBBBBPBBBBB,PPBPBP,13
BPPBPP,BPBBBBPBPBBBBBBBBBPB,PPPPPP,20
BBPBPP,BBBPBBBBBBB,PPPBBB,11
BPBBPP,BPBPBPBBPBB,PPPPBP,11
PBBPPP,BBPBBPBBBBPB,PPBPBP,12
BBPPPP,BPBBPBBBBBBBPB,PPBBBB,14
BPBPPP,BBBBPBPBBB,PPPPPP,10
PPPBPP,BPBBBBBBBBBPBBBBBBPBBPBBBBBBPBBB,PPPBPB,32
PPPPPP,BBPBBBBBBPBBBBBB,PPBPPP,16
BPBBPP,BBBBBBPBBPBBBB,PPBBPP,14
PBPBPP,BPBBPBPBBBPBBBPBB,PPBBPB,17
BPBBPP,BBPBBPBPBBBPBPBB,PPBPBP,16
PPBBPP,BPBPBPBBPBBPBB,PPBPBP,14
PBPBPP,BBBPBBPBBBBPBPBBPB,PPBPPP,18
BPBBPP,BPBBBBBPBBBB,PPPPPB,12
PPPBPP,BBPBPBBPBBPBBBBBPBBBB,PPPBPB,21
BPBBPP,BBBBBPBBBBBPBBPBB,PPBBBP,17
BPPBPP,BPBPBBBBPBPB,PPBBBB,12
BBBPPP,BBPBBBPBPBPBPBBBPBPBBPBBPBB,PPPPBP,27
PPBBPP,BBBPBBBPBB,PPPPPP,10
PBPPPP,BBPBBBPBBBBBBBBBB,PPBPPP,17
BPBPPP,BBBBPBPBBBPBBPB,PPBBBB,15
PPBPPP,BPBBBPBPBPBBBPBPBBB,PPPPBB,19
BBBPPP,BBBBBBPBBPB,PPBPBP,11
PBBBPP,BBBBBBBBBBPBBBBPBBBPBPBPB,PPBBBB,25
BBPPPP,BBBBPBBBPB,PPBBBP,10
BBPBPP,BBBBBBBPBPB,PPPBPB,11
PPBPPP,BBPBPBBBPBBB,PPPPBP,12
BBBBPP,BPBBPBBPBBBBB,PPPBBB,13
BBPPPP,BPBPBBBPBBBBPBBBBBPBPBBBPBPBB,PPBBBP,29
PBBBPP,BBPBBBBBBBB,PPBPPB,11
BPPPPP,BPBPBPBBBB,PPPPPP,10
PBBPPP,BBBPBBBBBPB,PPBBPP,11
BBBBPP,BPBPBBPBPBBPBBPBBBB,PPBBPB,19
BBPBPP,BBBBBBPBBBBBBPB,PPBPPB,15
PPBPPP,BBBPBBBBBPB,PPPBPB,11
BPBBPP,BBBBBBBBBBPB,PPBBBP,12
BBPBPP,BPBPBBPBPBB,PPBBPB,11
BPBBPP,BBPBBPBPBPB,PPPBBP,11
BPBPPP,BBBBBBBBPBBBBB,PPPPPP,14
PPPBPP,BBBPBPBBPB,PPPPPB,10
BBBPPP,BBBBPBBPBB,PPBBPB,10
BPBBPP,BBPBPBBPBBBBBPBB,PPPBBB,16
PBPBPP,BBPBBPBBPB,PPPPBB,10
BBPBPP,BBBBBBPBBB,PPPPPP,10
BPPBPP,BBBBPBBBBBB,PPPBBP,11
BPPPPP,BPBBPBPBBPB,PPBPBB,11
BPBBPP,BBPBBBPBPBPB,PPPPBP,12
PBPBPP,BBBPBBPBBBBPBB,PPBBBB,14
BBPPPP,BBBPBPBBBBBPB,PPBBPB,13
PPPPPP,BPBBBPBBPBB,PPPPBB,11
BBPBPP,BBBPBBBPBBPB,PPBPBB,12
BBPBPP,BBPBPBBBBB,PPPBPP,10
BBBPPP,BBBBPBPBBBBBPBB,PPBPBB,15
BBBBPP,BBBBPBPBBPBBBPB,PPBBPB,15
BBPBPP,BBPBBBBBBBPBPBB,PPBPPB,15
PBPBPP,BBPBPBPBBBPBB,PPPPPP,13
PPPBPP,BBPBBBPBPBPBB,PPBPPB,13
BBBPPP,BBPBPBBBBBBBPBB,PPBBPP,15
PPBBPP,BBPBBBBBBBPBB,PPPBBB,13
PBBPPP,BPBPBPBBPBBPBB,PPBBPB,14
PPBPPP,BBBBBPBPBB,PPBBBB,10
BPBBPP,BBPBBPBBBBBBPBBB,PPBPPB,16
BPPBPP,BBBPBBBPBBBPB,PPBBPP,13
PBPPPP,BBBBBBBBPBPBB,PPBPBB,13
BPBBPP,BPBBPBPBBPB,PPBPPP,11
PPPBPP,BBBPBPBPBBBBPBPBB,PPBPPP,17
PBPBPP,BBBPBBPBBBBPB,PPPPBP,13
PBBPPP,BPBBBBPBPB,PPBBBP,10
BBPPPP,BPBBPBBBBPB,PPPPBB,11
BPPPPP,BBBPBBBBBPBBB,PPPPBB,13
PBPPPP,BBPBBBBBPBBBBPBB,PPPPPB,16
PPPBPP,BPBPBBBBBBBPBBB,PPPPBP,15
PPBBPP,BPBBPBPBBBBBPBBBBBB,PPBBPP,19
PPBPPP,BPBBBBBBBB,PPPBPP,10
BBBPPP,BBBBBPBBBBB,PPBPBP,11
BBBBPP,BPBPBBPBPB,PPBBBP,10
BPPPPP,BBBPBBBPBPBPBBB,PPPBBB,15
PBPBPP,BBBBBBPBPBPB,PPPBPB,12
BPBPPP,BPBBBBBPBBPBPBPBBBPBB,PPBPPP,21
PPBBPP,BBBPBBBBBBBBBB,PPPPBB,14
BBBBPP,BBBPBPBBPBBPBBPBPBB,PPPBBP,19
BBPPPP,BBBBBBPBPB,PPBBPP,10
PPPBPP,BPBPBBPBPBBPBBPBBBBPBBPBPBB,PPPPBP,27
BPPPPP,BPBBBPBPBBPBPBBPBPBPBBBBBPB,PPPPPB,27
PPPPPP,BPBBBBPBPBBBBPB,PPPBPB,15
PBPPPP,BBBBBBPBBBBB,PPBBBP,12
PPPPPP,BPBBBPBPBB,PPPBBB,10
PPBPPP,BBPBPBPBPB,PPBBBP,10
PBBPPP,BBPBPBBBPBPBBPBBPBPB,PPPPPB,20
PPBBPP,BBPBBBBPBBB,PPBBBB,11
BBPBPP,BBBBBPBPBBB,PPBBBP,11
PPBBPP,BBBBBBBBBPBBB,PPPBPB,13
PBPBPP,BBBPBPBPBBBB,PPPBPB,12
PPPBPP,BBBPBPBBBBBBBPBB,PPPPPP,16
BPPPPP,BBBPBBBBBPB,PPBBPB,11
BPBPPP,BPBBBPBBBPBBPBPB,PPPBPB,16
BBPBPP,BBBPBBPBBB,PPBPPP,10
BPPPPP,BBBBPBPBPBB,PPBPBP,11
BPBBPP,BPBPBPBBPBPBBBPBBBBBBB,PPPPPB,22
BBBPPP,BBBPBPBPBB,PPPBPB,10
PPPPPP,BPBBBBBBBBBBBPBBBPB,PPBPPB,19
PPBPPP,BBPBBPBPBB,PPBBPB,10
PBPPPP,BPBBBPBPBBPB,PPPPBB,12
BBPBPP,BBPBBBPBBB,PPBBBP,10
BBPBPP,BPBPBBBPBPBPB,PPBPBP,13
BPBPPP,BBPBBBBPBBB,PPPPPP,11
PPPPPP,BBBPBBBBBPB,PPPPBP,11
BPPPPP,BBPBBBPBBBPBB,PPBBBB,13
BPBBPP,BBBBBBBBBPB,PPPBBB,11
PBBBPP,BBBPBPBBBBBBBBBPB,PPPBBB,17
PPPBPP,BBBBPBBBPBBPB,PPBBBB,13
BBPBPP,BBBBBPBBBBPBB,PPPPBB,13
BPPPPP,BBBPBPBBPBPBPBBPBPBBB,PPPBPB,21
PPPBPP,BBBBBBBPBBBBPB,PPBBPB,14
BBPPPP,BBBBBPBBPBBBBBPBB,PPPPPB,17
BBPBPP,BBBBPBBPBPB,PPBBBB,11
PBPBPP,BBBBBBBPBBB,PPPPPP,11
PBPPPP,BPBBBBBPBPBB,PPPPPP,12
BPBPPP,BBPBPBPBPBPB,PPPPBB,12
PBBPPP,BPBBBBPBPBBBBBBPBPBBBBBPBBB,PPPBBP,27
BPPPPP,BBBBBPBBBPBBPBB,PPPPPB,15
PBBBPP,BBPBBPBBBPB,PPBBPB,11
PBPPPP,BPBBPBBPBB,PPPPPB,10
PBBPPP,BBBPBPBBPBB,PPBPPB,11
BPPPPP,BBBBPBPBBBB,PPPPBP,11
BBBBPP,BPBBBPBPBPB,PPPPBB,11
PBPPPP,BBBBBBBBBBBPBBB,PPPPPP,15
BBBPPP,BPBPBBPBPBBB,PPPBBP,12
PPBPPP,BBBBPBPBBBBPBBB,PPPBPB,15
BPPPPP,BPBPBPBBPBBPBPBPBBB,PPPBBB,19
BBBPPP,BBBPBBBBPBB,PPPPBP,11
PPPPPP,BBPBPBBPBPB,PPBBPP,11
PPBBPP,BBBBBBBBPBB,PPPPBP,11
BBPBPP,BPBBPBBPBPBB,PPPPPB,12
PPPPPP,BBPBBBPBBB,PPPBPP,10
BPBPPP,BBBPBBBPBB,PPBPBP,10
BBPPPP,BPBPBPBPBPBPB,PPPPPP,13
PBBPPP,BBPBBBBBPBBPBBB,PPPBBP,15
BBPBPP,BPBPBPBBPBBBPB,PPBBPP,14
PBPPPP,BPBBPBBPBPBBBB,PPPPBP,14
BPBPPP,BBBBBBBBBB,PPPBPP,10
PBPBPP,BBBBPBBPBB,PPPPPB,10
BPPPPP,BBPBBBBBBBBB,PPPPPB,12
BBBBPP,BBPBBPBPBPBPBBBB,PPPPPB,16
BBPPPP,BPBBPBBBPBBBPB,PPPPPB,14
PPPPPP,BPBBPBBPBBB,PPBPBP,11
BPPPPP,BBBBBPBPBPB,PPBPPB,11
BPPPPP,BBBBBBBBPB,PPPPPB,10
BBBBPP,BBPBBBPBPB,PPPPPB,10
BPPPPP,BBBBBBBPBB,PPPPPP,10
BPPBPP,BBBPBBBPBBBB,PPPBBP,12
BPPBPP,BPBBPBBBPBPB,PPBPPB,12
BPPBPP,BPBPBPBBBPBBBBBB,PPPPBB,16
PPBPPP,BBBPBPBPBPBBPBBPBB,PPPBPB,18
PBPBPP,BBBPBBBBPB,PPPBPP,10
PPPBPP,BPBPBBBBBB,PPPBPP,10
PBBPPP,BPBBBPBBBBB,PPPBPB,11
PPBBPP,BBBBPBBBBBBBB,PPBBBP,13
PPBBPP,BBBBBBBPBB,PPBPBB,10
PPPBPP,BPBBBBBBBBBPBBPB,PPPBBB,16
BPBPPP,BBBBPBBBPBBPBBB,PPPBBP,15
BBBPPP,BBBBBPBBPBPB,PPBBPB,12
BPBBPP,BPBBBBBPBBBBB,PPBPBB,13
PPBPPP,BBBBBPBPBBBBPBB,PPPPPB,15
BBPPPP,BBBBBPBBPBPBBBB,PPPBPB,15
BBBPPP,BPBBPBBBBBB,PPPBBP,11
PPBBPP,BPBBBBPBPBB,PPPBBB,11
PBBPPP,BBBBPBBBBBB,PPPPBP,11
BBBPPP,BPBPBPBBBPB,PPBPPP,11
BBPBPP,BPBPBBBPBB,PPPPPP,10
PBPBPP,BBBPBPBBBPBPBBBPB,PPBBPP,17
BBPBPP,BPBBBPBPBPB,PPBPBB,11
PPPPPP,BBPBBPBBPB,PPPBPP,10
PPBBPP,BPBPBBBBBPBBB,PPPPPP,13
PPPBPP,BBBBBPBPBB,PPPBBP,10
PBPBPP,BBBBBPBBPBBBBB,PPPPPB,14
PBPPPP,BPBPBPBPBB,PPPBBP,10
BBBBPP,BBPBBPBPBBBPBBBBB,PPPPPP,17
PPPBPP,BBPBBBPBPBPBBB,PPBBPP,14
PPBBPP,BPBBBBPBBBBPB,PPBPBP,13
BBBPPP,BPBPBPBBBBPBPBBPBPB,PPBPPP,19
BBBPPP,BBPBBBBPBB,PPPBPB,10
BBPBPP,BPBPBPBPBB,PPBBPP,10
PBBPPP,BBBBBPBBBB,PPBBBP,10
PPPPPP,BBBPBPBBBBBBB,PPPPPP,13
PPPPPP,BBBPBBPBPBBPBPB,PPPPPP,15
BPPPPP,BPBPBPBBBBBPB,PPPBBB,13
PPBBPP,BPBPBPBBPBB,PPPBPB,11
PBPBPP,BPBBBPBPBBPBPB,PPBBBB,14
PPPBPP,BBPBBBBBBBBB,PPBPPP,12
PPBBPP,BBPBPBBPBBPB,PPBPBP,12
BBPBPP,BPBBPBBBBBPB,PPPBBP,12
BPBPPP,BBBPBPBBBPB,PPPBPP,11
BPPBPP,BBBBBPBPBBBPB,PPBBBB,13
PPPBPP,BBPBPBBBPBB,PPBPBP,11
PBPPPP,BBBBBBPBPBBPBBB,PPPPPP,15
BBPPPP,BBPBPBBBBBBBPBBB,PPPPPB,16
BBBBPP,BPBPBBBBPBPBBB,PPBBBB,14
PPPBPP,BBBPBBBPBPB,PPBBPP,11
BBPPPP,BPBBPBBBPBBB,PPBBBB,12
BPBBPP,BBBPBPBBBPBB,PPBPBB,12
BPBPPP,BBBBBBPBBB,PPPPBP,10
BPBPPP,BPBBBBBBBPBPB,PPPPPB,13
PBBBPP,BBPBBBBBBBBB,PPPBBP,12
PPPPPP,BBPBBBBPBBBBBBBB,PPBBBP,16
PPBBPP,BPBBBPBBPB,PPBBBB,10
BBPBPP,BBBBBBBPBB,PPPPBB,10
BBPPPP,BBBBPBBPBB,PPBPPP,10
BPPBPP,BBPBPBBBBBPB,PPBPPP,12
PPPBPP,BPBBBBBBPBBPBBBBBBBPB,PPPBBB,21
PBPBPP,BPBPBBBBBBBBBPB,PPBPPP,15
PBPPPP,BPBPBBBPBBBBBBB,PPBPBB,15
BBBBPP,BBBPBPBPBBBPBBBBBBBBB,PPBBBP,21
PBBBPP,BPBBBPBBBPBPBBBB,PPPBPB,16
BBBPPP,BPBPBBBBBBBBBPB,PPPPPB,15
BPBBPP,BBBBBBBBPBBPBBPB,PPPBPP,16
PBBBPP,BPBBPBBBBPBBBB,PPBBBB,14
PPPBPP,BBBPBPBBBBB,PPBPBB,11
PPPPPP,BPBBPBBBBPBBB,PPBBPB,13
BPPPPP,BBBPBBBBPB,PPPPBB,10
BBBBPP,BBPBBPBBPBPB,PPBPPP,12
BBBBPP,BPBBBPBBBBBBPBBPBBBB,PPBBPP,20
BBBBPP,BPBBPBBBPBB,PPBBBB,11
BPPBPP,BPBBBBPBPBBBBB,PPBPPB,14
BPPBPP,BBBPBBPBBPBBBBPBPB,PPPPBP,18
PBBPPP,BBBPBPBPBBBBPBBB,PPPBBP,16
BPPBPP,BPBBBBPBPB,PPPBPP,10
BPBPPP,BPBPBBBPBBPB,PPPBPB,12
BPPBPP,BBPBPBBBBB,PPPBPP,10
BPPPPP,BBPBBBBPBPB,PPBBBP,11
BBBBPP,BPBBBBBPBBPBPBBPBBPBBPBBBB,PPPPBP,26
BBPBPP,BBPBBPBBBPBB,PPBPBP,12
PPBPPP,BBPBBBPBBBBBB,PPPBBB,13
BBBBPP,BPBPBPBBBPB,PPPBBB,11
BPBPPP,BBBBBPBPBPB,PPPBPP,11
BPPPPP,BBBPBPBBPBPB,PPPPBB,12
BPBBPP,BBPBPBBPBPBBBBB,PPPBPP,15
PBBBPP,BBPBPBBBBB,PPBBPB,10
BBBPPP,BBBBBBBPBBPBBBB,PPBBPP,15
PBBBPP,BBBBBBBBBPBPB,PPBBPP,13
PBBPPP,BBBBPBBBBB,PPBPBP,10
PPPBPP,BBBBBBBBPBPBBBBPBBBBBPBPBBB,PPBPPB,27
BBPPPP,BBBPBPBBPBPB,PPPPPB,12
PBBBPP,BBPBPBPBBPBPBBBBBBBPBBBBPBPBPBB,PPBBPB,31
BBBBPP,BPBPBBBPBBBB,PPBPPB,12
BPPBPP,BPBBBBPBBPB,PPBBPP,11
PPPPPP,BPBBBBPBBB,PPBPPB,10
BBPBPP,BPBPBBBBBPBPBPB,PPPPBP,15
PBPPPP,BPBPBBPBPBBBB,PPBBBB,13
BBPPPP,BBBBBBBBBPBB,PPBBPB,12
BPPPPP,BBPBBBBBBBBBBBBBPBBPBBBBPBBPBBPBBB,PPPBPB,34
BPPPPP,BBBBBPBBPB,PPBPPB,10
PBPBPP,BPBBBBBBBPBBPB,PPPBPB,14
BBBPPP,BBBBPBBPBBBBBPBBB,PPPBBB,17
BPBBPP,BBBBBBBPBPB,PPPPBP,11
BBPBPP,BPBPBBBBBPBPBPBB,PPBPPP,16
BBBPPP,BBBBBPBPBPBBBBPBPB,PPBBPP,18
BPPPPP,BBPBPBBBPBB,PPPPBB,11
PBPBPP,BPBBBBPBPB,PPBPBP,10
PBPBPP,BPBPBPBBPBPBPB,PPPPBB,14
BPPPPP,BPBBPBBPBBBPBPBBB,PPPBPP,17
PBPPPP,BBBPBBBPBBB,PPPPPB,11
BPPBPP,BBBBBBBPBPBPBBBPBPBPB,PPBBBP,21
BPBPPP,BBBBBPBBBB,PPPBBP,10
BBBPPP,BBPBPBBPBBBPBPBBPBPB,PPPBPP,20
PBPBPP,BBPBBPBBBBPBBPBBPBB,PPPPBB,19
PBBBPP,BBBPBPBBPBB,PPBPBP,11
BBPBPP,BBBPBBPBBPBBB,PPPPPP,13
PPPPPP,BBBBPBPBBBBBB,PPPPBP,13
PPBBPP,BBBBBPBBPB,PPPPPB,10
PPPPPP,BBBBBPBBBB,PPPBPP,10
PPPBPP,BBBPBBPBPBPBPBB,PPPBBB,15
BPPPPP,BBBPBPBPBBBBBB,PPPPBB,14
BPBPPP,BPBBBBBPBBPBBPB,PPBBPB,15
PPBPPP,BPBPBBPBBBBPBBPBBBBBBPBPBPBPBBB,PPPBPB,31
BBBPPP,BBBPBBBBBBPBPB,PPBBBB,14
BBBPPP,BBPBPBBPBBB,PPBBPB,11
PBPPPP,BBBPBBPBPBBPB,PPBPPB,13
PPBBPP,BPBPBPBBBBPBBBBPB,PPBPBP,17
BPBPPP,BPBPBBBBBBB,PPBBBP,11
BBBPPP,BBPBPBPBPBBBBB,PPBBBB,14
PPBBPP,BPBPBPBBPB,PPBPPB,10
PBBBPP,BPBBBPBBBBPBPB,PPPBPB,14
BPBPPP,BPBBPBBBPB,PPPPPP,10
PPPPPP,BPBBBBPBPBBB,PPPBBB,12
BBPPPP,BPBPBBBPBPBBPB,PPBPPB,14
PBPPPP,BBPBBPBBBBPB,PPBPPB,12
BBBPPP,BBBPBBBPBBPB,PPPPBB,12
PBBBPP,BBBBPBBPBBB,PPBPBP,11
PBBBPP,BPBPBBBPBPBBPB,PPBPBP,14
BBBBPP,BBBPBBBBBB,PPPBBB,10
BPPPPP,BPBBBPBPBBBB,PPPBBB,12
BBBPPP,BBBPBBBPBPBBPB,PPBBPP,14
PBPBPP,BPBBPBPBBPB,PPPBBP,11
BPBBPP,BPBBBPBBBB,PPPPPP,10
PPPPPP,BPBBBBBBBPBPBPBBPB,PPBPBP,18
PBBBPP,BBBBPBBPBB,PPBPPB,10
BPPPPP,BBBPBBBBBBPBPB,PPPBBP,14
BPPBPP,BBPBBBBBBPBPBBPBBBBPBPBPB,PPPBPB,25
BBPPPP,BPBPBBBBBPB,PPBPBP,11
BBBBPP,BBBPBPBBPB,PPBPPB,10
BBBPPP,BPBBBPBBPBPBPBPBPBPB,PPBBBB,20
PPPPPP,BPBBPBPBBB,PPPBPP,10
PBPPPP,BBBPBBPBBBBPB,PPPPPB,13
BPPPPP,BBPBBPBBBB,PPPPBB,10
PBBBPP,BPBPBBPBPBB,PPPPBB,11
BPPPPP,BBPBBBBBBPB,PPBBPB,11
PPBBPP,BBPBPBPBBBBPBPB,PPBPPP,15
BPBBPP,BBPBBBBBPB,PPBBPB,10
PBPBPP,BPBBPBPBBBB,PPBPPB,11
PPBPPP,BPBPBBBPBB,PPPPPB,10
BBBPPP,BPBBPBPBBBPBBB,PPBBBP,14
PBPBPP,BBBPBBPBBBBPBB,PPBPBP,14
PBBPPP,BPBBPBBPBPBBPB,PPPPBP,14
PBPPPP,BBBPBBBPBBBB,PPBBPB,12
BPBBPP,BPBPBBBPBPBPBPB,PPBPPB,15
PBBBPP,BBBBPBBPBPB,PPPBPB,11
BBPPPP,BPBBBBPBBBPB,PPBBBB,12
BBPPPP,BBBBPBPBBBBBB,PPBPPB,13
PBPBPP,BBBBBBBBBBPBPB,PPPBPP,14
PPBBPP,BBPBBBPBPB,PPPPPP,10
BPBPPP,BBPBBPBPBB,PPPPBB,10
BPBBPP,BPBBBPBBPBB,PPPBPB,11
PBPPPP,BBPBBBBBBB,PPPBPP,10
BBPBPP,BBBBBBPBBBBB,PPPBPP,12
BPBPPP,BPBBBBPBBBPBBBPBBBBBPB,PPBPPB,22
BBBBPP,BPBBBPBPBPBB,PPPPBP,12
BBBBPP,BBBBBBBBPBPBPBBBBPBB,PPBPPP,20
PBBPPP,BPBBPBBPBPBB,PPBBPP,12
BPPPPP,BPBPBPBBBBPBB,PPBPBP,13
PPBPPP,BPBBPBPBBPBBBBBBBPBBPBB,PPBBPB,23
PPPBPP,BBBBPBBBBBB,PPBBPB,11
BBBPPP,BBPBBBPBPBPB,PPPPBP,12
BBBBPP,BPBPBPBBBPBBPB,PPPPBP,14
BBPPPP,BPBBBPBBPBB,PPPPBB,11
PBPBPP,BBBPBBBBBPBBBBBBBPB,PPPPPB,19
BPBPPP,BBBPBBBBBPB,PPBBBP,11
BPBBPP,BPBBBPBBPBBPBPBPBPB,PPPBPP,19
BBBPPP,BPBPBBBBPBBBBPB,PPBBBP,15
BPPPPP,BBPBBBBBPBPBBPBBB,PPPBPB,17
PPBBPP,BPBBPBPBBBPBPBBBB,PPPBPB,17
PBBBPP,BBBBPBBPBB,PPBBBP,10
BPPBPP,BBPBBPBPBB,PPPBBB,10
PPBBPP,BBBBBPBBBPB,PPBBPB,11
PBPPPP,BBBBPBPBBBBBBPBBBPBPB,PPBPBP,21
PBBPPP,BPBBBPBPBBPB,PPBPBP,12
BBBPPP,BBBPBBBBPB,PPBPPP,10
PPBBPP,BPBBPBBBBPBBB,PPPBPB,13
PBPPPP,BPBBPBPBPBPB,PPBBBP,12
PPPPPP,BPBPBBBBBBB,PPPPBB,11
PPBBPP,BPBBBBPBPBBPBBBBBBPBBBB,PPBBBP,23
BPBBPP,BBPBPBPBBB,PPPPBP,10
PBPPPP,BBBPBBBBBBPBBBBBBPBBB,PPBPPP,21
BPBBPP,BBPBBBPBBBPBBBPBPBPBBBPB,PPBBPP,24
PPBPPP,BPBBPBPBBPB,PPBBPP,11
BPPBPP,BBPBBBBBBBBPBBBPBB,PPPPPP,18
BBBBPP,BBBBBBPBBBBBPBB,PPBBBB,15
PPPPPP,BBPBBBPBBPBPB,PPBBBB,13
PBBBPP,BPBPBBBBBPBPBBBPBB,PPPBPB,18
PPBPPP,BBBBPBPBBBPBPB,PPBBBB,14
PPBBPP,BBBBBBBBBB,PPBPBB,10
PBPPPP,BPBPBPBBBB,PPPBPB,10
BBPBPP,BBPBPBBPBPBPBB,PPBBBP,14
BBPPPP,BPBBBBPBPBBPBPBBPBBPBBBPBBPB,PPPPBB,28
PBPBPP,BPBPBBPBPBBBB,PPBPBP,13
BBPPPP,BPBBPBBBPBBPBPBPBBBB,PPBBBB,20
PPPBPP,BPBBBPBBBPBBBPBBPB,PPBBPB,18
PPBBPP,BBBBPBBBPB,PPPPBP,10
BPPBPP,BBBBBPBPBB,PPBBPP,10
PPBBPP,BBPBPBBBBPBBB,PPPPPP,13
BBPBPP,BBBBBBPBBBBBBBBBB,PPPBPP,17
PPBBPP,BPBBBBPBPB,PPBBPP,10
BPPPPP,BPBPBBBPBB,PPBBPB,10
BPBBPP,BBPBBBPBPBBBB,PPPBPP,13
BBBBPP,BPBBBBBPBPB,PPPBBB,11
PBBPPP,BBPBBPBBPB,PPBBBB,10
BPBBPP,BBBBBPBPBBBBBB,PPBBPP,14
BBPPPP,BBBBBPBPBBB,PPBBPB,11
BBPPPP,BPBPBBBPBBPB,PPBPBB,12
BBPBPP,BPBBBBBPBPB,PPBPBB,11
PBPBPP,BPBBBBBBBBBBBBBBBPBBPBPB,PPBPBP,24
BPBPPP,BPBPBPBBBB,PPBBPP,10
BBBBPP,BBPBPBBBPBBPB,PPBBBB,13
PPPBPP,BPBBPBPBPBPBBPBBBPB,PPPBPP,19
BPBBPP,BPBBBBPBPBPB,PPPBBB,12
BPBBPP,BBBBBPBPBBBBBBBBPBPBBPB,PPPPBP,23
PBPPPP,BPBPBBPBBBBB,PPBBBB,12
BPBBPP,BBBBPBBPBB,PPPPBB,10
BBPPPP,BBBPBBBBPBB,PPPPBP,11
PBBPPP,BBBBPBBBPBBB,PPBBBP,12
BBBPPP,BPBPBPBBPBB,PPBBBP,11
PBBBPP,BPBPBBBBBBBB,PPPPPP,12
PBPPPP,BBBBBPBPBBBB,PPPBPP,12
BPBPPP,BBBPBBPBBBPBPBBBPBB,PPPBBP,19
BPBBPP,BBBPBPBBBBPBB,PPBBPB,13
PPBBPP,BBBPBBPBBBBB,PPBPPB,12
BPBPPP,BBBBBPBBBB,PPPPBB,10
BPBPPP,BBBPBBBPBBBBPBBBBPBB,PPPPBP,20
BPPBPP,BBBPBPBPBBPBPBBB,PPPBPB,16
PBBBPP,BBPBBBBBBBBPB,PPBPPP,13
PBBBPP,BBBBBBBPBBBBBPB,PPBPPB,15
PBBPPP,BBBPBBBBBBBPBPB,PPPBPB,15
PPBBPP,BPBPBBBBPBPBBBBBBPBBPBB,PPPBBP,23
PBBPPP,BPBBPBBBBBB,PPPPPP,11
BPBBPP,BPBBPBBBBBBPBPBB,PPBBPP,16
PBPPPP,BBBBPBPBBBB,PPPBPB,11
PBBPPP,BPBPBBPBBBBBBB,PPBBBP,14
BPBPPP,BPBBBBPBBPBBB,PPBPBB,13
PBBBPP,BPBBBBBBPBPBBBPB,PPPBBB,16
PPBBPP,BPBPBBPBPBPBBBPB,PPPBBP,16
PPPBPP,BBBBBBBBBBPBPBPBB,PPPBPP,17
BBBBPP,BPBPBBBBBBPBPB,PPPBPP,14
PBPBPP,BBBBBBBBBB,PPBPPP,10
BBPBPP,BBPBBBPBPBBPBBB,PPBPBB,15
BBBPPP,BPBBBPBPBB,PPBBBP,10
BBPBPP,BBBBBPBBBBBPBBB,PPPBPB,15
PBPPPP,BBBBPBBBBBPBBPBBBPB,PPPBPP,19
PBBBPP,BBBBBPBBBBPB,PPBPPB,12
PBBBPP,BPBBBPBPBPBB,PPPPBP,12
BBPPPP,BBBBBBPBBBPBB,PPPPBP,13
PBPBPP,BPBBBPBPBBPBPBB,PPBBPP,15
BBBPPP,BPBPBBBBPBBBPBBBB,PPBBBB,17
BBBBPP,BBBBBPBBBBBPBBPBB,PPPBPB,17
PPPBPP,BBPBBPBBBB,PPBBBB,10
BBBBPP,BBBBBBPBBBBPBBBBPB,PPPPPB,18
BBBPPP,BBBBBBPBPB,PPBPPP,10
PPPPPP,BBBBBBBPBPBPB,PPPPBB,13
BPPBPP,BPBPBBPBPBPBPB,PPPPPB,14
BPBPPP,BBPBBBBBBB,PPPBBB,10
PBBBPP,BBBBPBBPBBPB,PPPBBP,12
PPPPPP,BPBPBBPBPBB,PPBBPB,11
PBPBPP,BPBPBBBPBPBPBPBPBPB,PPBBPB,19
BPBPPP,BBBBPBBBBBPBPBB,PPBBPB,15
BPBBPP,BBPBPBBPBPB,PPPPBP,11
BBPPPP,BBBPBPBBBBBPBPB,PPBBPP,15
PBBPPP,BBPBBBBBBPBBBBBB,PPBPPP,16
PBPPPP,BPBBPBBBBBBBBPB,PPPPPB,15
BPBPPP,BBPBBPBPBPBB,PPBBBB,12
PPPBPP,BPBBBPBBPBBBPBBPB,PPPPBB,17
PBBPPP,BBPBBBPBPBPBBBPBBBBBBPBPBBB,PPPPPB,27
PPBBPP,BBBBBBBPBB,PPPPBP,10
PPPBPP,BPBBBBPBBBPBPBBPBBPBBPBBBBPB,PPBBPB,28
PPBPPP,BPBBPBPBBBB,PPBBBB,11
BBBBPP,BBBBBBBBBPBB,PPPPBB,12
BPBPPP,BPBBPBBPBBBBBB,PPPPBP,14
BBPPPP,BBBBBPBBPBPB,PPPBPB,12
BPBPPP,BBPBBPBBBPB,PPBBBP,11
BPPPPP,BBBPBPBPBB,PPPBBB,10
