before,pingpong,after,length
BBBPBP,PBPBPBP,PPPPPB,7
BBPBPB,BPBPBPB,BPPPBB,7
BPPPBB,BPBPBP,PPBBPB,6
PBBPBB,BPBPBP,PPPPBB,6
BPPPBP,PBPBPB,BBPPPP,6
BPPPBB,BPBPBP,PPBPBP,6
PBBPBB,BPBPBP,PBPPBP,6
BPPPPP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBPBPBPB,BBBPBB,11
PBPPBP,PBPBPBPB,BBPBBB,8
BPPPBB,BPBPBPBPB,BPBBPB,9
PBPPBB,BPBPBP,PBPPPP,6
PBBBPP,PBPBPBP,PBBBPB,7
BPPPBP,PBPBPBPBPB,BBBBBP,10
PPPPBP,PBPBPB,BBBBBP,6
PBPBPB,BPBPBP,PPBBPP,6
BBBPPB,BPBPBPB,BPPPBP,7
BBBPPP,PBPBPBP,PBBPPP,7
PPBBPP,PBPBPB,BBBBPP,6
PBBPBP,PBPBPB,BPBBPB,6
PPBBBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPBPBP,PBPPBB,9
BBBBPB,BPBPBP,PBBPBB,6
PPPBBP,PBPBPB,BBPPPB,6
PBBBPP,PBPBPBPB,BBPBPP,8
BPPBPB,BPBPBP,PPBBBP,6
PBBPBP,PBPBPB,BBPBBP,6
BPPPPP,PBPBPBP,PPBPPP,7
BBPBBB,BPBPBP,PBBBPB,6
PPBPBB,BPBPBPBP,PBPBBB,8
PPBBPB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BBBPPB,6
BBBBBB,BPBPBP,PPPBBP,6
BPBBBB,BPBPBPB,BBBPBB,7
BBPBBP,PBPBPBP,PBPBBB,7
PBBBBP,PBPBPB,BBPPBB,6
BBPPBB,BPBPBPBPB,BBBBPB,9
BPPBBP,PBPBPB,BBBBPB,6
PPBPBP,PBPBPB,BBPPBB,6
BBPBBP,PBPBPBPB,BBPBPP,8
BPPPPP,PBPBPBPB,BBBBPB,8
PPBPPP,PBPBPBPBPB,BPPPBB,10
PBBPBB,BPBPBPB,BBPPBB,7
BBBBPP,PBPBPBPB,BBBPBP,8
BBPBPB,BPBPBP,PBPPPB,6
BPBBPP,PBPBPB,BBPPPP,6
PBBPBP,PBPBPBPBPB,BPPBBP,10
BBPBPB,BPBPBP,PPPPPP,6
BBPPPB,BPBPBPB,BBBPBB,7
BBBBPB,BPBPBPBPB,BPBPBB,9
BBPPPP,PBPBPBPB,BBBBPB,8
PPPBBP,PBPBPBPB,BPBBPP,8
BBPBPB,BPBPBP,PBBBBP,6
BBPPBB,BPBPBPB,BBBBPB,7
BPBBPP,PBPBPB,BPBBBB,6
BBPBPB,BPBPBP,PPBBPP,6
PBBBPP,PBPBPBP,PBPPBB,7
BBBBPP,PBPBPBP,PBBPPP,7
BBBBPP,PBPBPBP,PBBPPP,7
PBBBBP,PBPBPB,BBBBPP,6
BBBBBP,PBPBPB,BBBPBP,6
BBBPBB,BPBPBP,PBBPPP,6
PPBPPB,BPBPBP,PPPBPB,6
BBBPPB,BPBPBP,PPPPBB,6
BPPBBP,PBPBPBP,PPBPBP,7
BBBBBB,BPBPBP,PPPPBP,6
BBPPBP,PBPBPBP,PBPPPB,7
BPBPBP,PBPBPB,BBBBBB,6
PPBPPP,PBPBPB,BBPBBB,6
BBPPBB,BPBPBPB,BBPBBB,7
PPPPPB,BPBPBP,PBPPPP,6
PPPPBB,BPBPBPBP,PPPBBP,8
BBBBPP,PBPBPB,BBBBBB,6
BPBBPB,BPBPBPBP,PBBBPP,8
PPPPBB,BPBPBPBP,PBBBBP,8
BPBBPB,BPBPBP,PBPPPB,6
PPBPPB,BPBPBP,PPBPBB,6
BBPBBB,BPBPBP,PPPBPP,6
BPPPBB,BPBPBPB,BBBPBB,7
BPPBPB,BPBPBPBPB,BPBBBP,9
PBPBBB,BPBPBP,PPBPPP,6
PPBPPB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPBP,PPBPPP,7
PBPBPB,BPBPBP,PBPPBP,6
PBPBPP,PBPBPB,BBPBBP,6
BBPBBB,BPBPBP,PBBBPP,6
BPPPPB,BPBPBPB,BPPBPP,7
BPPBPB,BPBPBP,PBPPPB,6
PBBBBP,PBPBPBPB,BBPBPP,8
BBPBPB,BPBPBP,PPPBBP,6
BBBBBB,BPBPBP,PBBPPB,6
PBBBBP,PBPBPB,BBPPPB,6
BBBBBP,PBPBPBP,PBBBBP,7
BBPBPB,BPBPBP,PPPPBP,6
BBBPPB,BPBPBPB,BPBPBB,7
BBPBBB,BPBPBPB,BPPBBP,7
BPPPBB,BPBPBP,PBBBBB,6
BPBPPP,PBPBPBPB,BBPPBP,8
BBBBBP,PBPBPB,BBPBBB,6
BBBPBP,PBPBPB,BBBBPB,6
BPBBBB,BPBPBPBP,PPPBPB,8
BPPBBP,PBPBPBP,PPPBPB,7
BPBPPP,PBPBPB,BPBPBB,6
PPBBPP,PBPBPB,BBBBBB,6
PBBBPP,PBPBPBP,PPBPBB,7
PBBPPB,BPBPBP,PPPPBB,6
BBBBBB,BPBPBP,PPPBPB,6
BBBPBP,PBPBPB,BBBBPB,6
BPBBBB,BPBPBPB,BPPBPP,7
PPBBBB,BPBPBPB,BBBPBP,7
PBPPPP,PBPBPB,BPPBPP,6
BBPPBP,PBPBPBP,PBPPBB,7
PBPBBP,PBPBPB,BBBBBB,6
PBPBBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPBPB,BPBPBP,8
PBPBPB,BPBPBPBP,PPPBBB,8
BBBBBB,BPBPBPB,BBPBPB,7
BPBPBB,BPBPBPBP,PBBBPP,8
BBPBPB,BPBPBP,PPBPPB,6
PPPBPP,PBPBPBP,PPBPPP,7
PBBBPB,BPBPBPBPB,BPPPBB,9
PPPPBB,BPBPBPB,BBBBBP,7
PPPBPP,PBPBPB,BPBBBB,6
PBBBBB,BPBPBPBPB,BBPPPB,9
PBBBBB,BPBPBP,PBBBBP,6
BBPPPP,PBPBPBP,PPPPPB,7
BBBBBP,PBPBPB,BBBPPB,6
PPBBBP,PBPBPBP,PBBPBB,7
PBPBPP,PBPBPBP,PBPBBB,7
BPPBBP,PBPBPBPB,BBBPBB,8
BBBPBP,PBPBPBP,PPBPPP,7
PPBPBB,BPBPBP,PPBBPB,6
PBPPPB,BPBPBPBP,PPBBBB,8
BBPBPP,PBPBPB,BBBBBB,6
BBPPPB,BPBPBPBPB,BBBBPP,9
BPPBBP,PBPBPBPB,BPBPPB,8
BBPBBB,BPBPBP,PPBPBB,6
PBBPPP,PBPBPB,BBPBPB,6
BPBBBP,PBPBPB,BBPBPB,6
BBBBPB,BPBPBP,PPBBPP,6
PPBPBP,PBPBPB,BPPBPP,6
PPBPPB,BPBPBP,PPPBBP,6
PPBPPB,BPBPBP,PBBPPP,6
BBBBBB,BPBPBPB,BPBPPB,7
BBPBBP,PBPBPBP,PBBBBP,7
PPPPPB,BPBPBPB,BPPPBP,7
BPBPPB,BPBPBPB,BPBBPB,7
PBBBBB,BPBPBP,PPBBPP,6
PPBPPP,PBPBPB,BBPPBB,6
BBPBBB,BPBPBPBP,PPBPBB,8
PPBBBB,BPBPBP,PPPBBP,6
BPBBBP,PBPBPB,BBBPBP,6
BBPPBP,PBPBPBPBP,PBBPBP,9
BPBPPB,BPBPBP,PBPPBB,6
PBPPBP,PBPBPBP,PPPPPP,7
PPPPBP,PBPBPBP,PBPBBB,7
PBBPPP,PBPBPB,BBBBPB,6
BPPPBP,PBPBPB,BPPPBB,6
PBBBPB,BPBPBPBPBPBPBP,PBBBBP,14
BBBBBP,PBPBPBPBP,PBBBBB,9
PPBPBB,BPBPBPB,BPBBBB,7
PPBBBP,PBPBPB,BPBPBB,6
BBPBPB,BPBPBP,PPBPBP,6
PBPBPP,PBPBPBP,PBPBPB,7
BPBPBP,PBPBPBP,PPBPBP,7
PBBPPB,BPBPBPB,BBBPBP,7
PBPBBB,BPBPBP,PBPPPP,6
BBBBBB,BPBPBPB,BBPBPB,7
BPBPBB,BPBPBP,PPPBPP,6
PPBPPP,PBPBPB,BBPPPB,6
PBPPBP,PBPBPBP,PBPPPB,7
BPPBPP,PBPBPB,BBPBBP,6
BBPPPP,PBPBPB,BBBBPP,6
PPPBBB,BPBPBP,PPBBPB,6
PBPPPB,BPBPBP,PPPBBP,6
PPPPBB,BPBPBPBP,PPBPPP,8
BBBBPB,BPBPBP,PPBBPP,6
BBPPPP,PBPBPB,BPPBBB,6
PBPBBP,PBPBPB,BBPBPB,6
BPBPBB,BPBPBPBPBP,PBPPBP,10
BBBBPB,BPBPBP,PPBPBP,6
PBPBPP,PBPBPB,BBBPPB,6
PPBBBB,BPBPBP,PBBBBB,6
PBPPPP,PBPBPBP,PBPBBB,7
BBBBBB,BPBPBP,PPBPPB,6
PBBPBB,BPBPBP,PPPPPP,6
PPPBPB,BPBPBP,PBBBPP,6
BPPPPB,BPBPBPBP,PPBPBB,8
PPBBPP,PBPBPB,BBPBBB,6
PBPBPP,PBPBPB,BPPPPB,6
PPBPBB,BPBPBPB,BPPPPB,7
PBBPPB,BPBPBPBP,PBBPBB,8
BBBBBB,BPBPBPB,BBBPBB,7
PBPBBP,PBPBPB,BPPBBP,6
BPBPPB,BPBPBP,PBPPPP,6
PBPPPP,PBPBPBPB,BBBPBB,8
PBBPPB,BPBPBPBP,PPBBPB,8
BPPPBP,PBPBPBPB,BPPBBP,8
PBBPPB,BPBPBP,PBBBPP,6
PBBPBB,BPBPBPBP,PPPBPB,8
PBBBBP,PBPBPBPB,BBPBBP,8
BPPPPB,BPBPBPB,BPPPBB,7
PBPPPB,BPBPBP,PPPPBB,6
PBBBBP,PBPBPBP,PBBBPB,7
BPBPPP,PBPBPB,BPPPBB,6
BBPPPP,PBPBPBP,PPPBBP,7
BPBBPB,BPBPBPBPBP,PPBPPP,10
BBBBPP,PBPBPB,BBBPBB,6
PPPPBB,BPBPBPBP,PBBPPP,8
BBBBPP,PBPBPBP,PBBPBP,7
PPPPBB,BPBPBP,PBPBPP,6
BBPBBP,PBPBPB,BPBBPP,6
BBPPPP,PBPBPB,BBBPBB,6
BBBPBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPBP,PPBPBB,7
PBBPBP,PBPBPB,BPPPPP,6
BPPPPP,PBPBPB,BPPPPP,6
PPPBBP,PBPBPBP,PPBPBB,7
PBBBPP,PBPBPB,BBBPPP,6
BPPPPB,BPBPBPBP,PPPPPB,8
BPPPPP,PBPBPB,BBPPBP,6
PPPBPB,BPBPBPBPBP,PBBBPB,10
PBBBPP,PBPBPB,BPBPPP,6
BPPPPP,PBPBPB,BBBBBB,6
BBBPPP,PBPBPBPB,BPPPBB,8
BPBBPP,PBPBPB,BBPPPB,6
PPPPPP,PBPBPB,BPBPPP,6
PBBPPB,BPBPBPB,BBPPPP,7
BBPBBP,PBPBPB,BPPPPB,6
BPBPPB,BPBPBP,PBBPPB,6
BPPBPB,BPBPBP,PPBPPB,6
BBBPBB,BPBPBPB,BBPBPP,7
PBBPPB,BPBPBP,PPPBBB,6
PBBBPB,BPBPBP,PBBBBB,6
BPBBBP,PBPBPB,BBBBPB,6
PPBBPB,BPBPBP,PPBPPP,6
BPBPBB,BPBPBP,PBBBBP,6
PPBPPP,PBPBPBPB,BBBPPP,8
PPBBPB,BPBPBP,PPBPPP,6
PPPBPP,PBPBPB,BPBPBB,6
BBPBPB,BPBPBPB,BPPBBB,7
PPPBBB,BPBPBP,PPBPPB,6
BPBPBP,PBPBPB,BPBPBB,6
PBBBBP,PBPBPB,BBPPBP,6
PBBBPB,BPBPBPB,BBBPPB,7
BBBBPB,BPBPBPBP,PPPPBB,8
PBPBBB,BPBPBP,PBBPPP,6
BBPPPP,PBPBPB,BBPBBP,6
PPPPPB,BPBPBP,PBBPPP,6
BPBBBB,BPBPBP,PPBBBP,6
PBBBPP,PBPBPB,BPPBPB,6
BPPBBB,BPBPBP,PPPPBP,6
PPPPPB,BPBPBP,PPPPPB,6
PBBPBP,PBPBPBPBPB,BPBBBB,10
PPBPPP,PBPBPB,BBBBPP,6
BBBPPP,PBPBPB,BBPBBP,6
PBBPPB,BPBPBP,PPBBBB,6
BPBBBB,BPBPBP,PBPBBB,6
BBBBPB,BPBPBP,PBPBPB,6
PPPPPB,BPBPBP,PPBPBP,6
PBPBPP,PBPBPBPB,BBBPPB,8
BBPPPP,PBPBPB,BPBPPP,6
BPPBPB,BPBPBPBPB,BPBBBP,9
PBPBBB,BPBPBPBP,PPBBBP,8
BPPBPP,PBPBPBP,PBBBBP,7
PBBBBP,PBPBPBP,PBBBBB,7
PPPBPB,BPBPBP,PPBPBB,6
BPBPPP,PBPBPB,BPBBBB,6
PBBBBP,PBPBPBPBPBP,PPBPPB,11
PPBPPB,BPBPBP,PPBPBP,6
PBPBPP,PBPBPB,BPPBPP,6
PBPPPP,PBPBPB,BPBPPB,6
BBBBPP,PBPBPBPB,BPBBPP,8
PPPBBP,PBPBPBP,PPBBBP,7
BPBBBP,PBPBPB,BBBBBB,6
BBPBBB,BPBPBPB,BBBBBB,7
BPPBPP,PBPBPBP,PPBBBP,7
PBBPPB,BPBPBP,PBPBPB,6
PBBBBP,PBPBPBPBP,PPPBPB,9
BPBPPP,PBPBPBPBP,PBPPBB,9
PBBBBB,BPBPBP,PPBBBP,6
BPBPPB,BPBPBP,PBBPBP,6
BBBBPP,PBPBPB,BPPBBB,6
PBPPBB,BPBPBPB,BPBPBB,7
PBPPPP,PBPBPBP,PPPPPB,7
PPBPPP,PBPBPB,BPPPPP,6
BBPBBP,PBPBPB,BPBBPP,6
BBBBBB,BPBPBP,PPBPBB,6
PPPBBP,PBPBPB,BBBPBP,6
PPPPBP,PBPBPBP,PBBPBP,7
PBBBBP,PBPBPB,BPPBBB,6
BBPBBP,PBPBPB,BPPBPB,6
PPBPBB,BPBPBP,PPPPBB,6
BPPBPB,BPBPBP,PPPPPB,6
BPBBPP,PBPBPB,BPBBBB,6
PBPBPP,PBPBPBPB,BBBBPB,8
BPPBBP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBPB,BBPBPP,7
BPBBPP,PBPBPB,BBPBPP,6
BBBBBB,BPBPBPB,BPPPBP,7
BBBBBP,PBPBPB,BBBBBP,6
PBBBBB,BPBPBP,PPBPPP,6
BBPPPP,PBPBPBP,PBBBBB,7
PPPBPP,PBPBPBP,PBPPPP,7
BPBBBB,BPBPBPBPBP,PPPPPB,10
BBPPBB,BPBPBP,PPPPBB,6
PPBPBB,BPBPBPB,BPPPPB,7
BBPPBB,BPBPBP,PPBBPP,6
PPPPBB,BPBPBP,PBPBBB,6
PBBBPP,PBPBPB,BBBPBB,6
PBPPPP,PBPBPB,BBBPPB,6
PPBBPB,BPBPBP,PPBBBB,6
PBBBBB,BPBPBP,PBPPPB,6
BPBPPB,BPBPBP,PPPBPB,6
PBBBPP,PBPBPBP,PBPBPP,7
BBBBBB,BPBPBPBP,PPPBBB,8
PBBPPB,BPBPBP,PBBBPP,6
BPPPBP,PBPBPBPB,BPPPBB,8
BBPPBP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBPBPBP,PPPPBB,10
BPPPBB,BPBPBPBP,PPBBPB,8
PPPPPP,PBPBPB,BPBPBB,6
PBPPPB,BPBPBPBP,PBBPBP,8
BPBPPB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BBPBPB,6
BPBPBB,BPBPBPBPBPBPBP,PBBPBP,14
BBBPBP,PBPBPBP,PPPPPB,7
BBBPPB,BPBPBP,PBPPPB,6
BBPBPB,BPBPBP,PPPBPB,6
BPBBBB,BPBPBP,PBBPPP,6
BPPPBB,BPBPBPB,BBBPBP,7
PPBBPB,BPBPBPB,BPPBBB,7
BPPPPB,BPBPBP,PPBBBP,6
PBBPBB,BPBPBPB,BBPBBB,7
PPBBPP,PBPBPBP,PPPPBP,7
BBBBPB,BPBPBP,PPBPBP,6
PBPPPP,PBPBPBPBP,PPPBBB,9
BBPPBP,PBPBPB,BBPPPP,6
BPPBBB,BPBPBPB,BPBBPB,7
PPPPBB,BPBPBPB,BPPPBB,7
PPBPBP,PBPBPB,BPBPPB,6
PPPBPB,BPBPBPB,BPPPBB,7
PBBBBB,BPBPBP,PBPPPP,6
BPBPPB,BPBPBPBPBPBPBP,PBPPBB,14
PPBPPB,BPBPBP,PPPPPB,6
PBPBBB,BPBPBP,PBBPBB,6
BPPPBP,PBPBPB,BBBBPP,6
BBPBPB,BPBPBP,PBBBBP,6
PBPBBP,PBPBPB,BPBPBB,6
BBPBBP,PBPBPBP,PPPBBB,7
PPPPBP,PBPBPBPBP,PPPPBB,9
PBPPBP,PBPBPBP,PBPPPP,7
BPPBBB,BPBPBP,PBPBBB,6
PPPPPB,BPBPBP,PPPBBB,6
PBBBPB,BPBPBP,PPBPPB,6
PPBPBB,BPBPBP,PPPPPB,6
BPBBPB,BPBPBP,PPPPBP,6
PBPBBP,PBPBPB,BPPPPB,6
PBPBBB,BPBPBPB,BBBBPP,7
BPBBPB,BPBPBP,PBPBPP,6
BBBBPP,PBPBPBPBP,PBPPPB,9
PBBBPB,BPBPBP,PBBPBP,6
PBPBBB,BPBPBPBPBPBP,PBBPPB,12
BBPPBP,PBPBPBPBPB,BPBPPB,10
BBBBPB,BPBPBPB,BPBBPB,7
BPPBBP,PBPBPB,BBBPBP,6
PBBBBP,PBPBPBPBP,PBBPPP,9
PPBPBB,BPBPBP,PBPPBP,6
BPBPBB,BPBPBP,PPPPPB,6
PPBBBB,BPBPBP,PBPPBP,6
BPBPPB,BPBPBP,PBBBPP,6
PPPPBB,BPBPBP,PBBBBP,6
BBBBPB,BPBPBP,PBBPPP,6
PPBPBB,BPBPBPB,BBBBBB,7
PBBBBB,BPBPBPB,BBPBPP,7
BBBPBB,BPBPBPB,BBPPBP,7
PBBPBP,PBPBPB,BPBPBB,6
BPBBBB,BPBPBPB,BBBPPP,7
PPBPPB,BPBPBPBPB,BPPPPP,9
BPPBBB,BPBPBPB,BPBPPB,7
PPPBPP,PBPBPB,BPBBPP,6
BBPBBB,BPBPBPB,BBBPPB,7
PBBBBP,PBPBPBPB,BBPBPB,8
BPBPBB,BPBPBPBP,PPBPPP,8
PPPBBB,BPBPBPB,BBBBBB,7
PPBBBB,BPBPBP,PPPBPB,6
PBBPBB,BPBPBP,PBPBPP,6
PBPPPP,PBPBPB,BBBBPB,6
PBBPPP,PBPBPBPBPBP,PBPPPB,11
PBBBPP,PBPBPB,BPBBBB,6
BBPBBB,BPBPBP,PPPPPP,6
PPBBPP,PBPBPB,BBBBPB,6
BBBPPB,BPBPBP,PPBPBB,6
PBPPPB,BPBPBP,PBPBBB,6
PPPBBB,BPBPBPBPB,BBBPPB,9
PBPPBB,BPBPBP,PBBBPB,6
BBPBBP,PBPBPBPB,BPBPBB,8
BBBBBP,PBPBPBPBP,PBPPBP,9
PPBBPP,PBPBPB,BBPPPP,6
BBPPPB,BPBPBP,PBPBBB,6
PBPPBP,PBPBPB,BBPPBP,6
PPPBBB,BPBPBPB,BPPPPB,7
BPBBBP,PBPBPBPB,BBBPBP,8
PBPBBP,PBPBPB,BPBBBP,6
PBBBBP,PBPBPB,BBBBBB,6
BPPPPP,PBPBPBP,PBPBBP,7
PPPPPB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BBPPBP,6
BPBPPP,PBPBPBPBP,PPPBBP,9
PBPPPB,BPBPBP,PBPBBB,6
PPPPPP,PBPBPBPBP,PPBBBB,9
PPPBBB,BPBPBP,PBPPPB,6
BBPBPB,BPBPBP,PBBBBB,6
PPPPPP,PBPBPBP,PBPPBP,7
PPPBBB,BPBPBP,PPPPBP,6
BBPPBP,PBPBPB,BPPBBP,6
PPBBBP,PBPBPBP,PBBPBP,7
PPPPPP,PBPBPBP,PBPBPP,7
PBBPPP,PBPBPBPBPB,BBPPBB,10
PPPBPP,PBPBPBPBP,PBPBBP,9
PBBBBB,BPBPBPBP,PBBBBB,8
BBPBPB,BPBPBP,PBBBBP,6
PPBBBB,BPBPBP,PBPPBP,6
PBPBPB,BPBPBP,PPBPPB,6
PBPBPP,PBPBPBPB,BBPPBB,8
BPBPBB,BPBPBPBP,PPBBBB,8
PPPBPB,BPBPBPBP,PPBPPB,8
PPPBBB,BPBPBP,PBBBPB,6
BPBBBB,BPBPBP,PBBBBP,6
BPPBPP,PBPBPBP,PPBBBB,7
PBBPBP,PBPBPB,BPBBPB,6
PBBBBP,PBPBPB,BPBPPB,6
BBPPPB,BPBPBPB,BBBPBB,7
PPBBPB,BPBPBP,PBBPPP,6
BBBBBB,BPBPBP,PBBBPP,6
BBPPPP,PBPBPB,BPBBPP,6
BBBPBB,BPBPBP,PBBBPB,6
PBBBPB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPBP,PBBPPB,7
PPPPBP,PBPBPB,BBBPPB,6
BPPPPB,BPBPBPB,BPBBPP,7
BBPPBP,PBPBPB,BPBBPP,6
BBPBPB,BPBPBPB,BPPBBB,7
PBPBBB,BPBPBP,PBBPPB,6
BPPPPP,PBPBPB,BPPPPP,6
PPPBBP,PBPBPB,BPPBBB,6
PBBPPB,BPBPBP,PBPBPP,6
BBPBPP,PBPBPB,BBPPBP,6
PBBBBP,PBPBPB,BBPBBB,6
PBBBPP,PBPBPB,BBBPBB,6
PPPPBB,BPBPBP,PBPPPP,6
BBBBBB,BPBPBPB,BBPPPP,7
BPPPPP,PBPBPBPB,BPBPBP,8
PBPBPB,BPBPBP,PPPPBB,6
PPBBPP,PBPBPB,BPPBPP,6
BPPBBP,PBPBPBPB,BBPPPB,8
BBPPPB,BPBPBP,PPBBPP,6
BPBBBB,BPBPBP,PPBBBP,6
BBBPBP,PBPBPBP,PPPBBB,7
BPBBPB,BPBPBPB,BPPBPP,7
PBPPPP,PBPBPBP,PPBPPB,7
BBPPBB,BPBPBPB,BPBPBP,7
BBBBPP,PBPBPB,BPBBPP,6
PBBPPB,BPBPBPBP,PBBPPP,8
BBPPPB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BBPPBB,6
BBBBBB,BPBPBPBP,PBBBPP,8
BBBPPP,PBPBPB,BBBBPB,6
BBPPBB,BPBPBPBPB,BPBPBP,9
PBPBPB,BPBPBP,PBBPPB,6
BBPBPB,BPBPBPB,BBPBBB,7
BPPPPP,PBPBPBP,PPPBPB,7
BPBBBP,PBPBPB,BBPPPB,6
PPPPPP,PBPBPB,BBBBPP,6
PPPPPP,PBPBPB,BBPPPB,6
PPPBBB,BPBPBPB,BBBPBP,7
BPBBBB,BPBPBPB,BBPBBP,7
PPPPBB,BPBPBP,PBPBPP,6
PBBPPB,BPBPBP,PPPBPB,6
PBBBBB,BPBPBP,PPPPBP,6
PPBPBP,PBPBPB,BBPBPP,6
PPBPPB,BPBPBPBP,PPBBPP,8
PBBPPP,PBPBPBPB,BPBBPP,8
BBPBBB,BPBPBPBPB,BBBBPP,9
PBBBPB,BPBPBP,PBPPPP,6
BBPPBB,BPBPBPB,BPBBBB,7
BPPBBP,PBPBPBPBP,PBPBPB,9
BPBPBP,PBPBPB,BBPPBB,6
PBPBPP,PBPBPB,BPBPBB,6
PBPBBB,BPBPBP,PBBBPP,6
BBBPPP,PBPBPB,BPBBPB,6
PPBBBB,BPBPBPBPBP,PBBBPB,10
BPPPBP,PBPBPB,BPPBPP,6
BPPPBP,PBPBPB,BBPBPB,6
BPPPBB,BPBPBPBP,PBPPBP,8
BBBBPB,BPBPBPB,BBPBPB,7
BBBBPP,PBPBPBP,PBPBPP,7
PBPBPP,PBPBPBP,PBBBBB,7
PPPPPP,PBPBPB,BBPBPP,6
BPPBPP,PBPBPB,BBPPPB,6
PBPPBB,BPBPBPBPBP,PPPBPB,10
BBBPPP,PBPBPB,BBBBPB,6
BPBBBB,BPBPBPBPB,BBBPBB,9
PPPPPP,PBPBPB,BBBBPP,6
BBBBPP,PBPBPB,BPBBBB,6
BPPPPB,BPBPBPB,BPBPBB,7
BPBBBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPBPBPBPB,BBPBBP,12
PPPBBP,PBPBPB,BPPPBP,6
PBBPPP,PBPBPB,BBBBBB,6
BBPPPP,PBPBPB,BPPBBP,6
BBPBBP,PBPBPBPB,BPBPPB,8
PBBPBP,PBPBPBP,PPBBBB,7
BBBPBB,BPBPBPB,BPPBBP,7
PPPBPP,PBPBPBPB,BBPPBB,8
PBBPPP,PBPBPBPBPBP,PPBPPB,11
PBPBBP,PBPBPB,BBBPBB,6
BBPBBP,PBPBPB,BPBBBB,6
BBPPPP,PBPBPBPB,BBBPPB,8
BPPBPP,PBPBPB,BPPBBB,6
BPPPPB,BPBPBP,PPBPBP,6
PBPPPP,PBPBPB,BPBBPB,6
PBBBBP,PBPBPB,BBBPBP,6
PPBPPP,PBPBPB,BBPPBP,6
PPPPBB,BPBPBPB,BBPBBB,7
BBBPBP,PBPBPB,BBBPPB,6
BBPBPB,BPBPBPB,BPPBPP,7
PPBBPB,BPBPBPB,BBBBBB,7
BBBBBB,BPBPBPB,BBPBBB,7
PPBPPP,PBPBPB,BBPPBB,6
BPPPPP,PBPBPB,BBBBPP,6
BBBBBP,PBPBPBPB,BBBBBP,8
BPBBPB,BPBPBPBP,PPPPBB,8
PBBBBB,BPBPBP,PBPBBB,6
BPPPBB,BPBPBP,PPBPPB,6
BPPPPB,BPBPBP,PBBBBP,6
PPPPBP,PBPBPB,BPPPPP,6
PBPPPB,BPBPBP,PBBBPP,6
PPBPBB,BPBPBPB,BPBPPP,7
BBBPBP,PBPBPB,BBPBBP,6
BPBBPB,BPBPBPBPB,BPPBBB,9
BBPBPB,BPBPBPBPBP,PBPPBB,10
PBBBPB,BPBPBPBP,PPPPBP,8
PBBPPP,PBPBPBP,PPPBPP,7
PPPBPB,BPBPBPB,BBPPBP,7
PBPPBB,BPBPBP,PBPPBP,6
BPBBPB,BPBPBP,PPPPPP,6
PPPBPB,BPBPBP,PBPPPB,6
BBPBBB,BPBPBPBP,PPBPBB,8
BBBPPP,PBPBPBP,PPPPBB,7
BBPBPB,BPBPBPBP,PBBBBP,8
BPBBPP,PBPBPBPB,BPPBPB,8
BPBPPB,BPBPBP,PPBPBB,6
BPPBPB,BPBPBPBPBP,PBBBPB,10
BPPBBB,BPBPBP,PBBPPB,6
PPPBPP,PBPBPB,BBPPPP,6
BPPPPP,PBPBPB,BBBPBB,6
BPBBPP,PBPBPBP,PBBPBB,7
PPBBBB,BPBPBP,PPBBBB,6
BBBBPB,BPBPBP,PPPPBP,6
BBPBPP,PBPBPB,BBPBBP,6
BBPBBB,BPBPBPBPB,BBBBBB,9
PPBBBB,BPBPBPB,BBBBPP,7
BBPPBP,PBPBPB,BPBBBP,6
PPPBPP,PBPBPBPB,BPPBBB,8
BBBPPP,PBPBPBPBPB,BBBPBP,10
BBBPBP,PBPBPBP,PBBBPP,7
PPBBPP,PBPBPB,BPPBBP,6
BBBPBP,PBPBPBPBP,PBPPPP,9
BBBBBB,BPBPBP,PBPPBP,6
BBPPPB,BPBPBPBP,PPBPBP,8
BBPBBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BPPBPB,6
BBPPBP,PBPBPB,BBBBPP,6
BBBBPP,PBPBPB,BPBPBB,6
BPBBBB,BPBPBPBPB,BPPPBP,9
BPPPBB,BPBPBP,PPPPBB,6
PPPBPB,BPBPBP,PPBBPP,6
BBBBPB,BPBPBPBPB,BPPBBP,9
BPPPBB,BPBPBPB,BPBPBB,7
BBBBPP,PBPBPBP,PBPPPB,7
BBBBBP,PBPBPBP,PBBPBB,7
BBPBBP,PBPBPBP,PBPPPP,7
BBPBPB,BPBPBPB,BPBPPB,7
BBBBBB,BPBPBP,PBPPPB,6
BBBPBB,BPBPBPB,BBPBBP,7
