before,bantai,after,pattern,direction
BBBPPB,PPPPPPBBBP,BBBPBB,6-3-1,ลง
BPPPBP,BPPBBBB,PBBPBP,1-2-4,ขึ้น
BPBPBP,BBBBPPB,PBPBPP,4-2-1,ลง
PBPPPP,BPPBBBBB,PPPBPP,1-2-5,ขึ้น
BPPBPP,BBPPPBBBB,PBBBBP,2-3-4,ขึ้น
PBPBBP,BBBBPPB,PBPPBP,4-2-1,ลง
BBPBBB,PBBPPPP,BBPPBP,1-2-4,ขึ้น
BPPBPP,BPPBBB,PPBPBP,1-2-3,ขึ้น
PBPBPB,PPPPBBP,BPBBBB,4-2-1,ลง
PBBBBP,BBBBBPPB,PPBPPP,5-2-1,ลง
PBPPPP,BBBBPPPB,PBPBPP,4-3-1,ลง
BBBBPB,PBBBPPPPP,BBBPBP,1-3-5,ขึ้น
BPBPBP,BPPPBBBBBB,PPPPBB,1-3-6,ขึ้น
BBBBBB,PPPPBBP,BBBBPB,4-2-1,ลง
BPPBBB,PPPBBP,BBBBPB,3-2-1,ลง
BBPBBP,BPPBBB,PPBBBB,1-2-3,ขึ้น
PBBBBB,PPBBBPPPP,BPBBBB,2-3-4,ขึ้น
BBBBPB,PPPPPBBP,BBBBPP,5-2-1,ลง
BBPBBB,PBBPPPPPPP,BBPPPB,1-2-7,ขึ้น
BPPBBP,BPPPPBBBBB,PBBBPP,1-4-5,ขึ้น
PBBBBB,PBBBPPPP,BPBPPB,1-3-4,ขึ้น
BPPBPB,PBBBBPPPPP,BPPPPB,1-4-5,ขึ้น
BPPBPB,PBBBBPPPPP,BPPPPB,1-4-5,ขึ้น
PBPPPB,PPPPPBBBP,BPPBBB,5-3-1,ลง
PPBBBP,BPPBBBBBB,PPBBBB,1-2-6,ขึ้น
BBBBPP,BBBBBBPPB,PPBPPB,6-2-1,ลง
PBBPPB,PBBPPP,BBBBPB,1-2-3,ขึ้น
BPBBPB,PPPPBBP,BPPBBB,4-2-1,ลง
BBBBBB,PBBBPPPP,BPPPBB,1-3-4,ขึ้น
PPPPBB,PPPPBBP,BPPBBB,4-2-1,ลง
PPPBBP,BPPBBBBBBB,PPPBBP,1-2-7,ขึ้น
BBBBBB,PPPBBP,BBBBBP,3-2-1,ลง
PPPBBP,BBBBBPPPB,PBBPPB,5-3-1,ลง
PPPBPP,BPPBBB,PBBBBB,1-2-3,ขึ้น
BPPBBP,BBBBPPPB,PPPPPB,4-3-1,ลง
BPPPPP,BBPPPBBBBB,PPPPBP,2-3-5,ขึ้น
BPPPPB,PBBPPP,BPPPBB,1-2-3,ขึ้น
PBBBBB,PBBPPPPPPPP,BPPBPB,1-2-8,ขึ้น
BBPBBB,PBBBBBPPPPPP,BPBPBB,1-5-6,ขึ้น
BBPBPP,BPPBBB,PBPPBP,1-2-3,ขึ้น
PPPBPB,PPPPBBP,BPPBBB,4-2-1,ลง
PPPBBP,BPPBBB,PBBBBP,1-2-3,ขึ้น
BBPPPP,BPPBBBBBBB,PPPPPP,1-2-7,ขึ้น
BBPBPB,PPPPBBBP,BPPPBB,4-3-1,ลง
PPBPBB,PBBPPP,BBBBPB,1-2-3,ขึ้น
PPBBBB,PBBPPP,BPPPPP,1-2-3,ขึ้น
BBPPPB,PPPPPBBP,BBPBBP,5-2-1,ลง
PBBPBB,PBBPPP,BBBPPB,1-2-3,ขึ้น
PPBBBB,PPPPBBP,BBPBBP,4-2-1,ลง
PPBPPB,PBBPPP,BPPBBB,1-2-3,ขึ้น
PBBPPP,BPPBBB,PPBPPP,1-2-3,ขึ้น
PPPBPB,PPPPPPPPBBP,BBPBBP,8-2-1,ลง
PBBPBB,PBBPPPP,BPPPBB,1-2-4,ขึ้น
PBBBBB,PBBPPP,BPBBPB,1-2-3,ขึ้น
PPBPBB,PBBPPP,BBBBPB,1-2-3,ขึ้น
PPBPBP,BBBBPPB,PBBPPB,4-2-1,ลง
BPBBPB,PBBBPPPPP,BBBBBB,1-3-5,ขึ้น
BBBBBP,BBBBPPPB,PPPPPB,4-3-1,ลง
BBPPPB,PPPPPBBP,BBPBBB,5-2-1,ลง
PBBPBB,PBBBPPPPPPPPP,BPPPPP,1-3-9,ขึ้น
BBBBBP,BBBBPPPB,PPPPPB,4-3-1,ลง
BBPPPB,PPPPPBBP,BBPBBB,5-2-1,ลง
PBBPBB,PBBBPPPPPPPPP,BPPPPP,1-3-9,ขึ้น
PBPPBB,PPPPPBBBPP,BPPBPB,5-3-2,ลง
BBBPPP,BBBPPB,PBPBPP,3-2-1,ลง
PBBPPB,PBBPPP,BBBBBP,1-2-3,ขึ้น
PBBPPP,BBBBBPPPPB,PBBBBP,5-4-1,ลง
PPPBBB,PPPPPBBP,BPBBPP,5-2-1,ลง
PPBBPB,PBBPPP,BPBPBB,1-2-3,ขึ้น
PPPBPB,PPPPPPPBBBBBP,BBBPBB,7-5-1,ลง
BBPBPP,BPPBBBB,PPPPBP,1-2-4,ขึ้น
PPPPBP,BPPBBBB,PPBBPB,1-2-4,ขึ้น
BPBPPP,BPPPBBBBB,PPBPPB,1-3-5,ขึ้น
PBPPBB,PBBBPPPPP,BPBPBB,1-3-5,ขึ้น
PBPBPB,PBBPPPP,BPPBPB,1-2-4,ขึ้น
BBPBBP,BBBPPB,PPPPPB,3-2-1,ลง
PBBBBB,PPPPPBBP,BPPBPB,5-2-1,ลง
PBBPPB,PPPBBP,BPPBBB,3-2-1,ลง
BPBPPB,PPPPBBP,BBPPPB,4-2-1,ลง
PBBPBB,PPPBBP,BPBBPP,3-2-1,ลง
PBBBPB,PBBPPPP,BPBPBP,1-2-4,ขึ้น
PBBPPB,PBBPPP,BBBBBP,1-2-3,ขึ้น
PBBPBB,PPBBBPPPP,BBPPBB,2-3-4,ขึ้น
PPBPPB,PPPPBBBPP,BBPBBP,4-3-2,ลง
BPBPPP,BBBPPB,PBPBBP,3-2-1,ลง
PPBPPB,PPPPBBBPP,BBPBBP,4-3-2,ลง
BPBPPP,BBBPPB,PBPBBP,3-2-1,ลง
BPBPBB,PBBPPPP,BPBPBB,1-2-4,ขึ้น
PPBBPB,PBBBPPPPPP,BPBPBB,1-3-6,ขึ้น
PBPBBB,PBBPPP,BPBPPB,1-2-3,ขึ้น
PPBBPB,PBBBPPPPPP,BPBPBB,1-3-6,ขึ้น
PBPBBB,PBBPPP,BPBPPB,1-2-3,ขึ้น
BPPBPB,PBBPPPPPP,BBPPBB,1-2-6,ขึ้น
PPBBPP,BBBPPB,PBBPPB,3-2-1,ลง
BPBBPP,BBBBPPPB,PPPPBB,4-3-1,ลง
BBPPPB,PPPPBBBPP,BBBBBB,4-3-2,ลง
PBPBPB,PBBPPP,BBPBPB,1-2-3,ขึ้น
PBBPBP,BBBBPPPBB,PPPBBP,4-3-2,ลง
BBBBPP,BBBPPB,PPPBBB,3-2-1,ลง
BBBPPB,PPPBBBBPPPPP,BPPPBP,3-4-5,ขึ้น
PBPPPB,PPPPPPBBBBBP,BBPPBB,6-5-1,ลง
BBBPPP,BPPBBB,PPBBPB,1-2-3,ขึ้น
PBBBBB,PBBPPP,BPBBBP,1-2-3,ขึ้น
BPPPBP,BBBPPB,PBPPBP,3-2-1,ลง
PBBPPB,PPPPBBP,BPPPPP,4-2-1,ลง
PPPPPB,PPPPPBBP,BPBPBB,5-2-1,ลง
BPBPBP,BBBBBBBPPB,PPBPBP,7-2-1,ลง
PPBBPP,BPPBBB,PBPBPP,1-2-3,ขึ้น
PBBBBP,BBBBPPB,PBPPPP,4-2-1,ลง
PPBPBP,BBBBBPPPB,PBPPPP,5-3-1,ลง
PPPBPB,PPPPPPPPPBBP,BBPBBP,9-2-1,ลง
BPPPBP,BBBPPB,PPBBPB,3-2-1,ลง
BPPBBP,BBBBBBPPB,PPBBBB,6-2-1,ลง
PBPBBP,BBBBPPPBB,PBPPPP,4-3-2,ลง
BBBPPP,BPPBBBBB,PPBBPP,1-2-5,ขึ้น
BPBBBB,PPPPBBP,BPPBBP,4-2-1,ลง
PBBBBB,PPPPBBP,BPPPBP,4-2-1,ลง
PPBPBB,PBBPPP,BBPPPB,1-2-3,ขึ้น
BBBBPB,PBBPPPPPPPP,BPBPPB,1-2-8,ขึ้น
BBPPBP,BBBBBPPB,PBPBBB,5-2-1,ลง
BBBPBB,PBBPPPPP,BPPBPB,1-2-5,ขึ้น
PBPBBP,BPPPBBBB,PBBBBB,1-3-4,ขึ้น
PPBBBB,PBBBBBPPPPPPPPPP,BBBBPB,1-5-10,ขึ้น
BBPPBB,PPPBBP,BPPBPP,3-2-1,ลง
PBPBPP,BPPBBBB,PBPPBP,1-2-4,ขึ้น
BPBBPB,PPPBBP,BPPBPP,3-2-1,ลง
BPBBPB,PPPBBP,BPPBPP,3-2-1,ลง
BBPBPB,PBBPPP,BBPBBP,1-2-3,ขึ้น
BBPPBB,PPPPBBBP,BPPPPP,4-3-1,ลง
PBBPPB,PPPBBP,BBBPBB,3-2-1,ลง
PBPPPB,PPPPBBBP,BPBPBP,4-3-1,ลง
BBBPPP,BPPBBB,PPBBPB,1-2-3,ขึ้น
BPBPPP,BBBPPB,PBPBPP,3-2-1,ลง
BPPPPB,PPPPPBBBP,BBBPBB,5-3-1,ลง
PBBPPB,PPPPBBBPP,BPPBPB,4-3-2,ลง
PBPPPB,PBBPPP,BPBBBB,1-2-3,ขึ้น
BPPPBP,BBBBBBBPPPPBBB,PBBPBB,7-4-3,ลง
BBPPBB,PBBPPPPP,BBPPPP,1-2-5,ขึ้น
PPPPBB,PPPPPBBBP,BBBBPB,5-3-1,ลง
PBPPBP,BBBBPPPB,PPBBPB,4-3-1,ลง
BPPBBP,BPPBBB,PPBPBB,1-2-3,ขึ้น
BBBPPB,PBBPPP,BPBPPB,1-2-3,ขึ้น
PBBPBP,BPPBBB,PBBPBB,1-2-3,ขึ้น
PPPPPB,PPPBBP,BBBBBB,3-2-1,ลง
PPPPPB,PBBBPPPP,BPPPPP,1-3-4,ขึ้น
BPBPPB,PPPPBBP,BPBBPP,4-2-1,ลง
BPPBBP,BBBBPPPBB,PPBBBB,4-3-2,ลง
BBBBPP,BBBPPB,PBPPPB,3-2-1,ลง
BBPPBP,BPPPBBBBBBB,PBBPPB,1-3-7,ขึ้น
BPBPBB,PBBPPP,BBBBBB,1-2-3,ขึ้น
PPPBPP,BPPPPBBBBBB,PPPPBP,1-4-6,ขึ้น
BBPBPB,PPPBBP,BPBBBB,3-2-1,ลง
BBPBBB,PBBPPPPP,BBBBPB,1-2-5,ขึ้น
PPPBPP,BPPPBBBB,PPPPPB,1-3-4,ขึ้น
BPBBPP,BBBPPB,PPPPBP,3-2-1,ลง
PBPBBB,PBBPPPPP,BPBPBP,1-2-5,ขึ้น
BPBPBP,BBBPPB,PBPPPB,3-2-1,ลง
PBBBBP,BBBBBBPPPB,PPPBPP,6-3-1,ลง
BPBBPP,BPPPBBBBBBBBB,PBBPBP,1-3-9,ขึ้น
BPBBBP,BPPPBBBB,PPPBPP,1-3-4,ขึ้น
BBPBPP,BPPBBB,PPBBPP,1-2-3,ขึ้น
PBPBBB,PBBPPP,BBPPPB,1-2-3,ขึ้น
BBBBBB,PBBPPPP,BPBPBB,1-2-4,ขึ้น
BBPPBB,PBBPPP,BPPBPP,1-2-3,ขึ้น
BBPBBP,BPPBBB,PBBBPB,1-2-3,ขึ้น
BBPBBB,PBBPPP,BBPPBP,1-2-3,ขึ้น
BBPPBP,BBBPPB,PBPBBB,3-2-1,ลง
PPBPBP,BBBBBBPPB,PPBBBB,6-2-1,ลง
PBBBBB,PBBPPP,BBBPBB,1-2-3,ขึ้น
PPPBBB,PBBPPPP,BPBBPP,1-2-4,ขึ้น
PPBPPB,PPPPBBP,BBPPPP,4-2-1,ลง
BPPPBB,PPPPPPPPBBBP,BPPPPP,8-3-1,ลง
BPBPBP,BPPBBBB,PPPBBB,1-2-4,ขึ้น
BPBBPP,BBBBPPB,PBBPBP,4-2-1,ลง
BBPPPP,BBBBPPB,PBPPBP,4-2-1,ลง
BPPBPP,BPPBBB,PBBBBP,1-2-3,ขึ้น
PPBPBP,BPPBBB,PPBBPP,1-2-3,ขึ้น
BPPPPB,PPPBBP,BPPPPP,3-2-1,ลง
BBBBPP,BPPBBB,PBBPPP,1-2-3,ขึ้น
BPPBBB,PBBPPPPP,BBPPBP,1-2-5,ขึ้น
BPBBPP,BBBBBBBPPPPBB,PPBBBP,7-4-2,ลง
PPBBPP,BBBBPPB,PBPPPP,4-2-1,ลง
PPPBBB,PPPBBP,BBBPPP,3-2-1,ลง
PBPPBB,PPPPPPBBP,BBPPPB,6-2-1,ลง
BPPPBP,BPPBBBB,PBBBBP,1-2-4,ขึ้น
PPBBBB,PBBBBPPPPP,BBPPPP,1-4-5,ขึ้น
PBPPPB,PPPPPBBP,BBPBBP,5-2-1,ลง
PPBPPB,PPPBBP,BPPPPP,3-2-1,ลง
BPPBBP,BPPBBBB,PBBBBB,1-2-4,ขึ้น
PBPPPB,PBBPPP,BBPBPP,1-2-3,ขึ้น
PPBBPB,PPPPBBP,BBPPBB,4-2-1,ลง
BPPPBP,BPPBBBB,PBBBBB,1-2-4,ขึ้น
BPBBBP,BBBBBPPPBB,PPBPBB,5-3-2,ลง
BPBBBP,BBBBBPPPBB,PPBPBB,5-3-2,ลง
PPBBBB,PBBBPPPPP,BBPPPP,1-3-5,ขึ้น
BPPPPP,BPPBBB,PBPBBP,1-2-3,ขึ้น
BPPBBP,BPPBBBB,PBBPPB,1-2-4,ขึ้น
PPPBPB,PBBPPPP,BBBBBB,1-2-4,ขึ้น
BBPPPP,BBBBBBBPPB,PBBBPB,7-2-1,ลง
PBPPBP,BPPBBBB,PBPPBP,1-2-4,ขึ้น
BPBBPB,PBBPPPPPPP,BPBBBP,1-2-7,ขึ้น
PPPPPB,PBBBPPPPPPP,BBPBBB,1-3-7,ขึ้น
PBBPPB,PPPPPPPPBBBBBP,BBBBBP,8-5-1,ลง
BBBBBB,PBBPPPPP,BPPBPB,1-2-5,ขึ้น
PBBBBB,PBBPPP,BPBPBP,1-2-3,ขึ้น
BBBPBB,PBBPPPPP,BBPPBB,1-2-5,ขึ้น
BBBPBP,BPPBBBB,PPPBBB,1-2-4,ขึ้น
BPBPPB,PBBPPP,BBPPPB,1-2-3,ขึ้น
PBPPPB,PBBPPP,BBBPBP,1-2-3,ขึ้น
PBBBPB,PBBPPP,BPBPBB,1-2-3,ขึ้น
PPPBPB,PBBPPP,BBPBPB,1-2-3,ขึ้น
PBBBPP,BBBPPB,PBBBBB,3-2-1,ลง
BBBBPP,BBBPPB,PPPBBP,3-2-1,ลง
BBBPPB,PPPBBP,BPBPPP,3-2-1,ลง
BPBBPP,BBBBPPB,PPBBPP,4-2-1,ลง
PPPBBB,PBBPPPP,BBBBPP,1-2-4,ขึ้น
PPBBPB,PBBPPP,BPBPPB,1-2-3,ขึ้น
BBBBBB,PBBPPP,BBPBBP,1-2-3,ขึ้น
BPPPBB,PBBPPPPP,BPBPPB,1-2-5,ขึ้น
PBBPBB,PBBPPP,BBBBPB,1-2-3,ขึ้น
BPPPBP,BPPBBBB,PPBPBB,1-2-4,ขึ้น
PBBBBP,BBBBPPB,PPPPPP,4-2-1,ลง
PBPPBB,PBBPPPP,BPPBPP,1-2-4,ขึ้น
BBBPBB,PPBBBBPPPPP,BBPBBB,2-4-5,ขึ้น
BPPPPB,PPPPPPBBP,BPBBPB,6-2-1,ลง
BPBPBB,PBBPPP,BBPBBB,1-2-3,ขึ้น
BBBBPP,BBBBBPPPBB,PBBPBB,5-3-2,ลง
BPBPPP,BPPBBB,PBBPPP,1-2-3,ขึ้น
BPPBBB,PBBPPP,BBBPPB,1-2-3,ขึ้น
PPBBPB,PBBPPPPP,BBBBPP,1-2-5,ขึ้น
BBPBBB,PBBBPPPP,BBBPPB,1-3-4,ขึ้น
BBPPPP,BBBPPB,PPBPPB,3-2-1,ลง
PBBPBP,BBBPPB,PPPPPP,3-2-1,ลง
PPPBPP,BPPPBBBBBBB,PBBBPB,1-3-7,ขึ้น
PBBPBP,BBBBPPPBB,PPPPPB,4-3-2,ลง
BBBPBP,BPPBBB,PPPBBP,1-2-3,ขึ้น
BPBBBP,BPPBBB,PPPBBP,1-2-3,ขึ้น
BPPBBB,PPPBBP,BBBBBB,3-2-1,ลง
PPPBBB,PPPBBP,BPBBPB,3-2-1,ลง
PBBPBP,BPPBBBBB,PBPBBP,1-2-5,ขึ้น
BPBPBB,PBBBPPPPPPPP,BBPPPP,1-3-8,ขึ้น
PBBPBP,BBBBBBBPPB,PBPBBB,7-2-1,ลง
PBBBPB,PBBPPP,BBPBBP,1-2-3,ขึ้น
BPPPPB,PPPBBP,BPBBBB,3-2-1,ลง
BPPPBB,PPPPPPBBBP,BPPBPB,6-3-1,ลง
BBBPPP,BBBPPB,PBBBBP,3-2-1,ลง
BPBBBB,PBBPPP,BBPPBP,1-2-3,ขึ้น
PBBBPP,BBBPPB,PPPPPP,3-2-1,ลง
PBPPBB,PBBBPPPPPPP,BBBBBP,1-3-7,ขึ้น
PBPPBB,PBBPPPP,BPPPPP,1-2-4,ขึ้น
BPPPPB,PPPPBBP,BBBPPB,4-2-1,ลง
PPPBBP,BBBPPB,PBPBPP,3-2-1,ลง
BPBBBP,BPPBBBBBBBB,PPPPBB,1-2-8,ขึ้น
BPBBPB,PBBPPPPP,BBPBBB,1-2-5,ขึ้น
PBPPBP,BBBPPB,PBPBBP,3-2-1,ลง
BPPBBP,BBBBBPPB,PPPPBB,5-2-1,ลง
BBBPPB,PPPPBBP,BPPPPB,4-2-1,ลง
PPBBPB,PPPPBBP,BBPPBP,4-2-1,ลง
PPPBBB,PPPBBP,BBPPPB,3-2-1,ลง
PBPPBP,BBBBBPPB,PPPBPB,5-2-1,ลง
PBBPBB,PBBBPPPPP,BBBPBP,1-3-5,ขึ้น
BPBPPB,PBBBBPPPPP,BPPPBB,1-4-5,ขึ้น
PPPPPB,PPPBBP,BPPBPP,3-2-1,ลง
BPBPPB,PBBPPP,BBPBBB,1-2-3,ขึ้น
BPPBBP,BBBBBPPB,PBBBBB,5-2-1,ลง
PPPBBP,BBBBBBBBPPPPPB,PBBBBP,8-5-1,ลง
PBBBBP,BBBPPB,PPPPPP,3-2-1,ลง
BBBPPB,PPPPPPBBBBBP,BPBBPP,6-5-1,ลง
PBPBBP,BPPBBBBB,PPBBBP,1-2-5,ขึ้น
PPPBBB,PPPPPPPBBP,BPBBPB,7-2-1,ลง
PBPBPB,PBBPPPPP,BBBBPB,1-2-5,ขึ้น
PPPPBB,PPBBBPPPPP,BPPPBB,2-3-5,ขึ้น
PPPPPB,PPPBBP,BBPBPP,3-2-1,ลง
BPPBPB,PPPPPBBBBP,BPBPPB,5-4-1,ลง
PBPBPP,BBPPPPBBBBB,PBBPBP,2-4-5,ขึ้น
PBPBBP,BPPBBBBBBB,PPBPBP,1-2-7,ขึ้น
BPPBPB,PPPPPPPPPPPBBBBBPP,BPPBBP,11-5-2,ลง
PPBPBP,BBBBBPPB,PPPBPP,5-2-1,ลง
BPPPPP,BBBPPB,PPPPBB,3-2-1,ลง
BBBPPB,PPPPBBBP,BPPPBP,4-3-1,ลง
BPPBBP,BPPPBBBB,PBPBBP,1-3-4,ขึ้น
PPBBBP,BPPPBBBB,PPPPPB,1-3-4,ขึ้น
PBBBPP,BBBPPB,PPPPPB,3-2-1,ลง
PBPBPB,PBBPPP,BBBPPP,1-2-3,ขึ้น
BBBPPB,PBBPPP,BBPPBP,1-2-3,ขึ้น
PPBPBP,BPPBBBBB,PPBBPP,1-2-5,ขึ้น
PPPPPB,PBBPPPPP,BPBBPP,1-2-5,ขึ้น
BPPBBP,BPPBBBB,PBBPBB,1-2-4,ขึ้น
BBPBBP,BBBPPB,PPBBBB,3-2-1,ลง
BBBBBP,BPPPBBBBB,PPBBPB,1-3-5,ขึ้น
BBPPBB,PBBPPPP,BBBPPP,1-2-4,ขึ้น
BBPPPB,PPPPPPBBP,BPBBPB,6-2-1,ลง
BBPPBP,BBBBBPPB,PBBBBP,5-2-1,ลง
PBBBBP,BPPBBBB,PBBPPB,1-2-4,ขึ้น
PBPBBP,BPPBBB,PPBBPP,1-2-3,ขึ้น
PBBBBP,BPPBBB,PBBBBP,1-2-3,ขึ้น
BPBBBP,BPPBBBBBB,PPPPBP,1-2-6,ขึ้น
PBBBBP,BPPBBB,PBPBPB,1-2-3,ขึ้น
PPBPPB,PBBBPPPP,BPBPPB,1-3-4,ขึ้น
BBPPBP,BPPBBBBBBB,PBPBPB,1-2-7,ขึ้น
BPBPBP,BPPBBBBB,PBPBBP,1-2-5,ขึ้น
BBBBPB,PBBPPPPP,BBPBBP,1-2-5,ขึ้น
BBPBBB,PBBPPP,BBPPBB,1-2-3,ขึ้น
PPBBPP,BBBBPPPB,PPBPPP,4-3-1,ลง
PBPPBP,BBBBBPPPB,PBBBPB,5-3-1,ลง
BPPBPB,PPPPPBBBPP,BPBPPP,5-3-2,ลง
BBPBPP,BPPBBB,PBPBBP,1-2-3,ขึ้น
PBPBBP,BPPBBB,PBBPPP,1-2-3,ขึ้น
BPPBBB,PBBPPPP,BPPPPP,1-2-4,ขึ้น
BPPPPB,PPPPPPPBBBBPP,BBPBBP,7-4-2,ลง
PPBPBB,PBBBPPPP,BBBBBP,1-3-4,ขึ้น
BBPPPP,BBBBBPPB,PPBPPP,5-2-1,ลง
PBPBBP,BPPBBBBB,PBBBBP,1-2-5,ขึ้น
BBBBBP,BBBBPPPBB,PBPPBB,4-3-2,ลง
PBPBBP,BBBBPPB,PPBBPB,4-2-1,ลง
PBBPBB,PPBBBPPPP,BPPBBP,2-3-4,ขึ้น
BBBBBP,BBBBBBBBBBBPPPPPPB,PBBBPP,11-6-1,ลง
PBPBPP,BBPPPPPPBBBBBBBB,PPPPPP,2-6-8,ขึ้น
PPBPBP,BPPBBB,PBPBBB,1-2-3,ขึ้น
PBPBPB,PPPBBP,BPPBPB,3-2-1,ลง
BBBPPP,BBBBBBPPB,PBPBBB,6-2-1,ลง
BBBBBP,BBBBBPPB,PPPBBB,5-2-1,ลง
PPBPPP,BBBBBPPB,PBBBBB,5-2-1,ลง
BPBBBB,PPPPBBP,BBPPBB,4-2-1,ลง
PBBPPB,PPPPPBBP,BPBPBB,5-2-1,ลง
BBPPBP,BPPBBB,PPBBPP,1-2-3,ขึ้น
PPPBPB,PPPBBP,BBPPPP,3-2-1,ลง
PBPBPP,BPPBBB,PPPBBP,1-2-3,ขึ้น
BPPBPB,PPPPPBBBP,BPPPPB,5-3-1,ลง
PBBBPB,PPPPBBP,BPBBPP,4-2-1,ลง
BBBBBP,BPPBBBBB,PPBBPB,1-2-5,ขึ้น
PPBPBP,BBBPPB,PPPBBP,3-2-1,ลง
BBPPPB,PBBPPP,BPPPPB,1-2-3,ขึ้น
BPBBPB,PPPPPPPBBBP,BPBPBP,7-3-1,ลง
PBPBPB,PBBPPP,BBBPBP,1-2-3,ขึ้น
BPBBPB,PPPBBP,BPPPBB,3-2-1,ลง
PPPBBP,BPPPBBBBB,PBBPBB,1-3-5,ขึ้น
PBPBBB,PBBPPP,BPBPBP,1-2-3,ขึ้น
BPBPBP,BPPBBBBBBBB,PBPBBB,1-2-8,ขึ้น
PBPBBB,PBBBPPPPP,BBBPBP,1-3-5,ขึ้น
PBPBBB,PBBPPP,BBPBPP,1-2-3,ขึ้น
BPBPPB,PBBPPP,BPBBBP,1-2-3,ขึ้น
BPBPPP,BPPBBB,PPBPBB,1-2-3,ขึ้น
BBBBPP,BBPPPBBBB,PBPPBB,2-3-4,ขึ้น
PBBBBP,BPPBBBB,PPPBBB,1-2-4,ขึ้น
PBPPPP,BPPBBB,PPPBBP,1-2-3,ขึ้น
BPPBBB,PPPBBP,BPPPPP,3-2-1,ลง
PPBBPB,PPPPPBBBBP,BBBBBP,5-4-1,ลง
BBPPPB,PPPBBP,BBBPPB,3-2-1,ลง
PBPPPB,PBBPPPP,BBBBPP,1-2-4,ขึ้น
BBPPPP,BBBBPPPB,PPBPBB,4-3-1,ลง
PBPPPB,PBBBPPPPP,BPPPBB,1-3-5,ขึ้น
BPPPPB,PBBBBPPPPPP,BBBPBP,1-4-6,ขึ้น
PBBPBP,BPPBBBB,PBBBBB,1-2-4,ขึ้น
BBBBBP,BPPBBBB,PPPPBB,1-2-4,ขึ้น
PPBBBB,PPPPBBBP,BBBBPP,4-3-1,ลง
BPBBBB,PPPPPBBP,BBPPBB,5-2-1,ลง
PBPBPP,BBPPPPBBBBBB,PPBPPP,2-4-6,ขึ้น
PBBPPB,PPPPBBP,BBBBPP,4-2-1,ลง
PPBPPB,PPPBBP,BBBBPP,3-2-1,ลง
PBPPBB,PBBBBPPPPPPPP,BPPPBP,1-4-8,ขึ้น
PBBPPP,BPPBBB,PBPBPB,1-2-3,ขึ้น
BPPBPB,PPPPPBBP,BBPPBB,5-2-1,ลง
BBPPBB,PBBPPPPP,BPPBBB,1-2-5,ขึ้น
BPPPPP,BPPBBBBB,PPPPPB,1-2-5,ขึ้น
BPBPPB,PBBBPPPP,BBBPPP,1-3-4,ขึ้น
PPPBBB,PPPPBBBP,BBPPPB,4-3-1,ลง
PPPBPB,PPPPPPPBBBBBPPPP,BPBBPB,7-5-4,ลง
BPBBPP,BPPBBB,PPBBPB,1-2-3,ขึ้น
BPPPBB,PPPPPBBP,BBPPBB,5-2-1,ลง
PBPPBB,PBBPPPP,BBBPPB,1-2-4,ขึ้น
BBPPPP,BBBPPB,PBBBPP,3-2-1,ลง
BBBPPB,PBBBPPPP,BBPBBP,1-3-4,ขึ้น
BBPBPB,PBBBPPPPP,BPPBPP,1-3-5,ขึ้น
BPBBPB,PBBPPP,BPBPPP,1-2-3,ขึ้น
BPBPPP,BPPBBBBB,PBBBPP,1-2-5,ขึ้น
BBBPBP,BBBPPB,PBPPBB,3-2-1,ลง
BBPPBP,BPPBBB,PBPBBP,1-2-3,ขึ้น
BPBPBP,BPPPBBBB,PPBPBB,1-3-4,ขึ้น
PBPBBP,BPPBBB,PBBPPP,1-2-3,ขึ้น
BPPBBB,PBBPPPPP,BPPBPB,1-2-5,ขึ้น
BBPPBB,PBBPPPPPPPPPPPP,BBPBBP,1-2-12,ขึ้น
BBPBBP,BBBBBPPPPBBB,PPBBBB,5-4-3,ลง
BBBBPB,PBBPPP,BBBPPP,1-2-3,ขึ้น
BBPPPB,PBBPPPPP,BPBBBP,1-2-5,ขึ้น
PPPBPB,PPPBBP,BBPPBP,3-2-1,ลง
BPBBPB,PPPBBP,BBBPBP,3-2-1,ลง
PPBPBP,BPPBBB,PPPPBB,1-2-3,ขึ้น
PPPBBB,PPPPPBBBP,BBBPPB,5-3-1,ลง
PPBBBP,BBBPPB,PBBBPP,3-2-1,ลง
PPBPBB,PPBBBPPPPP,BPBBPB,2-3-5,ขึ้น
BPPPBP,BPPBBBB,PBPBBB,1-2-4,ขึ้น
BPBBBB,PBBPPP,BPBBPP,1-2-3,ขึ้น
BBPPPB,PBBPPPPPPP,BPBBBP,1-2-7,ขึ้น
PPPPPB,PBBBPPPP,BBPPBP,1-3-4,ขึ้น
BPBBBP,BPPBBB,PPBPBB,1-2-3,ขึ้น
BBPPBP,BBBBPPB,PPBBBB,4-2-1,ลง
BPPBPB,PPPPBBBPP,BPBBBP,4-3-2,ลง
PBPPBP,BBBPPB,PPBPPB,3-2-1,ลง
PBPPBB,PBBPPPPPP,BBBPBP,1-2-6,ขึ้น
BPBBBP,BPPBBBB,PBBBPP,1-2-4,ขึ้น
PBBBPP,BBBPPB,PPBPBB,3-2-1,ลง
BPBPPP,BBPPPBBBBB,PPPPPB,2-3-5,ขึ้น
PBBBBB,PPPPPBBBP,BBPPBB,5-3-1,ลง
BBPPBP,BBBPPB,PPBBBB,3-2-1,ลง
