before,dejavu,after,cycles,length
PPPBBB,BPBPBPBP,BPBBBB,2,8
BPBPPB,BPBPBPBP,PBBPBP,2,8
PBPPBP,PBPBPBPB,PPPBPB,2,8
PBPBPP,PBPBPBPB,BPBPBP,2,8
PBPBPB,BPBPBPBP,BBPBBB,2,8
PBPBBP,PBPBPBPB,BBPPBB,2,8
BPPBBB,BPBPBPBP,BPPPPP,2,8
BBPPPP,PBPBPBPB,BBBBPP,2,8
BPPPBP,PBPBPBPB,PPBBPP,2,8
BPBPBP,PBPBPBPB,PBPPPB,2,8
BPPBBP,PBPBPBPB,BBPBBP,2,8
PPBBPP,PBPBPBPB,PPPBPB,2,8
PPBPBB,BPBPBPBP,PBPPBP,2,8
BBPPPB,BPBPBPBP,PPBPBB,2,8
PPBPBB,BPBPBPBP,BBBPBP,2,8
BPPPPP,PBPBPBPBPBPB,PPBBBP,3,12
BBBPPP,PBPBPBPB,BPBPPB,2,8
BPBBPB,BPBPBPBPBPBP,PBBBBB,3,12
BPPPPP,PBPBPBPB,PBBBBB,2,8
PPBPPP,PBPBPBPB,PPPBBP,2,8
BBBPPP,PBPBPBPB,BPBBPB,2,8
BBPBBB,BPBPBPBP,PBBPPP,2,8
BPPPPP,PBPBPBPBPBPB,PBBPBP,3,12
PBPBPB,BPBPBPBP,PBBBBP,2,8
PBBBBP,PBPBPBPB,BBBPBP,2,8
BPBBPB,BPBPBPBP,PPBBBP,2,8
BBBBPB,BPBPBPBP,BBBBPP,2,8
BBBPBP,PBPBPBPB,BPPBPB,2,8
PPBPPP,PBPBPBPB,PPPPBP,2,8
PBPBBB,BPBPBPBP,PBBPPB,2,8
BPPPPP,PBPBPBPB,PPPBBP,2,8
PPPBPB,BPBPBPBP,PBPPBP,2,8
PBPPPP,PBPBPBPB,PBBPPB,2,8
PPPBPB,BPBPBPBP,PBBPBP,2,8
BPBPPP,PBPBPBPB,BBPBPB,2,8
BBBBPB,BPBPBPBP,BBBBBP,2,8
BBPBBB,BPBPBPBP,BPPPPP,2,8
BPPBBP,PBPBPBPB,BBBPPP,2,8
PBPPPP,PBPBPBPBPBPB,BPPBPB,3,12
PPBPBB,BPBPBPBP,PPPBBB,2,8
PBBBBB,BPBPBPBP,PPPBBP,2,8
BBPBPP,PBPBPBPB,PPPPPP,2,8
BBPPBP,PBPBPBPB,BPPPBB,2,8
PBBPPB,BPBPBPBP,BBPPBB,2,8
BBBPPB,BPBPBPBPBPBP,BBBBBP,3,12
PBPBPB,BPBPBPBP,BPPPPB,2,8
PBPPBP,PBPBPBPB,BPPBBP,2,8
BBBBBP,PBPBPBPBPBPB,PBBPBB,3,12
BPPPBB,BPBPBPBP,PBPPBP,2,8
BPPPPP,PBPBPBPB,BPBPBB,2,8
BBPBPB,BPBPBPBP,BBBPPP,2,8
PBPPBB,BPBPBPBP,PBPBPB,2,8
PPPPPB,BPBPBPBP,BBBBBB,2,8
BBBPPP,PBPBPBPB,BPBBBB,2,8
PBBBPP,PBPBPBPB,BPPPPB,2,8
PBBPPB,BPBPBPBPBPBP,BBPPBP,3,12
BBBBPP,PBPBPBPB,BPPPBB,2,8
BPBBBB,BPBPBPBP,PPBBPB,2,8
PPPPBB,BPBPBPBP,PBBPPB,2,8
BBBBPB,BPBPBPBP,PPBPBP,2,8
BBPBPB,BPBPBPBP,BBBPPP,2,8
PBBPBB,BPBPBPBP,PBBBBP,2,8
BPPPBP,PBPBPBPB,PBBPBB,2,8
PBBPPP,PBPBPBPB,BPBPPB,2,8
BPPPPP,PBPBPBPB,PPBPPB,2,8
BBPBPP,PBPBPBPB,BBBPPB,2,8
PBBBPB,BPBPBPBPBPBP,PPBBPB,3,12
BPBPBB,BPBPBPBP,PBBBPP,2,8
BBBPPB,BPBPBPBPBPBP,PPPBBP,3,12
BBBBPB,BPBPBPBP,BPBBPP,2,8
PBPPPP,PBPBPBPBPBPBPBPB,BBPPPB,4,16
PPBPBB,BPBPBPBP,BBPPPB,2,8
BBPPBP,PBPBPBPB,BBBPPP,2,8
BPPPBP,PBPBPBPB,PPBBBP,2,8
BBPBBB,BPBPBPBP,PBPPBB,2,8
PPPPPP,PBPBPBPB,PPPPBP,2,8
BPBBBP,PBPBPBPB,BPBBBB,2,8
BPBPPP,PBPBPBPB,BPPPPP,2,8
PBBPPB,BPBPBPBP,PPPBBB,2,8
PPBBPP,PBPBPBPBPBPB,BPBPBB,3,12
BBBPBP,PBPBPBPB,PPPPBP,2,8
BBPBBP,PBPBPBPB,PBBPPP,2,8
BBPPBP,PBPBPBPB,PPBBPP,2,8
PBPBPB,BPBPBPBP,PPPBBP,2,8
BPPPPP,PBPBPBPB,PBPPPB,2,8
PPBBBB,BPBPBPBP,BPPPPP,2,8
BPBBPB,BPBPBPBP,PPBBPP,2,8
BBPPBP,PBPBPBPB,PPPBPP,2,8
BPBPPB,BPBPBPBP,BPPPPB,2,8
PPPPBB,BPBPBPBP,PBPPBP,2,8
PBPPBP,PBPBPBPB,PBBBBP,2,8
PPPBBB,BPBPBPBP,BBBBPB,2,8
BBBPPB,BPBPBPBP,PBBPBP,2,8
PBPPPB,BPBPBPBP,PPPBBB,2,8
PBBBPP,PBPBPBPB,BBBBBB,2,8
BBBBPB,BPBPBPBP,BBBBBP,2,8
PBBPBP,PBPBPBPB,PBBPBB,2,8
PBBPPB,BPBPBPBP,PPPPBB,2,8
PPPBPP,PBPBPBPB,PPPPPP,2,8
BBPBBP,PBPBPBPB,PBBBBP,2,8
PBPPPB,BPBPBPBP,BPPPBP,2,8
PPPPBB,BPBPBPBP,PBBPBP,2,8
BPBBPP,PBPBPBPB,PBBBPB,2,8
PBBPBP,PBPBPBPB,PPPPBP,2,8
BPBPBP,PBPBPBPB,BPBPPB,2,8
PBBPBP,PBPBPBPB,BBPBBP,2,8
PPBPBB,BPBPBPBP,PBBPBP,2,8
PBBBPP,PBPBPBPB,PPBBBP,2,8
PBBBPP,PBPBPBPB,BBPPBB,2,8
PBPBBB,BPBPBPBP,BBBBPB,2,8
BPPBPP,PBPBPBPB,PPPBPP,2,8
PPPPPB,BPBPBPBP,PBBBPP,2,8
PPPPBB,BPBPBPBP,PPPBPB,2,8
BPBBPP,PBPBPBPB,BBBBPB,2,8
BBBBPP,PBPBPBPB,BBBBBP,2,8
PPBPBB,BPBPBPBP,PPBBPP,2,8
PPBPBB,BPBPBPBP,BBBBPP,2,8
BBBPBB,BPBPBPBP,BPPPBB,2,8
BPBBBP,PBPBPBPB,BBPPPB,2,8
PBBBBB,BPBPBPBP,BPBBBP,2,8
BBBBPP,PBPBPBPB,PPBBPB,2,8
BPPBPB,BPBPBPBP,BPPPBP,2,8
BPPBBP,PBPBPBPB,PPPBBB,2,8
BBPPPP,PBPBPBPB,PBPPPB,2,8
BBBPPP,PBPBPBPB,PBBBBP,2,8
BBBPBP,PBPBPBPB,PBPPBP,2,8
PBPBPB,BPBPBPBP,PPPBPP,2,8
PBPPBP,PBPBPBPBPBPB,BPPPPB,3,12
PPBBPP,PBPBPBPB,PBBPPB,2,8
BPBBPP,PBPBPBPB,PPBBPB,2,8
PBPPPP,PBPBPBPB,BBBPPB,2,8
PPBPBB,BPBPBPBP,BPBBBP,2,8
PPBBBP,PBPBPBPB,BBBPBP,2,8
PBBBBB,BPBPBPBP,BPPPBP,2,8
BBPPBB,BPBPBPBPBPBP,BPBBPP,3,12
PPPPBB,BPBPBPBP,PBBPPP,2,8
BPPPPP,PBPBPBPB,BPBPBP,2,8
PBPBPB,BPBPBPBP,BBPBBB,2,8
PPPPBP,PBPBPBPB,PPBBPP,2,8
BBPPPP,PBPBPBPB,PPPPBB,2,8
BBPPPP,PBPBPBPB,BBBPBP,2,8
BBBPPP,PBPBPBPBPBPB,PPBPBP,3,12
BBBBBP,PBPBPBPB,PBBBBP,2,8
PBBPBP,PBPBPBPB,BPPBPB,2,8
PBBBPP,PBPBPBPB,BBBBBB,2,8
BPBBBP,PBPBPBPB,PBBPBB,2,8
PBPBBP,PBPBPBPB,PBBPPB,2,8
PPPBPB,BPBPBPBP,PBBPBB,2,8
BPPPBB,BPBPBPBP,BBPPBP,2,8
PPBBBB,BPBPBPBP,PPPBBP,2,8
PPPPPP,PBPBPBPB,PPBPBP,2,8
BBPBPP,PBPBPBPB,BBBBBP,2,8
PBBBPB,BPBPBPBP,PBBPPP,2,8
PBBBBB,BPBPBPBP,PPPPPP,2,8
BBBPPP,PBPBPBPB,BBPPBB,2,8
BBBPPB,BPBPBPBP,PBBBPP,2,8
PBPPPB,BPBPBPBP,PBPBBP,2,8
PBPPBP,PBPBPBPB,PPPPBP,2,8
BPPBPP,PBPBPBPB,BBBPPB,2,8
BBBBPP,PBPBPBPB,BPBPBB,2,8
PBBBBP,PBPBPBPB,PBBBPB,2,8
BBPBBB,BPBPBPBP,BBPBPB,2,8
BPPPBB,BPBPBPBP,PPPBPB,2,8
BPBPBP,PBPBPBPB,PPPPPP,2,8
BBPBBP,PBPBPBPB,BBPPPB,2,8
PPBBBP,PBPBPBPB,PPBPPP,2,8
BPPPPP,PBPBPBPB,BBBBPB,2,8
BBPPPB,BPBPBPBP,BBPPPP,2,8
BPPBBB,BPBPBPBP,BBBPBP,2,8
BBPPBB,BPBPBPBP,PPPBBP,2,8
BBPBPB,BPBPBPBP,PPBBPP,2,8
PPPPBB,BPBPBPBP,PPPPPP,2,8
PBPPBP,PBPBPBPB,BPBBPB,2,8
PPPBBP,PBPBPBPB,PPPPBP,2,8
BBPPBB,BPBPBPBP,PPPBPP,2,8
BBBBPP,PBPBPBPB,BBPPPB,2,8
PBPBBP,PBPBPBPB,PBBBPB,2,8
BBBPBB,BPBPBPBP,PBBBBP,2,8
PBBPPB,BPBPBPBP,BBPBPB,2,8
PPPBPP,PBPBPBPB,BBBBPP,2,8
BBBBPB,BPBPBPBP,PBBBPB,2,8
BBBPBB,BPBPBPBP,PPBBBP,2,8
PPPPPB,BPBPBPBP,BPPPPB,2,8
BBPBBP,PBPBPBPB,BBBBPP,2,8
PBBPBP,PBPBPBPB,BBBBPP,2,8
BPBPPB,BPBPBPBP,PPPBPB,2,8
BBBPBB,BPBPBPBP,PPBPPP,2,8
PPBBBB,BPBPBPBPBPBP,PBBPPB,3,12
BPBPPP,PBPBPBPB,BBBPBB,2,8
BBBBPB,BPBPBPBP,BPBBPB,2,8
PBBBPP,PBPBPBPB,PPPPPP,2,8
PPBBPP,PBPBPBPBPBPB,BBBBBP,3,12
BPPPPB,BPBPBPBP,PBPBBB,2,8
BPBBBB,BPBPBPBP,PPBPBB,2,8
PPPBPB,BPBPBPBP,BBPBPP,2,8
PBBBBP,PBPBPBPB,PPBBPB,2,8
PPBBPP,PBPBPBPB,PPPBPP,2,8
BBPBPP,PBPBPBPB,PBBPPB,2,8
PBBBBP,PBPBPBPB,PPBPBP,2,8
PPBPBB,BPBPBPBP,PPBBBB,2,8
BPBBBB,BPBPBPBP,BPBBBP,2,8
BBBBPP,PBPBPBPB,PBBBBB,2,8
PBBBPB,BPBPBPBP,BPBBPB,2,8
PBBBBP,PBPBPBPB,PBPPBB,2,8
PPPPBP,PBPBPBPB,BPPBBP,2,8
BPPPPP,PBPBPBPB,PPBPBB,2,8
PBBPBP,PBPBPBPB,PPBBPB,2,8
PBBBBP,PBPBPBPB,BPBBPP,2,8
PBBBPB,BPBPBPBP,BBPPPB,2,8
BBBBPP,PBPBPBPBPBPB,PBBBPB,3,12
PPPPBP,PBPBPBPB,PPBBPP,2,8
PBBBPB,BPBPBPBP,BBBPPB,2,8
BPBBPB,BPBPBPBP,BBPPBP,2,8
PBPPBB,BPBPBPBP,BPPBPB,2,8
PBBBBB,BPBPBPBP,PPBBPB,2,8
BBPPPB,BPBPBPBP,PPBBBB,2,8
BBBPBB,BPBPBPBP,BPPBBB,2,8
BBBPBP,PBPBPBPBPBPB,BBBBBB,3,12
BBPPPP,PBPBPBPB,PBBBBB,2,8
PPBPPB,BPBPBPBP,PBBBPP,2,8
BBPBBB,BPBPBPBP,PBPPPB,2,8
BBBBPP,PBPBPBPB,BBBPBP,2,8
BBBBBB,BPBPBPBP,BPPBPB,2,8
BBBBPB,BPBPBPBP,BPPPPB,2,8
PPBBBP,PBPBPBPB,BPPPPB,2,8
BBPPBB,BPBPBPBP,PPBPPB,2,8
PBPBPB,BPBPBPBP,PBPBBB,2,8
PBBPBP,PBPBPBPB,BBPBPP,2,8
BBPPBB,BPBPBPBP,PBBPBP,2,8
PBPPPP,PBPBPBPB,BBBBBP,2,8
BPPPPP,PBPBPBPB,BBPPBP,2,8
BPBBPP,PBPBPBPB,PPBPPP,2,8
PPBPBB,BPBPBPBP,PBPPPB,2,8
PBPBBP,PBPBPBPB,BBPPPP,2,8
PPBPPP,PBPBPBPB,BPBPPP,2,8
BPPBBB,BPBPBPBP,PPBBPB,2,8
BBBPPP,PBPBPBPB,PPBBPB,2,8
BPPPPP,PBPBPBPB,BPPPBB,2,8
BBBPPB,BPBPBPBP,PBPBPB,2,8
BBBBBP,PBPBPBPB,BPPBPB,2,8
BPBPBB,BPBPBPBPBPBP,BPPPBP,3,12
PBBBBB,BPBPBPBP,PBBBBP,2,8
BPPPBP,PBPBPBPB,PBBBBB,2,8
BBBPPP,PBPBPBPB,BPBPPB,2,8
PBBBBP,PBPBPBPB,BBPPBB,2,8
BBPBPP,PBPBPBPB,PBBBPP,2,8
BBBPPB,BPBPBPBP,PPPPPP,2,8
PBBBBP,PBPBPBPB,PBPPPB,2,8
PPPBPB,BPBPBPBP,BPPPPP,2,8
PPBBPB,BPBPBPBP,BBBBBB,2,8
BPBPPB,BPBPBPBP,PPPBPB,2,8
BPPBPB,BPBPBPBP,PPBBBP,2,8
PBBBPP,PBPBPBPBPBPB,PBBBBB,3,12
BPBPBP,PBPBPBPB,PBPPBB,2,8
PPBBPB,BPBPBPBP,PPBBPP,2,8
PBBBPP,PBPBPBPB,BBBBPB,2,8
BPPBPP,PBPBPBPB,BPBPPB,2,8
PPPBBP,PBPBPBPB,PBPPPP,2,8
BBPPBB,BPBPBPBP,BPPPPB,2,8
PBBBBB,BPBPBPBP,BPPPBP,2,8
PBBBBB,BPBPBPBP,BPPPPB,2,8
PPBPBB,BPBPBPBP,PPBPPB,2,8
BBBBBB,BPBPBPBP,BBPPPB,2,8
BPBBBB,BPBPBPBP,BPPBPB,2,8
PBPPBP,PBPBPBPB,PPBBBB,2,8
PBBPBP,PBPBPBPB,BPPPBP,2,8
BBPPPB,BPBPBPBP,PPBBPP,2,8
BPPBBB,BPBPBPBP,PBPPPB,2,8
BBBPBB,BPBPBPBP,PBBPBB,2,8
PPPPBB,BPBPBPBP,PBBPBP,2,8
PBPBPP,PBPBPBPB,PPPPPP,2,8
BBPBBB,BPBPBPBP,PBPPBP,2,8
BPBBPB,BPBPBPBP,BBBPPP,2,8
PPBBPB,BPBPBPBP,PBBPBP,2,8
PPPPBP,PBPBPBPB,BPBBBB,2,8
BPBPPP,PBPBPBPB,BPBBBP,2,8
BPBPBB,BPBPBPBPBPBP,PPBBPB,3,12
PBBPPP,PBPBPBPB,PBBPPP,2,8
PBBBBP,PBPBPBPB,PPBPPB,2,8
BPPBPB,BPBPBPBP,PPPBBB,2,8
PPBBBP,PBPBPBPB,PPPBBB,2,8
PPBPBP,PBPBPBPB,BPBBPB,2,8
BBPPBB,BPBPBPBP,PBBPPP,2,8
BBPBPP,PBPBPBPB,BPPPBB,2,8
BBBBPP,PBPBPBPBPBPB,BBPBBP,3,12
PBPPPB,BPBPBPBP,PBPBBB,2,8
PPBBPB,BPBPBPBP,PBPPPB,2,8
PBPBBB,BPBPBPBP,BBPPBB,2,8
BBPPBB,BPBPBPBPBPBP,PPBBPP,3,12
BBBPPB,BPBPBPBP,PBPBBB,2,8
BPBPPB,BPBPBPBP,PBPBBB,2,8
BBBPBP,PBPBPBPB,BPBBPB,2,8
PBPPBP,PBPBPBPB,PPBBBB,2,8
BBPBBP,PBPBPBPB,BPBBBP,2,8
PPBBPP,PBPBPBPB,BBPPPB,2,8
BPBBBB,BPBPBPBP,BBBBBP,2,8
PBPPPB,BPBPBPBP,PBBPPP,2,8
BPBPPP,PBPBPBPB,BBPPPP,2,8
BBBBPP,PBPBPBPB,BBBBBB,2,8
BPBPBP,PBPBPBPB,PBBPBB,2,8
PPPBBP,PBPBPBPB,BPBBBB,2,8
BBBBPB,BPBPBPBP,PBBBPP,2,8
BPPPBB,BPBPBPBP,BPBBBP,2,8
PBPPPB,BPBPBPBP,BPPPPP,2,8
PBPBBP,PBPBPBPB,PPPBPP,2,8
BBPBPB,BPBPBPBP,PBBPPB,2,8
PPBPBP,PBPBPBPB,PBBPPP,2,8
PPBPBP,PBPBPBPB,BBPBBB,2,8
PBPPBB,BPBPBPBP,BPBBBP,2,8
PPPPBP,PBPBPBPB,BPBBPB,2,8
PPPBBB,BPBPBPBP,PPBPPB,2,8
BBBBBP,PBPBPBPB,PPPPBB,2,8
BPPPPB,BPBPBPBP,BBPPPP,2,8
BBBBBP,PBPBPBPB,BBPBPB,2,8
PPBPPB,BPBPBPBPBPBP,BPBBPB,3,12
PPPPBB,BPBPBPBP,PPBPBB,2,8
PBBPBB,BPBPBPBP,BPPBBB,2,8
PPBPBP,PBPBPBPB,PBBBBP,2,8
BPBPBP,PBPBPBPB,BBPPBP,2,8
BBBBPP,PBPBPBPB,PPBPPB,2,8
BPBPPB,BPBPBPBP,PPPBPP,2,8
BBBPBP,PBPBPBPBPBPB,PBBPPP,3,12
PBPPBB,BPBPBPBP,PPPPBB,2,8
PBPPPB,BPBPBPBP,BPPBBB,2,8
BPPPPB,BPBPBPBP,BBPPBB,2,8
PBPPPP,PBPBPBPB,BBBBBP,2,8
PPBPPB,BPBPBPBP,BPPBBB,2,8
PBPBBP,PBPBPBPBPBPB,BPBPBB,3,12
BBPBPP,PBPBPBPB,BPBPBB,2,8
PBBPBP,PBPBPBPB,BBBBBB,2,8
BPBPBP,PBPBPBPB,BBPPPP,2,8
BPBPPP,PBPBPBPB,PBBBPB,2,8
BPPBPP,PBPBPBPB,PPPPPB,2,8
BBPBPP,PBPBPBPB,PPPBBP,2,8
BPBBPB,BPBPBPBP,PBPBPP,2,8
BBBBBP,PBPBPBPB,BBPBPB,2,8
PPPPBB,BPBPBPBP,BBBPBP,2,8
BBPPBP,PBPBPBPB,BBPBPP,2,8
PPBBPB,BPBPBPBP,BPPBPP,2,8
BBBPBP,PBPBPBPB,PPBBPB,2,8
BBBPPP,PBPBPBPB,BBBBBP,2,8
BBBPBP,PBPBPBPB,BPBBPP,2,8
PBBPPP,PBPBPBPBPBPBPBPB,PPBBPB,4,16
BPPBPB,BPBPBPBP,BPBBBB,2,8
PBPPBB,BPBPBPBP,BBPPPP,2,8
BBBBBB,BPBPBPBP,PBPPPB,2,8
PPPPPB,BPBPBPBPBPBP,BPPBBP,3,12
BPPBBP,PBPBPBPB,BBBBBB,2,8
PBPBBB,BPBPBPBP,PBPPBB,2,8
PPBPBP,PBPBPBPB,PBBPPP,2,8
BBPBPB,BPBPBPBP,BBPPBP,2,8
BBBPBB,BPBPBPBP,BPPPPP,2,8
PPBBPP,PBPBPBPB,BPBBPP,2,8
PBPPBP,PBPBPBPB,BBBBBP,2,8
PPPBPB,BPBPBPBPBPBP,BPPPBB,3,12
BPBPBB,BPBPBPBP,PPPPPP,2,8
BBPBBP,PBPBPBPB,PPPPPB,2,8
PPBBPP,PBPBPBPB,PPPPBP,2,8
PBPPPP,PBPBPBPB,PBPPPP,2,8
PBBPPB,BPBPBPBPBPBP,BPPPPB,3,12
PPPBPB,BPBPBPBP,PPBPPP,2,8
PBBBPP,PBPBPBPB,PPBPBP,2,8
BPBPBP,PBPBPBPB,BPBPPP,2,8
BBBBPB,BPBPBPBP,BPPBPP,2,8
PPPBBP,PBPBPBPB,BPBPPP,2,8
BBBBPB,BPBPBPBP,BPPPBB,2,8
PBBBBP,PBPBPBPB,BPPPBP,2,8
BPPBPB,BPBPBPBP,BBBPBB,2,8
BPBPPP,PBPBPBPB,PBBBPB,2,8
BPBPPB,BPBPBPBP,BPBBPP,2,8
BPBBBP,PBPBPBPB,BPBPBP,2,8
PPPPPB,BPBPBPBP,BBBBPB,2,8
BPPBPP,PBPBPBPB,BPPBBB,2,8
PPBBBP,PBPBPBPBPBPB,BBBBBP,3,12
BPPBBB,BPBPBPBP,BBBBPP,2,8
PPPBBP,PBPBPBPBPBPB,BPPBBP,3,12
PPBPPP,PBPBPBPB,PBBBBB,2,8
PPPBBB,BPBPBPBP,BPPPPB,2,8
BPBBPP,PBPBPBPB,PBPPBP,2,8
PBBBPP,PBPBPBPB,PBPPPP,2,8
PBBPBP,PBPBPBPB,PPBPPB,2,8
PPPBBP,PBPBPBPBPBPB,BPBBBB,3,12
PBPPBB,BPBPBPBP,BBBPBP,2,8
PBPPBB,BPBPBPBP,BPPBPB,2,8
BPBPPP,PBPBPBPB,BBBBPP,2,8
BBPBPB,BPBPBPBP,BBPPPP,2,8
PBBBPB,BPBPBPBP,BPPBPB,2,8
PBPPBP,PBPBPBPB,BBPPBB,2,8
PPBBBB,BPBPBPBP,PPBBBB,2,8
PPBBBP,PBPBPBPB,PBBPBP,2,8
BBPPBB,BPBPBPBP,PPPPBB,2,8
BBBPPP,PBPBPBPB,BPPBBP,2,8
PPPPPP,PBPBPBPB,BPBBBB,2,8
BBBBPP,PBPBPBPBPBPB,PBBPPP,3,12
PPBPBB,BPBPBPBP,BBBPPB,2,8
BBBPPB,BPBPBPBP,BPBBPP,2,8
PBBPBP,PBPBPBPB,BPPPBP,2,8
BPBPPP,PBPBPBPB,BBBPBB,2,8
BBPPBP,PBPBPBPB,BBPPBB,2,8
PPBBBP,PBPBPBPB,BPBPBB,2,8
PPBBPB,BPBPBPBP,BBPBBP,2,8
PPBBBB,BPBPBPBP,PBBBPB,2,8
PPPBBP,PBPBPBPB,BBBBPB,2,8
PBBBPB,BPBPBPBP,BPPBPB,2,8
BPBBPP,PBPBPBPB,BBBPPP,2,8
BPPPBB,BPBPBPBP,PPPBPB,2,8
PPBBPP,PBPBPBPB,PPPBPB,2,8
PBPBPB,BPBPBPBP,PPPBPP,2,8
PPBPBB,BPBPBPBP,BBBPBB,2,8
BPPBBB,BPBPBPBP,BPPBPP,2,8
BBPPBP,PBPBPBPB,BBBBBP,2,8
BBBPPB,BPBPBPBP,BBPBPP,2,8
PPBBBP,PBPBPBPB,PBBBBP,2,8
PPPBBB,BPBPBPBP,BBBBBB,2,8
BBBPPB,BPBPBPBP,BBPPBP,2,8
BBBPPP,PBPBPBPB,PPPBPB,2,8
BBPPBP,PBPBPBPB,PPPPBP,2,8
PPPBPB,BPBPBPBP,PBPBPB,2,8
PPPBBP,PBPBPBPB,BPBBBB,2,8
BBPBPP,PBPBPBPB,BPBBPB,2,8
PPPBPB,BPBPBPBP,BBBBBB,2,8
PPBPBP,PBPBPBPB,PBPPPB,2,8
BBPPPP,PBPBPBPB,PPBBPP,2,8
BPPBPP,PBPBPBPB,BPPBPP,2,8
BPPPPB,BPBPBPBP,BBPPPP,2,8
BBPPBP,PBPBPBPB,PBPPPP,2,8
PPBBPB,BPBPBPBP,PBBPPP,2,8
BBPPBB,BPBPBPBP,PPBBBP,2,8
PBPPBP,PBPBPBPB,BBPBBP,2,8
BBBPBP,PBPBPBPB,BPBBBB,2,8
BPBBPP,PBPBPBPB,BPPBPP,2,8
BPPBBB,BPBPBPBP,BPPPPP,2,8
BBBPPP,PBPBPBPB,BPPPPP,2,8
PPPBBB,BPBPBPBP,BBPPPP,2,8
PPBPPP,PBPBPBPB,BBBPBP,2,8
PPBBPB,BPBPBPBP,PPBBBP,2,8
BBPBBB,BPBPBPBPBPBP,PBBBPB,3,12
PBPBBP,PBPBPBPB,BBBPBB,2,8
PPBBBB,BPBPBPBP,BBBPPB,2,8
PBBBPB,BPBPBPBP,BBPBPP,2,8
BPBPBB,BPBPBPBP,BPPPBP,2,8
BPBPBP,PBPBPBPB,PPBPPB,2,8
PBPPBP,PBPBPBPB,PBBPPP,2,8
BPPPPP,PBPBPBPB,BPBBPP,2,8
PPPPBB,BPBPBPBP,BPBBBP,2,8
PPPPBP,PBPBPBPB,PBBPPP,2,8
PPBPBP,PBPBPBPB,PPBPBP,2,8
BBPPBP,PBPBPBPB,BPBBBB,2,8
BPBBBP,PBPBPBPB,PBPPBP,2,8
BBPBBP,PBPBPBPB,PPBBBB,2,8
PPBBPB,BPBPBPBP,PBBPBP,2,8
BBBPBB,BPBPBPBP,PPPBPP,2,8
PPBPBP,PBPBPBPB,PBPPBP,2,8
BBPPPB,BPBPBPBP,BPPPBP,2,8
PBBBBB,BPBPBPBP,PPPPPP,2,8
BBPPPB,BPBPBPBP,BPPBPP,2,8
PPPPBB,BPBPBPBP,PPBBPP,2,8
BBPPPP,PBPBPBPB,BBPPPB,2,8
PPBBPB,BPBPBPBP,BBBPPB,2,8
PPPBBP,PBPBPBPB,PBBPBP,2,8
BBBPPP,PBPBPBPB,BBBPPP,2,8
BPBBBB,BPBPBPBP,BBBBBP,2,8
PPBBPB,BPBPBPBP,PPPPBP,2,8
BPBPPB,BPBPBPBP,PBBPPB,2,8
BPBBPP,PBPBPBPB,BPBPBP,2,8
PBPBPB,BPBPBPBP,PPPPBB,2,8
PPBBBP,PBPBPBPB,PBBBPP,2,8
BBBBBB,BPBPBPBP,PPBPPP,2,8
PBPBBP,PBPBPBPB,PPBPPB,2,8
PPPBBP,PBPBPBPB,PBBBPP,2,8
PPPPBB,BPBPBPBP,BBPPBB,2,8
PPPBPB,BPBPBPBPBPBP,PBPBBP,3,12
BPBBPB,BPBPBPBP,BPPPBP,2,8
PBPBBB,BPBPBPBP,PPPPBP,2,8
BPBBBB,BPBPBPBPBPBP,PPBPPP,3,12
BBPBPP,PBPBPBPB,BBPPBB,2,8
BPPBBP,PBPBPBPB,BBBBBP,2,8
PPPPBB,BPBPBPBP,PPBBBB,2,8
PBPPBB,BPBPBPBP,PPPBPP,2,8
PBPPBP,PBPBPBPB,BBBPBB,2,8
BPPBBB,BPBPBPBP,BBPPPB,2,8
BPPPPP,PBPBPBPB,PPPPPP,2,8
PPBPBB,BPBPBPBP,BBPPPB,2,8
BBPBPP,PBPBPBPB,PPBBBP,2,8
PPPPBP,PBPBPBPBPBPB,BBBBPP,3,12
BBBBBP,PBPBPBPB,BBPBPP,2,8
PPBBBB,BPBPBPBP,PPPPBP,2,8
BBBPBP,PBPBPBPB,BBPPBP,2,8
PBBPBB,BPBPBPBP,PPPBBB,2,8
BBPPBB,BPBPBPBP,PPPBBB,2,8
PPPPBB,BPBPBPBP,PBPPPP,2,8
BBPPBB,BPBPBPBP,PBPBBP,2,8
BPPBPB,BPBPBPBP,PBBPPB,2,8
PPBBBB,BPBPBPBP,PBBBBP,2,8
BBPBPP,PBPBPBPB,PPBBBP,2,8
PPPBPP,PBPBPBPB,PPPBPP,2,8
BBBPPP,PBPBPBPB,BBBBPB,2,8
PPBBBB,BPBPBPBP,BBBPPB,2,8
BPBBBP,PBPBPBPB,BPPBPB,2,8
BPPBBP,PBPBPBPB,BPPBPP,2,8
BBBPPP,PBPBPBPB,PPBBBP,2,8
BBBBPP,PBPBPBPB,PPBPPB,2,8
BPPBPB,BPBPBPBP,PPPPPP,2,8
PBBPBP,PBPBPBPBPBPB,PPPBPP,3,12
PPBPBB,BPBPBPBP,PPBBPP,2,8
BPBBPP,PBPBPBPB,PPBPBB,2,8
BBBBPP,PBPBPBPB,PPPPPP,2,8
PPBPBB,BPBPBPBP,PBBBPB,2,8
BPBBPP,PBPBPBPB,BPBBPB,2,8
BPPPPB,BPBPBPBP,BBPPPP,2,8
BBBPPP,PBPBPBPB,PPBPPB,2,8
