before,lukku,after,pairs,length
PBPPPP,PPBB,BBPBBP,2,4
PBBBBP,BBPPBB,PBBPBP,3,6
PPPPPB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,BPBPBP,2,4
BPPPPB,PPBB,BBBBBP,2,4
PPPBBB,PPBB,BPBPPP,2,4
BPBPPP,BBPP,PBPBBB,2,4
PBPBBB,PPBB,BPPPPP,2,4
PPPPPB,PPBBPPBBPP,BPPPPP,5,10
BBBBPB,PPBB,PBPPPB,2,4
BPBPPP,BBPP,PPPPBP,2,4
PPBBBB,BBPP,BPBPBB,2,4
PPBPBP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBPBBB,2,4
BBBPBP,BBPPBB,BPBPBB,3,6
BPBBBP,BBPP,PPBBBP,2,4
BPBBPP,PPBB,BPPBPB,2,4
PBPPPB,PPBBPPBB,BPBBBB,4,8
BPPBPP,PPBBPP,BPPPBB,3,6
PBBPBB,BBPP,PPBPPB,2,4
BBPPBB,BBPPBB,BBPPPP,3,6
BBPPBB,BBPP,PPBPBP,2,4
PBPPBP,BBPPBB,BPPPPB,3,6
PPPBPB,PPBBPP,PPBBPP,3,6
PPBBPP,PPBBPP,BPBPPB,3,6
BPBPBP,BBPP,BPPPPP,2,4
PPBPBB,BBPP,BPBBPP,2,4
BBPPBP,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PPPPPB,2,4
BBBBBP,BBPP,PBBBBP,2,4
BPPPBB,BBPP,PBBPBP,2,4
PBPPBB,BBPPBB,BBBPBB,3,6
BBBBBP,BBPPBBPP,PPPPPP,4,8
PPPBBP,BBPP,PPBBBP,2,4
BPBBPP,PPBB,BPPBBP,2,4
BBBPPP,BBPP,BPBBBP,2,4
PBBBPP,PPBB,BBBBPB,2,4
PPBPBB,BBPP,PBPBBB,2,4
BPBBPB,PPBB,PBBPPP,2,4
BPPBBP,BBPP,PBPBBB,2,4
BPBPBP,BBPP,BPPPPB,2,4
PBBBBB,PPBB,BPPPBP,2,4
PPPBPB,PPBBPP,BPPBPP,3,6
PPBPPB,PPBB,BBPBPP,2,4
PPPPBP,BBPP,PBPPBP,2,4
BBBBPP,PPBB,PBBPPB,2,4
PPPBBP,BBPP,BPBBBP,2,4
BPBBBP,BBPP,BPPBPP,2,4
PPPPPP,PPBB,BBPBBB,2,4
BBPBBB,PPBB,BBBBBP,2,4
PBBBPB,PPBB,BBBPPB,2,4
PBBBBB,PPBBPP,PPPBPP,3,6
PBBBBB,PPBB,BBBPBP,2,4
PPPBPB,PPBB,PBBPBP,2,4
BPPPPP,BBPPBB,BBPPBP,3,6
BBPPBB,BBPP,BPPPBB,2,4
PBPBBP,BBPPBBPP,PBPBBP,4,8
BPPPBP,BBPPBB,BPPBPB,3,6
BBPPBP,BBPP,PBPBPB,2,4
PPBBBB,BBPPBB,BBBBBB,3,6
BBBBBB,BBPP,PPBBPB,2,4
BBBBPP,PPBB,PBBBPB,2,4
BPPBPP,PPBB,BBPBPP,2,4
BPBPPP,BBPPBB,PBBPPP,3,6
BPPBBP,BBPP,PBPBBB,2,4
PPPPPP,BBPP,PPPBBB,2,4
BBBPPP,BBPP,PPBPBP,2,4
BPBPPP,BBPP,PPBBPP,2,4
PPBBPP,PPBBPP,PBPPPB,3,6
BPBBBB,BBPPBB,PBBBBB,3,6
BPBPBB,BBPPBB,PBBPBP,3,6
PBBPBB,BBPP,PPPBPB,2,4
PBBBBP,BBPP,BPBPPB,2,4
BPPBPB,PPBB,BPPPBP,2,4
PPBPPB,PPBB,BPBBPB,2,4
BBPBPP,PPBB,BPPBPB,2,4
PBBBPP,PPBB,BPPPPB,2,4
BPPPPP,BBPP,BPBPPB,2,4
PBBBPP,PPBBPPBB,PBPPPP,4,8
PBPPPP,PPBB,BPPPPB,2,4
PBBBPP,PPBB,BPPBPP,2,4
PPBBPP,PPBBPP,PBPPPB,3,6
PPPBPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBB,BPBPBB,3,6
BBPBBB,PPBB,BBPBPB,2,4
BBPBBB,PPBBPP,PPPBBB,3,6
PPPPBP,BBPP,PPPPPB,2,4
BPBBBP,BBPP,PBPPPB,2,4
PBBPBB,BBPP,BPBPPB,2,4
BPPBPB,PPBB,BBPBBP,2,4
PBBBBP,BBPP,PBPPBB,2,4
BBPPPB,PPBB,BBPBPP,2,4
BPPBPB,PPBB,BPBPBP,2,4
PBBPBB,BBPP,PBPPBP,2,4
PBPPBP,BBPP,BPPPPP,2,4
PBPBPB,PPBBPP,BPPBPP,3,6
BBBPBP,BBPPBBPP,PPPBBB,4,8
BBBBBP,BBPPBB,PBPBBP,3,6
PBBPBP,BBPP,BPPPBP,2,4
BPBPPP,BBPP,BPBPPB,2,4
PBBBBB,PPBBPP,BPBPPP,3,6
PBPBPP,PPBB,BPPBPB,2,4
BBPPBP,BBPP,BPBBBB,2,4
BBBBBP,BBPP,BPPBPP,2,4
PBBBBB,PPBBPP,BPBPPP,3,6
PBPBPP,PPBB,BPPBPB,2,4
BBPPBP,BBPP,BPBBBB,2,4
BBBBBP,BBPP,BPPBPP,2,4
PBBPPB,PPBB,PBPBBB,2,4
BPBBBB,BBPP,PBBBBP,2,4
PPBBBB,BBPP,PPPPPP,2,4
PPPBBB,PPBB,BBBPBP,2,4
BPBPBP,BBPPBB,BBBBBP,3,6
PPBBBB,BBPPBB,BBPPBB,3,6
BBPPBB,BBPPBBPP,BPPBBB,4,8
PBBPPB,PPBB,BPBPPB,2,4
BBPBBP,BBPP,PPPPBP,2,4
PPPBPB,PPBBPP,BPBBPB,3,6
BPBPBP,BBPPBB,BPPPPP,3,6
PPPBPB,PPBBPPBB,BBBPPB,4,8
BPPPPB,PPBB,BPBBBB,2,4
BPBPPB,PPBB,BPPPPB,2,4
PBPBPP,PPBB,BBPBBB,2,4
BPBBPB,PPBB,BPPBPB,2,4
PBBBPP,PPBB,BBBBPB,2,4
BBBPPB,PPBB,PBPBPP,2,4
BPPBPB,PPBB,PBPBBP,2,4
PBPBPB,PPBB,BPPBPB,2,4
BBPBBP,BBPP,PPPPBP,2,4
BBPBPB,PPBB,BPBBPB,2,4
PPPPPB,PPBB,BPPPBP,2,4
PPPBPB,PPBBPP,PPPBBP,3,6
PPBPBP,BBPP,PPPPPP,2,4
PPPPPP,PPBB,PBBPBP,2,4
PPPPPP,PPBB,BPBPBP,2,4
PPPBBP,BBPP,PPPPPP,2,4
PPPPPB,PPBBPP,PPBBBP,3,6
PPBBPP,PPBB,BPBPBP,2,4
PBPBPP,PPBB,PBBBPP,2,4
BBBPBB,BBPP,BPBPBB,2,4
BBBPPB,PPBB,BPPBBP,2,4
BPPBBB,PPBBPP,BPPPPB,3,6
BPPBPP,PPBB,BPPBPB,2,4
BPBPBP,BBPP,PPPPPP,2,4
PPPPPP,BBPP,PBPBPP,2,4
PPPBPB,PPBB,PBBBBP,2,4
PBBPBB,BBPP,PBBBBP,2,4
BPPPBB,BBPP,BPPBPP,2,4
BPBBBB,BBPP,BPBPPB,2,4
PBPBBP,BBPPBB,BPBBPB,3,6
BBPBBP,BBPP,PPBBBP,2,4
BPBBPP,PPBB,BPPBBB,2,4
PPPBBB,PPBB,BPBBBP,2,4
PBPBBP,BBPPBB,PBPPBP,3,6
PBBPBB,BBPP,PBBPPB,2,4
BBBPPP,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PBBBBP,2,4
BBBPBB,BBPPBB,BBPPBP,3,6
BBPPBB,BBPP,BPPPBP,2,4
PPPBPB,PPBB,PBBBBB,2,4
BPBBBB,BBPP,PPPBBB,2,4
PBBBBP,BBPP,PPPPBP,2,4
PBBPBB,BBPPBBPP,PBBBPP,4,8
PPBPPB,PPBBPP,PBBPPP,3,6
PBBPPP,BBPP,PPBBPB,2,4
PPBBPP,PPBB,PBBPBP,2,4
PBPBBB,PPBB,PBPBPB,2,4
PBBBPP,PPBB,BPPPPP,2,4
PPPBPP,PPBB,PBBBBP,2,4
PBBPBB,BBPP,PBPPBB,2,4
BBPPPB,PPBB,PBBPBP,2,4
PPBPBB,BBPP,PBBBPP,2,4
PBPPPP,PPBB,PBPBBB,2,4
PBBPBB,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PPBPPB,2,4
BPBPBB,BBPP,PBPPBP,2,4
PPBPPB,PPBB,BPPPBP,2,4
BPPBPP,PPBBPP,PBBPBB,3,6
PBBBBP,BBPPBB,PBBBPP,3,6
PPPPPB,PPBBPP,PPBPPB,3,6
BPPBPP,PPBB,BBPBPB,2,4
PBPBBP,BBPPBB,BPBPBB,3,6
BBBPBP,BBPP,PPPBBB,2,4
BPBBBB,BBPP,PBBBPB,2,4
BPBPBB,BBPP,BPPPPP,2,4
PPPPPP,PPBB,BBBBBP,2,4
PPBPPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PBPBPB,2,4
BPBBBP,BBPP,PBBBBB,2,4
BPBPPB,PPBB,BBBPBP,2,4
PPPPPP,PPBB,PBPPPB,2,4
PBPPBP,BBPP,PBPPPP,2,4
BPPPBB,BBPP,PPBPBP,2,4
PBBBBP,BBPP,BPBPPP,2,4
PBPPPB,PPBBPPBBPPBB,BBBBPB,6,12
BBBBBP,BBPPBB,PBBPPB,3,6
BPPBBP,BBPP,BPBBPP,2,4
PPPBPP,PPBB,BPPBPB,2,4
BBBBBB,PPBB,BBPPBB,2,4
BBPPBB,BBPPBB,BPBBPP,3,6
PPBBBP,BBPPBB,BPBBBP,3,6
BPBPPB,PPBBPP,BPBPPP,3,6
PPPPPB,PPBB,BPPPBB,2,4
BBBPPP,BBPPBB,PBBPBB,3,6
PBBPBB,BBPP,PBBPBB,2,4
BBPBPP,PPBB,PBPPBP,2,4
BPBPBB,BBPP,PPPPPB,2,4
BBBPBP,BBPP,BPBPBP,2,4
PBPBBP,BBPP,PPPPBP,2,4
BPPBBP,BBPPBB,PBPPBB,3,6
PPBBPB,PPBB,BPBBBP,2,4
PBBBPP,PPBB,PBBBPP,2,4
BBPBBB,PPBBPP,PBBBBP,3,6
PPPBPB,PPBBPPBB,PBPBPP,4,8
PBPPPB,PPBBPP,PBPPPB,3,6
PBBPBP,BBPPBBPP,BPPBBP,4,8
PBBPPB,PPBB,PBBPPB,2,4
BPPBBP,BBPPBB,BBPPPP,3,6
BBPPBB,BBPP,PPPBPB,2,4
BPBPBB,BBPP,PPBBBP,2,4
PPPPPP,PPBB,BBBPBP,2,4
BPPPPB,PPBB,BBBPBB,2,4
BBBBBP,BBPP,BPBBBP,2,4
BPBPBP,BBPPBBPP,PPPPBB,4,8
BBPPPP,PPBB,BBBBPB,2,4
PBPBBB,PPBB,PBPBBP,2,4
PBBPBP,BBPP,PPPBPB,2,4
PPPBBB,PPBBPPBB,BBPPPP,4,8
BBPPBB,BBPP,PPBPPB,2,4
PBPPPB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BBBPPB,2,4
PBBBBB,PPBB,PBBPPB,2,4
BPPBBP,BBPPBB,PBBBBP,3,6
PBBPBB,BBPPBB,BBBPPP,3,6
BBBBPP,PPBB,BBBBBB,2,4
PPPBPP,PPBBPP,BPBPBP,3,6
BPPPBP,BBPP,BPBBBB,2,4
PBPBPB,PPBBPP,PPBBPP,3,6
PPBBPP,PPBBPP,BPPPPB,3,6
BPPBPP,PPBB,BBBBBP,2,4
PPBPBB,BBPPBBPP,BPBBPP,4,8
BBPPBP,BBPPBB,BPBPPP,3,6
BPPPBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BBPBPB,2,4
PBPBBP,BBPP,BPBPBB,2,4
BPBBPP,PPBB,BBBPBB,2,4
BPBBBB,BBPP,PPBBPB,2,4
BBBBPP,PPBB,PBPPBB,2,4
BPBBPB,PPBB,BPBBBP,2,4
PBPBPB,PPBB,BBBPPB,2,4
BBBBBB,PPBB,BPBBBP,2,4
PBPPBP,BBPP,PPPBPP,2,4
BPBBPB,PPBB,PBBBBP,2,4
PBBPBB,BBPP,PBBPBB,2,4
BBBPBP,BBPP,BPPPPB,2,4
PBPPPB,PPBBPP,PPBBBP,3,6
PPBBPP,PPBB,BPPBPB,2,4
BBPBBB,PPBB,BBPBPP,2,4
PBPBBB,PPBB,BPBBPB,2,4
BBPBBB,PPBB,PBPBPB,2,4
PBPBPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBBBPP,2,4
PPPBBB,PPBBPPBB,PBPPPP,4,8
PBBBPP,PPBB,BPBPPP,2,4
BBBPPP,BBPP,BPPBPP,2,4
PPBPPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBPBPB,2,4
BPBPBP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BPPBPP,2,4
BPPBPP,PPBBPPBB,PBPPBP,4,8
BBBPPB,PPBB,PBPPBP,2,4
PPBPBP,BBPP,PBBPPB,2,4
PBBPPP,BBPP,BPPBBP,2,4
PPPBPP,PPBB,BBPPBP,2,4
PPPPBB,BBPP,BPBBBP,2,4
PPBPBP,BBPPBB,PBPPBP,3,6
BBBBPB,PPBBPP,BPPBBB,3,6
PBBPPB,PPBB,BPPPBB,2,4
BBBPPP,BBPP,PBBBBP,2,4
PBBBPB,PPBBPP,PBPPPB,3,6
PBPPPB,PPBB,PBBPPB,2,4
BPPBBP,BBPPBB,BPBPBB,3,6
BPPPPB,PPBB,BBBPBB,2,4
BBBBBP,BBPP,PBPBPB,2,4
BPBPBB,BBPP,PBPBBB,2,4
BBBPBP,BBPP,PPBBBB,2,4
BPBBPP,PPBB,BBBPBP,2,4
BBPBPP,PPBB,BBPBBP,2,4
PPPBPB,PPBB,BPPBBP,2,4
BPPBBB,PPBB,PBPPPB,2,4
BBBBBP,BBPP,PPBPPB,2,4
BPPBPP,PPBBPP,PBBBBB,3,6
BBBBPP,PPBB,PBBBBB,2,4
BBBBBB,PPBB,BBPBPP,2,4
BBPPPB,PPBBPPBBPP,PPPBPP,5,10
PBPBBB,PPBB,BBPPBP,2,4
BBPPBB,BBPP,BPPBPP,2,4
PBPBBP,BBPP,PPPPPP,2,4
BPBPBP,BBPP,PBPBBP,2,4
BPBBPB,PPBBPPBBPPBB,BBBBBP,6,12
BPBPBP,BBPP,PPPPPB,2,4
PPPPBB,BBPP,PPPPPB,2,4
BPBBBP,BBPP,BPPPBP,2,4
PPPBPB,PPBB,BPPBBP,2,4
BPPBBB,PPBB,PBBBBB,2,4
BBBPBB,BBPP,PBBPPB,2,4
BBBPPP,BBPP,BPPBBB,2,4
PBBPPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBBPPP,2,4
BBBPPP,BBPP,PPBBPB,2,4
PPBBPP,PPBB,PBBBPP,2,4
BPPBPB,PPBB,BBBBBB,2,4
BBPBPP,PPBB,BBPBBP,2,4
PBBPBB,BBPP,PBBPPB,2,4
BPBBBB,BBPP,PBBBBP,2,4
BBBBPB,PPBB,PBBBBB,2,4
BBBBBB,BBPP,PPBPBB,2,4
PBPBBP,BBPP,BPPPBP,2,4
PBPPPB,PPBB,BBBBPB,2,4
BBBBBP,BBPP,BPPBPB,2,4
PBPPPB,PPBB,BPBPPP,2,4
PPPBPB,PPBB,PBBBBP,2,4
PBBPBB,BBPP,BPPBBP,2,4
BBBPPB,PPBB,PBBBPB,2,4
BBPBPB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BPBPBB,2,4
PBPBBB,PPBB,BBPBPB,2,4
PPPPPP,BBPPBBPP,PPBPBP,4,8
BPPPBB,BBPPBB,PBPPBB,3,6
PPBBPB,PPBB,PBBPBB,2,4
PBPBBP,BBPP,PBBPBP,2,4
BPBPPB,PPBB,BBBPPB,2,4
PBBBBB,PPBBPP,BPPPBP,3,6
PPPPBB,BBPP,PBPPPB,2,4
PPBPPP,BBPP,BPBPBB,2,4
PPBPBP,BBPP,PPPPPP,2,4
PPPPPP,PPBB,BPPPPB,2,4
PBBBPP,PPBB,BPPBPB,2,4
BBPPBP,BBPP,BPBBBB,2,4
PBBBBB,PPBB,BBBBPP,2,4
PPBBBB,BBPPBBPP,PPPPBP,4,8
BPPPPB,PPBB,PBPPBB,2,4
PPBBPB,PPBB,PBPBPB,2,4
PBBBBP,BBPP,PPPBPB,2,4
BBPBPP,PPBBPP,PPBBBB,3,6
BBBBPB,PPBBPP,PPBPBP,3,6
PPPBPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBB,BPPPBP,3,6
BPBBPB,PPBB,PBBPPP,2,4
BPPBBP,BBPP,PPPBPB,2,4
PBPBBB,PPBBPP,BPBPPB,3,6
BPPBPB,PPBB,BPBPPB,2,4
PBBBPB,PPBB,BBBPBP,2,4
BBPBBP,BBPPBB,BBPPPP,3,6
BBPPBB,BBPP,PPPPPB,2,4
PPPPPP,BBPP,PBBBBP,2,4
BPPPBB,BBPP,PBPBBP,2,4
PBBBBP,BBPP,BPBPBB,2,4
PBPBBP,BBPP,PPBPPP,2,4
PPPBPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BPPBBP,2,4
BBBBPP,PPBB,PBBPPB,2,4
PPPBBP,BBPPBBPP,BPBPBP,4,8
PBPBPB,PPBB,BPPPPP,2,4
BBBPBP,BBPP,BPBPBP,2,4
BBBBBP,BBPP,BPBPPB,2,4
BPPBPB,PPBB,PBBPBP,2,4
BPPPBB,BBPP,PPBBPP,2,4
BBBBPP,PPBBPP,PBPBBB,3,6
PBPBBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBBBBB,2,4
PPPPPB,PPBB,PBPBPB,2,4
BPBPBP,BBPP,PPBPPB,2,4
PBPBBB,PPBBPP,BPPBPB,3,6
BPPBPB,PPBB,BPBPPP,2,4
PPPBBP,BBPP,BPBPBB,2,4
PPPBBB,PPBB,PBPBBP,2,4
PBBPBP,BBPPBB,BPBPPB,3,6
BPPBPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBBPPB,2,4
BBBPPP,BBPPBB,BBPPPB,3,6
BBPPBB,BBPP,PBBBBB,2,4
BPBBBB,BBPP,BPBBBB,2,4
BPBBBB,BBPP,PPPBPP,2,4
BPPPPP,BBPP,PBBBPP,2,4
BPBPPB,PPBB,BPPPPB,2,4
PBBPPB,PPBB,BPBBPP,2,4
PPBBBP,BBPP,BPBBPB,2,4
BPBBBB,BBPPBB,BPPBBP,3,6
BPPBBB,PPBBPP,BPBBBP,3,6
PPPBBB,PPBB,BPPPPB,2,4
PBBBPP,PPBB,PBBPBP,2,4
PBPPBP,BBPP,BPPPBP,2,4
PPBBBB,BBPP,PBPBBP,2,4
BPPPBP,BBPPBB,BPPPBB,3,6
PPBPBP,BBPP,PPPPBP,2,4
PPPPPB,PPBB,BBPBPP,2,4
BBBBPB,PPBB,BPPPPP,2,4
PPBPBP,BBPP,BPBPBB,2,4
PPBPBP,BBPP,PBBBBB,2,4
PBPBPB,PPBB,BPBBBP,2,4
BBBPPB,PPBB,BPPPPP,2,4
BBBPBB,BBPP,PPBPBB,2,4
BPBPPB,PPBB,BPPBBP,2,4
BPPBBB,PPBBPPBB,BBBPPB,4,8
PBBPBP,BBPP,BPBPPB,2,4
BPPBPB,PPBB,BBPBPP,2,4
PBBBBB,PPBBPPBBPP,PPBBBP,5,10
PPBBPP,PPBB,BPBBPP,2,4
PBBBPP,PPBB,BPPPPP,2,4
PPPPPB,PPBB,BBBBBP,2,4
BPPPBB,BBPP,PBPBPB,2,4
BBBPBB,BBPP,PBPBBP,2,4
BPPBPB,PPBB,BPBPPP,2,4
PBPPPP,PPBB,BPBPPB,2,4
PBBBPB,PPBBPP,BPBPPP,3,6
PBPBPP,PPBB,BBPBPB,2,4
BBBBBP,BBPP,BPPBPP,2,4
PBBBPP,PPBB,BPBPBB,2,4
PPBPBB,BBPP,BPPPBP,2,4
BPPPPP,BBPP,PPPBPP,2,4
PPPPPB,PPBB,BBBBPB,2,4
BPPPPB,PPBB,BPPBPB,2,4
BPPPBP,BBPP,PBPPPB,2,4
BPPPBP,BBPP,BPPBPP,2,4
PPBPPB,PPBBPP,BPBBPP,3,6
BBPPBP,BBPP,BPBPPB,2,4
BPBPPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBBPBB,2,4
PBBBPB,PPBB,PBPPPP,2,4
PBPPBP,BBPP,BPBPBB,2,4
PBBBBP,BBPP,PPPBPB,2,4
PPPPPP,BBPPBB,BPBPPB,3,6
PBBBPB,PPBB,BBPPBB,2,4
PBPPBB,BBPPBB,BPPPBP,3,6
BPPPBP,BBPP,PBPPBB,2,4
BBPPPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBPPBP,2,4
PBPPPB,PPBB,PBPPBB,2,4
PPBBPB,PPBB,PBPBBB,2,4
PBBBBB,PPBB,BPPPPB,2,4
BPPPPB,PPBBPP,PBPBPP,3,6
PPBBBB,BBPPBB,PBPPPP,3,6
BBBBPP,PPBB,BPPPBB,2,4
BBBPPP,BBPP,BPPPPP,2,4
PPBPBB,BBPPBBPP,PBBPBB,4,8
PBBBPB,PPBB,PBBPBP,2,4
PPBPPP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PBPPBP,2,4
PPBPPB,PPBBPP,BPBPPB,3,6
BBPBBP,BBPPBB,BBBBPP,3,6
BPPBPB,PPBBPP,PPPPBP,3,6
PPPPPB,PPBB,PBPBPB,2,4
BPBBBP,BBPP,BPBBBP,2,4
BPBPPB,PPBBPP,BPPPBB,3,6
BBBBBB,BBPP,BPPPPP,2,4
BBBBPB,PPBB,BPBPBP,2,4
BBPBPB,PPBB,PBPPPB,2,4
PBPPBP,BBPP,PPBBBB,2,4
BPBBPB,PPBBPP,PBBBPP,3,6
BBPBPP,PPBBPP,PBBBBP,3,6
BBBPBP,BBPP,BPBPBB,2,4
PPPPBP,BBPPBB,BPBBPP,3,6
PPBBBP,BBPP,PPBPPB,2,4
BPBBPP,PPBB,BPBPPP,2,4
BPBPPP,BBPPBBPP,PPPBPB,4,8
BPPPPP,BBPPBB,PBPBBB,3,6
BPBPBB,BBPP,PPBBBP,2,4
BBBBPP,PPBB,BPBPPB,2,4
PBBBPB,PPBB,PBPBBP,2,4
PBBBBP,BBPP,PPPBBP,2,4
BPPPPP,BBPP,BPBPBB,2,4
PPBPPP,BBPPBB,PBPPPB,3,6
PBPPPB,PPBB,BPPBPB,2,4
BBBBBB,PPBB,BBBBPB,2,4
BBBBPB,PPBB,BPPBBP,2,4
BPPBBB,PPBB,PBPBPP,2,4
PPBPBB,BBPP,BPPPBP,2,4
PPBPPP,BBPP,PBPPBP,2,4
PPBPPB,PPBB,BBPPBB,2,4
PBPPBB,BBPPBB,BPPBPB,3,6
PPPPPB,PPBB,BPBPBB,2,4
PBBPBB,BBPP,PPBPBP,2,4
PPBPBB,BBPP,PPPPPP,2,4
BPBBBB,BBPP,BPBPPP,2,4
BPPPPB,PPBB,BBPBPB,2,4
BBPPPB,PPBB,PBPPPB,2,4
BPBPPP,BBPPBB,BPPBBP,3,6
BBPPPB,PPBB,PBPPPB,2,4
BPBPPP,BBPPBB,BPPBBP,3,6
BPPBBB,PPBBPP,PPBPPB,3,6
BBPBBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBBPPP,2,4
PPPBBP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PPBBPB,2,4
PPBBPP,PPBB,PBBBPP,2,4
BBPBBB,PPBBPP,PBBBBP,3,6
BPPPBB,BBPPBB,BBBBPB,3,6
BBBBBP,BBPPBB,BBPPBB,3,6
PPPBBB,PPBB,PBBBPB,2,4
BPBBBB,BBPP,PBBPBB,2,4
BPPPPB,PPBB,BPBPBB,2,4
BBBPBP,BBPPBB,BPPBBB,3,6
PBBBPB,PPBBPPBB,PBPBPB,4,8
BBPBPP,PPBB,BPBBPP,2,4
PPBBBP,BBPPBB,PBBPBB,3,6
PBBBPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBBBBP,2,4
BBBBPB,PPBB,PBBPBB,2,4
PBBBBP,BBPP,BPPPBP,2,4
PBPPPP,PPBB,BBBPBB,2,4
BBPBPB,PPBB,BBPBPP,2,4
BBBPPB,PPBB,PBBPPB,2,4
BPPBBP,BBPPBB,BPBBPB,3,6
BBBPBB,BBPPBBPPBBPP,PBPBPP,6,12
BPBBBP,BBPPBB,BBPPPP,3,6
PBBBBP,BBPP,PPPPBB,2,4
BBPPPP,PPBBPP,PPBBPB,3,6
PPBBPP,PPBB,PBPPBP,2,4
BPBPPB,PPBB,PBPPBP,2,4
PPBPBB,BBPP,BPPPBP,2,4
BPPPBB,BBPP,PBBBBP,2,4
BPPPBB,BBPP,PBBBBP,2,4
BPPPBB,BBPPBBPP,PBBBPB,4,8
BPBBBB,BBPP,BPBBPB,2,4
BBBBPP,PPBBPPBB,BPBPBB,4,8
BBBPPB,PPBB,BPPPBB,2,4
BPPPPB,PPBB,BPBBBB,2,4
PPPBBB,PPBB,BPBBPP,2,4
PPBBBP,BBPPBB,BBPPBP,3,6
BBPPBB,BBPP,BPPBPB,2,4
PBPPBP,BBPP,BPBPPB,2,4
BPPBPB,PPBBPP,BPPPBB,3,6
PPBBPP,PPBB,BBPPPB,2,4
PPPPBB,BBPP,PBBBBP,2,4
BBBBBB,BBPP,PPPPPB,2,4
PPPBPP,PPBB,BPBBPP,2,4
PPPBBP,BBPP,PPPPPP,2,4
PBPBBB,PPBBPP,PBBPPP,3,6
PBBPPP,BBPP,PBPBBB,2,4
BBPPPP,PPBB,BBPBPP,2,4
BBBPBP,BBPP,PBPBBB,2,4
BBBBPB,PPBB,BBBPPP,2,4
BBBPBB,BBPPBB,PBPPBB,3,6
PPBBPB,PPBB,BPPPBB,2,4
PPBPBP,BBPP,PPBPPB,2,4
BPPPPB,PPBB,BBBPBB,2,4
BPBPPP,BBPP,PBPBPB,2,4
PBPBBP,BBPP,BPPBBB,2,4
PBBPPB,PPBB,BBPPBB,2,4
PBPPBB,BBPPBB,BPBBBB,3,6
BBBPPB,PPBB,PBPPBB,2,4
PPBBPB,PPBB,BBPBBP,2,4
PPBBBB,BBPP,BPPPPB,2,4
BPPBPP,PPBB,BPPBPP,2,4
PBPBBB,PPBB,PBBPBB,2,4
BBBBPP,PPBB,BPPPBP,2,4
PPBPPP,BBPP,PBPPBB,2,4
BBPPPB,PPBBPP,BPPPPB,3,6
PPBPBP,BBPP,PBBPBB,2,4
BPBPBB,BBPP,PPBBBB,2,4
PPBPPP,BBPP,PPPBBP,2,4
PPPBBP,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBBBBP,2,4
BBBBPP,PPBB,BPBPPB,2,4
PBBBPB,PPBB,PBBBPP,2,4
PBPBPB,PPBBPP,BPPBPB,3,6
BBBBBB,BBPP,PPBBPB,2,4
BBBBPP,PPBB,PBBBBB,2,4
BBBPBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBBBPP,2,4
PBPBBB,PPBB,BBBPBB,2,4
BBBBBB,BBPP,PPBPPB,2,4
PBPPBP,BBPP,PPPBBB,2,4
PPPPBB,BBPPBBPP,BPPBBB,4,8
PBBPPB,PPBB,BPPPPP,2,4
PPPPPP,PPBB,BPPPPB,2,4
PBBBBP,BBPP,PPBBBB,2,4
BPBBPP,PPBB,BBPPPB,2,4
BPBPPP,BBPP,PPPPBB,2,4
BBPPPP,PPBBPPBBPPBB,PBBBPB,6,12
PBBBBB,PPBB,PBPPPB,2,4
PPBBPB,PPBBPP,PPBPPB,3,6
BPBBBB,BBPP,BPPPPB,2,4
BPPBPP,PPBB,BBPBBB,2,4
PBBBPP,PPBBPP,BPPPPP,3,6
BPBBPB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BBPPPP,2,4
BBPPBB,BBPP,PPBBPP,2,4
BBBBPP,PPBBPP,PBBPBP,3,6
